GENEID	X97	X99	X100	X103	X104	X105	X108	X109	X110	X111	X113	X114	X115	X116	X117	X118	X119	X120	X122	X123	X124	X125	X127	X131	X132	X133	X134	X135	X137	X138	X141	X143	X144	X148	X149	X150	X152	X153	X154	X155	X156	X158	X159	X160	X163	X164	X165	X167	X168	X169	X170	X173	X175	X176	X178	X179	X180	X181	X182	X183	X184	X185	X187	X188	X189	X191	X192
Actn4	0	1.00012209018435	0	0	2.00048844025395	0	4.00195439749781	0	1.00012209018435	0	0	2.00048844025395	0	0	6.00439882750478	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	3.00109916954915	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435
Actr2	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	7.00598826885697	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0
Actr3	1.00012209018435	8.00782268745052	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	6.00439882750478	2.00048844025395	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	0	0	3.00109916954915	3.00109916954915	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	0	0	1.00012209018435	0
Actr6	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0
Adam12	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	2.00048844025395	4.00195439749781	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	3.00109916954915	0	0	2.00048844025395	0	2.00048844025395	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	6.00439882750478	0
Adam23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam9	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	0	0	0
Adamts1	7.00598826885697	0	3.00109916954915	0	1.00012209018435	0	0	0	2.00048844025395	0	0	12.0176125328898	0	0	1.00012209018435	8.00782268745052	1.00012209018435	6.00439882750478	1.00012209018435	0	11.0147970057849	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	0	9.00990220315199	0	0	0	1.00012209018435	0	0	3.00109916954915	0	0	4.00195439749781	4.00195439749781	0	5.00305424361532	0	2.00048844025395	6.00439882750478	0	12.0176125328898	8.00782268745052	0	0	0	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	20.048987655079	0	1.00012209018435	4.00195439749781	0
Adamts20	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	4.00195439749781	0	0	0	1.00012209018435	0	4.00195439749781	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	5.00305424361532	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0
Adamts4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0206736374495	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0
Adamts5	0	1.00012209018435	0	6.00439882750478	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	4.00195439749781	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0
Add3	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	0	2.00048844025395	5.00305424361532	3.00109916954915	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	0
Adh1	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	4.00195439749781	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	9.00990220315199	2.00048844025395	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	5.00305424361532	0	0	0	0	4.00195439749781	0	0
Adm	0	0	0	0	0	0	0	0	5.00305424361532	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0
Adra2a	0	0	0	0	3.00109916954915	0	0	0	5.00305424361532	4.00195439749781	0	4.00195439749781	0	0	1.00012209018435	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	6.00439882750478	0	7.00598826885697	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	4.00195439749781	3.00109916954915	0	0	0	0	0	2.00048844025395	1.00012209018435
Ago2	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	2.00048844025395	2.00048844025395	6.00439882750478	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	3.00109916954915	0	1.00012209018435	3.00109916954915
Agtr1a	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435
Agtr2	0	0	0	0	0	0	0	0	4.00195439749781	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	7.00598826885697	0
Ahnak	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	3.00109916954915	0	3.00109916954915	0	2.00048844025395	8.00782268745052	0	6.00439882750478	0	0	1.00012209018435	7.00598826885697	4.00195439749781	3.00109916954915	1.00012209018435	2.00048844025395	3.00109916954915	0	2.00048844025395	0	4.00195439749781	0	4.00195439749781	5.00305424361532	0	2.00048844025395	19.0442041347699	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	5.00305424361532	3.00109916954915	5.00305424361532	4.00195439749781	4.00195439749781	5.00305424361532	2.00048844025395	6.00439882750478	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	4.00195439749781	0	4.00195439749781	0	7.00598826885697	0	5.00305424361532	6.00439882750478	0
Ahr	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0
Akap12	0	0	1.00012209018435	3.00109916954915	2.00048844025395	0	0	0	3.00109916954915	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	0	2.00048844025395	0	0	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	5.00305424361532	0	2.00048844025395	0	0
Akap2	1.00012209018435	0	7.00598826885697	0	3.00109916954915	0	0	0	0	1.00012209018435	0	4.00195439749781	0	0	13.0206736374495	4.00195439749781	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	6.00439882750478	0	2.00048844025395	2.00048844025395	0	6.00439882750478	0	0	0	0	0	1.00012209018435	2.00048844025395	0	3.00109916954915	2.00048844025395	0	6.00439882750478	0	6.00439882750478	0	0	1.00012209018435	0
Aldoa	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	5.00305424361532	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0
Ankrd11	2.00048844025395	0	0	0	2.00048844025395	0	0	0	5.00305424361532	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	3.00109916954915	0	6.00439882750478	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	2.00048844025395	4.00195439749781	0	0	2.00048844025395	0	5.00305424361532	3.00109916954915	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	0	4.00195439749781	0	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	0
Ankrd12	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	3.00109916954915	2.00048844025395	2.00048844025395	4.00195439749781	1.00012209018435	0	0	0	0	2.00048844025395	0
Ano6	0	0	1.00012209018435	1.00012209018435	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	0	5.00305424361532	0	3.00109916954915	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	3.00109916954915	2.00048844025395	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	4.00195439749781	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	0
Anp32b	0	6.00439882750478	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	4.00195439749781	1.00012209018435	0	0	1.00012209018435	2.00048844025395	2.00048844025395	4.00195439749781	3.00109916954915	3.00109916954915	12.0176125328898	1.00012209018435	0	2.00048844025395	1.00012209018435	8.00782268745052	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	6.00439882750478	16.0313316193744	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	2.00048844025395	3.00109916954915	0	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	3.00109916954915	0	0	0	0	3.00109916954915	0	5.00305424361532	1.00012209018435	0	1.00012209018435	0	2.00048844025395	9.00990220315199	0	0	3.00109916954915
Anp32e	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	3.00109916954915
