GENEID	X2	X12	X16	X19	X20	X22	X24	X26	X32	X34	X37	X39	X40	X42	X44	X47	X48	X54	X56	X60	X62	X63	X64	X68	X69	X70	X71	X72	X74	X76	X78	X79	X80	X84	X85	X86	X88	X93	X94	X95	X96
Abhd17b	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	13.0206736374495	3.00109916954915	0	0	0	1.00012209018435
Abi2	0	0	0	0	1.00012209018435	0	0	0	0	0	4.00195439749781	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	7.00598826885697	0	4.00195439749781	0	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0	2.00048844025395	0
Abi3bp	4.00195439749781	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	0	5.00305424361532	0	6.00439882750478	0	0	3.00109916954915	0	0	1.00012209018435
Abl1	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	5.00305424361532	0	0	0	1.00012209018435	2.00048844025395
Aco1	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395
Aco2	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	5.00305424361532	2.00048844025395	2.00048844025395	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0
Acot7	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0
Acox1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	5.00305424361532	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0
Acsl4	6.00439882750478	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	1.00012209018435	0
Acta2	8.00782268745052	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	10.0122269359159	3.00109916954915	0	1.00012209018435	14.0239804397716	0	4.00195439749781	0	0	8.00782268745052	0	1.00012209018435	0	6.00439882750478	3.00109916954915	0	9.00990220315199	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	6.00439882750478	1.00012209018435	0	2.00048844025395	5.00305424361532	0	0	4.00195439749781
Actb	55.3726019210037	7.00598826885697	31.1179048445245	68.5707791601287	5.00305424361532	13.0206736374495	9.00990220315199	37.1681275103067	4.00195439749781	2.00048844025395	105.343095963603	73.6583465760993	62.4740278484444	20.048987655079	33.1336529167031	2.00048844025395	43.22730021288	18.0396670359275	2.00048844025395	27.0893822675098	30.1104026871881	39.186855988824	12.0176125328898	10.0122269359159	38.1773673823587	22.0592944438992	45.2490179242113	94.0720444488503	7.00598826885697	52.332898627509	11.0147970057849	52.332898627509	50.3076822698104	12.0176125328898	35.1503934793561	79.771780546812	9.00990220315199	52.332898627509	19.0442041347699	52.332898627509	58.4145626995135
Actg1	10.0122269359159	3.00109916954915	4.00195439749781	38.1773673823587	5.00305424361532	0	4.00195439749781	7.00598826885697	4.00195439749781	0	6.00439882750478	69.5877872348756	14.0239804397716	0	8.00782268745052	0	15.0275330602518	4.00195439749781	1.00012209018435	7.00598826885697	12.0176125328898	6.00439882750478	5.00305424361532	2.00048844025395	11.0147970057849	16.0313316193744	7.00598826885697	16.0313316193744	4.00195439749781	23.0648179545339	5.00305424361532	10.0122269359159	27.0893822675098	1.00012209018435	28.0961415204583	20.048987655079	3.00109916954915	13.0206736374495	2.00048844025395	12.0176125328898	16.0313316193744
Actn1	0	0	0	1.00012209018435	0	1.00012209018435	0	6.00439882750478	0	0	2.00048844025395	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	4.00195439749781	3.00109916954915	0	1.00012209018435	1.00012209018435	2.00048844025395	5.00305424361532	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	5.00305424361532	0	2.00048844025395	4.00195439749781	1.00012209018435	3.00109916954915
Actn4	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	4.00195439749781	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	0	4.00195439749781	0	0	5.00305424361532	1.00012209018435	0	0	0	2.00048844025395
Actr1a	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	3.00109916954915	0	0	0	1.00012209018435	0	0	6.00439882750478	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435
Actr3	1.00012209018435	0	0	2.00048844025395	5.00305424361532	0	0	2.00048844025395	0	0	4.00195439749781	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	4.00195439749781	2.00048844025395	3.00109916954915	0	1.00012209018435	1.00012209018435
Adam12	6.00439882750478	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	9.00990220315199	0	2.00048844025395	0	0	0	0	0	0	0	3.00109916954915	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	4.00195439749781	0	0	2.00048844025395	0	2.00048844025395	4.00195439749781
Adam23	0	0	0	0	0	1.00012209018435	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435
Adamts1	20.048987655079	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	4.00195439749781	2.00048844025395	0	3.00109916954915	6.00439882750478	0	0	1.00012209018435	0	8.00782268745052	7.00598826885697	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	19.0442041347699	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	0	0	10.0122269359159	2.00048844025395	3.00109916954915	3.00109916954915
Adamts2	0	0	0	0	0	0	0	0	0	0	2.00048844025395	16.0313316193744	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	0
Adamts4	20.048987655079	0	1.00012209018435	4.00195439749781	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	5.00305424361532	0	0	1.00012209018435	0	3.00109916954915	0	0	2.00048844025395	0	0	2.00048844025395	0	3.00109916954915	0	6.00439882750478	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	4.00195439749781	2.00048844025395	4.00195439749781	1.00012209018435
Adamts9	8.00782268745052	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	4.00195439749781	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435
Add1	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	4.00195439749781	0	0	1.00012209018435	4.00195439749781	0	0	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	4.00195439749781	1.00012209018435	5.00305424361532	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0
Add3	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	0	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	5.00305424361532	2.00048844025395	0	1.00012209018435	0	2.00048844025395	1.00012209018435
Adh1	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	0	0	0	7.00598826885697	0	1.00012209018435	0	0	0	0	1.00012209018435	0
Adipoq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0766058142306	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435
Adnp	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	5.00305424361532	0	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395
Ado	0	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	6.00439882750478	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435
Adra2a	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	8.00782268745052	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0
Aebp1	2.00048844025395	0	0	2.00048844025395	0	0	0	3.00109916954915	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0
Aes	1.00012209018435	0	0	3.00109916954915	0	0	0	3.00109916954915	0	0	0	2.00048844025395	5.00305424361532	0	0	0	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	0	0	0	2.00048844025395	4.00195439749781	4.00195439749781	1.00012209018435	0	1.00012209018435	1.00012209018435	6.00439882750478	0	5.00305424361532	2.00048844025395	0	1.00012209018435	0	4.00195439749781	2.00048844025395
Ago2	3.00109916954915	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	0	4.00195439749781	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	4.00195439749781	1.00012209018435	0	5.00305424361532	2.00048844025395	1.00012209018435	0	3.00109916954915	8.00782268745052	7.00598826885697
Agt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0206736374495	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435
Agtr2	5.00305424361532	7.00598826885697	1.00012209018435	10.0122269359159	0	1.00012209018435	0	1.00012209018435	0	0	22.0592944438992	2.00048844025395	13.0206736374495	0	0	8.00782268745052	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	9.00990220315199	0	24.0705883708827	0	41.2065798956254	2.00048844025395	0	37.1681275103067	0	32.1256548803621	1.00012209018435	0	1.00012209018435	5.00305424361532	10.0122269359159	0
Ahctf1	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435
Ahnak	34.1418990756402	0	8.00782268745052	17.0353762377124	4.00195439749781	0	3.00109916954915	9.00990220315199	0	0	5.00305424361532	2.00048844025395	10.0122269359159	3.00109916954915	1.00012209018435	0	3.00109916954915	10.0122269359159	2.00048844025395	2.00048844025395	3.00109916954915	14.0239804397716	0	3.00109916954915	7.00598826885697	2.00048844025395	19.0442041347699	9.00990220315199	0	17.0353762377124	4.00195439749781	3.00109916954915	5.00305424361532	5.00305424361532	5.00305424361532	6.00439882750478	5.00305424361532	4.00195439749781	5.00305424361532	6.00439882750478	5.00305424361532
Ak2	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0	0	0	0	8.00782268745052	0	0	0	1.00012209018435	4.00195439749781
Akap2	7.00598826885697	1.00012209018435	6.00439882750478	1.00012209018435	0	4.00195439749781	0	6.00439882750478	0	0	0	2.00048844025395	23.0648179545339	2.00048844025395	1.00012209018435	0	8.00782268745052	3.00109916954915	0	2.00048844025395	6.00439882750478	13.0206736374495	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435	4.00195439749781	1.00012209018435	0	2.00048844025395	0	7.00598826885697	0	1.00012209018435	0	0	1.00012209018435	7.00598826885697	0	4.00195439749781	27.0893822675098
Akr1a1	0	0	2.00048844025395	2.00048844025395	0	2.00048844025395	2.00048844025395	3.00109916954915	1.00012209018435	0	14.0239804397716	6.00439882750478	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	0	4.00195439749781	1.00012209018435	3.00109916954915	0	3.00109916954915	0	3.00109916954915	6.00439882750478	11.0147970057849	0	6.00439882750478	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	5.00305424361532	3.00109916954915	2.00048844025395	3.00109916954915	1.00012209018435	5.00305424361532	4.00195439749781
Aldh2	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	1.00012209018435	5.00305424361532	0	1.00012209018435	1.00012209018435	1.00012209018435	0	5.00305424361532	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	0	2.00048844025395	0
Aldh9a1	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	6.00439882750478	3.00109916954915	2.00048844025395	0	5.00305424361532	0	0	1.00012209018435	0	2.00048844025395	3.00109916954915	0	0	0	0	1.00012209018435
Amfr	2.00048844025395	0	0	5.00305424361532	0	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435
Anapc5	0	0	0	2.00048844025395	0	0	0	2.00048844025395	1.00012209018435	0	6.00439882750478	2.00048844025395	3.00109916954915	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	2.00048844025395	3.00109916954915	5.00305424361532	0	3.00109916954915	0	2.00048844025395	2.00048844025395	1.00012209018435	4.00195439749781	3.00109916954915	1.00012209018435	3.00109916954915	0	2.00048844025395	0
Angptl2	0	0	0	0	0	1.00012209018435	0	0	0	0	4.00195439749781	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	8.00782268745052	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435
Angptl4	11.0147970057849	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	3.00109916954915	10.0122269359159	0	0	0	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	4.00195439749781	12.0176125328898	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	6.00439882750478	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	5.00305424361532	2.00048844025395	0
Ankhd1	0	0	0	1.00012209018435	0	0	0	6.00439882750478	0	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	5.00305424361532	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	1.00012209018435	2.00048844025395
Ankrd11	6.00439882750478	0	0	4.00195439749781	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	6.00439882750478	1.00012209018435	5.00305424361532	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	0	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	11.0147970057849	0	0	0	2.00048844025395	7.00598826885697	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	3.00109916954915	0	3.00109916954915	2.00048844025395
Ankrd12	2.00048844025395	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	3.00109916954915	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	9.00990220315199	0	0	3.00109916954915	0	1.00012209018435	0	2.00048844025395	0
Ankrd13c	5.00305424361532	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	4.00195439749781	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	0
Ankrd17	1.00012209018435	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	4.00195439749781	4.00195439749781	0	0	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	0	4.00195439749781	0	2.00048844025395	3.00109916954915	0	1.00012209018435	1.00012209018435	0	5.00305424361532	3.00109916954915	9.00990220315199	0
