GENEID	X2	X12	X16	X19	X20	X22	X24	X26	X32	X34	X37	X39	X40	X42	X44	X47	X48	X54	X56	X60	X62	X63	X64	X68	X69	X70	X71	X72	X74	X76	X78	X79	X80	X84	X85	X86	X88	X93	X94	X95	X96
Fos	2.00048844025395	0	11.0147970057849	4.00195439749781	4.00195439749781	2.00048844025395	4.00195439749781	1.00012209018435	0	0	4.00195439749781	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	0	4.00195439749781	6.00439882750478	1.00012209018435	0	4.00195439749781	3.00109916954915	0	0	86.9156717311133	6.00439882750478	57.4003247346927	13.0206736374495	2.00048844025395	0	11.0147970057849	11.0147970057849	1.00012209018435	1.00012209018435	2.00048844025395	0	3.00109916954915	14.0239804397716	2.00048844025395	5.00305424361532
Fosb	6.00439882750478	0	2.00048844025395	13.0206736374495	1.00012209018435	1.00012209018435	0	9.00990220315199	0	0	12.0176125328898	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	19.0442041347699	4.00195439749781	10.0122269359159	3.00109916954915	4.00195439749781	1.00012209018435	13.0206736374495	1.00012209018435	3.00109916954915	0	2.00048844025395	0	0	11.0147970057849	1.00012209018435	2.00048844025395
Fosl1	9.00990220315199	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	0	0	0	7.00598826885697	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	3.00109916954915	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	5.00305424361532	0	0	4.00195439749781
Fosl2	3.00109916954915	0	3.00109916954915	1.00012209018435	2.00048844025395	3.00109916954915	0	2.00048844025395	0	0	6.00439882750478	16.0313316193744	7.00598826885697	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	4.00195439749781	1.00012209018435	3.00109916954915	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	5.00305424361532	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435
Foxc1	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0
Foxo1	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	5.00305424361532	0	0	0	0	0
Foxp2	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0
Frmd6	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	5.00305424361532	3.00109916954915	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395
Fscn1	7.00598826885697	0	7.00598826885697	3.00109916954915	0	3.00109916954915	0	5.00305424361532	1.00012209018435	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	7.00598826885697	2.00048844025395	0	5.00305424361532	0	2.00048844025395	5.00305424361532	0	5.00305424361532	2.00048844025395	2.00048844025395	0	0	3.00109916954915	5.00305424361532
Fst	0	0	0	0	12.0176125328898	0	2.00048844025395	1.00012209018435	2.00048844025395	0	3.00109916954915	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	7.00598826885697	0
Fstl1	12.0176125328898	1.00012209018435	13.0206736374495	6.00439882750478	1.00012209018435	2.00048844025395	2.00048844025395	14.0239804397716	14.0239804397716	0	17.0353762377124	16.0313316193744	22.0592944438992	3.00109916954915	8.00782268745052	2.00048844025395	15.0275330602518	5.00305424361532	9.00990220315199	4.00195439749781	4.00195439749781	14.0239804397716	3.00109916954915	6.00439882750478	7.00598826885697	6.00439882750478	16.0313316193744	40.1965934523377	2.00048844025395	27.0893822675098	4.00195439749781	2.00048844025395	24.0705883708827	4.00195439749781	22.0592944438992	6.00439882750478	1.00012209018435	9.00990220315199	2.00048844025395	12.0176125328898	13.0206736374495
Fth1	6.00439882750478	4.00195439749781	6.00439882750478	12.0176125328898	1.00012209018435	6.00439882750478	3.00109916954915	16.0313316193744	4.00195439749781	1.00012209018435	24.0705883708827	9.00990220315199	9.00990220315199	3.00109916954915	1.00012209018435	1.00012209018435	7.00598826885697	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	16.0313316193744	2.00048844025395	7.00598826885697	3.00109916954915	20.048987655079	19.0442041347699	17.0353762377124	3.00109916954915	14.0239804397716	4.00195439749781	9.00990220315199	10.0122269359159	7.00598826885697	20.048987655079	25.0766058142306	6.00439882750478	8.00782268745052	5.00305424361532	22.0592944438992	12.0176125328898
Ftl1	6.00439882750478	2.00048844025395	4.00195439749781	10.0122269359159	0	1.00012209018435	3.00109916954915	8.00782268745052	3.00109916954915	0	7.00598826885697	7.00598826885697	3.00109916954915	0	3.00109916954915	1.00012209018435	4.00195439749781	0	2.00048844025395	0	0	10.0122269359159	2.00048844025395	1.00012209018435	2.00048844025395	4.00195439749781	7.00598826885697	11.0147970057849	0	2.00048844025395	1.00012209018435	9.00990220315199	5.00305424361532	2.00048844025395	8.00782268745052	12.0176125328898	1.00012209018435	2.00048844025395	2.00048844025395	5.00305424361532	4.00195439749781
Fto	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	6.00439882750478	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435
Ftsj3	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	0	5.00305424361532	0
Fubp1	0	0	2.00048844025395	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	7.00598826885697	1.00012209018435	0	0	0	0	2.00048844025395	0	0	4.00195439749781	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	4.00195439749781	0	0	2.00048844025395	0	3.00109916954915	1.00012209018435	0	1.00012209018435	4.00195439749781	0	2.00048844025395	0	2.00048844025395	0
Fundc2	3.00109916954915	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	0	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	2.00048844025395
Fus	4.00195439749781	0	0	6.00439882750478	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	0	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	4.00195439749781	0	4.00195439749781	1.00012209018435	2.00048844025395	8.00782268745052	0	4.00195439749781	4.00195439749781	0	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395
Fxr1	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	3.00109916954915	2.00048844025395	7.00598826885697	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	3.00109916954915	4.00195439749781
Fzd1	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	5.00305424361532	1.00012209018435	1.00012209018435	0	0
Fzd4	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	7.00598826885697	1.00012209018435	0	0	7.00598826885697	0	0	3.00109916954915	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0
G6pdx	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0
Gaa	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	0	0	5.00305424361532	0	0	0	4.00195439749781	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	0	1.00012209018435	4.00195439749781	0	0	0	0
Gabarap	3.00109916954915	1.00012209018435	5.00305424361532	3.00109916954915	0	1.00012209018435	3.00109916954915	2.00048844025395	0	0	3.00109916954915	10.0122269359159	0	1.00012209018435	1.00012209018435	0	4.00195439749781	0	1.00012209018435	1.00012209018435	0	6.00439882750478	4.00195439749781	0	2.00048844025395	2.00048844025395	4.00195439749781	8.00782268745052	2.00048844025395	7.00598826885697	0	1.00012209018435	13.0206736374495	1.00012209018435	4.00195439749781	2.00048844025395	0	2.00048844025395	2.00048844025395	8.00782268745052	3.00109916954915
Gabre	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0
Gadd45b	4.00195439749781	1.00012209018435	2.00048844025395	8.00782268745052	3.00109916954915	4.00195439749781	4.00195439749781	6.00439882750478	1.00012209018435	0	11.0147970057849	22.0592944438992	6.00439882750478	1.00012209018435	5.00305424361532	0	2.00048844025395	0	0	0	0	5.00305424361532	6.00439882750478	2.00048844025395	2.00048844025395	3.00109916954915	8.00782268745052	19.0442041347699	7.00598826885697	10.0122269359159	0	9.00990220315199	2.00048844025395	0	6.00439882750478	8.00782268745052	1.00012209018435	10.0122269359159	1.00012209018435	14.0239804397716	9.00990220315199
Gadd45g	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0275330602518	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0
Galnt1	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	5.00305424361532	0	3.00109916954915	0	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435
Galnt16	0	0	0	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	2.00048844025395	1.00012209018435	3.00109916954915	0	3.00109916954915	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	4.00195439749781	0	0	1.00012209018435	0	2.00048844025395	7.00598826885697	0	2.00048844025395	0	3.00109916954915	1.00012209018435	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435
Gapdh	4.00195439749781	0	2.00048844025395	2.00048844025395	1.00012209018435	0	4.00195439749781	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	0	1.00012209018435	5.00305424361532	6.00439882750478	0	2.00048844025395	3.00109916954915	4.00195439749781	0	6.00439882750478	1.00012209018435	4.00195439749781	1.00012209018435	5.00305424361532	4.00195439749781	0	3.00109916954915	9.00990220315199	3.00109916954915	5.00305424361532	0	1.00012209018435	3.00109916954915
Gas1	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	20.048987655079	0	0	0	9.00990220315199	1.00012209018435	0	0	9.00990220315199	5.00305424361532	2.00048844025395	0	2.00048844025395	0	1.00012209018435	4.00195439749781	1.00012209018435	7.00598826885697	0	0	4.00195439749781	0	1.00012209018435	0	0	12.0176125328898	1.00012209018435	4.00195439749781	1.00012209018435
Gas5	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	4.00195439749781	4.00195439749781	2.00048844025395	5.00305424361532	1.00012209018435	0	4.00195439749781	3.00109916954915	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	3.00109916954915	9.00990220315199	3.00109916954915	4.00195439749781	0	5.00305424361532	3.00109916954915	0	3.00109916954915	0	6.00439882750478	4.00195439749781	2.00048844025395	1.00012209018435	4.00195439749781	3.00109916954915	2.00048844025395
Gata6	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	12.0176125328898	6.00439882750478	0	0	0	0	0	3.00109916954915	0	0	2.00048844025395	8.00782268745052	1.00012209018435	1.00012209018435	0	3.00109916954915	0	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	7.00598826885697	0	3.00109916954915	4.00195439749781	0	0	1.00012209018435	0	0
Gatad1	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	6.00439882750478	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0
Gatad2b	2.00048844025395	2.00048844025395	0	5.00305424361532	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	5.00305424361532	1.00012209018435	2.00048844025395	2.00048844025395	0	5.00305424361532	0	3.00109916954915	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435
Gbp2	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	10.0122269359159	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0
Gbp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	1.00012209018435
Gbp7	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	7.00598826885697
Gcc2	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395
Gdf10	0	0	0	4.00195439749781	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	0	0	4.00195439749781	12.0176125328898	0	0	0	0	0
Gdi2	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	0	4.00195439749781	1.00012209018435	9.00990220315199	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	4.00195439749781	2.00048844025395	2.00048844025395	6.00439882750478	0	4.00195439749781	0	4.00195439749781	2.00048844025395	3.00109916954915	2.00048844025395	5.00305424361532	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	5.00305424361532
Gem	8.00782268745052	0	0	4.00195439749781	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	4.00195439749781	0	2.00048844025395	0	2.00048844025395	5.00305424361532	0	0	0	5.00305424361532	3.00109916954915	0	1.00012209018435	0	0	6.00439882750478	2.00048844025395	0	0
Gfm1	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gfpt2	3.00109916954915	0	0	3.00109916954915	0	2.00048844025395	0	5.00305424361532	1.00012209018435	0	5.00305424361532	4.00195439749781	3.00109916954915	1.00012209018435	0	0	11.0147970057849	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	1.00012209018435	6.00439882750478	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	5.00305424361532	4.00195439749781
Ggnbp2	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	3.00109916954915	1.00012209018435	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	5.00305424361532	2.00048844025395	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	2.00048844025395	0	5.00305424361532	0	0	5.00305424361532	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	4.00195439749781
Ghitm	1.00012209018435	0	0	0	0	1.00012209018435	0	4.00195439749781	0	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	0	3.00109916954915	0	0	1.00012209018435	0	2.00048844025395	7.00598826885697	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435
Gimap1	5.00305424361532	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	4.00195439749781	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435
Gja1	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	4.00195439749781	1.00012209018435	0	0	0	3.00109916954915	0	3.00109916954915	0	10.0122269359159	0	3.00109916954915	0	0	1.00012209018435
Gja4	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glg1	3.00109916954915	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	7.00598826885697	7.00598826885697	2.00048844025395	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	3.00109916954915	3.00109916954915	0	4.00195439749781	0	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	3.00109916954915	2.00048844025395	0	1.00012209018435	3.00109916954915
Gli1	5.00305424361532	0	2.00048844025395	3.00109916954915	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435
Glipr2	2.00048844025395	2.00048844025395	4.00195439749781	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	7.00598826885697	1.00012209018435	0	0	0	3.00109916954915	2.00048844025395	0	3.00109916954915	1.00012209018435	4.00195439749781	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	0	0	2.00048844025395	6.00439882750478
Gltscr2	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	3.00109916954915	0	0	2.00048844025395	0	4.00195439749781	0	1.00012209018435	0	5.00305424361532	2.00048844025395	3.00109916954915	0	1.00012209018435	3.00109916954915	0	3.00109916954915	0	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	0	3.00109916954915	6.00439882750478	1.00012209018435	3.00109916954915	0	1.00012209018435	3.00109916954915
Glud1	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	5.00305424361532	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	4.00195439749781	0	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0
Glul	0	2.00048844025395	6.00439882750478	1.00012209018435	0	0	1.00012209018435	5.00305424361532	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	2.00048844025395	2.00048844025395	3.00109916954915	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	2.00048844025395
Gm10020	5.00305424361532	1.00012209018435	2.00048844025395	5.00305424361532	3.00109916954915	3.00109916954915	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	6.00439882750478	3.00109916954915	4.00195439749781	1.00012209018435	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	7.00598826885697	4.00195439749781	12.0176125328898	0	1.00012209018435	7.00598826885697	4.00195439749781	7.00598826885697	0	8.00782268745052	5.00305424361532	4.00195439749781	6.00439882750478	1.00012209018435	3.00109916954915	6.00439882750478
Gm10036	6.00439882750478	9.00990220315199	8.00782268745052	13.0206736374495	3.00109916954915	4.00195439749781	5.00305424361532	6.00439882750478	4.00195439749781	0	7.00598826885697	7.00598826885697	9.00990220315199	1.00012209018435	2.00048844025395	3.00109916954915	5.00305424361532	1.00012209018435	0	0	0	8.00782268745052	3.00109916954915	5.00305424361532	4.00195439749781	12.0176125328898	7.00598826885697	17.0353762377124	2.00048844025395	7.00598826885697	6.00439882750478	9.00990220315199	14.0239804397716	5.00305424361532	20.048987655079	8.00782268745052	4.00195439749781	10.0122269359159	7.00598826885697	14.0239804397716	7.00598826885697
Gm10073	6.00439882750478	6.00439882750478	7.00598826885697	11.0147970057849	7.00598826885697	9.00990220315199	3.00109916954915	7.00598826885697	4.00195439749781	0	14.0239804397716	9.00990220315199	18.0396670359275	3.00109916954915	4.00195439749781	2.00048844025395	5.00305424361532	7.00598826885697	2.00048844025395	5.00305424361532	1.00012209018435	15.0275330602518	5.00305424361532	5.00305424361532	13.0206736374495	13.0206736374495	7.00598826885697	18.0396670359275	2.00048844025395	6.00439882750478	7.00598826885697	12.0176125328898	8.00782268745052	4.00195439749781	24.0705883708827	9.00990220315199	8.00782268745052	9.00990220315199	9.00990220315199	18.0396670359275	17.0353762377124
Gm10076	5.00305424361532	2.00048844025395	1.00012209018435	4.00195439749781	2.00048844025395	3.00109916954915	4.00195439749781	5.00305424361532	4.00195439749781	0	16.0313316193744	5.00305424361532	3.00109916954915	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	6.00439882750478	0	1.00012209018435	0	5.00305424361532	2.00048844025395	2.00048844025395	3.00109916954915	7.00598826885697	3.00109916954915	6.00439882750478	1.00012209018435	4.00195439749781	2.00048844025395	7.00598826885697	3.00109916954915	2.00048844025395	8.00782268745052	6.00439882750478	2.00048844025395	3.00109916954915	0	12.0176125328898	5.00305424361532
Gm10116	5.00305424361532	0	2.00048844025395	4.00195439749781	0	0	2.00048844025395	6.00439882750478	3.00109916954915	0	3.00109916954915	3.00109916954915	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	5.00305424361532	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	5.00305424361532	0	2.00048844025395	0	5.00305424361532	2.00048844025395	1.00012209018435	6.00439882750478	7.00598826885697	0	2.00048844025395	0	3.00109916954915	2.00048844025395
Gm10126	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	0	1.00012209018435	3.00109916954915	2.00048844025395	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	3.00109916954915	1.00012209018435	2.00048844025395	6.00439882750478	2.00048844025395	2.00048844025395	4.00195439749781	0	5.00305424361532	1.00012209018435
Gm10250	3.00109916954915	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	7.00598826885697	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	3.00109916954915	2.00048844025395	4.00195439749781	6.00439882750478	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	3.00109916954915	3.00109916954915	1.00012209018435	0	0	3.00109916954915
Gm10263	2.00048844025395	4.00195439749781	8.00782268745052	4.00195439749781	3.00109916954915	9.00990220315199	8.00782268745052	8.00782268745052	2.00048844025395	1.00012209018435	7.00598826885697	4.00195439749781	16.0313316193744	2.00048844025395	5.00305424361532	2.00048844025395	6.00439882750478	4.00195439749781	1.00012209018435	1.00012209018435	3.00109916954915	7.00598826885697	5.00305424361532	7.00598826885697	6.00439882750478	11.0147970057849	14.0239804397716	13.0206736374495	1.00012209018435	7.00598826885697	6.00439882750478	10.0122269359159	12.0176125328898	9.00990220315199	18.0396670359275	8.00782268745052	8.00782268745052	2.00048844025395	4.00195439749781	14.0239804397716	9.00990220315199
Gm10660	8.00782268745052	0	2.00048844025395	4.00195439749781	0	0	0	5.00305424361532	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	3.00109916954915	1.00012209018435	1.00012209018435	4.00195439749781	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	2.00048844025395	0	3.00109916954915	0	0	1.00012209018435
Gm10709	8.00782268745052	2.00048844025395	4.00195439749781	12.0176125328898	2.00048844025395	5.00305424361532	8.00782268745052	8.00782268745052	8.00782268745052	1.00012209018435	25.0766058142306	5.00305424361532	19.0442041347699	2.00048844025395	7.00598826885697	0	3.00109916954915	1.00012209018435	3.00109916954915	3.00109916954915	3.00109916954915	7.00598826885697	5.00305424361532	5.00305424361532	6.00439882750478	19.0442041347699	10.0122269359159	17.0353762377124	0	14.0239804397716	4.00195439749781	12.0176125328898	17.0353762377124	1.00012209018435	13.0206736374495	19.0442041347699	8.00782268745052	10.0122269359159	4.00195439749781	21.0540177177831	16.0313316193744
