GENEID	X101	X109	X112	X118	X120	X125	X126	X127	X128	X143	X144	X150	X151	X152	X158	X159	X160	X164	X167	X168	X173	X183	X184	X192
Adamts1	0	0	24.0705883708827	4.00195439749781	10.0122269359159	0	1.00012209018435	0	10.0122269359159	3.00109916954915	2.00048844025395	8.00782268745052	13.0206736374495	0	25.0766058142306	2.00048844025395	0	6.00439882750478	0	0	3.00109916954915	4.00195439749781	1.00012209018435	0
Adamts2	0	0	0	0	2.00048844025395	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	10.0122269359159	0	1.00012209018435	0	0	0
Adamts4	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	47.2717340146999	0	0	0	9.00990220315199	0	5.00305424361532	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	0	5.00305424361532	1.00012209018435
Adat1	0	0	0	0	0	0	0	2.00048844025395	0	5.00305424361532	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0
Adcy6	0	0	0	0	0	0	0	2.00048844025395	5.00305424361532	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	5.00305424361532	0	0	2.00048844025395	0	0
Adcyap1r1	0	0	2.00048844025395	0	0	0	0	0	0	0	6.00439882750478	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	4.00195439749781	0	8.00782268745052	0
Add1	0	1.00012209018435	4.00195439749781	0	1.00012209018435	2.00048844025395	0	2.00048844025395	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	5.00305424361532	2.00048844025395	0
Add3	1.00012209018435	0	11.0147970057849	0	0	0	0	3.00109916954915	1.00012209018435	2.00048844025395	0	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0	0	0	0	7.00598826885697	2.00048844025395	1.00012209018435	0
Adgrf5	6.00439882750478	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrl1	0	0	2.00048844025395	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	10.0122269359159	0	6.00439882750478	2.00048844025395	1.00012209018435	1.00012209018435
Adh1	0	0	5.00305424361532	0	0	0	0	16.0313316193744	2.00048844025395	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0
Adnp	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	0	2.00048844025395	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0
Adra2a	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	20.048987655079	0	10.0122269359159	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435
Adsl	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	5.00305424361532	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0
Aebp1	0	0	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	6.00439882750478	2.00048844025395	6.00439882750478	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	1.00012209018435
Ago2	1.00012209018435	0	6.00439882750478	2.00048844025395	2.00048844025395	4.00195439749781	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	9.00990220315199	5.00305424361532	0	3.00109916954915	5.00305424361532	0	0	1.00012209018435	0	1.00012209018435	5.00305424361532	5.00305424361532	4.00195439749781
Agpat3	0	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0
Agpat4	0	0	0	1.00012209018435	0	0	0	0	0	5.00305424361532	0	5.00305424361532	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0
Agrn	2.00048844025395	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	0	2.00048844025395	1.00012209018435	5.00305424361532	0
Agt	0	0	3.00109916954915	0	0	0	0	13.0206736374495	0	0	2.00048844025395	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0
Agtr2	0	0	60.4437923669776	0	0	0	0	26.0828704059517	0	2.00048844025395	5.00305424361532	0	27.0893822675098	0	3.00109916954915	1.00012209018435	0	0	0	0	22.0592944438992	1.00012209018435	2.00048844025395	0
Ahctf1	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	0	5.00305424361532	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	5.00305424361532	2.00048844025395
Ahnak	2.00048844025395	0	3.00109916954915	3.00109916954915	2.00048844025395	6.00439882750478	4.00195439749781	7.00598826885697	4.00195439749781	38.1773673823587	10.0122269359159	12.0176125328898	21.0540177177831	0	19.0442041347699	4.00195439749781	1.00012209018435	0	14.0239804397716	13.0206736374495	15.0275330602518	16.0313316193744	16.0313316193744	5.00305424361532
Ak2	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	2.00048844025395	0	6.00439882750478	2.00048844025395	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435
Akap11	0	0	0	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	5.00305424361532	0
Akap12	0	0	7.00598826885697	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0
Akap13	0	0	6.00439882750478	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0
Akap2	1.00012209018435	0	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	5.00305424361532	20.048987655079	0	6.00439882750478	1.00012209018435	0	9.00990220315199	0	1.00012209018435	6.00439882750478	8.00782268745052	3.00109916954915	2.00048844025395	10.0122269359159	16.0313316193744	3.00109916954915
Akap9	0	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	5.00305424361532	1.00012209018435	2.00048844025395	0
Akr1a1	2.00048844025395	1.00012209018435	4.00195439749781	0	2.00048844025395	3.00109916954915	0	4.00195439749781	4.00195439749781	7.00598826885697	3.00109916954915	5.00305424361532	3.00109916954915	2.00048844025395	4.00195439749781	4.00195439749781	1.00012209018435	0	3.00109916954915	0	6.00439882750478	2.00048844025395	5.00305424361532	0
Akt1	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	4.00195439749781	2.00048844025395	8.00782268745052	4.00195439749781	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	5.00305424361532	1.00012209018435	8.00782268745052	3.00109916954915	2.00048844025395	0
Akt2	0	0	1.00012209018435	0	1.00012209018435	4.00195439749781	0	3.00109916954915	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	8.00782268745052	0	1.00012209018435	1.00012209018435	4.00195439749781	0	1.00012209018435	3.00109916954915	1.00012209018435	0
Aldh2	0	0	2.00048844025395	0	2.00048844025395	2.00048844025395	0	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	4.00195439749781	0	1.00012209018435	0	1.00012209018435	5.00305424361532	0	0	3.00109916954915	3.00109916954915	0	0
Aldh6a1	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0
Aldoa	4.00195439749781	0	0	1.00012209018435	0	3.00109916954915	0	12.0176125328898	0	4.00195439749781	3.00109916954915	1.00012209018435	4.00195439749781	2.00048844025395	4.00195439749781	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395
Amer1	0	0	2.00048844025395	0	1.00012209018435	0	0	7.00598826885697	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0
Ammecr1	0	0	0	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	0	0
Amotl1	1.00012209018435	0	1.00012209018435	5.00305424361532	0	0	1.00012209018435	2.00048844025395	4.00195439749781	4.00195439749781	1.00012209018435	0	0	0	0	0	0	4.00195439749781	1.00012209018435	0	6.00439882750478	2.00048844025395	1.00012209018435	0
Anapc16	1.00012209018435	0	4.00195439749781	0	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	0	0	7.00598826885697	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435
Anapc4	0	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0
Anapc5	4.00195439749781	0	8.00782268745052	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	6.00439882750478	3.00109916954915	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435	6.00439882750478	2.00048844025395	5.00305424361532	5.00305424361532	5.00305424361532	1.00012209018435
Angptl1	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl2	0	0	4.00195439749781	0	0	0	0	6.00439882750478	1.00012209018435	0	4.00195439749781	0	5.00305424361532	0	0	0	0	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	0
Angptl4	0	2.00048844025395	1.00012209018435	0	6.00439882750478	0	1.00012209018435	1.00012209018435	0	18.0396670359275	5.00305424361532	0	0	0	7.00598826885697	0	0	0	2.00048844025395	0	0	0	10.0122269359159	0
Ankfy1	0	0	0	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	6.00439882750478	0
Ankrd11	0	0	10.0122269359159	4.00195439749781	0	0	5.00305424361532	2.00048844025395	1.00012209018435	11.0147970057849	2.00048844025395	6.00439882750478	4.00195439749781	0	6.00439882750478	3.00109916954915	0	0	3.00109916954915	7.00598826885697	4.00195439749781	9.00990220315199	5.00305424361532	0
Ankrd12	0	0	0	0	0	0	0	6.00439882750478	0	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	9.00990220315199	0	0	0	6.00439882750478	0
Ankrd17	1.00012209018435	0	3.00109916954915	1.00012209018435	3.00109916954915	1.00012209018435	0	3.00109916954915	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	2.00048844025395	0	0	7.00598826885697	3.00109916954915
Ankrd27	0	0	3.00109916954915	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	0	0	5.00305424361532	0	0	0
Ankrd29	0	0	0	0	6.00439882750478	0	0	0	0	3.00109916954915	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	8.00782268745052	0
Anp32a	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	6.00439882750478	1.00012209018435	0	1.00012209018435	3.00109916954915	0
Anp32b	2.00048844025395	0	0	1.00012209018435	0	0	3.00109916954915	5.00305424361532	0	14.0239804397716	1.00012209018435	3.00109916954915	5.00305424361532	3.00109916954915	4.00195439749781	1.00012209018435	3.00109916954915	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	5.00305424361532
Antxr1	0	0	6.00439882750478	0	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	0	4.00195439749781	0	6.00439882750478	1.00012209018435	0	2.00048844025395	3.00109916954915	2.00048844025395	4.00195439749781	1.00012209018435	3.00109916954915	3.00109916954915
Anxa1	6.00439882750478	0	1.00012209018435	0	0	0	1.00012209018435	0	18.0396670359275	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	6.00439882750478	0	2.00048844025395	2.00048844025395	1.00012209018435	0
Anxa2	27.0893822675098	0	8.00782268745052	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	4.00195439749781	13.0206736374495	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435	5.00305424361532	2.00048844025395	5.00305424361532	6.00439882750478	6.00439882750478	0
Anxa5	6.00439882750478	0	6.00439882750478	3.00109916954915	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435	6.00439882750478	5.00305424361532	3.00109916954915	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	4.00195439749781	0	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435
Anxa6	3.00109916954915	0	7.00598826885697	1.00012209018435	0	1.00012209018435	0	6.00439882750478	8.00782268745052	2.00048844025395	2.00048844025395	0	6.00439882750478	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	11.0147970057849	0	6.00439882750478	4.00195439749781	1.00012209018435	1.00012209018435
Anxa7	3.00109916954915	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	6.00439882750478	0	0	3.00109916954915	0	0
Aoc3	0	0	9.00990220315199	6.00439882750478	14.0239804397716	2.00048844025395	1.00012209018435	7.00598826885697	6.00439882750478	2.00048844025395	10.0122269359159	3.00109916954915	2.00048844025395	0	12.0176125328898	0	0	3.00109916954915	34.1418990756402	0	4.00195439749781	5.00305424361532	4.00195439749781	0
Ap2m1	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	4.00195439749781	4.00195439749781	1.00012209018435	4.00195439749781	6.00439882750478	1.00012209018435	1.00012209018435	0	0	1.00012209018435	10.0122269359159	0	5.00305424361532	1.00012209018435	4.00195439749781	0
Apbb2	0	0	2.00048844025395	0	0	0	0	3.00109916954915	2.00048844025395	3.00109916954915	0	4.00195439749781	5.00305424361532	0	1.00012209018435	1.00012209018435	0	5.00305424361532	3.00109916954915	2.00048844025395	0	1.00012209018435	0	1.00012209018435
Aplp2	13.0206736374495	0	1.00012209018435	0	0	0	0	5.00305424361532	8.00782268745052	1.00012209018435	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	4.00195439749781	0	3.00109916954915	0	0	2.00048844025395	3.00109916954915	0
Apoe	4.00195439749781	1.00012209018435	41.2065798956254	2.00048844025395	19.0442041347699	10.0122269359159	9.00990220315199	63.4895230811159	1.00012209018435	26.0828704059517	58.4145626995135	13.0206736374495	17.0353762377124	5.00305424361532	75.6951442311975	21.0540177177831	7.00598826885697	8.00782268745052	5.00305424361532	8.00782268745052	14.0239804397716	63.4895230811159	50.3076822698104	7.00598826885697
Apold1	3.00109916954915	0	0	2.00048844025395	0	0	0	0	30.1104026871881	29.1031482864402	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0
