GENEID	X1	X4	X6	X7	X8	X10	X13	X14	X15	X19	X22	X23	X24	X25	X29	X30	X31	X32	X34	X40	X43	X45	X47	X48	X49	X50	X51	X53	X55	X56	X57	X58	X59	X61	X62	X63	X64	X65	X67	X68	X69	X70	X71	X73	X74	X75	X76	X77	X79	X83	X85	X87	X88	X89	X90	X91	X95	X96
Adamts9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	5.00305424361532	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	0	0
Adcy6	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	8.00782268745052	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0
Add1	0	0	1.00012209018435	0	6.00439882750478	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	0	0	2.00048844025395
Add3	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	4.00195439749781	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	5.00305424361532	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0
Adgrf5	2.00048844025395	0	0	0	9.00990220315199	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	4.00195439749781	1.00012209018435	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	4.00195439749781	3.00109916954915	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	0	2.00048844025395	0	0	0
Adgrl4	3.00109916954915	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	6.00439882750478	0	0	0	0	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	0	7.00598826885697	7.00598826885697	0	0	0	0	0	0	0	1.00012209018435	0	0	0
Adh1	0	0	2.00048844025395	22.0592944438992	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	14.0239804397716	0	0	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0
Adm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adrbk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0
Aebp1	0	0	3.00109916954915	5.00305424361532	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	5.00305424361532	0	0	6.00439882750478	1.00012209018435	0	0	0	0	0	0	8.00782268745052	0	4.00195439749781	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	9.00990220315199	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	2.00048844025395	2.00048844025395
Aes	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	0	12.0176125328898	0	1.00012209018435	0	0	0	0	0
Ahnak	0	0	2.00048844025395	3.00109916954915	0	0	3.00109916954915	0	0	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	2.00048844025395	4.00195439749781	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	4.00195439749781	0	1.00012209018435	5.00305424361532	6.00439882750478	1.00012209018435	1.00012209018435	3.00109916954915	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395
Aida	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	5.00305424361532	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Ajuba	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0	1.00012209018435	0	0	0	0	0	0
Akap13	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0
Akap2	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	4.00195439749781	0	8.00782268745052	1.00012209018435	6.00439882750478	1.00012209018435	1.00012209018435	0	0	0	0	4.00195439749781	0	1.00012209018435	0	6.00439882750478	0	0	0	0	1.00012209018435	0	0	3.00109916954915	2.00048844025395	0	0	0	1.00012209018435	0	0	0	4.00195439749781	0	0	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	12.0176125328898	5.00305424361532	1.00012209018435	0	0	6.00439882750478	1.00012209018435	2.00048844025395
Akr1a1	0	0	0	1.00012209018435	4.00195439749781	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	4.00195439749781	0	2.00048844025395	0	0	4.00195439749781	0	1.00012209018435	0	0	1.00012209018435	0	0
Alas1	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0
Aldoa	0	0	0	1.00012209018435	2.00048844025395	0	3.00109916954915	0	1.00012209018435	4.00195439749781	0	0	3.00109916954915	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	6.00439882750478	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	0	4.00195439749781	1.00012209018435	0	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0
Amotl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	4.00195439749781	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	5.00305424361532	0	0
Angptl4	0	0	0	23.0648179545339	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	4.00195439749781	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	6.00439882750478	0	3.00109916954915	5.00305424361532	0	1.00012209018435	0	0	0	0	0	0	0	0
Ankrd11	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	5.00305424361532	1.00012209018435	0
Ano1	0	0	4.00195439749781	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	1.00012209018435	6.00439882750478	0	5.00305424361532	2.00048844025395	0	0	1.00012209018435	0	6.00439882750478	0	5.00305424361532	0	0	0	0	0	2.00048844025395
Anxa1	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	10.0122269359159	0	0	0	0	0	0	1.00012209018435	4.00195439749781	0	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	5.00305424361532	0	0	6.00439882750478	0	1.00012209018435	12.0176125328898	0	0	2.00048844025395	2.00048844025395	27.0893822675098	0	4.00195439749781	4.00195439749781	0	0	0	1.00012209018435	1.00012209018435
Anxa2	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	4.00195439749781	23.0648179545339	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435
Anxa3	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	4.00195439749781	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	20.048987655079	0	0	0	0	0	0	0
Anxa4	0	0	0	4.00195439749781	2.00048844025395	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	1.00012209018435	0	0	0	0	0
Anxa5	0	0	4.00195439749781	4.00195439749781	5.00305424361532	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	0	4.00195439749781	0	4.00195439749781	1.00012209018435	7.00598826885697	1.00012209018435	3.00109916954915	0	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	0	4.00195439749781	2.00048844025395	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	4.00195439749781	6.00439882750478	2.00048844025395	14.0239804397716	1.00012209018435	4.00195439749781	2.00048844025395	0	0	2.00048844025395	6.00439882750478	3.00109916954915	1.00012209018435	0	3.00109916954915	3.00109916954915	0	0
Aoc3	0	0	3.00109916954915	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	8.00782268745052	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435
Ap2m1	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	4.00195439749781	0	0	1.00012209018435	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	0	0	0
Apbb2	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	6.00439882750478	0	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	2.00048844025395	2.00048844025395	0	0	0	3.00109916954915	0	0	1.00012209018435	0	0	3.00109916954915	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0
Apln	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aplp2	0	0	1.00012209018435	1.00012209018435	5.00305424361532	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	4.00195439749781	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0
