GENEID	X99	X100	X101	X103	X104	X105	X106	X107	X108	X109	X110	X111	X113	X114	X115	X116	X117	X118	X119	X120	X122	X123	X124	X126	X127	X128	X133	X136	X138	X139	X140	X141	X142	X143	X144	X146	X147	X148	X149	X150	X151	X152	X154	X157	X158	X159	X160	X161	X163	X164	X165	X166	X167	X168	X169	X170	X172	X173	X174	X175	X176	X179	X180	X181	X182	X183	X184	X185	X186	X187	X188	X189	X190	X191	X192
1500015O10Rik	0	3.00109916954915	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	7.00598826885697	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
1700025G04Rik	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	5.00305424361532	0	1.00012209018435	4.00195439749781	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0
1810011O10Rik	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	7.00598826885697	1.00012209018435	0
1810058I24Rik	3.00109916954915	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	2.00048844025395	0	0	0	2.00048844025395	0	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	5.00305424361532	1.00012209018435	3.00109916954915	0	0	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	0	2.00048844025395	0	6.00439882750478	1.00012209018435	2.00048844025395	0	0	0	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	6.00439882750478	0	0	1.00012209018435
2810474O19Rik	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	0	3.00109916954915	1.00012209018435	2.00048844025395	0	3.00109916954915	0	2.00048844025395	2.00048844025395	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	5.00305424361532	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	1.00012209018435	0
8430429K09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9930111J21Rik1	1.00012209018435	5.00305424361532	3.00109916954915	6.00439882750478	2.00048844025395	5.00305424361532	0	3.00109916954915	0	5.00305424361532	8.00782268745052	6.00439882750478	10.0122269359159	6.00439882750478	1.00012209018435	3.00109916954915	0	1.00012209018435	5.00305424361532	1.00012209018435	2.00048844025395	0	3.00109916954915	6.00439882750478	2.00048844025395	19.0442041347699	2.00048844025395	14.0239804397716	1.00012209018435	3.00109916954915	5.00305424361532	5.00305424361532	6.00439882750478	6.00439882750478	1.00012209018435	7.00598826885697	2.00048844025395	2.00048844025395	3.00109916954915	2.00048844025395	15.0275330602518	8.00782268745052	10.0122269359159	3.00109916954915	2.00048844025395	2.00048844025395	0	1.00012209018435	6.00439882750478	5.00305424361532	0	3.00109916954915	4.00195439749781	4.00195439749781	1.00012209018435	5.00305424361532	4.00195439749781	8.00782268745052	7.00598826885697	5.00305424361532	5.00305424361532	5.00305424361532	4.00195439749781	0	0	11.0147970057849	7.00598826885697	12.0176125328898	5.00305424361532	8.00782268745052	2.00048844025395	1.00012209018435	5.00305424361532	2.00048844025395	8.00782268745052
A430073D23Rik	11.0147970057849	12.0176125328898	12.0176125328898	16.0313316193744	15.0275330602518	29.1031482864402	1.00012209018435	11.0147970057849	5.00305424361532	13.0206736374495	26.0828704059517	8.00782268745052	37.1681275103067	12.0176125328898	0	7.00598826885697	14.0239804397716	9.00990220315199	18.0396670359275	0	27.0893822675098	1.00012209018435	22.0592944438992	18.0396670359275	8.00782268745052	44.2380343327527	9.00990220315199	50.3076822698104	6.00439882750478	18.0396670359275	13.0206736374495	17.0353762377124	17.0353762377124	12.0176125328898	3.00109916954915	16.0313316193744	6.00439882750478	1.00012209018435	9.00990220315199	10.0122269359159	36.1591362501238	22.0592944438992	28.0961415204583	7.00598826885697	16.0313316193744	7.00598826885697	1.00012209018435	10.0122269359159	29.1031482864402	18.0396670359275	11.0147970057849	18.0396670359275	12.0176125328898	25.0766058142306	16.0313316193744	26.0828704059517	4.00195439749781	11.0147970057849	16.0313316193744	26.0828704059517	23.0648179545339	16.0313316193744	7.00598826885697	4.00195439749781	2.00048844025395	23.0648179545339	20.048987655079	22.0592944438992	6.00439882750478	15.0275330602518	12.0176125328898	3.00109916954915	13.0206736374495	5.00305424361532	16.0313316193744
AI838599	2.00048844025395	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	3.00109916954915	0	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	2.00048844025395	0	3.00109916954915	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	2.00048844025395	1.00012209018435	7.00598826885697	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	6.00439882750478	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	3.00109916954915	1.00012209018435	0	0	0	0	0	0
AU020206	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435
