GENEID	X104	X112	X118	X122	X128	X137	X168	X175	X189	X191
Ccdc88a	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	5.00305424361532	0
Ccl11	0	6.00439882750478	0	0	6.00439882750478	2.00048844025395	8.00782268745052	0	10.0122269359159	8.00782268745052
Ccl19	10.0122269359159	1.00012209018435	5.00305424361532	0	6.00439882750478	33.1336529167031	8.00782268745052	0	1.00012209018435	1.00012209018435
Ccl2	0	0	0	1.00012209018435	24.0705883708827	1.00012209018435	3.00109916954915	0	15.0275330602518	13.0206736374495
Ccl7	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	9.00990220315199	0	0	1.00012209018435
Ccl9	0	0	5.00305424361532	0	0	0	0	0	0	0
Ccnd2	1.00012209018435	0	16.0313316193744	4.00195439749781	4.00195439749781	9.00990220315199	1.00012209018435	0	0	1.00012209018435
Ccnl1	1.00012209018435	2.00048844025395	4.00195439749781	2.00048844025395	10.0122269359159	0	5.00305424361532	0	3.00109916954915	1.00012209018435
Cct2	1.00012209018435	4.00195439749781	10.0122269359159	3.00109916954915	1.00012209018435	0	3.00109916954915	0	3.00109916954915	1.00012209018435
Cct4	0	1.00012209018435	4.00195439749781	3.00109916954915	0	0	6.00439882750478	0	0	0
Cct5	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435
Cct8	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	0	2.00048844025395	0
Cd302	0	4.00195439749781	3.00109916954915	0	0	0	6.00439882750478	0	0	0
Cd44	5.00305424361532	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0
Cd47	5.00305424361532	3.00109916954915	9.00990220315199	5.00305424361532	9.00990220315199	6.00439882750478	6.00439882750478	0	4.00195439749781	0
Cd52	0	0	0	17.0353762377124	0	0	0	6.00439882750478	0	0
Cd53	0	0	0	5.00305424361532	0	0	0	2.00048844025395	0	0
Cd63	3.00109916954915	1.00012209018435	7.00598826885697	0	1.00012209018435	4.00195439749781	6.00439882750478	0	3.00109916954915	2.00048844025395
Cd74	0	1.00012209018435	2.00048844025395	0	0	0	19.0442041347699	5.00305424361532	0	0
Cd81	8.00782268745052	6.00439882750478	11.0147970057849	0	7.00598826885697	8.00782268745052	22.0592944438992	0	5.00305424361532	4.00195439749781
Cd9	1.00012209018435	1.00012209018435	6.00439882750478	0	2.00048844025395	1.00012209018435	0	0	0	0
Cdc42	6.00439882750478	0	5.00305424361532	0	2.00048844025395	2.00048844025395	8.00782268745052	0	2.00048844025395	4.00195439749781
Cdh11	2.00048844025395	0	5.00305424361532	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0
Cdk5rap3	0	0	1.00012209018435	0	0	0	6.00439882750478	0	0	1.00012209018435
Cdk8	0	0	7.00598826885697	0	2.00048844025395	0	0	0	0	0
Cdkn1a	5.00305424361532	0	0	0	4.00195439749781	0	9.00990220315199	0	0	2.00048844025395
Cdkn1b	5.00305424361532	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395
Cebpb	4.00195439749781	0	0	0	7.00598826885697	1.00012209018435	7.00598826885697	0	0	0
Celf2	4.00195439749781	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	9.00990220315199	0	2.00048844025395	0
Cfl1	3.00109916954915	3.00109916954915	15.0275330602518	9.00990220315199	5.00305424361532	10.0122269359159	6.00439882750478	4.00195439749781	3.00109916954915	1.00012209018435
Cflar	0	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	5.00305424361532	3.00109916954915	0	1.00012209018435	0
Chchd2	4.00195439749781	1.00012209018435	6.00439882750478	4.00195439749781	6.00439882750478	2.00048844025395	12.0176125328898	0	3.00109916954915	2.00048844025395
Chmp2a	1.00012209018435	1.00012209018435	0	0	0	6.00439882750478	1.00012209018435	0	0	1.00012209018435
Chordc1	5.00305424361532	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0
Chrdl1	0	4.00195439749781	2.00048844025395	0	3.00109916954915	1.00012209018435	8.00782268745052	0	1.00012209018435	1.00012209018435
Cish	1.00012209018435	0	0	0	6.00439882750478	0	0	0	2.00048844025395	0
Cited2	7.00598826885697	1.00012209018435	0	0	0	3.00109916954915	12.0176125328898	0	1.00012209018435	0
Ckb	0	0	5.00305424361532	1.00012209018435	0	3.00109916954915	2.00048844025395	0	0	1.00012209018435
Clec14a	3.00109916954915	0	26.0828704059517	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	2.00048844025395
Clec3b	3.00109916954915	1.00012209018435	0	0	0	0	6.00439882750478	0	0	0
Clic4	3.00109916954915	1.00012209018435	1.00012209018435	0	9.00990220315199	0	3.00109916954915	0	1.00012209018435	3.00109916954915
Clk1	1.00012209018435	2.00048844025395	5.00305424361532	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435
Cltc	2.00048844025395	2.00048844025395	4.00195439749781	0	5.00305424361532	5.00305424361532	2.00048844025395	1.00012209018435	8.00782268745052	1.00012209018435
Clu	40.1965934523377	0	34.1418990756402	0	6.00439882750478	33.1336529167031	34.1418990756402	1.00012209018435	4.00195439749781	0
Cmip	5.00305424361532	3.00109916954915	9.00990220315199	0	30.1104026871881	3.00109916954915	2.00048844025395	0	2.00048844025395	0
Cnbp	3.00109916954915	3.00109916954915	4.00195439749781	2.00048844025395	8.00782268745052	1.00012209018435	3.00109916954915	2.00048844025395	0	2.00048844025395
Cnn2	0	2.00048844025395	23.0648179545339	1.00012209018435	1.00012209018435	5.00305424361532	3.00109916954915	0	1.00012209018435	0
Cnot1	6.00439882750478	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	2.00048844025395
Cnot6l	4.00195439749781	1.00012209018435	5.00305424361532	2.00048844025395	0	3.00109916954915	2.00048844025395	0	0	0
Col12a1	5.00305424361532	0	0	0	0	0	0	0	0	0
Col14a1	1.00012209018435	11.0147970057849	1.00012209018435	0	0	5.00305424361532	0	0	3.00109916954915	0
Col16a1	1.00012209018435	1.00012209018435	6.00439882750478	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0
Col1a1	33.1336529167031	179.893182197086	183.029076187187	3.00109916954915	66.5375202452072	50.3076822698104	50.3076822698104	0	98.1670210458638	8.00782268745052
Col1a2	65.5212691545208	306.162473902469	207.151025304366	3.00109916954915	72.6403274332921	40.1965934523377	105.343095963603	0	101.240942390885	21.0540177177831
Col23a1	1.00012209018435	0	7.00598826885697	0	0	0	4.00195439749781	0	0	2.00048844025395
Col3a1	39.186855988824	298.626133229928	57.4003247346927	5.00305424361532	42.2168154415037	26.0828704059517	35.1503934793561	1.00012209018435	93.0489396602164	10.0122269359159
Col4a1	6.00439882750478	12.0176125328898	7.00598826885697	0	10.0122269359159	9.00990220315199	19.0442041347699	0	11.0147970057849	4.00195439749781
Col4a2	1.00012209018435	6.00439882750478	5.00305424361532	0	7.00598826885697	3.00109916954915	29.1031482864402	0	12.0176125328898	2.00048844025395
Col5a1	5.00305424361532	2.00048844025395	13.0206736374495	0	12.0176125328898	5.00305424361532	10.0122269359159	0	10.0122269359159	5.00305424361532
Col5a2	4.00195439749781	12.0176125328898	5.00305424361532	0	6.00439882750478	2.00048844025395	2.00048844025395	0	8.00782268745052	0
Col6a1	17.0353762377124	7.00598826885697	11.0147970057849	0	10.0122269359159	5.00305424361532	8.00782268745052	0	11.0147970057849	0
Col6a2	27.0893822675098	21.0540177177831	3.00109916954915	1.00012209018435	9.00990220315199	6.00439882750478	15.0275330602518	0	20.048987655079	5.00305424361532
Col6a3	10.0122269359159	12.0176125328898	9.00990220315199	0	13.0206736374495	2.00048844025395	18.0396670359275	0	8.00782268745052	0
Col6a6	0	8.00782268745052	9.00990220315199	0	8.00782268745052	0	4.00195439749781	0	0	0
Comt	4.00195439749781	0	5.00305424361532	0	5.00305424361532	5.00305424361532	2.00048844025395	0	1.00012209018435	1.00012209018435
Copa	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	0	5.00305424361532	3.00109916954915	0	1.00012209018435	1.00012209018435
Coq10b	3.00109916954915	0	0	0	8.00782268745052	1.00012209018435	2.00048844025395	0	2.00048844025395	0
Cox4i1	1.00012209018435	3.00109916954915	10.0122269359159	1.00012209018435	3.00109916954915	1.00012209018435	4.00195439749781	0	0	2.00048844025395
Cox7a2l	8.00782268745052	1.00012209018435	2.00048844025395	3.00109916954915	3.00109916954915	1.00012209018435	4.00195439749781	0	1.00012209018435	0
Cox7c	0	2.00048844025395	6.00439882750478	2.00048844025395	3.00109916954915	4.00195439749781	0	1.00012209018435	0	0
Cox8a	2.00048844025395	0	4.00195439749781	3.00109916954915	5.00305424361532	3.00109916954915	4.00195439749781	0	0	3.00109916954915
Cp	1.00012209018435	3.00109916954915	3.00109916954915	0	1.00012209018435	1.00012209018435	9.00990220315199	0	2.00048844025395	3.00109916954915
Cpe	0	6.00439882750478	0	1.00012209018435	0	0	0	0	0	0
Cped1	0	5.00305424361532	0	0	0	0	0	0	0	0
Cpxm1	10.0122269359159	2.00048844025395	4.00195439749781	0	1.00012209018435	1.00012209018435	4.00195439749781	0	0	0
Creb3l1	0	1.00012209018435	5.00305424361532	0	1.00012209018435	0	0	0	0	0
Crispld2	3.00109916954915	0	0	0	3.00109916954915	1.00012209018435	5.00305424361532	0	0	0
Crtap	0	3.00109916954915	10.0122269359159	0	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395
Cryab	7.00598826885697	0	1.00012209018435	0	0	1.00012209018435	18.0396670359275	0	0	1.00012209018435
Csad	0	0	1.00012209018435	0	2.00048844025395	0	5.00305424361532	0	0	0
Csf1	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	5.00305424361532	0	1.00012209018435	5.00305424361532
Csf2rb	2.00048844025395	0	7.00598826885697	0	7.00598826885697	5.00305424361532	14.0239804397716	0	0	2.00048844025395
Csnk1a1	2.00048844025395	1.00012209018435	2.00048844025395	0	7.00598826885697	0	1.00012209018435	0	0	1.00012209018435
Csrp1	1.00012209018435	2.00048844025395	4.00195439749781	0	3.00109916954915	5.00305424361532	0	0	3.00109916954915	0
Cst3	6.00439882750478	9.00990220315199	5.00305424361532	0	1.00012209018435	4.00195439749781	3.00109916954915	1.00012209018435	7.00598826885697	4.00195439749781
Ctage5	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0
Ctdsp2	3.00109916954915	4.00195439749781	8.00782268745052	1.00012209018435	7.00598826885697	3.00109916954915	5.00305424361532	0	2.00048844025395	3.00109916954915
Ctsa	5.00305424361532	0	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0
Ctsb	4.00195439749781	1.00012209018435	9.00990220315199	1.00012209018435	2.00048844025395	4.00195439749781	5.00305424361532	0	4.00195439749781	2.00048844025395
Ctsc	0	0	2.00048844025395	4.00195439749781	0	5.00305424361532	2.00048844025395	1.00012209018435	0	0
Ctsf	0	1.00012209018435	6.00439882750478	0	1.00012209018435	0	0	0	0	0
Ctsk	5.00305424361532	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0
Ctsl	10.0122269359159	6.00439882750478	2.00048844025395	0	2.00048844025395	7.00598826885697	15.0275330602518	0	3.00109916954915	2.00048844025395
Cuedc2	0	0	5.00305424361532	0	0	0	2.00048844025395	0	0	0
Cxadr	0	0	0	0	1.00012209018435	1.00012209018435	5.00305424361532	0	0	0
Cxcl1	17.0353762377124	1.00012209018435	1.00012209018435	0	58.4145626995135	1.00012209018435	11.0147970057849	1.00012209018435	12.0176125328898	0
Cxcl10	0	0	0	0	9.00990220315199	0	0	0	2.00048844025395	0
Cxcl12	53.3458824338344	18.0396670359275	42.2168154415037	1.00012209018435	96.1190210031972	15.0275330602518	99.1914051952572	0	4.00195439749781	61.4587843186464
Cxcl13	0	1.00012209018435	47.2717340146999	0	1.00012209018435	1.00012209018435	4.00195439749781	0	1.00012209018435	1.00012209018435
Cxcl2	1.00012209018435	0	0	0	0	0	17.0353762377124	0	0	0
Cxcl5	1.00012209018435	9.00990220315199	0	0	0	1.00012209018435	0	0	0	0
Cygb	6.00439882750478	14.0239804397716	10.0122269359159	1.00012209018435	4.00195439749781	4.00195439749781	8.00782268745052	0	3.00109916954915	3.00109916954915
Cyp1b1	9.00990220315199	0	11.0147970057849	0	1.00012209018435	0	0	0	0	5.00305424361532
Cyp26b1	0	0	0	0	1.00012209018435	7.00598826885697	0	0	0	0
Cyr61	3.00109916954915	1.00012209018435	3.00109916954915	0	1.00012209018435	35.1503934793561	15.0275330602518	0	14.0239804397716	19.0442041347699
D8Ertd738e	0	1.00012209018435	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0
Dact1	1.00012209018435	2.00048844025395	5.00305424361532	0	5.00305424361532	1.00012209018435	2.00048844025395	0	9.00990220315199	0
Dad1	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	0	4.00195439749781	0	1.00012209018435	5.00305424361532
Dag1	12.0176125328898	0	5.00305424361532	0	4.00195439749781	3.00109916954915	11.0147970057849	0	0	1.00012209018435
Dap	0	1.00012209018435	5.00305424361532	0	0	2.00048844025395	1.00012209018435	0	0	0
Dapk1	12.0176125328898	2.00048844025395	0	0	3.00109916954915	2.00048844025395	4.00195439749781	0	2.00048844025395	0
