GENEID	X104	X112	X118	X122	X128	X137	X168	X175	X189	X191
Dcaf10	4.00195439749781	1.00012209018435	2.00048844025395	3.00109916954915	4.00195439749781	1.00012209018435	5.00305424361532	0	4.00195439749781	0
Dclk1	10.0122269359159	3.00109916954915	12.0176125328898	0	9.00990220315199	14.0239804397716	22.0592944438992	0	7.00598826885697	2.00048844025395
Dcn	69.5877872348756	112.531765227636	26.0828704059517	3.00109916954915	93.0489396602164	26.0828704059517	78.7522410269245	1.00012209018435	30.1104026871881	12.0176125328898
Ddb1	2.00048844025395	0	6.00439882750478	0	0	3.00109916954915	1.00012209018435	0	3.00109916954915	1.00012209018435
Ddost	4.00195439749781	0	7.00598826885697	0	5.00305424361532	1.00012209018435	0	0	2.00048844025395	0
Ddx17	0	0	6.00439882750478	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	0	1.00012209018435	0
Ddx39b	3.00109916954915	0	3.00109916954915	1.00012209018435	2.00048844025395	5.00305424361532	3.00109916954915	0	0	1.00012209018435
Ddx3x	0	2.00048844025395	1.00012209018435	0	6.00439882750478	0	4.00195439749781	0	2.00048844025395	0
Ddx5	2.00048844025395	1.00012209018435	4.00195439749781	6.00439882750478	19.0442041347699	5.00305424361532	6.00439882750478	3.00109916954915	2.00048844025395	0
Dek	0	2.00048844025395	5.00305424361532	1.00012209018435	0	3.00109916954915	0	0	0	0
Deptor	6.00439882750478	0	10.0122269359159	0	1.00012209018435	7.00598826885697	12.0176125328898	0	0	1.00012209018435
Derl1	5.00305424361532	2.00048844025395	2.00048844025395	1.00012209018435	0	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435
Des	1.00012209018435	0	17.0353762377124	1.00012209018435	10.0122269359159	9.00990220315199	21.0540177177831	0	7.00598826885697	2.00048844025395
Dhx15	1.00012209018435	0	1.00012209018435	3.00109916954915	5.00305424361532	0	1.00012209018435	1.00012209018435	1.00012209018435	0
Dkk2	0	0	14.0239804397716	0	0	0	0	0	0	0
Dlc1	0	1.00012209018435	3.00109916954915	0	5.00305424361532	0	3.00109916954915	0	0	0
Dnaja1	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	3.00109916954915	32.1256548803621	1.00012209018435	3.00109916954915	2.00048844025395
Dnajb1	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	7.00598826885697	33.1336529167031	0	7.00598826885697	0
Dnajb14	14.0239804397716	1.00012209018435	6.00439882750478	2.00048844025395	10.0122269359159	2.00048844025395	5.00305424361532	0	5.00305424361532	0
Dpt	0	24.0705883708827	0	0	0	0	4.00195439749781	0	0	0
Dpysl3	1.00012209018435	2.00048844025395	8.00782268745052	0	4.00195439749781	9.00990220315199	9.00990220315199	0	2.00048844025395	2.00048844025395
Dsc3	0	0	17.0353762377124	0	1.00012209018435	3.00109916954915	0	0	0	0
Dusp1	15.0275330602518	16.0313316193744	8.00782268745052	1.00012209018435	5.00305424361532	1.00012209018435	6.00439882750478	0	2.00048844025395	4.00195439749781
Dync1h1	3.00109916954915	0	5.00305424361532	0	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	0
Dynll1	10.0122269359159	6.00439882750478	1.00012209018435	1.00012209018435	4.00195439749781	2.00048844025395	0	0	3.00109916954915	1.00012209018435
Ebf1	6.00439882750478	5.00305424361532	6.00439882750478	1.00012209018435	16.0313316193744	7.00598826885697	4.00195439749781	0	10.0122269359159	5.00305424361532
Ebf3	3.00109916954915	1.00012209018435	6.00439882750478	0	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	0
Eci2	5.00305424361532	0	3.00109916954915	0	0	0	1.00012209018435	0	1.00012209018435	0
Eef1a1	76.7139229953105	30.1104026871881	107.39571439794	53.3458824338344	58.4145626995135	24.0705883708827	69.5877872348756	10.0122269359159	16.0313316193744	21.0540177177831
Eef1b2	13.0206736374495	5.00305424361532	7.00598826885697	14.0239804397716	3.00109916954915	3.00109916954915	9.00990220315199	4.00195439749781	2.00048844025395	3.00109916954915
Eef1g	13.0206736374495	3.00109916954915	3.00109916954915	5.00305424361532	4.00195439749781	7.00598826885697	5.00305424361532	2.00048844025395	1.00012209018435	2.00048844025395
Eef2	29.1031482864402	18.0396670359275	29.1031482864402	15.0275330602518	20.048987655079	8.00782268745052	19.0442041347699	4.00195439749781	6.00439882750478	1.00012209018435
Efemp2	6.00439882750478	0	3.00109916954915	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435
Efnb1	2.00048844025395	0	0	0	0	2.00048844025395	8.00782268745052	0	1.00012209018435	0
Efr3a	3.00109916954915	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0
Egr1	23.0648179545339	11.0147970057849	19.0442041347699	0	67.5540235386734	39.186855988824	118.703539373732	0	16.0313316193744	9.00990220315199
Eid1	2.00048844025395	1.00012209018435	5.00305424361532	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0
Eif1	8.00782268745052	4.00195439749781	7.00598826885697	6.00439882750478	7.00598826885697	2.00048844025395	11.0147970057849	2.00048844025395	3.00109916954915	2.00048844025395
Eif2ak1	0	1.00012209018435	5.00305424361532	0	0	2.00048844025395	0	0	2.00048844025395	2.00048844025395
Eif3a	2.00048844025395	0	7.00598826885697	0	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395
Eif3c	1.00012209018435	0	3.00109916954915	1.00012209018435	2.00048844025395	3.00109916954915	7.00598826885697	0	4.00195439749781	1.00012209018435
Eif3e	3.00109916954915	3.00109916954915	5.00305424361532	2.00048844025395	3.00109916954915	0	6.00439882750478	0	2.00048844025395	0
Eif3f	4.00195439749781	3.00109916954915	6.00439882750478	6.00439882750478	6.00439882750478	1.00012209018435	4.00195439749781	0	4.00195439749781	0
Eif3h	4.00195439749781	1.00012209018435	10.0122269359159	4.00195439749781	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435
Eif4a1	2.00048844025395	2.00048844025395	0	1.00012209018435	7.00598826885697	5.00305424361532	10.0122269359159	3.00109916954915	2.00048844025395	3.00109916954915
Eif4a2	10.0122269359159	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435
Eif4b	6.00439882750478	1.00012209018435	4.00195439749781	1.00012209018435	2.00048844025395	4.00195439749781	6.00439882750478	0	1.00012209018435	2.00048844025395
Eif4g2	4.00195439749781	1.00012209018435	5.00305424361532	3.00109916954915	5.00305424361532	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	4.00195439749781
Eif4g3	1.00012209018435	0	12.0176125328898	0	2.00048844025395	7.00598826885697	0	0	1.00012209018435	0
Eif5a	4.00195439749781	1.00012209018435	8.00782268745052	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435
Eif5b	0	1.00012209018435	5.00305424361532	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0
Eln	2.00048844025395	2.00048844025395	14.0239804397716	0	1.00012209018435	3.00109916954915	8.00782268745052	0	1.00012209018435	1.00012209018435
Enpp2	1.00012209018435	2.00048844025395	54.3591168236642	0	3.00109916954915	27.0893822675098	21.0540177177831	1.00012209018435	6.00439882750478	8.00782268745052
Entpd2	5.00305424361532	2.00048844025395	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	0
Epas1	11.0147970057849	5.00305424361532	15.0275330602518	0	22.0592944438992	2.00048844025395	17.0353762377124	0	1.00012209018435	2.00048844025395
Epc1	2.00048844025395	0	0	0	5.00305424361532	0	0	0	1.00012209018435	2.00048844025395
Epha3	0	8.00782268745052	1.00012209018435	0	6.00439882750478	0	4.00195439749781	0	11.0147970057849	0
Ephb3	3.00109916954915	2.00048844025395	6.00439882750478	0	3.00109916954915	2.00048844025395	1.00012209018435	0	0	0
Eprs	0	0	5.00305424361532	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0
Erdr1	14.0239804397716	0	12.0176125328898	7.00598826885697	4.00195439749781	4.00195439749781	2.00048844025395	0	0	0
Ergic3	2.00048844025395	0	7.00598826885697	0	0	0	2.00048844025395	0	0	2.00048844025395
Errfi1	1.00012209018435	0	0	0	16.0313316193744	0	0	0	0	1.00012209018435
Etfb	2.00048844025395	0	2.00048844025395	1.00012209018435	6.00439882750478	0	1.00012209018435	1.00012209018435	0	0
F11r	4.00195439749781	0	7.00598826885697	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435
F830016B08Rik	8.00782268745052	1.00012209018435	1.00012209018435	6.00439882750478	3.00109916954915	2.00048844025395	8.00782268745052	0	5.00305424361532	1.00012209018435
Fam120a	2.00048844025395	5.00305424361532	1.00012209018435	0	4.00195439749781	0	2.00048844025395	0	1.00012209018435	0
Fam46a	1.00012209018435	6.00439882750478	7.00598826885697	1.00012209018435	1.00012209018435	0	0	0	0	0
Fap	5.00305424361532	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395
Fbln2	0	0	0	0	0	0	6.00439882750478	0	0	0
Fbn1	3.00109916954915	5.00305424361532	5.00305424361532	0	6.00439882750478	2.00048844025395	1.00012209018435	0	0	0
Fbn2	0	0	22.0592944438992	0	8.00782268745052	3.00109916954915	8.00782268745052	0	0	7.00598826885697
Fbxo3	0	3.00109916954915	6.00439882750478	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435
Fermt2	0	3.00109916954915	1.00012209018435	0	1.00012209018435	2.00048844025395	7.00598826885697	0	0	0
Fhl1	0	5.00305424361532	2.00048844025395	0	5.00305424361532	0	2.00048844025395	0	0	0
Filip1l	0	0	1.00012209018435	0	7.00598826885697	0	1.00012209018435	0	1.00012209018435	0
Fktn	6.00439882750478	0	2.00048844025395	4.00195439749781	0	4.00195439749781	3.00109916954915	0	1.00012209018435	0
Flii	0	1.00012209018435	6.00439882750478	0	0	0	0	0	0	2.00048844025395
Flna	3.00109916954915	4.00195439749781	5.00305424361532	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395
Flrt3	3.00109916954915	0	3.00109916954915	0	0	0	5.00305424361532	0	0	0
Fmod	2.00048844025395	0	5.00305424361532	0	1.00012209018435	4.00195439749781	0	0	0	1.00012209018435
Fn1	30.1104026871881	6.00439882750478	12.0176125328898	0	21.0540177177831	26.0828704059517	1.00012209018435	0	2.00048844025395	1.00012209018435
Fnbp4	5.00305424361532	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435
Fos	60.4437923669776	24.0705883708827	18.0396670359275	0	5.00305424361532	36.1591362501238	114.587990170417	0	9.00990220315199	37.1681275103067
Fosb	3.00109916954915	6.00439882750478	2.00048844025395	0	17.0353762377124	20.048987655079	19.0442041347699	0	1.00012209018435	2.00048844025395
Fosl2	1.00012209018435	1.00012209018435	1.00012209018435	0	8.00782268745052	0	0	0	0	0
Foxo1	0	1.00012209018435	3.00109916954915	5.00305424361532	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	0
Fscn1	1.00012209018435	0	0	0	3.00109916954915	0	10.0122269359159	0	0	0
Fstl1	9.00990220315199	15.0275330602518	29.1031482864402	0	7.00598826885697	9.00990220315199	7.00598826885697	0	4.00195439749781	0
Fth1	16.0313316193744	19.0442041347699	10.0122269359159	0	10.0122269359159	6.00439882750478	16.0313316193744	1.00012209018435	3.00109916954915	6.00439882750478
Ftl1	9.00990220315199	4.00195439749781	7.00598826885697	4.00195439749781	5.00305424361532	5.00305424361532	13.0206736374495	1.00012209018435	2.00048844025395	1.00012209018435
Fus	4.00195439749781	0	12.0176125328898	1.00012209018435	2.00048844025395	2.00048844025395	5.00305424361532	0	2.00048844025395	1.00012209018435
Fxyd1	0	0	3.00109916954915	0	1.00012209018435	2.00048844025395	6.00439882750478	0	2.00048844025395	0
Gaa	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	5.00305424361532	0	0	0
Gab1	2.00048844025395	0	0	0	6.00439882750478	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435
Gabarap	4.00195439749781	4.00195439749781	12.0176125328898	1.00012209018435	5.00305424361532	0	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435
Gadd45b	5.00305424361532	6.00439882750478	0	0	15.0275330602518	0	15.0275330602518	0	3.00109916954915	0
Gadd45g	39.186855988824	6.00439882750478	0	0	0	0	1.00012209018435	1.00012209018435	0	0
Galnt18	0	0	5.00305424361532	0	0	0	0	0	0	0
Gapdh	4.00195439749781	3.00109916954915	12.0176125328898	1.00012209018435	4.00195439749781	3.00109916954915	4.00195439749781	3.00109916954915	2.00048844025395	0
Gas1	4.00195439749781	0	11.0147970057849	0	1.00012209018435	4.00195439749781	1.00012209018435	0	4.00195439749781	2.00048844025395
Gas6	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	7.00598826885697	0	0	0
Gbf1	0	0	5.00305424361532	1.00012209018435	0	0	0	0	2.00048844025395	0
Gbp10	0	0	0	5.00305424361532	2.00048844025395	0	0	0	0	0
Gbp2	5.00305424361532	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0
Gem	12.0176125328898	3.00109916954915	1.00012209018435	0	8.00782268745052	3.00109916954915	3.00109916954915	0	2.00048844025395	0
Ggt5	5.00305424361532	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0
Gimap1	5.00305424361532	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	3.00109916954915	0	4.00195439749781	1.00012209018435
Gimap6	0	0	0	9.00990220315199	0	0	0	0	0	0
Gla	2.00048844025395	0	0	0	6.00439882750478	0	0	0	0	0
Glg1	4.00195439749781	0	5.00305424361532	0	1.00012209018435	5.00305424361532	6.00439882750478	0	2.00048844025395	1.00012209018435
Glmp	4.00195439749781	0	5.00305424361532	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0
Gltscr2	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	5.00305424361532	1.00012209018435	5.00305424361532	0	1.00012209018435	0
Gm10020	4.00195439749781	0	11.0147970057849	5.00305424361532	2.00048844025395	2.00048844025395	5.00305424361532	2.00048844025395	1.00012209018435	0
Gm10036	10.0122269359159	4.00195439749781	17.0353762377124	8.00782268745052	3.00109916954915	2.00048844025395	7.00598826885697	3.00109916954915	3.00109916954915	4.00195439749781
Gm10073	13.0206736374495	6.00439882750478	18.0396670359275	25.0766058142306	17.0353762377124	4.00195439749781	15.0275330602518	5.00305424361532	2.00048844025395	3.00109916954915
Gm10076	3.00109916954915	2.00048844025395	14.0239804397716	3.00109916954915	6.00439882750478	4.00195439749781	8.00782268745052	0	3.00109916954915	2.00048844025395
Gm10116	7.00598826885697	4.00195439749781	4.00195439749781	4.00195439749781	2.00048844025395	2.00048844025395	11.0147970057849	1.00012209018435	1.00012209018435	0
Gm10126	7.00598826885697	4.00195439749781	4.00195439749781	5.00305424361532	1.00012209018435	0	5.00305424361532	0	3.00109916954915	3.00109916954915
Gm10250	0	0	5.00305424361532	2.00048844025395	2.00048844025395	2.00048844025395	4.00195439749781	2.00048844025395	2.00048844025395	1.00012209018435
Gm10263	12.0176125328898	3.00109916954915	7.00598826885697	17.0353762377124	6.00439882750478	1.00012209018435	10.0122269359159	5.00305424361532	2.00048844025395	3.00109916954915
Gm10660	9.00990220315199	1.00012209018435	0	7.00598826885697	4.00195439749781	2.00048844025395	15.0275330602518	0	6.00439882750478	0
Gm10709	11.0147970057849	5.00305424361532	13.0206736374495	7.00598826885697	7.00598826885697	4.00195439749781	10.0122269359159	4.00195439749781	1.00012209018435	1.00012209018435
Gm10715	12.0176125328898	3.00109916954915	2.00048844025395	13.0206736374495	5.00305424361532	11.0147970057849	16.0313316193744	0	33.1336529167031	0
Gm10717	35.1503934793561	10.0122269359159	6.00439882750478	36.1591362501238	8.00782268745052	27.0893822675098	85.8943526882953	1.00012209018435	64.505270141498	0
Gm10719	16.0313316193744	2.00048844025395	1.00012209018435	16.0313316193744	4.00195439749781	9.00990220315199	25.0766058142306	0	29.1031482864402	0
Gm10827	13.0206736374495	2.00048844025395	5.00305424361532	3.00109916954915	5.00305424361532	8.00782268745052	11.0147970057849	0	7.00598826885697	0
Gm11808	7.00598826885697	2.00048844025395	6.00439882750478	9.00990220315199	6.00439882750478	4.00195439749781	6.00439882750478	1.00012209018435	0	5.00305424361532
Gm12840	0	0	0	3.00109916954915	21.0540177177831	0	0	0	2.00048844025395	0
Gm13075	1.00012209018435	0	6.00439882750478	1.00012209018435	3.00109916954915	4.00195439749781	3.00109916954915	0	2.00048844025395	1.00012209018435
Gm13889	1.00012209018435	0	0	0	0	2.00048844025395	5.00305424361532	0	2.00048844025395	0
Gm13936	5.00305424361532	0	0	5.00305424361532	1.00012209018435	2.00048844025395	3.00109916954915	0	0	0
Gm14214	10.0122269359159	4.00195439749781	13.0206736374495	8.00782268745052	10.0122269359159	4.00195439749781	6.00439882750478	1.00012209018435	3.00109916954915	3.00109916954915
Gm15013	18.0396670359275	6.00439882750478	37.1681275103067	13.0206736374495	11.0147970057849	2.00048844025395	30.1104026871881	1.00012209018435	3.00109916954915	6.00439882750478
Gm16519	8.00782268745052	2.00048844025395	8.00782268745052	16.0313316193744	6.00439882750478	4.00195439749781	9.00990220315199	5.00305424361532	1.00012209018435	0
Gm16685	0	0	0	0	0	5.00305424361532	1.00012209018435	0	1.00012209018435	0
Gm17430	15.0275330602518	0	5.00305424361532	3.00109916954915	2.00048844025395	4.00195439749781	2.00048844025395	1.00012209018435	0	0
Gm17541	12.0176125328898	3.00109916954915	2.00048844025395	10.0122269359159	3.00109916954915	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	0
Gm17555	79.771780546812	14.0239804397716	6.00439882750478	38.1773673823587	29.1031482864402	25.0766058142306	114.587990170417	0	58.4145626995135	0
Gm17615	22.0592944438992	4.00195439749781	5.00305424361532	13.0206736374495	11.0147970057849	13.0206736374495	40.1965934523377	0	30.1104026871881	0
Gm2000	8.00782268745052	2.00048844025395	13.0206736374495	11.0147970057849	4.00195439749781	3.00109916954915	10.0122269359159	3.00109916954915	1.00012209018435	3.00109916954915
Gm20521	1.00012209018435	0	6.00439882750478	0	1.00012209018435	1.00012209018435	0	0	0	0
Gm21092	7.00598826885697	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435
Gm21738	4.00195439749781	5.00305424361532	1.00012209018435	6.00439882750478	5.00305424361532	6.00439882750478	11.0147970057849	0	11.0147970057849	0
Gm21750	34.1418990756402	7.00598826885697	6.00439882750478	32.1256548803621	17.0353762377124	20.048987655079	74.6766188001131	0	36.1591362501238	0
Gm21833	170.499879570981	48.283466760365	16.0313316193744	97.1428930245265	59.4290518687863	47.2717340146999	286.811256806717	1.00012209018435	115.616489861948	0
Gm21962	21.0540177177831	4.00195439749781	5.00305424361532	12.0176125328898	6.00439882750478	4.00195439749781	28.0961415204583	0	30.1104026871881	0
Gm26300	11.0147970057849	1.00012209018435	10.0122269359159	6.00439882750478	7.00598826885697	2.00048844025395	8.00782268745052	1.00012209018435	0	2.00048844025395
Gm26905	16.0313316193744	4.00195439749781	3.00109916954915	8.00782268745052	3.00109916954915	8.00782268745052	7.00598826885697	0	12.0176125328898	0
Gm26981	4.00195439749781	0	2.00048844025395	5.00305424361532	2.00048844025395	1.00012209018435	2.00048844025395	0	2.00048844025395	0
Gm28037	26.0828704059517	3.00109916954915	15.0275330602518	9.00990220315199	7.00598826885697	12.0176125328898	7.00598826885697	3.00109916954915	2.00048844025395	2.00048844025395
Gm29562	0	0	2.00048844025395	8.00782268745052	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435
Gm31258	20.048987655079	0	1.00012209018435	11.0147970057849	6.00439882750478	7.00598826885697	35.1503934793561	0	10.0122269359159	0
Gm3550	1.00012209018435	3.00109916954915	4.00195439749781	5.00305424361532	3.00109916954915	0	1.00012209018435	2.00048844025395	0	0
Gm37086	2.00048844025395	0	0	5.00305424361532	1.00012209018435	1.00012209018435	8.00782268745052	0	4.00195439749781	1.00012209018435
Gm37158	83.8524782691409	26.0828704059517	10.0122269359159	46.2602511104364	31.1179048445245	33.1336529167031	129.010540282996	0	65.5212691545208	0
Gm37234	3.00109916954915	0	0	2.00048844025395	5.00305424361532	0	1.00012209018435	0	2.00048844025395	0
Gm37324	20.048987655079	2.00048844025395	3.00109916954915	14.0239804397716	2.00048844025395	4.00195439749781	20.048987655079	0	17.0353762377124	0
Gm37404	27.0893822675098	8.00782268745052	4.00195439749781	15.0275330602518	10.0122269359159	13.0206736374495	33.1336529167031	0	18.0396670359275	0
Gm37607	4.00195439749781	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	5.00305424361532	0	3.00109916954915	0
Gm37746	47.2717340146999	12.0176125328898	7.00598826885697	25.0766058142306	15.0275330602518	14.0239804397716	72.6403274332921	1.00012209018435	36.1591362501238	0
Gm37761	4.00195439749781	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	8.00782268745052	0	2.00048844025395	0
Gm37788	1.00012209018435	0	0	1.00012209018435	0	0	6.00439882750478	0	1.00012209018435	0
Gm37900	25.0766058142306	10.0122269359159	5.00305424361532	16.0313316193744	11.0147970057849	11.0147970057849	52.332898627509	0	25.0766058142306	0
Gm37903	6.00439882750478	0	0	3.00109916954915	2.00048844025395	5.00305424361532	10.0122269359159	0	4.00195439749781	0
Gm37954	145.555879619208	28.0961415204583	16.0313316193744	96.1190210031972	67.5540235386734	58.4145626995135	216.628854446473	1.00012209018435	125.915715806333	1.00012209018435
Gm38142	6.00439882750478	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	4.00195439749781	0	3.00109916954915	0
Gm38195	4.00195439749781	1.00012209018435	4.00195439749781	3.00109916954915	2.00048844025395	2.00048844025395	7.00598826885697	0	2.00048844025395	0
Gm38299	3.00109916954915	2.00048844025395	0	6.00439882750478	5.00305424361532	3.00109916954915	2.00048844025395	0	3.00109916954915	1.00012209018435
Gm3839	4.00195439749781	3.00109916954915	9.00990220315199	2.00048844025395	3.00109916954915	3.00109916954915	3.00109916954915	2.00048844025395	3.00109916954915	0
Gm4117	6.00439882750478	1.00012209018435	0	6.00439882750478	3.00109916954915	2.00048844025395	8.00782268745052	0	4.00195439749781	0
Gm42418	21.0540177177831	20.048987655079	65.5212691545208	122.823227928213	23.0648179545339	39.186855988824	37.1681275103067	170.499879570981	84.8732882432719	28.0961415204583
Gm42445	28.0961415204583	5.00305424361532	3.00109916954915	13.0206736374495	9.00990220315199	11.0147970057849	37.1681275103067	0	17.0353762377124	0
Gm42503	7.00598826885697	0	0	0	4.00195439749781	0	17.0353762377124	0	9.00990220315199	5.00305424361532
Gm42513	11.0147970057849	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	9.00990220315199	0	6.00439882750478	0
Gm42519	16.0313316193744	1.00012209018435	0	7.00598826885697	3.00109916954915	4.00195439749781	16.0313316193744	0	8.00782268745052	0
Gm42653	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	6.00439882750478	0	5.00305424361532	0
Gm43088	5.00305424361532	0	0	0	0	0	1.00012209018435	0	0	0
Gm43238	9.00990220315199	1.00012209018435	0	13.0206736374495	5.00305424361532	2.00048844025395	17.0353762377124	0	11.0147970057849	0
Gm43258	2.00048844025395	0	0	2.00048844025395	0	0	7.00598826885697	0	1.00012209018435	0
Gm43622	6.00439882750478	0	3.00109916954915	2.00048844025395	0	2.00048844025395	6.00439882750478	0	3.00109916954915	0
Gm44044	7.00598826885697	2.00048844025395	12.0176125328898	3.00109916954915	1.00012209018435	6.00439882750478	4.00195439749781	0	2.00048844025395	0
Gm44046	1.00012209018435	0	2.00048844025395	0	0	0	5.00305424361532	0	1.00012209018435	0
Gm44189	5.00305424361532	0	0	3.00109916954915	2.00048844025395	0	3.00109916954915	0	5.00305424361532	0
Gm44443	15.0275330602518	2.00048844025395	1.00012209018435	12.0176125328898	3.00109916954915	3.00109916954915	23.0648179545339	0	11.0147970057849	0
Gm4951	6.00439882750478	0	0	0	1.00012209018435	2.00048844025395	4.00195439749781	0	0	0
Gm5611	2.00048844025395	0	3.00109916954915	1.00012209018435	6.00439882750478	0	7.00598826885697	1.00012209018435	1.00012209018435	1.00012209018435
Gm6133	9.00990220315199	3.00109916954915	11.0147970057849	11.0147970057849	6.00439882750478	7.00598826885697	10.0122269359159	2.00048844025395	2.00048844025395	2.00048844025395
Gm6525	14.0239804397716	4.00195439749781	14.0239804397716	5.00305424361532	12.0176125328898	5.00305424361532	9.00990220315199	3.00109916954915	0	1.00012209018435
Gm7676	3.00109916954915	3.00109916954915	1.00012209018435	0	1.00012209018435	0	5.00305424361532	0	1.00012209018435	1.00012209018435
Gm8225	14.0239804397716	2.00048844025395	27.0893822675098	17.0353762377124	9.00990220315199	9.00990220315199	20.048987655079	3.00109916954915	2.00048844025395	2.00048844025395
Gm8730	25.0766058142306	7.00598826885697	39.186855988824	16.0313316193744	19.0442041347699	10.0122269359159	18.0396670359275	4.00195439749781	5.00305424361532	1.00012209018435
Gm9493	21.0540177177831	2.00048844025395	13.0206736374495	19.0442041347699	15.0275330602518	6.00439882750478	10.0122269359159	6.00439882750478	4.00195439749781	7.00598826885697
Gm9843	12.0176125328898	5.00305424361532	8.00782268745052	13.0206736374495	5.00305424361532	4.00195439749781	5.00305424361532	2.00048844025395	3.00109916954915	2.00048844025395
Gm9844	0	1.00012209018435	6.00439882750478	13.0206736374495	3.00109916954915	5.00305424361532	2.00048844025395	2.00048844025395	5.00305424361532	2.00048844025395
Gnai2	4.00195439749781	5.00305424361532	20.048987655079	2.00048844025395	4.00195439749781	9.00990220315199	2.00048844025395	1.00012209018435	3.00109916954915	3.00109916954915
Gnas	5.00305424361532	5.00305424361532	12.0176125328898	2.00048844025395	1.00012209018435	4.00195439749781	3.00109916954915	0	4.00195439749781	4.00195439749781
Gnb2l1	16.0313316193744	4.00195439749781	19.0442041347699	19.0442041347699	15.0275330602518	5.00305424361532	16.0313316193744	6.00439882750478	4.00195439749781	3.00109916954915
Gng12	1.00012209018435	0	6.00439882750478	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0
Gnpat	3.00109916954915	0	1.00012209018435	0	0	0	7.00598826885697	0	0	1.00012209018435
Gns	1.00012209018435	2.00048844025395	6.00439882750478	0	3.00109916954915	3.00109916954915	2.00048844025395	1.00012209018435	5.00305424361532	1.00012209018435
Gorasp2	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	5.00305424361532	0	0	0
Gpc3	0	7.00598826885697	0	0	1.00012209018435	0	0	0	0	0
Gpi1	0	0	6.00439882750478	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0
Gpm6b	1.00012209018435	0	1.00012209018435	0	9.00990220315199	4.00195439749781	5.00305424361532	0	3.00109916954915	0
Gpr88	0	1.00012209018435	0	0	0	0	6.00439882750478	0	0	0
Gpx1	4.00195439749781	2.00048844025395	7.00598826885697	1.00012209018435	0	2.00048844025395	0	2.00048844025395	2.00048844025395	0
Gpx3	16.0313316193744	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	4.00195439749781
Gpx4	1.00012209018435	5.00305424361532	3.00109916954915	1.00012209018435	2.00048844025395	3.00109916954915	6.00439882750478	0	0	1.00012209018435
Gramd1a	1.00012209018435	0	0	6.00439882750478	0	0	0	0	0	0
Grb10	0	0	6.00439882750478	0	0	2.00048844025395	1.00012209018435	0	0	0
Grem1	0	0	3.00109916954915	0	1.00012209018435	6.00439882750478	4.00195439749781	0	0	1.00012209018435
