GENEID	X97	X98	X100	X102	X103	X104	X105	X106	X107	X109	X110	X111	X112	X113	X115	X117	X118	X119	X120	X121	X122	X123	X124	X126	X128	X129	X132	X134	X135	X136	X137	X138	X143	X144	X145	X146	X147	X149	X151	X152	X153	X154	X156	X157	X158	X159	X160	X163	X165	X166	X167	X168	X169	X170	X173	X174	X175	X176	X177	X179	X181	X182	X184	X186	X187	X188	X190	X191	X192
Celf1	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	0	0	2.00048844025395	6.00439882750478	0	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435
Celf2	0	2.00048844025395	0	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	0	0	7.00598826885697	4.00195439749781	0	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	0	1.00012209018435	2.00048844025395	0	2.00048844025395	3.00109916954915	0	0	4.00195439749781	0	5.00305424361532	0	1.00012209018435	1.00012209018435	5.00305424361532	0	1.00012209018435	1.00012209018435	4.00195439749781	2.00048844025395	11.0147970057849	0	11.0147970057849	0	1.00012209018435	8.00782268745052	0	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	3.00109916954915	1.00012209018435	2.00048844025395	4.00195439749781	6.00439882750478	7.00598826885697	1.00012209018435	3.00109916954915	3.00109916954915	0	2.00048844025395	0	2.00048844025395	0	6.00439882750478	0
Cenpa	0	4.00195439749781	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0
Cenpe	0	0	0	0	0	0	0	0	0	1.00012209018435	0	13.0206736374495	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0
Cfd	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	45.2490179242113	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfl1	1.00012209018435	8.00782268745052	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	11.0147970057849	2.00048844025395	1.00012209018435	9.00990220315199	7.00598826885697	11.0147970057849	2.00048844025395	0	11.0147970057849	6.00439882750478	3.00109916954915	9.00990220315199	6.00439882750478	2.00048844025395	6.00439882750478	1.00012209018435	9.00990220315199	10.0122269359159	2.00048844025395	7.00598826885697	1.00012209018435	12.0176125328898	3.00109916954915	11.0147970057849	1.00012209018435	4.00195439749781	11.0147970057849	4.00195439749781	2.00048844025395	3.00109916954915	2.00048844025395	10.0122269359159	3.00109916954915	1.00012209018435	0	5.00305424361532	0	0	2.00048844025395	2.00048844025395	5.00305424361532	9.00990220315199	17.0353762377124	3.00109916954915	3.00109916954915	11.0147970057849	4.00195439749781	2.00048844025395	4.00195439749781	4.00195439749781	5.00305424361532	4.00195439749781	2.00048844025395	4.00195439749781	3.00109916954915	2.00048844025395	3.00109916954915	2.00048844025395	12.0176125328898	3.00109916954915	4.00195439749781	5.00305424361532	7.00598826885697
Chchd10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.22730021288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chchd2	3.00109916954915	5.00305424361532	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	4.00195439749781	5.00305424361532	4.00195439749781	8.00782268745052	0	6.00439882750478	5.00305424361532	7.00598826885697	3.00109916954915	13.0206736374495	0	8.00782268745052	1.00012209018435	5.00305424361532	2.00048844025395	3.00109916954915	13.0206736374495	0	12.0176125328898	9.00990220315199	7.00598826885697	4.00195439749781	9.00990220315199	7.00598826885697	8.00782268745052	5.00305424361532	2.00048844025395	8.00782268745052	8.00782268745052	11.0147970057849	24.0705883708827	1.00012209018435	2.00048844025395	0	2.00048844025395	3.00109916954915	2.00048844025395	9.00990220315199	12.0176125328898	13.0206736374495	0	7.00598826885697	9.00990220315199	4.00195439749781	1.00012209018435	9.00990220315199	2.00048844025395	7.00598826885697	1.00012209018435	3.00109916954915	4.00195439749781	2.00048844025395	5.00305424361532	8.00782268745052	3.00109916954915	4.00195439749781	1.00012209018435	0	18.0396670359275	20.048987655079
Chchd3	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	6.00439882750478	0	0	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435
Chd1	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	3.00109916954915	0	6.00439882750478	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	6.00439882750478	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	0	1.00012209018435	0
Chd3	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	3.00109916954915	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	7.00598826885697	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	2.00048844025395	3.00109916954915	4.00195439749781	0	2.00048844025395	4.00195439749781	1.00012209018435	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	0	3.00109916954915	0	0	0	3.00109916954915	1.00012209018435
Chd4	0	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	0	2.00048844025395	0	1.00012209018435	6.00439882750478	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	0	11.0147970057849	0	4.00195439749781	0	3.00109916954915	4.00195439749781	2.00048844025395	7.00598826885697	0	5.00305424361532	4.00195439749781	3.00109916954915	0	1.00012209018435	4.00195439749781	4.00195439749781	4.00195439749781	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	18.0396670359275	0	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	1.00012209018435	4.00195439749781	2.00048844025395	3.00109916954915	2.00048844025395	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435
Chmp4b	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	4.00195439749781	0	0	0	1.00012209018435	6.00439882750478	0	2.00048844025395	1.00012209018435	5.00305424361532	0	0	2.00048844025395	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435
Chp1	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	0	4.00195439749781	8.00782268745052	0	0	0	0	4.00195439749781	0	3.00109916954915	0	3.00109916954915	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	2.00048844025395
Chpf	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	4.00195439749781	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395
Chrdl1	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	3.00109916954915	0	0	0	3.00109916954915	0	0	4.00195439749781	0	1.00012209018435	5.00305424361532	0	0	0	0	0	7.00598826885697	2.00048844025395
Cidea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0147970057849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cidec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	19.0442041347699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cir1	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	5.00305424361532	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	0	0	0	3.00109916954915	1.00012209018435
Cish	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	4.00195439749781	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	5.00305424361532	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	6.00439882750478	1.00012209018435
Cited2	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	0	0	0	2.00048844025395	0	0	4.00195439749781	0	1.00012209018435	0	3.00109916954915	0	4.00195439749781	0	0	4.00195439749781	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	5.00305424361532	0	2.00048844025395	0	0	7.00598826885697	0	0	0	0	0
Ckap4	0	0	0	5.00305424361532	0	0	3.00109916954915	3.00109916954915	0	1.00012209018435	3.00109916954915	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	6.00439882750478	2.00048844025395	0	2.00048844025395	3.00109916954915	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	3.00109916954915	0	3.00109916954915	4.00195439749781	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	4.00195439749781	0	4.00195439749781	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	8.00782268745052	0	3.00109916954915	0	0	1.00012209018435	4.00195439749781
Cks1b	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	5.00305424361532	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435
Clcn4	0	3.00109916954915	1.00012209018435	4.00195439749781	0	0	2.00048844025395	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	4.00195439749781	1.00012209018435	0	0	3.00109916954915	5.00305424361532	1.00012209018435	2.00048844025395	0	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0
Cldn5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0
Cldnd1	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	5.00305424361532	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	0	2.00048844025395
Clec3b	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	8.00782268745052	0	0	0	0	3.00109916954915	0
Clic4	0	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	6.00439882750478	0	0	0	1.00012209018435	5.00305424361532	0	1.00012209018435	0	3.00109916954915	2.00048844025395	0	0	1.00012209018435	0	8.00782268745052	3.00109916954915	3.00109916954915	4.00195439749781	0	1.00012209018435	3.00109916954915	5.00305424361532	0	1.00012209018435	8.00782268745052	0	0	0	0	2.00048844025395	4.00195439749781	5.00305424361532	0	0	0	0	2.00048844025395	2.00048844025395	7.00598826885697	0	5.00305424361532	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	4.00195439749781	1.00012209018435	2.00048844025395	0	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	0	0	2.00048844025395	4.00195439749781
Clk1	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	4.00195439749781	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	4.00195439749781	0	1.00012209018435	3.00109916954915	0	0	4.00195439749781	4.00195439749781	1.00012209018435	6.00439882750478	0	0	2.00048844025395	3.00109916954915	2.00048844025395	3.00109916954915	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	4.00195439749781	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	3.00109916954915	0	0	1.00012209018435	0
Clmp	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	1.00012209018435	4.00195439749781	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	7.00598826885697	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	2.00048844025395	1.00012209018435
Clta	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	1.00012209018435	2.00048844025395	2.00048844025395	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	0	4.00195439749781	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	2.00048844025395	5.00305424361532	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	4.00195439749781	0	3.00109916954915	0	0	3.00109916954915	0	3.00109916954915	0	0	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	1.00012209018435	6.00439882750478
Cltb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
Cltc	0	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	0	0	0	6.00439882750478	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	3.00109916954915	0	5.00305424361532	0	1.00012209018435	0	5.00305424361532	2.00048844025395	6.00439882750478	2.00048844025395	0	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	0	0	4.00195439749781	0	3.00109916954915	2.00048844025395	0	1.00012209018435	0	3.00109916954915	0	5.00305424361532	2.00048844025395	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	2.00048844025395	3.00109916954915
Clu	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	7.00598826885697	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	0	0	5.00305424361532	0	5.00305424361532	0	0	1.00012209018435	0	0	0	0	0	0	26.0828704059517	2.00048844025395	0	1.00012209018435	5.00305424361532	0	0	0	0	0	11.0147970057849	0	0	0	0	0	0	0	23.0648179545339	0	0	0	0	0	12.0176125328898	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0
Cluh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	8.00782268745052	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0
Cmip	1.00012209018435	4.00195439749781	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	5.00305424361532	0	4.00195439749781	0	6.00439882750478	3.00109916954915	2.00048844025395	2.00048844025395	0	4.00195439749781	3.00109916954915	3.00109916954915	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	1.00012209018435	3.00109916954915	2.00048844025395	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	4.00195439749781	0	0	3.00109916954915	3.00109916954915
Cmpk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532
Cmtm3	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	3.00109916954915	3.00109916954915	0	0	3.00109916954915	0	2.00048844025395	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	4.00195439749781	0	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	0	1.00012209018435	7.00598826885697	0	1.00012209018435	4.00195439749781	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	0	0	6.00439882750478	0
Cnbp	0	4.00195439749781	0	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	0	2.00048844025395	1.00012209018435	6.00439882750478	1.00012209018435	2.00048844025395	0	5.00305424361532	1.00012209018435	7.00598826885697	1.00012209018435	11.0147970057849	1.00012209018435	5.00305424361532	0	0	3.00109916954915	2.00048844025395	3.00109916954915	0	7.00598826885697	10.0122269359159	5.00305424361532	3.00109916954915	8.00782268745052	8.00782268745052	0	5.00305424361532	1.00012209018435	4.00195439749781	12.0176125328898	9.00990220315199	6.00439882750478	1.00012209018435	5.00305424361532	0	0	3.00109916954915	3.00109916954915	3.00109916954915	3.00109916954915	6.00439882750478	0	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	5.00305424361532	2.00048844025395	3.00109916954915	1.00012209018435	3.00109916954915	0	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395
Cnih1	0	1.00012209018435	0	0	0	2.00048844025395	0	2.00048844025395	0	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	1.00012209018435	0	0	3.00109916954915	5.00305424361532	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	4.00195439749781	0	0	0	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435
Cnn2	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	12.0176125328898	1.00012209018435	0	1.00012209018435	0	4.00195439749781	1.00012209018435	0	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	0	0	7.00598826885697	0	0	12.0176125328898	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915	0	8.00782268745052	1.00012209018435	4.00195439749781	0	3.00109916954915	5.00305424361532	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	3.00109916954915	7.00598826885697
Cnn3	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	4.00195439749781	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	3.00109916954915	3.00109916954915	4.00195439749781	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	0	0	2.00048844025395	5.00305424361532	0	0	0	0	0	0	2.00048844025395	2.00048844025395	2.00048844025395	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	0
Cnot1	0	0	0	0	2.00048844025395	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	3.00109916954915	1.00012209018435	0	0	0	3.00109916954915	0	0	1.00012209018435	0	5.00305424361532	0	2.00048844025395	0	3.00109916954915	0	0	0	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435
Cnot4	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	5.00305424361532	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915	4.00195439749781	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395
Cnot6	0	0	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	3.00109916954915	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	5.00305424361532	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395
