GENEID	X97	X98	X100	X102	X103	X104	X105	X106	X107	X109	X110	X111	X112	X113	X115	X117	X118	X119	X120	X121	X122	X123	X124	X126	X128	X129	X132	X134	X135	X136	X137	X138	X143	X144	X145	X146	X147	X149	X151	X152	X153	X154	X156	X157	X158	X159	X160	X163	X165	X166	X167	X168	X169	X170	X173	X174	X175	X176	X177	X179	X181	X182	X184	X186	X187	X188	X190	X191	X192
Abtb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435
Acaa2	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	5.00305424361532	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	8.00782268745052	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	0
Acacb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
Acadl	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	4.00195439749781	0	0	0	0	0	5.00305424361532	31.1179048445245	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435
Acadm	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	24.0705883708827	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0
Acat2	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435
Aco2	0	3.00109916954915	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	8.00782268745052	2.00048844025395	4.00195439749781	0	0	2.00048844025395	1.00012209018435	0	0	0	3.00109916954915	3.00109916954915	29.1031482864402	0	3.00109916954915	0	0	0	0	4.00195439749781	2.00048844025395	0	0	2.00048844025395	0	0	0	0	1.00012209018435	2.00048844025395	0	4.00195439749781	0	1.00012209018435	0	3.00109916954915	2.00048844025395	0	0	0	7.00598826885697	0
Acot1	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	8.00782268745052	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0
Acot2	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0
Acox1	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	15.0275330602518	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0
Acsl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	19.0442041347699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395
Acta2	2.00048844025395	2.00048844025395	0	1.00012209018435	0	1.00012209018435	6.00439882750478	3.00109916954915	0	0	0	39.186855988824	20.048987655079	0	1.00012209018435	2.00048844025395	0	0	3.00109916954915	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	4.00195439749781	0	0	1.00012209018435	8.00782268745052	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	4.00195439749781	5.00305424361532	3.00109916954915	0	1.00012209018435	24.0705883708827	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	14.0239804397716	2.00048844025395	0	0	0	0	1.00012209018435	5.00305424361532
Actb	8.00782268745052	11.0147970057849	5.00305424361532	14.0239804397716	3.00109916954915	1.00012209018435	36.1591362501238	27.0893822675098	5.00305424361532	29.1031482864402	21.0540177177831	111.504039717289	52.332898627509	1.00012209018435	85.8943526882953	13.0206736374495	41.2065798956254	22.0592944438992	41.2065798956254	4.00195439749781	26.0828704059517	3.00109916954915	55.3726019210037	27.0893822675098	33.1336529167031	31.1179048445245	3.00109916954915	10.0122269359159	45.2490179242113	105.343095963603	5.00305424361532	10.0122269359159	98.1670210458638	15.0275330602518	23.0648179545339	2.00048844025395	12.0176125328898	38.1773673823587	37.1681275103067	17.0353762377124	2.00048844025395	7.00598826885697	3.00109916954915	5.00305424361532	28.0961415204583	34.1418990756402	67.5540235386734	36.1591362501238	77.7329552185041	7.00598826885697	22.0592944438992	97.1428930245265	22.0592944438992	15.0275330602518	13.0206736374495	8.00782268745052	14.0239804397716	15.0275330602518	5.00305424361532	5.00305424361532	31.1179048445245	46.2602511104364	33.1336529167031	17.0353762377124	46.2602511104364	6.00439882750478	11.0147970057849	45.2490179242113	39.186855988824
Actg1	0	5.00305424361532	2.00048844025395	2.00048844025395	6.00439882750478	7.00598826885697	4.00195439749781	5.00305424361532	2.00048844025395	7.00598826885697	9.00990220315199	19.0442041347699	1.00012209018435	0	12.0176125328898	5.00305424361532	2.00048844025395	9.00990220315199	7.00598826885697	2.00048844025395	15.0275330602518	2.00048844025395	3.00109916954915	17.0353762377124	10.0122269359159	4.00195439749781	1.00012209018435	1.00012209018435	9.00990220315199	26.0828704059517	1.00012209018435	7.00598826885697	17.0353762377124	8.00782268745052	7.00598826885697	1.00012209018435	1.00012209018435	6.00439882750478	15.0275330602518	11.0147970057849	2.00048844025395	7.00598826885697	0	0	2.00048844025395	8.00782268745052	7.00598826885697	5.00305424361532	16.0313316193744	4.00195439749781	11.0147970057849	8.00782268745052	4.00195439749781	1.00012209018435	7.00598826885697	0	5.00305424361532	10.0122269359159	0	0	8.00782268745052	2.00048844025395	2.00048844025395	12.0176125328898	12.0176125328898	0	0	12.0176125328898	8.00782268745052
Actn1	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	8.00782268745052	0	0	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	2.00048844025395	2.00048844025395	5.00305424361532	0	3.00109916954915	0	3.00109916954915	4.00195439749781	0	2.00048844025395	0	5.00305424361532	8.00782268745052	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	3.00109916954915	4.00195439749781	0	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	2.00048844025395	0	5.00305424361532	3.00109916954915	0	0	0	4.00195439749781
Actn4	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	6.00439882750478	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	6.00439882750478	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	0	1.00012209018435	8.00782268745052	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	4.00195439749781	1.00012209018435
Actr3	0	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	4.00195439749781	0	3.00109916954915	0	6.00439882750478	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	3.00109916954915	0	0	0	0	3.00109916954915	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	0	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	3.00109916954915
Adam12	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	4.00195439749781	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	5.00305424361532	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	4.00195439749781	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	3.00109916954915	3.00109916954915	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	4.00195439749781	0	0	2.00048844025395	1.00012209018435	0	3.00109916954915	5.00305424361532
Adam23	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	8.00782268745052	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
Adamts1	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	11.0147970057849	0	2.00048844025395	0	0	0	1.00012209018435	5.00305424361532	3.00109916954915	0	5.00305424361532	1.00012209018435	3.00109916954915	4.00195439749781	5.00305424361532	1.00012209018435	0	5.00305424361532	8.00782268745052	14.0239804397716	0	1.00012209018435	0	3.00109916954915	13.0206736374495	0	0	2.00048844025395	8.00782268745052	0	0	0	0	0	1.00012209018435	0	14.0239804397716	1.00012209018435	12.0176125328898	0	0	8.00782268745052	0	4.00195439749781	0	0	1.00012209018435	3.00109916954915	0	0	0	10.0122269359159	1.00012209018435	3.00109916954915	1.00012209018435	0	0	5.00305424361532	2.00048844025395
Adamts2	0	0	0	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	3.00109916954915	0	0	2.00048844025395	0	0	8.00782268745052	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	4.00195439749781	0	1.00012209018435	1.00012209018435	11.0147970057849	0	0	1.00012209018435	0	1.00012209018435	0
Adamts4	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	0	11.0147970057849	1.00012209018435	0	7.00598826885697	0	6.00439882750478	2.00048844025395	12.0176125328898	0	7.00598826885697	1.00012209018435	0	4.00195439749781	0	0	6.00439882750478	13.0206736374495	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	6.00439882750478	0	1.00012209018435	0	0	2.00048844025395	0	9.00990220315199	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	8.00782268745052	0	1.00012209018435	0	0
Adck3	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	17.0353762377124	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcyap1r1	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Add1	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	0	6.00439882750478	1.00012209018435	0	0	0	0	0	2.00048844025395	2.00048844025395	5.00305424361532	2.00048844025395	0	2.00048844025395	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	0	4.00195439749781	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	4.00195439749781	0
