GENEID	X1	X2	X3	X5	X6	X7	X8	X10	X13	X15	X16	X17	X18	X19	X21	X22	X23	X24	X27	X28	X29	X30	X31	X32	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X52	X53	X54	X55	X56	X60	X61	X62	X63	X64	X67	X69	X70	X71	X72	X73	X74	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96
Akr1a1	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	6.00439882750478	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	0	0	4.00195439749781	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	4.00195439749781	0	1.00012209018435
Alcam	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	5.00305424361532	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh2	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	5.00305424361532	0	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	2.00048844025395	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	5.00305424361532	3.00109916954915	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0	4.00195439749781	0	4.00195439749781	0	2.00048844025395	3.00109916954915	2.00048844025395	0	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	4.00195439749781	2.00048844025395	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395
Aldh9a1	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0
Amot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amotl2	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	1.00012209018435	3.00109916954915	0	6.00439882750478	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	12.0176125328898	0	6.00439882750478	2.00048844025395	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	4.00195439749781	0	0	3.00109916954915	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	2.00048844025395	0	0	0	4.00195439749781	0	1.00012209018435	1.00012209018435
Anapc5	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	3.00109916954915	2.00048844025395	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	5.00305424361532	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0
Angpt2	0	0	0	0	0	0	5.00305424361532	0	0	0	2.00048844025395	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0
Angptl4	0	3.00109916954915	6.00439882750478	0	1.00012209018435	0	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	8.00782268745052	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	0	13.0206736374495	7.00598826885697	0	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	4.00195439749781	0	0	0	0	0	0	3.00109916954915	0	0	0	9.00990220315199	1.00012209018435	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	1.00012209018435	4.00195439749781	4.00195439749781	0	0	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	5.00305424361532	0	3.00109916954915
Ankrd12	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	3.00109916954915	0	3.00109916954915	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	4.00195439749781	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	8.00782268745052	0	0	0	0	0	1.00012209018435	0	0
Ankrd17	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	0	2.00048844025395	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	4.00195439749781	0	3.00109916954915	0	0	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	0	0	5.00305424361532	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0
