GENEID	X97	X100	X101	X103	X105	X106	X108	X111	X112	X114	X116	X117	X119	X121	X122	X125	X126	X131	X132	X134	X135	X137	X139	X143	X144	X145	X149	X155	X156	X157	X158	X159	X161	X162	X165	X167	X168	X169	X170	X171	X172	X173	X174	X176	X177	X178	X181	X182	X183	X186	X188	X189	X191	X192
1700020I14Rik	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0
1700025G04Rik	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	5.00305424361532	0	0	0	0	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435
1810026B05Rik	0	0	0	0	0	0	0	2.00048844025395	5.00305424361532	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0
2810474O19Rik	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0
9930111J21Rik1	3.00109916954915	2.00048844025395	3.00109916954915	0	11.0147970057849	0	1.00012209018435	1.00012209018435	4.00195439749781	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	6.00439882750478	0	0	6.00439882750478	2.00048844025395	8.00782268745052	6.00439882750478	9.00990220315199	1.00012209018435	7.00598826885697	4.00195439749781	2.00048844025395	9.00990220315199	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	12.0176125328898	2.00048844025395	0	9.00990220315199	2.00048844025395	3.00109916954915	0	4.00195439749781	1.00012209018435	1.00012209018435	5.00305424361532	7.00598826885697	6.00439882750478	0	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	0	0	3.00109916954915
A430073D23Rik	16.0313316193744	12.0176125328898	16.0313316193744	0	37.1681275103067	2.00048844025395	1.00012209018435	6.00439882750478	16.0313316193744	0	0	0	2.00048844025395	0	1.00012209018435	19.0442041347699	1.00012209018435	2.00048844025395	23.0648179545339	11.0147970057849	24.0705883708827	9.00990220315199	2.00048844025395	5.00305424361532	15.0275330602518	16.0313316193744	7.00598826885697	17.0353762377124	13.0206736374495	9.00990220315199	7.00598826885697	1.00012209018435	21.0540177177831	22.0592944438992	0	1.00012209018435	40.1965934523377	11.0147970057849	10.0122269359159	0	22.0592944438992	9.00990220315199	3.00109916954915	9.00990220315199	21.0540177177831	4.00195439749781	2.00048844025395	4.00195439749781	4.00195439749781	11.0147970057849	2.00048844025395	1.00012209018435	0	5.00305424361532
Abca1	1.00012209018435	0	4.00195439749781	0	1.00012209018435	0	0	2.00048844025395	6.00439882750478	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	3.00109916954915	0	0	7.00598826885697	1.00012209018435	1.00012209018435	0	0	5.00305424361532	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	3.00109916954915
Abca8a	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	2.00048844025395	5.00305424361532	0	1.00012209018435	0	0	0	0	3.00109916954915	0	6.00439882750478	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	2.00048844025395	0	0	7.00598826885697	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0
Abcc9	1.00012209018435	0	4.00195439749781	0	3.00109916954915	0	2.00048844025395	3.00109916954915	5.00305424361532	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	3.00109916954915	5.00305424361532	1.00012209018435	2.00048844025395	5.00305424361532	0	0	0	0	0	0	0	0	1.00012209018435	0	3.00109916954915	2.00048844025395	0	1.00012209018435	0	4.00195439749781	4.00195439749781	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	2.00048844025395	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435
Abcf1	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0
