GENEID	X2	X4	X5	X6	X7	X8	X12	X14	X15	X23	X24	X26	X27	X28	X31	X32	X35	X37	X40	X42	X44	X45	X46	X47	X48	X49	X53	X54	X56	X62	X63	X64	X65	X71	X72	X78	X79	X80	X81	X84	X86	X87	X88	X94	X96
1110004F10Rik	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	5.00305424361532	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0
1500015O10Rik	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0
1700037C18Rik	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	0	3.00109916954915	3.00109916954915	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	2.00048844025395	5.00305424361532	1.00012209018435	0	0	1.00012209018435	0	0
1810058I24Rik	0	0	3.00109916954915	0	0	0	0	0	3.00109916954915	4.00195439749781	2.00048844025395	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	2.00048844025395	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435
2810474O19Rik	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	5.00305424361532	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0
2900026A02Rik	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	5.00305424361532	0	0	1.00012209018435	0	0	4.00195439749781	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435
8430408G22Rik	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0206736374495	0	0	0	0	0	15.0275330602518	0	0	0	0	0	0	0	2.00048844025395	0
9930111J21Rik1	5.00305424361532	2.00048844025395	3.00109916954915	5.00305424361532	11.0147970057849	11.0147970057849	9.00990220315199	13.0206736374495	5.00305424361532	9.00990220315199	2.00048844025395	10.0122269359159	15.0275330602518	2.00048844025395	3.00109916954915	8.00782268745052	5.00305424361532	5.00305424361532	2.00048844025395	5.00305424361532	2.00048844025395	4.00195439749781	2.00048844025395	6.00439882750478	3.00109916954915	0	2.00048844025395	0	0	6.00439882750478	11.0147970057849	3.00109916954915	6.00439882750478	3.00109916954915	2.00048844025395	3.00109916954915	3.00109916954915	8.00782268745052	5.00305424361532	8.00782268745052	1.00012209018435	1.00012209018435	6.00439882750478	8.00782268745052	4.00195439749781
A430073D23Rik	8.00782268745052	9.00990220315199	16.0313316193744	8.00782268745052	19.0442041347699	23.0648179545339	13.0206736374495	29.1031482864402	13.0206736374495	18.0396670359275	5.00305424361532	43.22730021288	60.4437923669776	7.00598826885697	9.00990220315199	10.0122269359159	30.1104026871881	18.0396670359275	3.00109916954915	11.0147970057849	9.00990220315199	9.00990220315199	5.00305424361532	20.048987655079	20.048987655079	0	11.0147970057849	0	1.00012209018435	20.048987655079	31.1179048445245	19.0442041347699	11.0147970057849	6.00439882750478	3.00109916954915	6.00439882750478	16.0313316193744	21.0540177177831	24.0705883708827	14.0239804397716	8.00782268745052	7.00598826885697	15.0275330602518	13.0206736374495	18.0396670359275
AI838599	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	4.00195439749781	2.00048844025395	7.00598826885697	4.00195439749781	2.00048844025395	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	4.00195439749781	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395
