GENEID	X1	X3	X4	X5	X6	X7	X8	X9	X10	X12	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X29	X31	X32	X34	X35	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X49	X50	X51	X52	X53	X54	X55	X57	X58	X59	X60	X61	X63	X64	X65	X66	X67	X69	X70	X71	X72	X73	X74	X75	X76	X77	X80	X81	X82	X83	X84	X85	X86	X87	X89	X90	X91	X92	X93	X94	X95
0610030E20Rik	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0
1110004F10Rik	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	5.00305424361532	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	0
1190002N15Rik	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395	5.00305424361532	0	0
1700020I14Rik	0	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	5.00305424361532	1.00012209018435	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0
1810011O10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	15.0275330602518	0	0	0	0	0	0	0	0	0
1810026B05Rik	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	3.00109916954915	2.00048844025395	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	2.00048844025395	3.00109916954915	4.00195439749781	0	0	5.00305424361532	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0
1810058I24Rik	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	3.00109916954915	0	0	6.00439882750478	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	0	0	3.00109916954915	0	0	3.00109916954915	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	0	2.00048844025395	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435
2810004N23Rik	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0
2810417H13Rik	0	0	0	0	1.00012209018435	6.00439882750478	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	11.0147970057849	0	0	0	0	0	0	10.0122269359159	3.00109916954915	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	0	0	1.00012209018435	0	0
2810429I04Rik	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
