GENEID	X3	X5	X9	X12	X14	X15	X16	X18	X19	X20	X24	X25	X26	X28	X29	X30	X32	X33	X37	X38	X39	X40	X42	X43	X44	X45	X46	X48	X49	X50	X53	X54	X55	X57	X60	X61	X62	X63	X64	X65	X68	X69	X70	X71	X72	X76	X77	X78	X79	X80	X81	X83	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96
Baz1b	0	8.00782268745052	0	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0
Bcar1	0	0	4.00195439749781	0	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	8.00782268745052	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	4.00195439749781	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0
Bclaf1	0	2.00048844025395	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	2.00048844025395	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	2.00048844025395	1.00012209018435	6.00439882750478	0	0	3.00109916954915	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	0	4.00195439749781	4.00195439749781	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	4.00195439749781	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0
Bet1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0
Bfar	0	1.00012209018435	0	0	4.00195439749781	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0
Bgn	1.00012209018435	6.00439882750478	0	1.00012209018435	6.00439882750478	9.00990220315199	3.00109916954915	1.00012209018435	9.00990220315199	0	7.00598826885697	0	10.0122269359159	4.00195439749781	4.00195439749781	4.00195439749781	5.00305424361532	5.00305424361532	1.00012209018435	0	3.00109916954915	4.00195439749781	0	5.00305424361532	3.00109916954915	3.00109916954915	5.00305424361532	4.00195439749781	0	7.00598826885697	8.00782268745052	1.00012209018435	10.0122269359159	0	13.0206736374495	11.0147970057849	6.00439882750478	0	0	4.00195439749781	1.00012209018435	1.00012209018435	2.00048844025395	6.00439882750478	4.00195439749781	1.00012209018435	4.00195439749781	0	4.00195439749781	12.0176125328898	0	6.00439882750478	3.00109916954915	7.00598826885697	1.00012209018435	3.00109916954915	0	10.0122269359159	2.00048844025395	3.00109916954915	4.00195439749781	1.00012209018435	1.00012209018435
Bhlhe40	0	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	4.00195439749781	2.00048844025395	2.00048844025395	1.00012209018435	6.00439882750478	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0	6.00439882750478	3.00109916954915	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435
Bicc1	0	0	0	0	6.00439882750478	0	1.00012209018435	0	4.00195439749781	0	0	0	0	1.00012209018435	6.00439882750478	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	3.00109916954915	1.00012209018435	0	3.00109916954915	2.00048844025395	0	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	4.00195439749781	4.00195439749781	1.00012209018435	0	0	2.00048844025395	0	0	10.0122269359159	4.00195439749781	0	0	0	0	0	0	4.00195439749781	1.00012209018435	0	0
Birc2	1.00012209018435	1.00012209018435	0	0	5.00305424361532	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	12.0176125328898	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	6.00439882750478	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0
Birc3	0	0	0	0	4.00195439749781	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	4.00195439749781	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	2.00048844025395	3.00109916954915	3.00109916954915	0	0	0	0	0	0	0	4.00195439749781	1.00012209018435	0	0	3.00109916954915	0	8.00782268745052	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435
Bmp2	0	4.00195439749781	0	0	1.00012209018435	0	5.00305424361532	0	0	0	3.00109916954915	0	0	0	0	0	0	3.00109916954915	0	2.00048844025395	7.00598826885697	0	0	1.00012209018435	7.00598826885697	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	6.00439882750478	0	0	0	0	0
Bmp2k	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	5.00305424361532	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0
Bmper	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	5.00305424361532	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmpr2	0	4.00195439749781	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	5.00305424361532	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435
Bnip3l	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	3.00109916954915	2.00048844025395	0	6.00439882750478	0	1.00012209018435	0	0	1.00012209018435	4.00195439749781	2.00048844025395	4.00195439749781	2.00048844025395	0	1.00012209018435	2.00048844025395	3.00109916954915	0	4.00195439749781	1.00012209018435	3.00109916954915	3.00109916954915	2.00048844025395	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	0	1.00012209018435	0	4.00195439749781	0	0	0	1.00012209018435	4.00195439749781	1.00012209018435	0	2.00048844025395	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	0	0
Bod1l	0	4.00195439749781	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	3.00109916954915	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	5.00305424361532	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435
Bptf	0	1.00012209018435	1.00012209018435	0	9.00990220315199	0	3.00109916954915	0	0	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	7.00598826885697	0	0	4.00195439749781	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	8.00782268745052	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	0
Brd2	1.00012209018435	7.00598826885697	4.00195439749781	0	0	1.00012209018435	6.00439882750478	0	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	5.00305424361532	6.00439882750478	0	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	2.00048844025395	0	4.00195439749781	2.00048844025395	3.00109916954915	0	0	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	0	3.00109916954915	2.00048844025395	2.00048844025395	2.00048844025395	2.00048844025395	4.00195439749781	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0	0
Brd4	0	4.00195439749781	2.00048844025395	0	3.00109916954915	2.00048844025395	1.00012209018435	0	1.00012209018435	0	6.00439882750478	0	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	6.00439882750478	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	8.00782268745052	0	2.00048844025395	0	5.00305424361532	1.00012209018435	2.00048844025395	0	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	2.00048844025395	0	3.00109916954915	3.00109916954915	4.00195439749781	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435
Brd8	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	3.00109916954915	2.00048844025395	0	0	3.00109916954915	0	0	0	0	0	0	1.00012209018435
Bri3	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	5.00305424361532	0	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0
Bsg	0	1.00012209018435	0	2.00048844025395	3.00109916954915	2.00048844025395	0	0	5.00305424361532	0	3.00109916954915	0	0	0	2.00048844025395	4.00195439749781	2.00048844025395	6.00439882750478	1.00012209018435	0	3.00109916954915	3.00109916954915	2.00048844025395	2.00048844025395	0	0	5.00305424361532	1.00012209018435	1.00012209018435	0	4.00195439749781	0	4.00195439749781	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	2.00048844025395	2.00048844025395	11.0147970057849	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	4.00195439749781	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0
Btbd11	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0
Btf3	0	2.00048844025395	0	0	5.00305424361532	1.00012209018435	5.00305424361532	3.00109916954915	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	4.00195439749781	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	3.00109916954915	0	2.00048844025395	4.00195439749781	6.00439882750478	3.00109916954915	0	3.00109916954915	0	3.00109916954915	0	2.00048844025395	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	7.00598826885697	2.00048844025395	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435
Btg1	0	3.00109916954915	1.00012209018435	0	3.00109916954915	1.00012209018435	5.00305424361532	1.00012209018435	5.00305424361532	0	0	0	0	2.00048844025395	0	0	1.00012209018435	21.0540177177831	1.00012209018435	6.00439882750478	12.0176125328898	0	3.00109916954915	1.00012209018435	7.00598826885697	1.00012209018435	0	2.00048844025395	3.00109916954915	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	0	4.00195439749781	1.00012209018435	3.00109916954915	4.00195439749781	8.00782268745052	5.00305424361532	1.00012209018435	3.00109916954915	2.00048844025395	4.00195439749781	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0
Btg2	0	20.048987655079	0	0	24.0705883708827	0	1.00012209018435	0	10.0122269359159	0	9.00990220315199	2.00048844025395	0	8.00782268745052	21.0540177177831	1.00012209018435	0	0	0	0	2.00048844025395	6.00439882750478	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	0	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	0	3.00109916954915	0	5.00305424361532	5.00305424361532	0	6.00439882750478	0	3.00109916954915	3.00109916954915	2.00048844025395	10.0122269359159	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	0	4.00195439749781	0	5.00305424361532	0	0	1.00012209018435
Bud31	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	3.00109916954915	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0
Bzw1	0	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	3.00109916954915	3.00109916954915	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	6.00439882750478	1.00012209018435	3.00109916954915	1.00012209018435	0	2.00048844025395	0	0	0	2.00048844025395	0	3.00109916954915	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	0	2.00048844025395	3.00109916954915	0	0	3.00109916954915	4.00195439749781	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	1.00012209018435
C1qtnf6	0	1.00012209018435	0	1.00012209018435	5.00305424361532	0	2.00048844025395	0	1.00012209018435	0	0	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	3.00109916954915	0	0	3.00109916954915	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395
C1ra	0	5.00305424361532	0	0	7.00598826885697	8.00782268745052	2.00048844025395	0	8.00782268745052	0	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	8.00782268745052	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	4.00195439749781	0	6.00439882750478	1.00012209018435	0	5.00305424361532	1.00012209018435	4.00195439749781	2.00048844025395	2.00048844025395	1.00012209018435	6.00439882750478	0	2.00048844025395	1.00012209018435	6.00439882750478	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	3.00109916954915	1.00012209018435	0	0	8.00782268745052	5.00305424361532	0	0	3.00109916954915	7.00598826885697	1.00012209018435	2.00048844025395	0	0	0	3.00109916954915	7.00598826885697	0	0
C1s1	3.00109916954915	7.00598826885697	0	0	10.0122269359159	2.00048844025395	16.0313316193744	3.00109916954915	15.0275330602518	0	8.00782268745052	0	2.00048844025395	6.00439882750478	5.00305424361532	5.00305424361532	3.00109916954915	0	2.00048844025395	5.00305424361532	7.00598826885697	10.0122269359159	0	7.00598826885697	2.00048844025395	2.00048844025395	13.0206736374495	7.00598826885697	3.00109916954915	2.00048844025395	7.00598826885697	3.00109916954915	3.00109916954915	0	0	2.00048844025395	7.00598826885697	2.00048844025395	5.00305424361532	7.00598826885697	0	0	0	0	2.00048844025395	1.00012209018435	5.00305424361532	0	5.00305424361532	9.00990220315199	1.00012209018435	8.00782268745052	10.0122269359159	11.0147970057849	0	10.0122269359159	0	2.00048844025395	0	2.00048844025395	4.00195439749781	2.00048844025395	1.00012209018435
C3	9.00990220315199	19.0442041347699	2.00048844025395	6.00439882750478	48.283466760365	0	18.0396670359275	2.00048844025395	55.3726019210037	1.00012209018435	7.00598826885697	0	8.00782268745052	21.0540177177831	2.00048844025395	27.0893822675098	10.0122269359159	0	1.00012209018435	11.0147970057849	12.0176125328898	58.4145626995135	0	10.0122269359159	9.00990220315199	0	37.1681275103067	28.0961415204583	36.1591362501238	11.0147970057849	56.38633784995	3.00109916954915	14.0239804397716	0	1.00012209018435	34.1418990756402	14.0239804397716	3.00109916954915	13.0206736374495	21.0540177177831	2.00048844025395	3.00109916954915	0	0	0	12.0176125328898	5.00305424361532	3.00109916954915	21.0540177177831	32.1256548803621	0	21.0540177177831	17.0353762377124	30.1104026871881	12.0176125328898	26.0828704059517	1.00012209018435	14.0239804397716	0	18.0396670359275	0	4.00195439749781	4.00195439749781
C330027C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435
C4a	1.00012209018435	0	0	0	5.00305424361532	2.00048844025395	1.00012209018435	0	5.00305424361532	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	4.00195439749781	0	6.00439882750478	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	5.00305424361532	0	5.00305424361532	0	0	0	3.00109916954915	1.00012209018435	0	0
C77370	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	6.00439882750478	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0
Cacybp	0	2.00048844025395	3.00109916954915	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	8.00782268745052	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	4.00195439749781	0	0	0	1.00012209018435	0	0
Cadm1	0	0	6.00439882750478	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0
Cadm2	0	0	6.00439882750478	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Cald1	3.00109916954915	3.00109916954915	8.00782268745052	0	10.0122269359159	0	4.00195439749781	3.00109916954915	4.00195439749781	0	3.00109916954915	0	6.00439882750478	0	3.00109916954915	5.00305424361532	1.00012209018435	0	0	0	4.00195439749781	2.00048844025395	0	7.00598826885697	0	1.00012209018435	13.0206736374495	3.00109916954915	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	0	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435	2.00048844025395	3.00109916954915	0	0	0	0	0	6.00439882750478	0	4.00195439749781	0	0	1.00012209018435	6.00439882750478	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	0	1.00012209018435	0
Calm1	0	6.00439882750478	3.00109916954915	1.00012209018435	5.00305424361532	2.00048844025395	12.0176125328898	0	6.00439882750478	1.00012209018435	5.00305424361532	0	1.00012209018435	5.00305424361532	0	5.00305424361532	0	2.00048844025395	0	3.00109916954915	2.00048844025395	7.00598826885697	0	5.00305424361532	3.00109916954915	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	0	4.00195439749781	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	4.00195439749781	3.00109916954915	4.00195439749781	0	1.00012209018435	1.00012209018435	0	0	10.0122269359159	1.00012209018435	6.00439882750478	8.00782268745052	3.00109916954915	12.0176125328898	1.00012209018435	7.00598826885697	4.00195439749781	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	2.00048844025395	0	0	1.00012209018435
Calm2	0	2.00048844025395	1.00012209018435	0	4.00195439749781	1.00012209018435	1.00012209018435	0	2.00048844025395	0	4.00195439749781	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	0	7.00598826885697	0	4.00195439749781	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0	0	6.00439882750478	4.00195439749781	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	0	2.00048844025395	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0
Calr	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	7.00598826885697	0	3.00109916954915	2.00048844025395	6.00439882750478	1.00012209018435	5.00305424361532	1.00012209018435	2.00048844025395	4.00195439749781	0	6.00439882750478	2.00048844025395	16.0313316193744	0	0	6.00439882750478	1.00012209018435	2.00048844025395	10.0122269359159	1.00012209018435	0	6.00439882750478	1.00012209018435	5.00305424361532	1.00012209018435	4.00195439749781	1.00012209018435	5.00305424361532	0	2.00048844025395	5.00305424361532	1.00012209018435	0	3.00109916954915	4.00195439749781	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	3.00109916954915	7.00598826885697	1.00012209018435	4.00195439749781	4.00195439749781	4.00195439749781	1.00012209018435	0	1.00012209018435	9.00990220315199	1.00012209018435	5.00305424361532	1.00012209018435	1.00012209018435	2.00048844025395
Calu	1.00012209018435	2.00048844025395	3.00109916954915	0	2.00048844025395	0	0	0	4.00195439749781	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	0	0	6.00439882750478	1.00012209018435	0	1.00012209018435	0	2.00048844025395	6.00439882750478	0	1.00012209018435	2.00048844025395	5.00305424361532	0	1.00012209018435	0	0	5.00305424361532	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	3.00109916954915	4.00195439749781	3.00109916954915	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	3.00109916954915	3.00109916954915	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0
Cand1	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	2.00048844025395	0	2.00048844025395	0	0	0	0	4.00195439749781	1.00012209018435	2.00048844025395	0	1.00012209018435	5.00305424361532	1.00012209018435	3.00109916954915	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	3.00109916954915
Canx	0	3.00109916954915	3.00109916954915	0	1.00012209018435	2.00048844025395	1.00012209018435	0	4.00195439749781	0	4.00195439749781	0	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	5.00305424361532	9.00990220315199	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	4.00195439749781	3.00109916954915	0	5.00305424361532	1.00012209018435	0	0	4.00195439749781	1.00012209018435	1.00012209018435	0	1.00012209018435	4.00195439749781	2.00048844025395	0	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	0	0
