GENEID	X3	X5	X9	X12	X14	X15	X16	X18	X19	X20	X24	X25	X26	X28	X29	X30	X32	X33	X37	X38	X39	X40	X42	X43	X44	X45	X46	X48	X49	X50	X53	X54	X55	X57	X60	X61	X62	X63	X64	X65	X68	X69	X70	X71	X72	X76	X77	X78	X79	X80	X81	X83	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96
Acaa2	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	5.00305424361532	0	0	0	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0
Acadl	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	4.00195439749781	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	0	0	0	5.00305424361532
Acin1	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	5.00305424361532	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0
Aco2	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	4.00195439749781	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	6.00439882750478	2.00048844025395	5.00305424361532	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0
Acta1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acta2	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	6.00439882750478	0	2.00048844025395	0	1.00012209018435	4.00195439749781	3.00109916954915	0	5.00305424361532	1.00012209018435	0	0	1.00012209018435	13.0206736374495	0	14.0239804397716	0	0	2.00048844025395	0	0	2.00048844025395	0	0	6.00439882750478	0	0	3.00109916954915	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	33.1336529167031	14.0239804397716	0	5.00305424361532	0	1.00012209018435	2.00048844025395	14.0239804397716	0	0	0	0	0	0	0	0	0
Actb	2.00048844025395	51.3201652807748	30.1104026871881	10.0122269359159	37.1681275103067	5.00305424361532	13.0206736374495	6.00439882750478	77.7329552185041	6.00439882750478	20.048987655079	4.00195439749781	44.2380343327527	17.0353762377124	53.3458824338344	42.2168154415037	12.0176125328898	56.38633784995	5.00305424361532	4.00195439749781	53.3458824338344	31.1179048445245	23.0648179545339	88.9590741182177	12.0176125328898	23.0648179545339	57.4003247346927	13.0206736374495	8.00782268745052	21.0540177177831	68.5707791601287	4.00195439749781	48.283466760365	0	27.0893822675098	32.1256548803621	39.186855988824	1.00012209018435	1.00012209018435	36.1591362501238	3.00109916954915	5.00305424361532	7.00598826885697	27.0893822675098	24.0705883708827	5.00305424361532	40.1965934523377	1.00012209018435	23.0648179545339	20.048987655079	13.0206736374495	78.7522410269245	54.3591168236642	85.8943526882953	7.00598826885697	12.0176125328898	4.00195439749781	15.0275330602518	3.00109916954915	35.1503934793561	8.00782268745052	1.00012209018435	18.0396670359275
Actc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.1773673823587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actg1	3.00109916954915	4.00195439749781	14.0239804397716	1.00012209018435	20.048987655079	3.00109916954915	5.00305424361532	4.00195439749781	7.00598826885697	0	9.00990220315199	2.00048844025395	11.0147970057849	3.00109916954915	10.0122269359159	11.0147970057849	2.00048844025395	21.0540177177831	0	1.00012209018435	9.00990220315199	10.0122269359159	3.00109916954915	18.0396670359275	5.00305424361532	3.00109916954915	16.0313316193744	7.00598826885697	1.00012209018435	7.00598826885697	26.0828704059517	5.00305424361532	9.00990220315199	0	14.0239804397716	3.00109916954915	11.0147970057849	2.00048844025395	4.00195439749781	9.00990220315199	1.00012209018435	2.00048844025395	1.00012209018435	6.00439882750478	9.00990220315199	0	8.00782268745052	0	5.00305424361532	14.0239804397716	7.00598826885697	12.0176125328898	3.00109916954915	12.0176125328898	1.00012209018435	3.00109916954915	12.0176125328898	9.00990220315199	5.00305424361532	2.00048844025395	0	3.00109916954915	6.00439882750478
Actn4	0	2.00048844025395	3.00109916954915	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	3.00109916954915	0	2.00048844025395	0	0	4.00195439749781	4.00195439749781	1.00012209018435	4.00195439749781	1.00012209018435	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	0	5.00305424361532	0	0	4.00195439749781	0	4.00195439749781	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0
Actr10	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	4.00195439749781	0	1.00012209018435	0	0	0	1.00012209018435	7.00598826885697	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	4.00195439749781	1.00012209018435	0	0	0	0	0	0	3.00109916954915	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0
Actr3	0	0	0	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	4.00195439749781	3.00109916954915	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0	3.00109916954915	2.00048844025395	0	1.00012209018435	2.00048844025395	0	3.00109916954915	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	5.00305424361532	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	4.00195439749781	0	0	0	1.00012209018435	0
Adam23	1.00012209018435	0	6.00439882750478	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0
Adamts1	0	4.00195439749781	0	0	11.0147970057849	3.00109916954915	6.00439882750478	0	9.00990220315199	0	9.00990220315199	0	0	0	3.00109916954915	0	2.00048844025395	0	0	0	7.00598826885697	5.00305424361532	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	4.00195439749781	0	11.0147970057849	2.00048844025395	1.00012209018435	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915	0	0	2.00048844025395	0	1.00012209018435	7.00598826885697	0	19.0442041347699	1.00012209018435	0	2.00048844025395	4.00195439749781	2.00048844025395	7.00598826885697	0	3.00109916954915	0	0	3.00109916954915
Adamts4	0	32.1256548803621	0	8.00782268745052	1.00012209018435	0	0	0	9.00990220315199	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	3.00109916954915	0	2.00048844025395	1.00012209018435	9.00990220315199	10.0122269359159	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	6.00439882750478	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435
Adarb2	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	6.00439882750478	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	0
Adat1	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0
Add1	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	2.00048844025395	4.00195439749781	0	2.00048844025395	5.00305424361532	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0
Adgrl1	0	0	1.00012209018435	0	6.00439882750478	2.00048844025395	0	0	3.00109916954915	0	0	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	0	3.00109916954915	5.00305424361532	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0
Adh1	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	8.00782268745052	0	0	0	0	1.00012209018435	0	6.00439882750478	0	2.00048844025395	4.00195439749781	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	3.00109916954915	0	0
Ado	0	3.00109916954915	0	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	5.00305424361532	0	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0
Adra2a	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	5.00305424361532	5.00305424361532	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	4.00195439749781	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0
Aebp1	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	3.00109916954915	2.00048844025395	0	0
Aes	0	0	0	0	3.00109916954915	0	0	0	4.00195439749781	0	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	8.00782268745052	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	3.00109916954915	0	1.00012209018435
Ago2	0	3.00109916954915	0	0	0	0	2.00048844025395	0	0	0	5.00305424361532	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	5.00305424361532	3.00109916954915	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	5.00305424361532	2.00048844025395	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	2.00048844025395	0	2.00048844025395	1.00012209018435	4.00195439749781	1.00012209018435	0	0	3.00109916954915	1.00012209018435	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0
Agrn	0	0	10.0122269359159	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0
Agt	0	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	4.00195439749781	0	0	17.0353762377124	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	2.00048844025395	0	0
Agtr1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00990220315199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
