GENEID	X99	X101	X103	X104	X105	X107	X108	X109	X111	X113	X115	X116	X117	X118	X119	X120	X122	X124	X125	X126	X127	X129	X131	X132	X133	X134	X135	X136	X137	X139	X141	X142	X143	X144	X146	X147	X148	X149	X150	X151	X152	X153	X154	X157	X158	X159	X160	X161	X163	X164	X165	X166	X167	X168	X169	X170	X171	X172	X173	X174	X175	X176	X180	X181	X182	X183	X184	X185	X186	X188	X189	X191
Adamts1	6.00439882750478	1.00012209018435	0	4.00195439749781	0	2.00048844025395	0	0	0	8.00782268745052	0	0	0	6.00439882750478	3.00109916954915	9.00990220315199	0	4.00195439749781	0	0	9.00990220315199	6.00439882750478	3.00109916954915	0	1.00012209018435	2.00048844025395	0	2.00048844025395	3.00109916954915	0	0	0	1.00012209018435	2.00048844025395	5.00305424361532	0	0	0	0	0	1.00012209018435	15.0275330602518	0	0	2.00048844025395	0	0	0	2.00048844025395	4.00195439749781	0	0	10.0122269359159	25.0766058142306	0	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	4.00195439749781	10.0122269359159	0	5.00305424361532	0	2.00048844025395	3.00109916954915	2.00048844025395	7.00598826885697	0	0
Adamts10	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0
Adamts20	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	6.00439882750478	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	4.00195439749781	0	0	0	0	0	0	0	0	1.00012209018435	0
Adamts5	0	1.00012209018435	0	2.00048844025395	0	0	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	2.00048844025395	3.00109916954915	0	0	2.00048844025395	0	1.00012209018435	4.00195439749781	8.00782268745052	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	3.00109916954915	0	4.00195439749781	0	0	0
Add1	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	3.00109916954915	2.00048844025395	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	0	1.00012209018435	0	3.00109916954915	0	0	4.00195439749781	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	5.00305424361532	1.00012209018435	0	0	1.00012209018435	2.00048844025395	2.00048844025395
Adgrf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	5.00305424361532	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915
Adh1	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	5.00305424361532	0	0	0	4.00195439749781	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	4.00195439749781	1.00012209018435	8.00782268745052	7.00598826885697	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	5.00305424361532	0	0	0
Adipor1	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	8.00782268745052	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	4.00195439749781	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395
Adra2a	0	0	0	0	0	4.00195439749781	4.00195439749781	0	0	0	0	3.00109916954915	0	0	8.00782268745052	0	0	1.00012209018435	2.00048844025395	0	0	0	0	6.00439882750478	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	0	0	5.00305424361532	7.00598826885697	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	10.0122269359159	1.00012209018435
Adrbk2	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Aebp1	3.00109916954915	0	0	3.00109916954915	0	3.00109916954915	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	0	4.00195439749781	5.00305424361532	0	0	0	4.00195439749781	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0
Ago2	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	3.00109916954915	0	2.00048844025395	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	5.00305424361532	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	0	1.00012209018435
Agtr2	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	4.00195439749781	0	0	0	0	0	0	1.00012209018435	9.00990220315199	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0
Ahnak	7.00598826885697	0	0	4.00195439749781	0	3.00109916954915	4.00195439749781	10.0122269359159	4.00195439749781	0	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	4.00195439749781	4.00195439749781	1.00012209018435	2.00048844025395	1.00012209018435	0	4.00195439749781	1.00012209018435	1.00012209018435	0	1.00012209018435	5.00305424361532	3.00109916954915	0	1.00012209018435	3.00109916954915	3.00109916954915	0	2.00048844025395	8.00782268745052	1.00012209018435	0	0	3.00109916954915	0	3.00109916954915	5.00305424361532	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	7.00598826885697	2.00048844025395	6.00439882750478	2.00048844025395	11.0147970057849	0	0	11.0147970057849	1.00012209018435	0	0	0	3.00109916954915	11.0147970057849	0	0	5.00305424361532	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	9.00990220315199	3.00109916954915	3.00109916954915	5.00305424361532	3.00109916954915
Akap12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	0	3.00109916954915	0	0	6.00439882750478	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	2.00048844025395	0	0	3.00109916954915	0	0
Akap2	4.00195439749781	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	3.00109916954915	0	1.00012209018435	4.00195439749781	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	5.00305424361532	0	0	1.00012209018435	3.00109916954915	2.00048844025395	0	0	0	7.00598826885697	3.00109916954915	8.00782268745052	0	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	3.00109916954915	3.00109916954915	0	1.00012209018435	4.00195439749781	0	0	0	1.00012209018435	0	0	0	4.00195439749781	2.00048844025395	0	1.00012209018435	0	12.0176125328898	0	3.00109916954915	0	1.00012209018435	0	0	0	2.00048844025395	0
Akr1a1	2.00048844025395	3.00109916954915	0	5.00305424361532	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	3.00109916954915	3.00109916954915	0	5.00305424361532	4.00195439749781	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	2.00048844025395	4.00195439749781	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	0
Aldh2	1.00012209018435	2.00048844025395	0	0	0	5.00305424361532	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	5.00305424361532	1.00012209018435	1.00012209018435	0	0	0	4.00195439749781	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	0	3.00109916954915	3.00109916954915	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0
Aldoa	0	0	0	3.00109916954915	3.00109916954915	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	3.00109916954915	0	0	2.00048844025395	0	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	3.00109916954915	5.00305424361532	0	1.00012209018435	0	2.00048844025395	1.00012209018435	3.00109916954915
Amotl1	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	3.00109916954915	5.00305424361532	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	2.00048844025395	4.00195439749781	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0
Amotl2	6.00439882750478	3.00109916954915	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	0	7.00598826885697	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	3.00109916954915	9.00990220315199	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	5.00305424361532	0	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395
Angpt2	0	0	0	0	0	0	0	6.00439882750478	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	4.00195439749781	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0
Angptl2	0	2.00048844025395	0	5.00305424361532	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	3.00109916954915	0	2.00048844025395	0	0	0	0	0	4.00195439749781	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0
