GENEID	X98	X99	X100	X101	X102	X103	X104	X106	X107	X109	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X120	X121	X122	X124	X125	X126	X127	X128	X131	X132	X134	X138	X139	X141	X142	X143	X145	X148	X150	X152	X153	X154	X155	X156	X158	X159	X160	X162	X163	X165	X166	X167	X168	X169	X170	X171	X172	X173	X178	X181	X182	X183	X184	X185	X187	X188	X191
9930111J21Rik1	0	0	0	0	0	0	0	4.00195439749781	0	5.00305424361532	0	0	6.00439882750478	3.00109916954915	4.00195439749781	0	0	0	1.00012209018435	0	4.00195439749781	2.00048844025395	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	6.00439882750478	2.00048844025395
A430073D23Rik	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	0	5.00305424361532	1.00012209018435	17.0353762377124	1.00012209018435	4.00195439749781	1.00012209018435	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	3.00109916954915	7.00598826885697	4.00195439749781	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	0	1.00012209018435	6.00439882750478	4.00195439749781	0	0	0	0	1.00012209018435	3.00109916954915	3.00109916954915	4.00195439749781	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	2.00048844025395	3.00109916954915	0	8.00782268745052	4.00195439749781
AI506816	0	0	0	0	0	0	0	0	12.0176125328898	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	10.0122269359159	0	0	0	0	0	3.00109916954915	0	0	2.00048844025395	0	6.00439882750478	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0
AI662270	0	0	0	0	0	0	3.00109916954915	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0
Abca1	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	4.00195439749781	0	0	0	1.00012209018435	0	5.00305424361532	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	6.00439882750478	0	0	0	0	0	3.00109916954915	0	3.00109916954915	2.00048844025395	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435
Abca8a	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	2.00048844025395	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	4.00195439749781	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	4.00195439749781	4.00195439749781	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0
Abcb10	0	0	0	0	0	4.00195439749781	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	8.00782268745052	0	0	0	0	0	0	0	0	0
Abcb4	0	0	0	0	0	1.00012209018435	1.00012209018435	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	1.00012209018435	0	0	0	0	0	0
Abcc9	2.00048844025395	2.00048844025395	0	2.00048844025395	3.00109916954915	0	0	0	0	0	6.00439882750478	1.00012209018435	0	0	0	4.00195439749781	1.00012209018435	4.00195439749781	2.00048844025395	9.00990220315199	4.00195439749781	0	1.00012209018435	2.00048844025395	4.00195439749781	3.00109916954915	4.00195439749781	1.00012209018435	2.00048844025395	5.00305424361532	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	3.00109916954915	0	2.00048844025395	0	6.00439882750478	3.00109916954915	4.00195439749781	3.00109916954915	0	0	7.00598826885697	3.00109916954915	4.00195439749781	2.00048844025395	0	8.00782268745052	4.00195439749781	0	4.00195439749781	0	0	2.00048844025395	1.00012209018435	0	0	7.00598826885697	3.00109916954915	2.00048844025395	0	0
Abcf1	0	0	2.00048844025395	0	0	0	0	0	8.00782268745052	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	0	2.00048844025395	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435
Abcg2	0	0	0	0	0	5.00305424361532	0	0	3.00109916954915	7.00598826885697	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0
Abhd17b	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	2.00048844025395	3.00109916954915	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abi3bp	0	0	2.00048844025395	3.00109916954915	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	4.00195439749781	0	0	0	4.00195439749781	0	4.00195439749781	0	2.00048844025395	3.00109916954915	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	5.00305424361532	0	1.00012209018435	0	3.00109916954915	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0
Ackr1	0	0	0	0	0	0	0	0	0	12.0176125328898	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0
Aco2	0	0	0	0	0	0	0	0	3.00109916954915	1.00012209018435	2.00048844025395	0	4.00195439749781	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	8.00782268745052	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435
Acp1	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	4.00195439749781	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	2.00048844025395	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	10.0122269359159	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0
Acp5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0
Acta2	3.00109916954915	5.00305424361532	0	2.00048844025395	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	3.00109916954915	1.00012209018435	0	0	4.00195439749781	0	0	2.00048844025395	2.00048844025395	1.00012209018435	6.00439882750478	2.00048844025395	0	0	9.00990220315199	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915	0	0	0	6.00439882750478	0	0	0	0	0	1.00012209018435	1.00012209018435	0	18.0396670359275	1.00012209018435	4.00195439749781	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	30.1104026871881	0	5.00305424361532
Actb	13.0206736374495	23.0648179545339	24.0705883708827	28.0961415204583	10.0122269359159	26.0828704059517	15.0275330602518	0	94.0720444488503	87.9372454987234	46.2602511104364	21.0540177177831	37.1681275103067	37.1681275103067	15.0275330602518	59.4290518687863	15.0275330602518	12.0176125328898	14.0239804397716	82.8319226390948	17.0353762377124	7.00598826885697	30.1104026871881	66.5375202452072	29.1031482864402	48.283466760365	25.0766058142306	30.1104026871881	33.1336529167031	32.1256548803621	16.0313316193744	3.00109916954915	36.1591362501238	24.0705883708827	8.00782268745052	3.00109916954915	6.00439882750478	14.0239804397716	4.00195439749781	29.1031482864402	0	24.0705883708827	8.00782268745052	42.2168154415037	29.1031482864402	34.1418990756402	39.186855988824	15.0275330602518	15.0275330602518	17.0353762377124	18.0396670359275	29.1031482864402	86.9156717311133	12.0176125328898	51.3201652807748	29.1031482864402	12.0176125328898	64.505270141498	3.00109916954915	9.00990220315199	14.0239804397716	20.048987655079	31.1179048445245	18.0396670359275	27.0893822675098	3.00109916954915	35.1503934793561
Actg1	4.00195439749781	6.00439882750478	7.00598826885697	4.00195439749781	2.00048844025395	2.00048844025395	1.00012209018435	0	14.0239804397716	35.1503934793561	12.0176125328898	6.00439882750478	0	4.00195439749781	4.00195439749781	5.00305424361532	0	3.00109916954915	2.00048844025395	10.0122269359159	2.00048844025395	2.00048844025395	3.00109916954915	4.00195439749781	6.00439882750478	8.00782268745052	3.00109916954915	1.00012209018435	12.0176125328898	5.00305424361532	5.00305424361532	0	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	10.0122269359159	0	0	1.00012209018435	3.00109916954915	8.00782268745052	4.00195439749781	3.00109916954915	2.00048844025395	5.00305424361532	0	2.00048844025395	8.00782268745052	37.1681275103067	1.00012209018435	3.00109916954915	3.00109916954915	0	1.00012209018435	0	2.00048844025395	3.00109916954915	1.00012209018435	11.0147970057849	8.00782268745052	3.00109916954915	0	7.00598826885697
Actn1	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	0	0	2.00048844025395	3.00109916954915	0	0	2.00048844025395	3.00109916954915	2.00048844025395	2.00048844025395	0	1.00012209018435	4.00195439749781	1.00012209018435	0	3.00109916954915	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	5.00305424361532	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	6.00439882750478	1.00012209018435	6.00439882750478	0	3.00109916954915
Actn4	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	4.00195439749781	4.00195439749781	0	0	0	0	1.00012209018435	0	0	0	4.00195439749781	0	1.00012209018435	2.00048844025395	5.00305424361532	0	2.00048844025395	0	0	0	0	1.00012209018435	0	6.00439882750478	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0	3.00109916954915	2.00048844025395	0	4.00195439749781	0	2.00048844025395	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	0	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435
Actr2	0	0	0	2.00048844025395	0	0	0	0	5.00305424361532	3.00109916954915	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0
Actr3	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	0	5.00305424361532	8.00782268745052	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0
Adam12	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	5.00305424361532	3.00109916954915	0	0	1.00012209018435	2.00048844025395	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	4.00195439749781	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	3.00109916954915	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0
Adamts1	8.00782268745052	5.00305424361532	0	5.00305424361532	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	6.00439882750478	0	0	0	0	5.00305424361532	13.0206736374495	0	7.00598826885697	0	0	7.00598826885697	0	20.048987655079	2.00048844025395	0	0	3.00109916954915	2.00048844025395	4.00195439749781	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	0	4.00195439749781	3.00109916954915	1.00012209018435	0	0	0	9.00990220315199	7.00598826885697	2.00048844025395	7.00598826885697	0	3.00109916954915	2.00048844025395	11.0147970057849	0	0	0	14.0239804397716	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435
Adamts20	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	8.00782268745052	0	0	0	0	0	0	0	3.00109916954915	3.00109916954915	0	0	1.00012209018435
Adamts4	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts5	0	0	0	0	5.00305424361532	0	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	5.00305424361532	0	1.00012209018435	1.00012209018435	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435
Add1	0	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	4.00195439749781	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	3.00109916954915	1.00012209018435	0	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	0	5.00305424361532	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	3.00109916954915	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0
Add2	0	0	0	0	0	1.00012209018435	1.00012209018435	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0
Adgrg6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrl2	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	7.00598826885697	2.00048844025395	2.00048844025395	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	5.00305424361532	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435
Adh1	0	1.00012209018435	1.00012209018435	0	7.00598826885697	0	0	0	0	0	2.00048844025395	6.00439882750478	0	0	0	0	2.00048844025395	0	0	0	5.00305424361532	0	1.00012209018435	0	4.00195439749781	2.00048844025395	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	0	2.00048844025395	0	5.00305424361532	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	5.00305424361532	2.00048844025395	0	0	0	0	4.00195439749781	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0
Adm	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adra2a	0	2.00048844025395	3.00109916954915	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	4.00195439749781	0	1.00012209018435	0	0	0	0	0	4.00195439749781	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	3.00109916954915	0	2.00048844025395	6.00439882750478	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435
Aes	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	3.00109916954915	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	0	0	0	6.00439882750478	0	0	0	0
