GENEID	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X12	X13	X14	X15	X16	X20	X22	X23	X24	X25	X27	X28	X32	X33	X34	X35	X36	X37	X39	X41	X43	X44	X45	X46	X48	X49	X51	X52	X53	X54	X55	X56	X57	X59	X60	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X78	X79	X80	X81	X83	X84	X85	X86	X90	X91	X92	X93	X94	X96
Cd52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0
Cd55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	15.0275330602518	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0
Cd63	7.00598826885697	4.00195439749781	6.00439882750478	0	0	0	0	1.00012209018435	0	3.00109916954915	5.00305424361532	6.00439882750478	7.00598826885697	0	3.00109916954915	2.00048844025395	6.00439882750478	0	10.0122269359159	0	0	2.00048844025395	2.00048844025395	0	0	4.00195439749781	3.00109916954915	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	3.00109916954915	0	4.00195439749781	4.00195439749781	7.00598826885697	4.00195439749781	3.00109916954915	1.00012209018435	13.0206736374495	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	9.00990220315199	1.00012209018435	0	4.00195439749781	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	0	6.00439882750478	1.00012209018435	6.00439882750478	0	1.00012209018435
Cd74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	5.00305424361532	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0
Cd79a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0
Cd81	4.00195439749781	1.00012209018435	2.00048844025395	0	6.00439882750478	3.00109916954915	0	4.00195439749781	0	1.00012209018435	2.00048844025395	5.00305424361532	3.00109916954915	0	4.00195439749781	1.00012209018435	5.00305424361532	1.00012209018435	5.00305424361532	0	0	3.00109916954915	4.00195439749781	0	0	3.00109916954915	1.00012209018435	3.00109916954915	4.00195439749781	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	0	4.00195439749781	7.00598826885697	3.00109916954915	2.00048844025395	4.00195439749781	3.00109916954915	5.00305424361532	0	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	5.00305424361532	0	0
Cd83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd93	0	0	0	0	22.0592944438992	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00782268745052	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	3.00109916954915	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	31.1179048445245	0	0	0	0	0	0	0
Cdc42	5.00305424361532	6.00439882750478	0	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	4.00195439749781	0	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	3.00109916954915	3.00109916954915	1.00012209018435	2.00048844025395	3.00109916954915	4.00195439749781	0	2.00048844025395	2.00048844025395	0	0	0	0	3.00109916954915	2.00048844025395	1.00012209018435	3.00109916954915	5.00305424361532	3.00109916954915	0	1.00012209018435	0	5.00305424361532	1.00012209018435	0	1.00012209018435	0	0	4.00195439749781	0	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	3.00109916954915
Cdc42ep3	2.00048844025395	0	4.00195439749781	0	5.00305424361532	1.00012209018435	0	1.00012209018435	0	0	0	0	0	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	2.00048844025395	4.00195439749781	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	0	0
Cdh11	2.00048844025395	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	4.00195439749781	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	5.00305424361532	5.00305424361532	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	2.00048844025395	6.00439882750478	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435
Cdh2	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	6.00439882750478	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0
Cdh5	0	0	0	0	6.00439882750478	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0
Cdkn1a	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	4.00195439749781	0	0	2.00048844025395	0	0	0	0	0	5.00305424361532	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435
Cebpb	4.00195439749781	9.00990220315199	0	0	1.00012209018435	1.00012209018435	0	4.00195439749781	0	9.00990220315199	0	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	3.00109916954915	0	0	1.00012209018435	3.00109916954915	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	0	3.00109916954915	2.00048844025395	0	9.00990220315199	3.00109916954915	4.00195439749781	3.00109916954915	0	5.00305424361532	1.00012209018435	3.00109916954915	4.00195439749781	0	0	3.00109916954915	4.00195439749781	0	0	7.00598826885697	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	7.00598826885697	5.00305424361532	6.00439882750478	0	5.00305424361532
Cecr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	9.00990220315199	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0
Celf2	4.00195439749781	0	0	0	0	0	0	3.00109916954915	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	3.00109916954915	0	0	0	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	3.00109916954915	0	0	0	0	3.00109916954915	0	0	0	2.00048844025395	0	0	0	6.00439882750478	3.00109916954915	0	0	0	0	0	0	0	0	4.00195439749781	0	3.00109916954915	0	1.00012209018435	0	3.00109916954915	3.00109916954915	0	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	0	0	0	4.00195439749781	0	0	0	3.00109916954915
Cenpe	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0
Cenpf	0	0	0	0	8.00782268745052	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0
Ces2g	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0
Cfdp1	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	3.00109916954915	0	5.00305424361532	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0
Cfl1	2.00048844025395	5.00305424361532	4.00195439749781	1.00012209018435	14.0239804397716	0	0	4.00195439749781	0	2.00048844025395	1.00012209018435	5.00305424361532	1.00012209018435	4.00195439749781	0	1.00012209018435	4.00195439749781	0	2.00048844025395	0	1.00012209018435	4.00195439749781	1.00012209018435	0	10.0122269359159	9.00990220315199	1.00012209018435	8.00782268745052	4.00195439749781	2.00048844025395	2.00048844025395	3.00109916954915	0	8.00782268745052	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	11.0147970057849	6.00439882750478	2.00048844025395	4.00195439749781	5.00305424361532	18.0396670359275	0	5.00305424361532	4.00195439749781	0	0	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	3.00109916954915	5.00305424361532	0	3.00109916954915	0	0	6.00439882750478	10.0122269359159	1.00012209018435	2.00048844025395	2.00048844025395	0	0	7.00598826885697	0	0	1.00012209018435	4.00195439749781	6.00439882750478	2.00048844025395	1.00012209018435
Ch25h	0	0	3.00109916954915	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	5.00305424361532	0	0
Chchd2	2.00048844025395	4.00195439749781	3.00109916954915	0	8.00782268745052	4.00195439749781	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	5.00305424361532	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	2.00048844025395	3.00109916954915	0	0	2.00048844025395	1.00012209018435	0	8.00782268745052	8.00782268745052	7.00598826885697	3.00109916954915	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	3.00109916954915	2.00048844025395	4.00195439749781	2.00048844025395	3.00109916954915	1.00012209018435	3.00109916954915	4.00195439749781	1.00012209018435	9.00990220315199	0	4.00195439749781	2.00048844025395	1.00012209018435	0	0	0	3.00109916954915	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	6.00439882750478	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	0	0	0	0	2.00048844025395	0	0	3.00109916954915	0	3.00109916954915	1.00012209018435	0
Chd4	2.00048844025395	6.00439882750478	0	0	6.00439882750478	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	3.00109916954915	0	5.00305424361532	3.00109916954915	1.00012209018435	0	3.00109916954915	2.00048844025395	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	6.00439882750478	2.00048844025395	1.00012209018435	0	2.00048844025395	0	8.00782268745052	3.00109916954915	0	0	0	0	2.00048844025395	0	0	1.00012209018435	3.00109916954915	4.00195439749781	2.00048844025395	0	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	3.00109916954915	4.00195439749781	3.00109916954915	4.00195439749781
Chd6	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	5.00305424361532	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	3.00109916954915	0	0
Chd8	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0
Chl1	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0
Chst15	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	3.00109916954915	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395
Cited2	4.00195439749781	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	9.00990220315199	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	4.00195439749781	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0
Clca3a1	2.00048844025395	0	0	0	0	0	0	0	0	0	11.0147970057849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	11.0147970057849	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	11.0147970057849	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0
Clcn4	4.00195439749781	4.00195439749781	1.00012209018435	0	0	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	6.00439882750478	4.00195439749781	0	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435
Cldn11	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn5	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0147970057849	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0
Clic1	0	0	1.00012209018435	0	6.00439882750478	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0
Clic4	1.00012209018435	3.00109916954915	3.00109916954915	0	6.00439882750478	5.00305424361532	0	0	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	5.00305424361532	0	6.00439882750478	0	0	3.00109916954915	3.00109916954915	0	1.00012209018435	5.00305424361532	3.00109916954915	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	0	3.00109916954915	3.00109916954915	0	2.00048844025395	4.00195439749781	4.00195439749781	0	0	6.00439882750478	4.00195439749781	0	1.00012209018435	3.00109916954915	4.00195439749781	0	0	0	4.00195439749781	0	0	5.00305424361532	4.00195439749781	0	1.00012209018435	0	5.00305424361532	3.00109916954915	0	0	1.00012209018435	0	0	7.00598826885697	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0
Clk1	2.00048844025395	4.00195439749781	1.00012209018435	0	0	4.00195439749781	0	1.00012209018435	0	0	3.00109916954915	2.00048844025395	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	4.00195439749781	3.00109916954915	0	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	0	2.00048844025395	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	1.00012209018435	0	4.00195439749781	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0
Clta	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	4.00195439749781	0	3.00109916954915	0	0
Cltc	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	2.00048844025395	2.00048844025395	0	0	2.00048844025395	3.00109916954915	4.00195439749781	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	0	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	5.00305424361532	0	1.00012209018435	0	0	1.00012209018435	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0
Clu	9.00990220315199	1.00012209018435	19.0442041347699	0	0	0	1.00012209018435	9.00990220315199	0	2.00048844025395	3.00109916954915	13.0206736374495	14.0239804397716	0	0	0	13.0206736374495	1.00012209018435	0	0	0	3.00109916954915	9.00990220315199	0	0	17.0353762377124	8.00782268745052	28.0961415204583	4.00195439749781	0	1.00012209018435	0	0	1.00012209018435	0	4.00195439749781	0	29.1031482864402	3.00109916954915	1.00012209018435	7.00598826885697	14.0239804397716	23.0648179545339	50.3076822698104	0	3.00109916954915	36.1591362501238	0	0	1.00012209018435	0	12.0176125328898	3.00109916954915	0	0	4.00195439749781	1.00012209018435	8.00782268745052	0	0	6.00439882750478	5.00305424361532	6.00439882750478	0	0	0	0	0	0	37.1681275103067	1.00012209018435	31.1179048445245	0	0
Cmip	1.00012209018435	3.00109916954915	1.00012209018435	0	2.00048844025395	3.00109916954915	0	3.00109916954915	0	2.00048844025395	4.00195439749781	2.00048844025395	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	0	0	5.00305424361532	0	2.00048844025395	2.00048844025395	0	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435	1.00012209018435	2.00048844025395	5.00305424361532	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	3.00109916954915	0	0	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	1.00012209018435	9.00990220315199	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435
Cnbp	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	5.00305424361532	1.00012209018435	2.00048844025395	4.00195439749781	0	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	2.00048844025395	0	0	5.00305424361532	0	2.00048844025395	0	0
Cnn2	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	2.00048844025395	0	4.00195439749781	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	0	3.00109916954915	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	4.00195439749781	0	0	2.00048844025395	0	3.00109916954915	0	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	5.00305424361532	0	0
Cnot6	0	1.00012209018435	0	0	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	3.00109916954915	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	4.00195439749781	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	0	2.00048844025395	3.00109916954915	1.00012209018435	0	2.00048844025395	0	3.00109916954915	0	5.00305424361532	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0
Cnp	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0
Col14a1	7.00598826885697	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	3.00109916954915	0	0	0	0	0	2.00048844025395	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	6.00439882750478	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	6.00439882750478	2.00048844025395	3.00109916954915	0	0
Col15a1	0	0	0	0	9.00990220315199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0
