GENEID	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X12	X13	X14	X15	X16	X20	X22	X23	X24	X25	X27	X28	X32	X33	X34	X35	X36	X37	X39	X41	X43	X44	X45	X46	X48	X49	X51	X52	X53	X54	X55	X56	X57	X59	X60	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X78	X79	X80	X81	X83	X84	X85	X86	X90	X91	X92	X93	X94	X96
Actn4	2.00048844025395	5.00305424361532	2.00048844025395	0	4.00195439749781	8.00782268745052	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	2.00048844025395	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	4.00195439749781	4.00195439749781	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	4.00195439749781	3.00109916954915	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0
Actr3	0	1.00012209018435	0	0	6.00439882750478	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	0
Adamts1	3.00109916954915	3.00109916954915	6.00439882750478	0	6.00439882750478	6.00439882750478	0	15.0275330602518	0	19.0442041347699	0	0	0	0	6.00439882750478	0	8.00782268745052	0	0	0	0	1.00012209018435	12.0176125328898	0	0	3.00109916954915	10.0122269359159	0	16.0313316193744	0	4.00195439749781	0	0	0	5.00305424361532	4.00195439749781	0	4.00195439749781	0	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	6.00439882750478	1.00012209018435	0	3.00109916954915	21.0540177177831	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	0	1.00012209018435	6.00439882750478	0	0	1.00012209018435	3.00109916954915	7.00598826885697	0	11.0147970057849
Adamts10	4.00195439749781	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	4.00195439749781	6.00439882750478	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	0	0
Adamts4	0	8.00782268745052	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Adamts5	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	8.00782268745052	0	0	0	0	0	0	2.00048844025395	0	3.00109916954915	9.00990220315199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	4.00195439749781	0	0	1.00012209018435	8.00782268745052	0	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435
Adap2	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	3.00109916954915	5.00305424361532	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Add1	0	2.00048844025395	0	0	0	6.00439882750478	0	3.00109916954915	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435	3.00109916954915	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	3.00109916954915	4.00195439749781	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	3.00109916954915	0	0	5.00305424361532	2.00048844025395
Add2	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrf5	0	0	0	0	4.00195439749781	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	8.00782268745052	5.00305424361532	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	1.00012209018435	0	0	0
Adgrl4	0	0	0	0	5.00305424361532	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0
Adh1	1.00012209018435	0	0	0	0	0	0	10.0122269359159	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	4.00195439749781	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435
Adipor1	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	6.00439882750478	0	1.00012209018435	0	0	0	0
Adra2a	0	8.00782268745052	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	5.00305424361532	2.00048844025395	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	10.0122269359159	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	6.00439882750478	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0
Ago2	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	4.00195439749781	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	2.00048844025395	3.00109916954915	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	6.00439882750478	0
Agrn	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0
Agtr1a	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	6.00439882750478	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agtr2	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0
Ahnak	7.00598826885697	11.0147970057849	1.00012209018435	0	12.0176125328898	8.00782268745052	0	3.00109916954915	0	4.00195439749781	0	1.00012209018435	3.00109916954915	0	6.00439882750478	1.00012209018435	6.00439882750478	0	0	0	0	7.00598826885697	5.00305424361532	0	0	4.00195439749781	9.00990220315199	0	5.00305424361532	1.00012209018435	4.00195439749781	0	0	0	3.00109916954915	1.00012209018435	0	9.00990220315199	2.00048844025395	4.00195439749781	4.00195439749781	1.00012209018435	4.00195439749781	3.00109916954915	0	9.00990220315199	6.00439882750478	0	5.00305424361532	0	0	9.00990220315199	4.00195439749781	0	1.00012209018435	8.00782268745052	2.00048844025395	3.00109916954915	0	0	7.00598826885697	3.00109916954915	0	0	0	0	7.00598826885697	0	0	3.00109916954915	2.00048844025395	13.0206736374495	0	2.00048844025395
Ajuba	0	0	1.00012209018435	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap12	0	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	0	0	2.00048844025395	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0
Akap13	0	0	2.00048844025395	0	7.00598826885697	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435
Akap2	2.00048844025395	0	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	3.00109916954915	0	4.00195439749781	3.00109916954915	0	1.00012209018435	0	0	0	4.00195439749781	0	0	0	3.00109916954915	4.00195439749781	1.00012209018435	2.00048844025395	0	4.00195439749781	0	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	0	5.00305424361532	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	6.00439882750478	0	0	1.00012209018435	0	14.0239804397716	0	2.00048844025395
Akna	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1a1	1.00012209018435	4.00195439749781	0	0	3.00109916954915	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	6.00439882750478	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	4.00195439749781	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0
