GENEID	X106	X112	X113	X115	X117	X122	X123	X126	X129	X130	X131	X134	X135	X138	X140	X141	X142	X143	X148	X150	X152	X154	X156	X161	X163	X165	X167	X169	X170	X172	X179	X181	X185	X186	X187	X189
Aplp2	0	0	1.00012209018435	0	0	2.00048844025395	0	0	11.0147970057849	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	7.00598826885697	0	1.00012209018435	1.00012209018435	0	2.00048844025395	3.00109916954915	4.00195439749781	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435
Apoe	15.0275330602518	0	27.0893822675098	54.3591168236642	65.5212691545208	34.1418990756402	28.0961415204583	30.1104026871881	0	12.0176125328898	50.3076822698104	48.283466760365	5.00305424361532	0	2.00048844025395	22.0592944438992	73.6583465760993	125.915715806333	37.1681275103067	2.00048844025395	16.0313316193744	3.00109916954915	12.0176125328898	2.00048844025395	4.00195439749781	28.0961415204583	42.2168154415037	25.0766058142306	0	12.0176125328898	1.00012209018435	0	81.8116212264209	0	29.1031482864402	41.2065798956254
Apold1	0	0	0	0	0	0	0	0	30.1104026871881	0	0	0	0	0	0	0	0	0	0	0	0	19.0442041347699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
App	1.00012209018435	1.00012209018435	2.00048844025395	6.00439882750478	4.00195439749781	1.00012209018435	2.00048844025395	0	11.0147970057849	3.00109916954915	2.00048844025395	3.00109916954915	2.00048844025395	0	2.00048844025395	0	9.00990220315199	6.00439882750478	2.00048844025395	0	5.00305424361532	6.00439882750478	3.00109916954915	2.00048844025395	3.00109916954915	0	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	4.00195439749781	1.00012209018435
Arc	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0
Arcn1	1.00012209018435	0	0	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	0	3.00109916954915	0	2.00048844025395	4.00195439749781	2.00048844025395	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	5.00305424361532	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0	0	0
Arf4	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	10.0122269359159	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	0	6.00439882750478
Arhgap29	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	6.00439882750478	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0
Arid5b	0	0	1.00012209018435	4.00195439749781	0	1.00012209018435	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	3.00109916954915	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0
Arl13b	0	1.00012209018435	1.00012209018435	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Arpc1b	0	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435	4.00195439749781	0	3.00109916954915	3.00109916954915	0	2.00048844025395	2.00048844025395	0	2.00048844025395	3.00109916954915	1.00012209018435	0	0	7.00598826885697	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435
Arpc2	2.00048844025395	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	0	5.00305424361532	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	7.00598826885697	0	2.00048844025395
Atf3	3.00109916954915	2.00048844025395	1.00012209018435	9.00990220315199	6.00439882750478	1.00012209018435	0	0	1.00012209018435	0	8.00782268745052	2.00048844025395	5.00305424361532	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	0	2.00048844025395	0	0	4.00195439749781	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	8.00782268745052	4.00195439749781
Atf4	1.00012209018435	0	1.00012209018435	8.00782268745052	2.00048844025395	5.00305424361532	0	1.00012209018435	1.00012209018435	1.00012209018435	7.00598826885697	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	7.00598826885697	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435
Atp1a2	0	0	2.00048844025395	2.00048844025395	0	0	3.00109916954915	4.00195439749781	0	1.00012209018435	7.00598826885697	2.00048844025395	0	0	0	0	4.00195439749781	3.00109916954915	0	0	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0
Atp2b1	2.00048844025395	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	2.00048844025395	7.00598826885697	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0
Atp5b	0	2.00048844025395	1.00012209018435	5.00305424361532	3.00109916954915	1.00012209018435	0	0	2.00048844025395	2.00048844025395	2.00048844025395	3.00109916954915	3.00109916954915	3.00109916954915	1.00012209018435	3.00109916954915	1.00012209018435	6.00439882750478	2.00048844025395	0	1.00012209018435	8.00782268745052	2.00048844025395	1.00012209018435	3.00109916954915	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0
Atp5g3	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	2.00048844025395
Atp5l	0	0	0	5.00305424361532	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0
Atr	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2m	7.00598826885697	3.00109916954915	4.00195439749781	12.0176125328898	11.0147970057849	15.0275330602518	2.00048844025395	1.00012209018435	18.0396670359275	4.00195439749781	10.0122269359159	3.00109916954915	14.0239804397716	3.00109916954915	10.0122269359159	4.00195439749781	7.00598826885697	6.00439882750478	3.00109916954915	1.00012209018435	7.00598826885697	27.0893822675098	5.00305424361532	6.00439882750478	15.0275330602518	8.00782268745052	6.00439882750478	10.0122269359159	24.0705883708827	3.00109916954915	3.00109916954915	3.00109916954915	15.0275330602518	12.0176125328898	3.00109916954915	6.00439882750478
BC051077	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	7.00598826885697	0	2.00048844025395	3.00109916954915	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0
Bach1	0	0	3.00109916954915	4.00195439749781	0	0	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	1.00012209018435	0	0	9.00990220315199	0	1.00012209018435	5.00305424361532	0	0	0	5.00305424361532	0	0	0	0	0	0	0	3.00109916954915	0	0
Bag3	0	1.00012209018435	0	13.0206736374495	12.0176125328898	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	4.00195439749781	1.00012209018435	0	1.00012209018435	0	4.00195439749781	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	0	0	3.00109916954915	1.00012209018435
Baz1a	0	0	0	0	0	5.00305424361532	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0
Bgn	10.0122269359159	1.00012209018435	4.00195439749781	15.0275330602518	5.00305424361532	6.00439882750478	0	2.00048844025395	4.00195439749781	2.00048844025395	6.00439882750478	9.00990220315199	1.00012209018435	0	0	2.00048844025395	10.0122269359159	5.00305424361532	12.0176125328898	0	3.00109916954915	0	4.00195439749781	7.00598826885697	1.00012209018435	4.00195439749781	3.00109916954915	8.00782268745052	5.00305424361532	1.00012209018435	1.00012209018435	0	2.00048844025395	0	3.00109916954915	4.00195439749781
Bhlhe40	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	0	3.00109916954915	5.00305424361532	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	3.00109916954915	0
Bmp2	0	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brd4	0	0	0	0	1.00012209018435	5.00305424361532	0	0	2.00048844025395	0	5.00305424361532	2.00048844025395	0	3.00109916954915	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0	4.00195439749781	0	0	0	0	0	0	0	0	0
Btg1	2.00048844025395	2.00048844025395	0	6.00439882750478	0	4.00195439749781	1.00012209018435	0	2.00048844025395	0	4.00195439749781	1.00012209018435	1.00012209018435	0	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	0	0	7.00598826885697	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	3.00109916954915	0	1.00012209018435
Btg2	5.00305424361532	9.00990220315199	3.00109916954915	5.00305424361532	15.0275330602518	2.00048844025395	0	1.00012209018435	8.00782268745052	5.00305424361532	13.0206736374495	3.00109916954915	6.00439882750478	1.00012209018435	0	1.00012209018435	7.00598826885697	0	6.00439882750478	0	2.00048844025395	1.00012209018435	3.00109916954915	10.0122269359159	10.0122269359159	2.00048844025395	1.00012209018435	5.00305424361532	0	4.00195439749781	0	0	0	0	5.00305424361532	4.00195439749781
Btnl9	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bzw1	2.00048844025395	0	0	3.00109916954915	0	5.00305424361532	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	0	0
C1ra	0	0	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	4.00195439749781	3.00109916954915	0	1.00012209018435	4.00195439749781	2.00048844025395	0	0	0	0	8.00782268745052	8.00782268745052	1.00012209018435	0	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	2.00048844025395	3.00109916954915
C1s1	4.00195439749781	1.00012209018435	0	3.00109916954915	3.00109916954915	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	0	0	2.00048844025395	5.00305424361532	7.00598826885697	2.00048844025395	1.00012209018435	5.00305424361532	0	3.00109916954915	1.00012209018435	5.00305424361532	5.00305424361532	5.00305424361532	1.00012209018435	10.0122269359159	2.00048844025395	2.00048844025395	0	4.00195439749781	0	1.00012209018435	3.00109916954915
C2	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	5.00305424361532	2.00048844025395	0	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435
C3	3.00109916954915	0	20.048987655079	45.2490179242113	19.0442041347699	22.0592944438992	13.0206736374495	26.0828704059517	0	12.0176125328898	66.5375202452072	30.1104026871881	5.00305424361532	0	0	11.0147970057849	30.1104026871881	94.0720444488503	8.00782268745052	1.00012209018435	11.0147970057849	0	18.0396670359275	0	3.00109916954915	15.0275330602518	30.1104026871881	14.0239804397716	1.00012209018435	7.00598826885697	3.00109916954915	0	41.2065798956254	1.00012209018435	39.186855988824	28.0961415204583
C4a	0	0	1.00012209018435	2.00048844025395	2.00048844025395	4.00195439749781	6.00439882750478	3.00109916954915	0	0	5.00305424361532	2.00048844025395	0	0	0	4.00195439749781	12.0176125328898	4.00195439749781	0	0	1.00012209018435	0	3.00109916954915	0	0	0	5.00305424361532	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	0	5.00305424361532	5.00305424361532
Cald1	2.00048844025395	6.00439882750478	0	3.00109916954915	5.00305424361532	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	2.00048844025395	8.00782268745052	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	3.00109916954915	2.00048844025395	3.00109916954915	2.00048844025395	0	0	4.00195439749781	0	1.00012209018435	0	0	0	2.00048844025395	0
Calm1	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	0	1.00012209018435	25.0766058142306	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	6.00439882750478	2.00048844025395	0	2.00048844025395	6.00439882750478	2.00048844025395	4.00195439749781	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395
Calr	2.00048844025395	0	1.00012209018435	8.00782268745052	3.00109916954915	4.00195439749781	1.00012209018435	5.00305424361532	10.0122269359159	3.00109916954915	3.00109916954915	3.00109916954915	3.00109916954915	0	1.00012209018435	4.00195439749781	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	10.0122269359159	0	2.00048844025395	2.00048844025395	2.00048844025395	0	0	2.00048844025395	0	0	0	4.00195439749781	2.00048844025395	5.00305424361532	0
