GENEID	X7	X8	X13	X14	X15	X16	X21	X22	X23	X24	X29	X30	X31	X32	X40	X44	X47	X48	X49	X56	X63	X64	X65	X68	X71	X72	X76	X78	X79	X80	X87	X88	X94	X96
Clptm1	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	0	3.00109916954915
Clta	1.00012209018435	0	0	0	0	4.00195439749781	0	1.00012209018435	0	0	4.00195439749781	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	0	13.0206736374495	0	3.00109916954915	1.00012209018435	4.00195439749781	0	0	2.00048844025395	0	5.00305424361532	0	2.00048844025395	4.00195439749781	1.00012209018435	2.00048844025395	0	1.00012209018435
Cltc	2.00048844025395	0	1.00012209018435	0	3.00109916954915	3.00109916954915	2.00048844025395	3.00109916954915	3.00109916954915	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395	0	3.00109916954915	2.00048844025395	1.00012209018435	4.00195439749781	7.00598826885697	1.00012209018435	3.00109916954915	7.00598826885697	0	0	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395
Clu	0	1.00012209018435	0	0	1.00012209018435	17.0353762377124	2.00048844025395	0	0	0	8.00782268745052	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	53.3458824338344	8.00782268745052	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	22.0592944438992
Cmip	0	1.00012209018435	1.00012209018435	0	4.00195439749781	4.00195439749781	0	0	1.00012209018435	0	8.00782268745052	0	2.00048844025395	2.00048844025395	8.00782268745052	0	0	7.00598826885697	0	4.00195439749781	4.00195439749781	0	1.00012209018435	1.00012209018435	0	1.00012209018435	4.00195439749781	0	7.00598826885697	2.00048844025395	0	2.00048844025395	2.00048844025395	3.00109916954915
Cnbp	0	0	1.00012209018435	0	3.00109916954915	2.00048844025395	3.00109916954915	5.00305424361532	3.00109916954915	2.00048844025395	4.00195439749781	2.00048844025395	3.00109916954915	5.00305424361532	2.00048844025395	1.00012209018435	7.00598826885697	7.00598826885697	0	14.0239804397716	10.0122269359159	4.00195439749781	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	14.0239804397716	4.00195439749781	2.00048844025395	8.00782268745052	1.00012209018435	0
Cnn2	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0	11.0147970057849	0	0	0	0	0
Cnn3	0	0	0	0	4.00195439749781	4.00195439749781	3.00109916954915	3.00109916954915	0	4.00195439749781	0	3.00109916954915	0	3.00109916954915	4.00195439749781	1.00012209018435	5.00305424361532	2.00048844025395	0	4.00195439749781	2.00048844025395	5.00305424361532	2.00048844025395	0	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	4.00195439749781	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395
Cnot4	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	5.00305424361532	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	0	0	2.00048844025395	0
Cnot6	0	0	0	0	0	2.00048844025395	0	3.00109916954915	2.00048844025395	0	1.00012209018435	0	0	0	3.00109916954915	0	1.00012209018435	3.00109916954915	0	4.00195439749781	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	5.00305424361532	0	0	1.00012209018435	0
Cnpy2	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	0	0	6.00439882750478	1.00012209018435	0	1.00012209018435
Col11a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	6.00439882750478	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Col12a1	0	0	0	0	0	0	1.00012209018435	7.00598826885697	0	0	4.00195439749781	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435
Col14a1	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	6.00439882750478	0	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	4.00195439749781	0	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	3.00109916954915	0	6.00439882750478	0
Col15a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	7.00598826885697	0	0	0
Col16a1	0	0	0	1.00012209018435	0	0	0	6.00439882750478	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	0	2.00048844025395	0	1.00012209018435	3.00109916954915	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	0
Col1a1	0	5.00305424361532	8.00782268745052	14.0239804397716	0	18.0396670359275	15.0275330602518	67.5540235386734	29.1031482864402	22.0592944438992	51.3201652807748	15.0275330602518	110.476572008402	44.2380343327527	17.0353762377124	3.00109916954915	11.0147970057849	66.5375202452072	0	8.00782268745052	72.6403274332921	20.048987655079	4.00195439749781	0	11.0147970057849	24.0705883708827	112.531765227636	6.00439882750478	116.645247873133	81.8116212264209	117.674264333764	18.0396670359275	253.696980736057	2.00048844025395
Col1a2	7.00598826885697	1.00012209018435	22.0592944438992	17.0353762377124	0	41.2065798956254	24.0705883708827	76.7139229953105	24.0705883708827	64.505270141498	105.343095963603	27.0893822675098	123.853797816654	104.317172351477	66.5375202452072	8.00782268745052	51.3201652807748	159.048353494484	1.00012209018435	47.2717340146999	108.422409477886	46.2602511104364	6.00439882750478	0	22.0592944438992	21.0540177177831	122.823227928213	13.0206736374495	144.519835602049	116.645247873133	63.4895230811159	30.1104026871881	266.483671661357	1.00012209018435
Col23a1	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	9.00990220315199	0	1.00012209018435	0	0	1.00012209018435	0	0
Col26a1	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0
Col27a1	0	0	0	0	0	2.00048844025395	1.00012209018435	5.00305424361532	2.00048844025395	0	5.00305424361532	0	4.00195439749781	0	4.00195439749781	0	1.00012209018435	6.00439882750478	0	1.00012209018435	0	2.00048844025395	0	0	0	4.00195439749781	3.00109916954915	0	6.00439882750478	0	0	2.00048844025395	0	0
Col3a1	4.00195439749781	0	6.00439882750478	9.00990220315199	0	7.00598826885697	5.00305424361532	72.6403274332921	26.0828704059517	19.0442041347699	46.2602511104364	5.00305424361532	65.5212691545208	30.1104026871881	62.4740278484444	5.00305424361532	5.00305424361532	24.0705883708827	1.00012209018435	27.0893822675098	42.2168154415037	30.1104026871881	4.00195439749781	0	22.0592944438992	9.00990220315199	76.7139229953105	11.0147970057849	131.075056455736	57.4003247346927	89.9811577167838	20.048987655079	126.947064168826	0
Col4a1	6.00439882750478	1.00012209018435	1.00012209018435	4.00195439749781	28.0961415204583	4.00195439749781	4.00195439749781	28.0961415204583	7.00598826885697	2.00048844025395	4.00195439749781	3.00109916954915	19.0442041347699	4.00195439749781	57.4003247346927	1.00012209018435	5.00305424361532	8.00782268745052	0	92.0260903603573	16.0313316193744	2.00048844025395	16.0313316193744	22.0592944438992	8.00782268745052	15.0275330602518	21.0540177177831	0	68.5707791601287	12.0176125328898	17.0353762377124	11.0147970057849	6.00439882750478	7.00598826885697
Col4a2	0	0	1.00012209018435	3.00109916954915	15.0275330602518	2.00048844025395	1.00012209018435	8.00782268745052	3.00109916954915	1.00012209018435	9.00990220315199	0	4.00195439749781	2.00048844025395	30.1104026871881	1.00012209018435	5.00305424361532	10.0122269359159	1.00012209018435	82.8319226390948	9.00990220315199	3.00109916954915	6.00439882750478	7.00598826885697	4.00195439749781	2.00048844025395	10.0122269359159	0	34.1418990756402	4.00195439749781	5.00305424361532	4.00195439749781	11.0147970057849	2.00048844025395
Col5a1	3.00109916954915	0	1.00012209018435	0	0	2.00048844025395	4.00195439749781	17.0353762377124	2.00048844025395	8.00782268745052	16.0313316193744	3.00109916954915	10.0122269359159	6.00439882750478	16.0313316193744	1.00012209018435	8.00782268745052	28.0961415204583	0	21.0540177177831	13.0206736374495	3.00109916954915	10.0122269359159	0	2.00048844025395	5.00305424361532	11.0147970057849	2.00048844025395	27.0893822675098	11.0147970057849	5.00305424361532	5.00305424361532	11.0147970057849	0
Col5a2	2.00048844025395	0	4.00195439749781	4.00195439749781	0	1.00012209018435	0	11.0147970057849	1.00012209018435	5.00305424361532	6.00439882750478	0	8.00782268745052	3.00109916954915	13.0206736374495	0	0	6.00439882750478	0	6.00439882750478	8.00782268745052	0	0	0	4.00195439749781	0	6.00439882750478	0	13.0206736374495	1.00012209018435	4.00195439749781	6.00439882750478	5.00305424361532	0
Col6a1	1.00012209018435	0	4.00195439749781	5.00305424361532	0	5.00305424361532	4.00195439749781	10.0122269359159	6.00439882750478	3.00109916954915	5.00305424361532	7.00598826885697	4.00195439749781	6.00439882750478	4.00195439749781	0	6.00439882750478	19.0442041347699	0	19.0442041347699	25.0766058142306	3.00109916954915	3.00109916954915	0	1.00012209018435	9.00990220315199	8.00782268745052	0	17.0353762377124	12.0176125328898	13.0206736374495	0	13.0206736374495	1.00012209018435
Col6a2	0	1.00012209018435	3.00109916954915	1.00012209018435	0	5.00305424361532	12.0176125328898	13.0206736374495	4.00195439749781	6.00439882750478	11.0147970057849	3.00109916954915	2.00048844025395	6.00439882750478	11.0147970057849	0	8.00782268745052	10.0122269359159	0	27.0893822675098	29.1031482864402	7.00598826885697	3.00109916954915	0	4.00195439749781	10.0122269359159	7.00598826885697	1.00012209018435	20.048987655079	2.00048844025395	12.0176125328898	2.00048844025395	6.00439882750478	2.00048844025395
Col6a3	4.00195439749781	1.00012209018435	7.00598826885697	2.00048844025395	0	8.00782268745052	14.0239804397716	20.048987655079	0	2.00048844025395	29.1031482864402	15.0275330602518	7.00598826885697	5.00305424361532	6.00439882750478	2.00048844025395	14.0239804397716	31.1179048445245	0	49.2954494708865	35.1503934793561	4.00195439749781	20.048987655079	0	5.00305424361532	13.0206736374495	4.00195439749781	1.00012209018435	47.2717340146999	12.0176125328898	9.00990220315199	10.0122269359159	5.00305424361532	0
Col6a4	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	0	5.00305424361532	7.00598826885697	2.00048844025395	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	5.00305424361532	4.00195439749781	0	0	0	0
Colec11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	2.00048844025395	0	0	3.00109916954915	0	0	2.00048844025395	0	0	8.00782268745052	2.00048844025395	0	0	0	0
Copa	1.00012209018435	0	0	0	0	1.00012209018435	0	3.00109916954915	0	2.00048844025395	5.00305424361532	1.00012209018435	4.00195439749781	1.00012209018435	3.00109916954915	0	4.00195439749781	5.00305424361532	0	3.00109916954915	8.00782268745052	3.00109916954915	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	5.00305424361532	4.00195439749781	3.00109916954915	6.00439882750478	0	0
Cops4	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	7.00598826885697	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	4.00195439749781	0	0
Coq10b	0	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	0	3.00109916954915	4.00195439749781	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	5.00305424361532	0	0	1.00012209018435	0	0
Cox4i1	1.00012209018435	0	1.00012209018435	0	3.00109916954915	1.00012209018435	4.00195439749781	8.00782268745052	4.00195439749781	1.00012209018435	11.0147970057849	3.00109916954915	4.00195439749781	1.00012209018435	8.00782268745052	0	3.00109916954915	9.00990220315199	0	12.0176125328898	5.00305424361532	3.00109916954915	4.00195439749781	0	3.00109916954915	3.00109916954915	8.00782268745052	0	6.00439882750478	7.00598826885697	5.00305424361532	7.00598826885697	0	0
Cox6a1	0	2.00048844025395	2.00048844025395	0	2.00048844025395	0	2.00048844025395	3.00109916954915	1.00012209018435	0	3.00109916954915	2.00048844025395	3.00109916954915	0	2.00048844025395	2.00048844025395	3.00109916954915	3.00109916954915	0	6.00439882750478	6.00439882750478	0	4.00195439749781	0	1.00012209018435	1.00012209018435	7.00598826885697	0	4.00195439749781	3.00109916954915	2.00048844025395	3.00109916954915	2.00048844025395	4.00195439749781
Cox6b1	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	0	4.00195439749781	2.00048844025395	0	4.00195439749781	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	3.00109916954915	0	0	5.00305424361532
Cox6c	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	7.00598826885697	3.00109916954915	0	1.00012209018435	0	1.00012209018435	5.00305424361532	6.00439882750478	1.00012209018435	10.0122269359159	1.00012209018435	0	8.00782268745052	5.00305424361532	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	0	4.00195439749781	1.00012209018435	5.00305424361532	3.00109916954915	5.00305424361532	0	1.00012209018435	4.00195439749781
Cox7a2l	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	5.00305424361532	1.00012209018435	7.00598826885697	0	4.00195439749781	1.00012209018435	0	5.00305424361532	5.00305424361532	2.00048844025395	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	3.00109916954915	2.00048844025395	4.00195439749781	6.00439882750478	0	3.00109916954915
Cox7b	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	4.00195439749781	1.00012209018435	0	3.00109916954915	5.00305424361532	2.00048844025395	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	2.00048844025395	4.00195439749781	0	0
Cox7c	0	2.00048844025395	0	0	2.00048844025395	5.00305424361532	3.00109916954915	3.00109916954915	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	2.00048844025395	5.00305424361532	0	9.00990220315199	4.00195439749781	0	12.0176125328898	5.00305424361532	2.00048844025395	0	2.00048844025395	2.00048844025395	4.00195439749781	3.00109916954915	1.00012209018435	12.0176125328898	1.00012209018435	7.00598826885697	4.00195439749781	0	1.00012209018435
Cox8a	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	6.00439882750478	3.00109916954915	5.00305424361532	0	0	1.00012209018435	5.00305424361532	0	9.00990220315199	2.00048844025395	0	8.00782268745052	1.00012209018435	0	3.00109916954915	0	0	2.00048844025395	2.00048844025395	3.00109916954915	4.00195439749781	5.00305424361532	1.00012209018435	5.00305424361532	0	4.00195439749781
Cp	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	4.00195439749781	0	0	5.00305424361532	0	3.00109916954915	0	0
Cpe	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	6.00439882750478	0	0	0	0	4.00195439749781	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	7.00598826885697
Cpeb4	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	7.00598826885697	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	4.00195439749781	0	0	0	0	5.00305424361532	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0
Cpne8	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	8.00782268745052	0	0	2.00048844025395	1.00012209018435	4.00195439749781	0	1.00012209018435
Cpsf1	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	5.00305424361532	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0
Cpsf6	0	0	0	0	0	0	1.00012209018435	3.00109916954915	4.00195439749781	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	4.00195439749781	4.00195439749781	0	5.00305424361532	2.00048844025395	0	0	0	4.00195439749781	0	2.00048844025395	0	3.00109916954915	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435
Cpsf7	0	0	0	0	0	6.00439882750478	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	3.00109916954915	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	0	2.00048844025395	2.00048844025395	0	0
Cpt1a	0	0	0	0	1.00012209018435	0	0	5.00305424361532	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	4.00195439749781	0	3.00109916954915	1.00012209018435	0	2.00048844025395	0	0
Cpxm1	0	0	0	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0	0	4.00195439749781	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	5.00305424361532	0	0	7.00598826885697	3.00109916954915	0	0	1.00012209018435
Creb3l1	0	0	0	0	0	3.00109916954915	0	6.00439882750478	0	0	1.00012209018435	0	0	1.00012209018435	4.00195439749781	0	5.00305424361532	1.00012209018435	0	4.00195439749781	0	0	0	0	0	0	0	0	6.00439882750478	2.00048844025395	1.00012209018435	0	0	0
Creb5	0	0	5.00305424361532	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	8.00782268745052	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	4.00195439749781	2.00048844025395	0	0	0
Crebbp	0	0	0	0	0	3.00109916954915	0	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	6.00439882750478	0	4.00195439749781	2.00048844025395	3.00109916954915	0	2.00048844025395	2.00048844025395	3.00109916954915	3.00109916954915	0	0	6.00439882750478	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435
Crebrf	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	3.00109916954915	0	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	2.00048844025395	0	5.00305424361532	0	0
Crem	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	0	8.00782268745052	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	5.00305424361532	0	4.00195439749781	0	0	0	0	1.00012209018435
Crip1	0	0	0	2.00048844025395	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	8.00782268745052	0	1.00012209018435	1.00012209018435	0	3.00109916954915	2.00048844025395	0	0	0	0	0	0	0	5.00305424361532	3.00109916954915	0	0	0	1.00012209018435
Crip2	1.00012209018435	0	0	0	11.0147970057849	2.00048844025395	0	0	0	1.00012209018435	0	0	0	2.00048844025395	4.00195439749781	0	0	2.00048844025395	0	11.0147970057849	5.00305424361532	0	1.00012209018435	0	5.00305424361532	0	0	0	7.00598826885697	3.00109916954915	0	0	0	0
Crispld2	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	4.00195439749781	16.0313316193744	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	4.00195439749781	4.00195439749781	0	2.00048844025395	0	0
Crtap	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	6.00439882750478	0	2.00048844025395	3.00109916954915	2.00048844025395	3.00109916954915	0	2.00048844025395	1.00012209018435	0	4.00195439749781	0	4.00195439749781	4.00195439749781	3.00109916954915	0	0	0	0	3.00109916954915	3.00109916954915	8.00782268745052	7.00598826885697	2.00048844025395	3.00109916954915	1.00012209018435	5.00305424361532
Csde1	0	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	3.00109916954915	0	4.00195439749781	4.00195439749781	9.00990220315199	0	3.00109916954915	2.00048844025395	0	6.00439882750478	5.00305424361532	2.00048844025395	2.00048844025395	1.00012209018435	0	0	9.00990220315199	0	12.0176125328898	7.00598826885697	2.00048844025395	7.00598826885697	1.00012209018435	4.00195439749781
Csf1	0	1.00012209018435	0	0	0	1.00012209018435	0	4.00195439749781	0	0	4.00195439749781	0	11.0147970057849	6.00439882750478	5.00305424361532	0	0	2.00048844025395	0	6.00439882750478	15.0275330602518	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	21.0540177177831	6.00439882750478	0	3.00109916954915	0	0
Csf2rb	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	5.00305424361532	0	0	0	0	0	0	0	0	0	2.00048844025395
Csnk1a1	0	1.00012209018435	2.00048844025395	0	3.00109916954915	3.00109916954915	5.00305424361532	6.00439882750478	1.00012209018435	1.00012209018435	7.00598826885697	3.00109916954915	5.00305424361532	3.00109916954915	6.00439882750478	1.00012209018435	7.00598826885697	2.00048844025395	0	7.00598826885697	10.0122269359159	3.00109916954915	2.00048844025395	2.00048844025395	6.00439882750478	9.00990220315199	3.00109916954915	1.00012209018435	7.00598826885697	2.00048844025395	3.00109916954915	8.00782268745052	0	0
Csnk1d	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	4.00195439749781	2.00048844025395	0	2.00048844025395	1.00012209018435	0	1.00012209018435	6.00439882750478	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	0	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	0
Csnk2a1	0	0	0	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	0	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	5.00305424361532	0	0
Csnk2b	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	5.00305424361532	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0
Csrnp1	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	0	0	0	8.00782268745052	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0
Csrp1	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	5.00305424361532	0	1.00012209018435	9.00990220315199	0	13.0206736374495	5.00305424361532	4.00195439749781	1.00012209018435	0	5.00305424361532	4.00195439749781	1.00012209018435	1.00012209018435	4.00195439749781	3.00109916954915	0	2.00048844025395	0	1.00012209018435
Csrp2	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	4.00195439749781	0	0	3.00109916954915	0	2.00048844025395	0	0	0	1.00012209018435	5.00305424361532	0	1.00012209018435	0	3.00109916954915	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0
Cst3	1.00012209018435	0	0	2.00048844025395	0	5.00305424361532	3.00109916954915	2.00048844025395	4.00195439749781	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	4.00195439749781	0	3.00109916954915	4.00195439749781	0	1.00012209018435	5.00305424361532	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	0	6.00439882750478	3.00109916954915	15.0275330602518	4.00195439749781	9.00990220315199	2.00048844025395
Ctbp1	0	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	4.00195439749781	1.00012209018435	3.00109916954915	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	2.00048844025395	8.00782268745052	0	0	0	2.00048844025395	2.00048844025395	0	2.00048844025395	8.00782268745052	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435
Ctbp2	0	1.00012209018435	0	0	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	7.00598826885697	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	0
Ctcf	0	0	0	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	0	5.00305424361532	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0
Ctdsp2	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	2.00048844025395	6.00439882750478	0	1.00012209018435	4.00195439749781	5.00305424361532	6.00439882750478	0	2.00048844025395	7.00598826885697	0	5.00305424361532	6.00439882750478	5.00305424361532	2.00048844025395	0	2.00048844025395	3.00109916954915	3.00109916954915	1.00012209018435	9.00990220315199	4.00195439749781	6.00439882750478	6.00439882750478	1.00012209018435	2.00048844025395
Ctla2a	0	0	0	0	8.00782268745052	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0275330602518	0	0	1.00012209018435	0	0	0	0	0	0	0
