GENEID	X99	X100	X101	X102	X103	X104	X106	X107	X110	X111	X112	X113	X114	X115	X117	X120	X121	X122	X123	X124	X126	X128	X129	X130	X131	X134	X135	X136	X137	X138	X140	X141	X142	X143	X144	X146	X147	X148	X149	X150	X151	X152	X153	X154	X156	X157	X158	X159	X160	X161	X163	X165	X167	X168	X169	X171	X172	X173	X174	X175	X176	X177	X182	X185	X188	X191
Fus	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	6.00439882750478	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	0	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	0	3.00109916954915	1.00012209018435	0	4.00195439749781	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	2.00048844025395	4.00195439749781	0	1.00012209018435	3.00109916954915	0
Fxyd6	0	0	0	0	0	0	11.0147970057849	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0
Fyb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0
Fzd6	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fzd8	0	0	0	0	3.00109916954915	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435
Gabarap	0	2.00048844025395	0	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	3.00109916954915	0	0	2.00048844025395	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	0	5.00305424361532	2.00048844025395	2.00048844025395	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	0	3.00109916954915	5.00305424361532	1.00012209018435	2.00048844025395	0	0	3.00109916954915	0	0	1.00012209018435	0	0	0	2.00048844025395
Gadd45b	0	1.00012209018435	0	0	3.00109916954915	0	0	1.00012209018435	4.00195439749781	0	1.00012209018435	0	6.00439882750478	1.00012209018435	5.00305424361532	0	0	4.00195439749781	2.00048844025395	5.00305424361532	2.00048844025395	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	6.00439882750478	4.00195439749781	2.00048844025395	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	2.00048844025395	0	3.00109916954915	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	0	4.00195439749781
Gadd45g	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	4.00195439749781	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0
Galnt16	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	6.00439882750478	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	3.00109916954915	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	0	0
Gapdh	0	2.00048844025395	0	0	1.00012209018435	6.00439882750478	4.00195439749781	1.00012209018435	0	0	1.00012209018435	7.00598826885697	3.00109916954915	0	3.00109916954915	1.00012209018435	6.00439882750478	0	0	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	3.00109916954915	3.00109916954915	4.00195439749781	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	2.00048844025395	0	3.00109916954915	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	4.00195439749781	1.00012209018435	6.00439882750478	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	0	2.00048844025395	0	2.00048844025395	0	2.00048844025395	0	4.00195439749781	0	0
Gas1	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	2.00048844025395	0	2.00048844025395	0	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	3.00109916954915	0	9.00990220315199	0	9.00990220315199	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	0	0	2.00048844025395
Gas5	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	4.00195439749781	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	4.00195439749781	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	3.00109916954915	2.00048844025395	1.00012209018435	0	5.00305424361532	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	5.00305424361532	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0
Gas6	0	1.00012209018435	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	3.00109916954915	0	0	0	2.00048844025395	0
Gbp10	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395
Gbp2	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	15.0275330602518	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0
Gbp3	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	8.00782268745052	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0
Gbp5	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435
Gbp7	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	2.00048844025395	0	0	0	0	0	1.00012209018435	2.00048844025395	4.00195439749781	0	4.00195439749781	2.00048844025395	0	0	0	0	0	0	8.00782268745052	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	4.00195439749781	0	0	1.00012209018435	0	0	0	1.00012209018435	0	3.00109916954915	0	0	0	2.00048844025395
Gclc	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdf10	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdi2	0	3.00109916954915	0	3.00109916954915	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	0	0	3.00109916954915	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	5.00305424361532	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435
Gem	0	0	0	0	7.00598826885697	0	0	4.00195439749781	11.0147970057849	0	1.00012209018435	1.00012209018435	2.00048844025395	0	10.0122269359159	1.00012209018435	8.00782268745052	6.00439882750478	2.00048844025395	0	0	0	1.00012209018435	0	0	2.00048844025395	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435	0	3.00109916954915	0	7.00598826885697	1.00012209018435	4.00195439749781	2.00048844025395	0	2.00048844025395	0	6.00439882750478	3.00109916954915	8.00782268745052	0	0	0	0	0	0	2.00048844025395	0	2.00048844025395	0	4.00195439749781	3.00109916954915	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435
Gimap5	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0
Gimap6	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0
Gja4	0	0	0	0	0	0	11.0147970057849	7.00598826885697	1.00012209018435	0	0	0	2.00048844025395	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	1.00012209018435	12.0176125328898	1.00012209018435	0	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0
Gjc1	0	0	0	0	1.00012209018435	0	0	0	4.00195439749781	0	0	0	6.00439882750478	0	2.00048844025395	0	3.00109916954915	0	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0
Glrx5	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	0	4.00195439749781	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0
Glul	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	3.00109916954915	8.00782268745052	0	0	0	2.00048844025395	0	0	1.00012209018435	5.00305424361532	4.00195439749781	2.00048844025395	1.00012209018435	0	3.00109916954915	3.00109916954915	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	2.00048844025395	3.00109916954915	3.00109916954915	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	3.00109916954915	5.00305424361532	4.00195439749781	0	0	4.00195439749781	2.00048844025395	0	0	0	0	0	2.00048844025395	2.00048844025395
Gm10020	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	4.00195439749781	0	0	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	5.00305424361532	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	6.00439882750478	4.00195439749781	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	0
Gm10036	1.00012209018435	7.00598826885697	0	1.00012209018435	1.00012209018435	4.00195439749781	6.00439882750478	0	1.00012209018435	0	4.00195439749781	6.00439882750478	5.00305424361532	0	6.00439882750478	1.00012209018435	3.00109916954915	3.00109916954915	2.00048844025395	0	1.00012209018435	4.00195439749781	6.00439882750478	2.00048844025395	6.00439882750478	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	6.00439882750478	0	2.00048844025395	0	3.00109916954915	2.00048844025395	0	4.00195439749781	0	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	4.00195439749781	2.00048844025395	3.00109916954915	3.00109916954915	0	0	0	1.00012209018435	0	3.00109916954915	6.00439882750478	1.00012209018435	2.00048844025395	1.00012209018435	10.0122269359159	4.00195439749781	1.00012209018435	1.00012209018435	0	0	6.00439882750478	5.00305424361532	1.00012209018435
Gm10073	0	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	5.00305424361532	2.00048844025395	0	0	0	4.00195439749781	0	0	5.00305424361532	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	4.00195439749781	4.00195439749781	1.00012209018435	0	4.00195439749781	0	0	4.00195439749781	11.0147970057849	3.00109916954915	5.00305424361532	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	6.00439882750478	0	1.00012209018435	0	2.00048844025395	10.0122269359159	3.00109916954915	3.00109916954915	3.00109916954915	2.00048844025395	1.00012209018435	0	0	4.00195439749781	0	4.00195439749781	2.00048844025395	0	1.00012209018435	0	2.00048844025395	2.00048844025395	2.00048844025395	5.00305424361532	0	0	3.00109916954915	0	4.00195439749781
Gm10076	0	4.00195439749781	2.00048844025395	0	2.00048844025395	1.00012209018435	8.00782268745052	0	2.00048844025395	0	3.00109916954915	3.00109916954915	3.00109916954915	0	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	6.00439882750478	4.00195439749781	4.00195439749781	4.00195439749781	2.00048844025395	2.00048844025395	3.00109916954915	5.00305424361532	0	5.00305424361532	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	4.00195439749781	1.00012209018435	1.00012209018435	0	2.00048844025395	5.00305424361532	3.00109916954915	2.00048844025395	3.00109916954915	3.00109916954915	0	0	0	4.00195439749781	0	7.00598826885697	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	0	0	0	3.00109916954915	4.00195439749781	4.00195439749781
Gm10126	0	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	6.00439882750478	2.00048844025395	1.00012209018435	0	0	6.00439882750478	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	4.00195439749781	2.00048844025395	1.00012209018435	0	0	0	3.00109916954915	4.00195439749781	2.00048844025395	5.00305424361532	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	2.00048844025395	3.00109916954915	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	1.00012209018435
Gm10250	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	5.00305424361532	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	4.00195439749781	0	2.00048844025395	0	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0
Gm10263	1.00012209018435	5.00305424361532	4.00195439749781	1.00012209018435	1.00012209018435	4.00195439749781	8.00782268745052	2.00048844025395	1.00012209018435	0	4.00195439749781	6.00439882750478	0	0	6.00439882750478	1.00012209018435	5.00305424361532	2.00048844025395	2.00048844025395	2.00048844025395	6.00439882750478	6.00439882750478	6.00439882750478	1.00012209018435	3.00109916954915	4.00195439749781	4.00195439749781	3.00109916954915	2.00048844025395	7.00598826885697	11.0147970057849	1.00012209018435	2.00048844025395	0	8.00782268745052	6.00439882750478	0	8.00782268745052	3.00109916954915	0	1.00012209018435	1.00012209018435	7.00598826885697	3.00109916954915	11.0147970057849	7.00598826885697	6.00439882750478	2.00048844025395	2.00048844025395	0	3.00109916954915	0	9.00990220315199	4.00195439749781	4.00195439749781	1.00012209018435	0	6.00439882750478	4.00195439749781	1.00012209018435	3.00109916954915	0	0	15.0275330602518	1.00012209018435	6.00439882750478
Gm10709	0	1.00012209018435	3.00109916954915	0	2.00048844025395	1.00012209018435	4.00195439749781	0	2.00048844025395	0	4.00195439749781	6.00439882750478	5.00305424361532	0	4.00195439749781	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	2.00048844025395	3.00109916954915	0	0	3.00109916954915	4.00195439749781	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395	5.00305424361532	0	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	0	3.00109916954915	0	0	0	0	4.00195439749781	1.00012209018435	7.00598826885697	4.00195439749781	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	3.00109916954915	2.00048844025395	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	4.00195439749781	4.00195439749781	1.00012209018435
Gm10715	3.00109916954915	26.0828704059517	3.00109916954915	12.0176125328898	94.0720444488503	81.8116212264209	45.2490179242113	25.0766058142306	23.0648179545339	2.00048844025395	0	113.559748668846	13.0206736374495	33.1336529167031	14.0239804397716	61.4587843186464	41.2065798956254	14.0239804397716	23.0648179545339	24.0705883708827	30.1104026871881	5.00305424361532	85.8943526882953	33.1336529167031	30.1104026871881	88.9590741182177	14.0239804397716	13.0206736374495	1.00012209018435	37.1681275103067	45.2490179242113	12.0176125328898	28.0961415204583	17.0353762377124	9.00990220315199	28.0961415204583	137.274855823061	18.0396670359275	23.0648179545339	1.00012209018435	13.0206736374495	1.00012209018435	25.0766058142306	52.332898627509	10.0122269359159	36.1591362501238	44.2380343327527	11.0147970057849	12.0176125328898	0	1.00012209018435	41.2065798956254	29.1031482864402	64.505270141498	63.4895230811159	18.0396670359275	24.0705883708827	18.0396670359275	30.1104026871881	6.00439882750478	5.00305424361532	31.1179048445245	55.3726019210037	0	18.0396670359275	4.00195439749781
Gm10717	1.00012209018435	30.1104026871881	2.00048844025395	19.0442041347699	91.0034964217043	91.0034964217043	59.4290518687863	25.0766058142306	22.0592944438992	3.00109916954915	0	124.884627065835	9.00990220315199	37.1681275103067	14.0239804397716	51.3201652807748	36.1591362501238	13.0206736374495	15.0275330602518	23.0648179545339	27.0893822675098	4.00195439749781	99.1914051952572	51.3201652807748	26.0828704059517	82.8319226390948	20.048987655079	11.0147970057849	0	35.1503934793561	48.283466760365	13.0206736374495	34.1418990756402	23.0648179545339	10.0122269359159	26.0828704059517	162.168323176883	25.0766058142306	28.0961415204583	4.00195439749781	7.00598826885697	2.00048844025395	19.0442041347699	55.3726019210037	8.00782268745052	26.0828704059517	55.3726019210037	11.0147970057849	11.0147970057849	2.00048844025395	1.00012209018435	44.2380343327527	26.0828704059517	75.6951442311975	49.2954494708865	18.0396670359275	33.1336529167031	20.048987655079	19.0442041347699	12.0176125328898	12.0176125328898	32.1256548803621	65.5212691545208	0	26.0828704059517	11.0147970057849
Gm10719	1.00012209018435	17.0353762377124	1.00012209018435	7.00598826885697	43.22730021288	54.3591168236642	34.1418990756402	8.00782268745052	10.0122269359159	2.00048844025395	0	72.6403274332921	6.00439882750478	23.0648179545339	11.0147970057849	42.2168154415037	19.0442041347699	7.00598826885697	8.00782268745052	15.0275330602518	10.0122269359159	3.00109916954915	47.2717340146999	24.0705883708827	13.0206736374495	55.3726019210037	9.00990220315199	7.00598826885697	0	27.0893822675098	21.0540177177831	9.00990220315199	15.0275330602518	6.00439882750478	6.00439882750478	18.0396670359275	80.7915739045011	9.00990220315199	15.0275330602518	1.00012209018435	5.00305424361532	0	15.0275330602518	21.0540177177831	2.00048844025395	17.0353762377124	22.0592944438992	10.0122269359159	2.00048844025395	2.00048844025395	0	34.1418990756402	17.0353762377124	36.1591362501238	39.186855988824	10.0122269359159	11.0147970057849	11.0147970057849	9.00990220315199	5.00305424361532	6.00439882750478	21.0540177177831	52.332898627509	0	17.0353762377124	4.00195439749781
Gm11808	0	2.00048844025395	4.00195439749781	3.00109916954915	1.00012209018435	5.00305424361532	3.00109916954915	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	0	3.00109916954915	1.00012209018435	0	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	3.00109916954915	2.00048844025395	0	2.00048844025395	0	3.00109916954915	0	5.00305424361532	6.00439882750478	5.00305424361532	4.00195439749781	4.00195439749781	1.00012209018435	4.00195439749781	2.00048844025395	0	4.00195439749781	1.00012209018435	0	0	1.00012209018435	7.00598826885697	3.00109916954915	6.00439882750478	5.00305424361532	3.00109916954915	0	1.00012209018435	0	4.00195439749781	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	4.00195439749781	0	1.00012209018435	0	0	5.00305424361532	5.00305424361532	3.00109916954915
Gm12840	0	0	0	0	0	0	0	2.00048844025395	4.00195439749781	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	0	0	15.0275330602518	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0
Gm13889	1.00012209018435	0	0	0	0	0	0	9.00990220315199	5.00305424361532	0	2.00048844025395	0	23.0648179545339	1.00012209018435	1.00012209018435	0	19.0442041347699	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	18.0396670359275	0	0	0	0	2.00048844025395	0	4.00195439749781	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	8.00782268745052	0	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	7.00598826885697	0	1.00012209018435	13.0206736374495	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395
Gm14214	1.00012209018435	6.00439882750478	1.00012209018435	0	0	1.00012209018435	5.00305424361532	0	3.00109916954915	0	4.00195439749781	8.00782268745052	3.00109916954915	0	5.00305424361532	1.00012209018435	3.00109916954915	4.00195439749781	1.00012209018435	0	3.00109916954915	5.00305424361532	2.00048844025395	1.00012209018435	4.00195439749781	4.00195439749781	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	0	2.00048844025395	0	3.00109916954915	4.00195439749781	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	11.0147970057849	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	5.00305424361532	0	4.00195439749781	0	3.00109916954915	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	0	0	2.00048844025395	1.00012209018435	0	4.00195439749781	1.00012209018435	3.00109916954915
Gm15013	0	14.0239804397716	10.0122269359159	2.00048844025395	1.00012209018435	4.00195439749781	14.0239804397716	6.00439882750478	4.00195439749781	0	8.00782268745052	14.0239804397716	1.00012209018435	1.00012209018435	10.0122269359159	4.00195439749781	1.00012209018435	2.00048844025395	9.00990220315199	3.00109916954915	15.0275330602518	11.0147970057849	6.00439882750478	2.00048844025395	8.00782268745052	4.00195439749781	8.00782268745052	7.00598826885697	10.0122269359159	5.00305424361532	8.00782268745052	1.00012209018435	5.00305424361532	4.00195439749781	6.00439882750478	9.00990220315199	0	9.00990220315199	0	4.00195439749781	2.00048844025395	1.00012209018435	19.0442041347699	6.00439882750478	6.00439882750478	8.00782268745052	1.00012209018435	4.00195439749781	4.00195439749781	0	1.00012209018435	3.00109916954915	8.00782268745052	4.00195439749781	4.00195439749781	5.00305424361532	5.00305424361532	5.00305424361532	5.00305424361532	1.00012209018435	6.00439882750478	3.00109916954915	0	10.0122269359159	16.0313316193744	7.00598826885697
Gm16685	0	4.00195439749781	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	0	2.00048844025395	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	4.00195439749781	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	2.00048844025395
