GENEID	X99	X100	X101	X102	X103	X104	X106	X107	X110	X111	X112	X113	X114	X115	X117	X120	X121	X122	X123	X124	X126	X128	X129	X130	X131	X134	X135	X136	X137	X138	X140	X141	X142	X143	X144	X146	X147	X148	X149	X150	X151	X152	X153	X154	X156	X157	X158	X159	X160	X161	X163	X165	X167	X168	X169	X171	X172	X173	X174	X175	X176	X177	X182	X185	X188	X191
Actn4	0	0	0	0	1.00012209018435	2.00048844025395	3.00109916954915	0	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	0	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	4.00195439749781	0	4.00195439749781	2.00048844025395	5.00305424361532	1.00012209018435	1.00012209018435	0	3.00109916954915	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	4.00195439749781	0	0	0	1.00012209018435
Acvr1	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435
Adam11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam12	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	0	0
Adamts1	0	0	0	0	7.00598826885697	0	8.00782268745052	2.00048844025395	12.0176125328898	0	0	1.00012209018435	11.0147970057849	2.00048844025395	0	0	0	6.00439882750478	4.00195439749781	3.00109916954915	0	0	0	0	0	6.00439882750478	2.00048844025395	4.00195439749781	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	5.00305424361532	1.00012209018435	0	12.0176125328898	0	0	0	9.00990220315199	0	0	0	0	0	0	28.0961415204583	1.00012209018435	3.00109916954915	0	2.00048844025395	1.00012209018435	4.00195439749781	3.00109916954915	0	0	0	2.00048844025395	0
Adamts4	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0
Adamts5	0	0	0	0	0	0	0	0	0	0	9.00990220315199	0	0	0	0	0	0	0	2.00048844025395	3.00109916954915	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	3.00109916954915	0
Adcy6	0	1.00012209018435	0	0	0	0	0	1.00012209018435	5.00305424361532	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0
Add1	0	0	0	0	2.00048844025395	0	3.00109916954915	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435
Adgrf5	0	0	0	0	0	0	6.00439882750478	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	5.00305424361532	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	4.00195439749781	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0
Adgrg1	0	0	0	0	0	7.00598826885697	0	0	0	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0
Adgrl2	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	3.00109916954915	0	5.00305424361532	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435
Adra2a	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	4.00195439749781	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	4.00195439749781	3.00109916954915	1.00012209018435	0	0	0	0	0	1.00012209018435	0	12.0176125328898	0	0	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	0	0	0
Adrbk1	0	0	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	6.00439882750478	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435
Aebp1	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	5.00305424361532	1.00012209018435	0	3.00109916954915	5.00305424361532	0	0	0	5.00305424361532	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435
Agrn	0	0	0	0	0	0	1.00012209018435	6.00439882750478	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0
Agtr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0206736374495	0
Ahnak	0	12.0176125328898	0	0	4.00195439749781	0	2.00048844025395	3.00109916954915	3.00109916954915	0	4.00195439749781	0	6.00439882750478	5.00305424361532	11.0147970057849	0	1.00012209018435	3.00109916954915	6.00439882750478	3.00109916954915	6.00439882750478	0	0	0	4.00195439749781	25.0766058142306	3.00109916954915	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	3.00109916954915	3.00109916954915	0	14.0239804397716	2.00048844025395	3.00109916954915	7.00598826885697	0	4.00195439749781	4.00195439749781	4.00195439749781	2.00048844025395	2.00048844025395	0	3.00109916954915	0	0	1.00012209018435	4.00195439749781	2.00048844025395	3.00109916954915	4.00195439749781	0	3.00109916954915	9.00990220315199	0	8.00782268745052	5.00305424361532	0	0	3.00109916954915	4.00195439749781
Aida	0	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0
Akap12	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	4.00195439749781	0	0	0	0	0	0
Akap2	0	0	0	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	4.00195439749781	1.00012209018435	0	1.00012209018435	0	4.00195439749781	0	0	6.00439882750478	6.00439882750478	0	8.00782268745052	0	0	2.00048844025395	0	4.00195439749781	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	4.00195439749781	0	2.00048844025395	3.00109916954915	2.00048844025395	0	0	0	0	0	0	10.0122269359159	7.00598826885697	3.00109916954915	0	4.00195439749781	2.00048844025395	1.00012209018435	0	5.00305424361532	0	0	0	0
Akr1a1	0	6.00439882750478	0	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	3.00109916954915	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	0	3.00109916954915	0
Aldh2	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	3.00109916954915	3.00109916954915	0	0	0	2.00048844025395	5.00305424361532	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0
Aldoa	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	5.00305424361532	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	4.00195439749781	0	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395	0	2.00048844025395	2.00048844025395	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0
Alox5ap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0275330602518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anapc11	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	5.00305424361532	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angpt2	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	0	1.00012209018435	4.00195439749781	0	0	2.00048844025395	0	0	0	0	0	3.00109916954915	0	0	0	0	8.00782268745052	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	3.00109916954915	0	0	0	3.00109916954915	0	4.00195439749781	0	0	2.00048844025395	0
Angptl4	0	0	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	2.00048844025395	2.00048844025395	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395
Ankrd11	0	5.00305424361532	0	0	2.00048844025395	4.00195439749781	3.00109916954915	6.00439882750478	1.00012209018435	0	6.00439882750478	4.00195439749781	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	8.00782268745052	3.00109916954915	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	0	0	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	3.00109916954915	4.00195439749781	1.00012209018435	4.00195439749781	0	2.00048844025395	0	0	0	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	4.00195439749781	1.00012209018435	0	3.00109916954915	2.00048844025395	1.00012209018435	4.00195439749781	0	1.00012209018435	0	0	2.00048844025395	3.00109916954915
Ankrd12	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	4.00195439749781	1.00012209018435	0	0	0	2.00048844025395	0	2.00048844025395	2.00048844025395	1.00012209018435	0	2.00048844025395	3.00109916954915	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	2.00048844025395	0	7.00598826885697	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	3.00109916954915	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	3.00109916954915	3.00109916954915	0	3.00109916954915	2.00048844025395	0	0	0	0	0	0	0
