GENEID	X6	X7	X8	X15	X16	X22	X30	X31	X32	X37	X38	X39	X40	X45	X47	X55	X56	X58	X62	X63	X66	X69	X72	X79	X80	X92	X96
Ahnak	2.00048844025395	12.0176125328898	8.00782268745052	17.0353762377124	6.00439882750478	9.00990220315199	1.00012209018435	0	5.00305424361532	0	25.0766058142306	9.00990220315199	9.00990220315199	4.00195439749781	21.0540177177831	5.00305424361532	12.0176125328898	4.00195439749781	5.00305424361532	18.0396670359275	1.00012209018435	0	12.0176125328898	9.00990220315199	4.00195439749781	0	7.00598826885697
Aimp1	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	6.00439882750478	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435
Ajuba	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	4.00195439749781
Akap12	0	0	0	0	0	13.0206736374495	0	0	4.00195439749781	0	2.00048844025395	7.00598826885697	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0
Akap2	0	21.0540177177831	8.00782268745052	3.00109916954915	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	0	12.0176125328898	0	0	11.0147970057849	13.0206736374495	0	1.00012209018435	6.00439882750478	2.00048844025395	2.00048844025395	2.00048844025395	6.00439882750478	14.0239804397716	1.00012209018435	0	0
Akap9	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	10.0122269359159	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	1.00012209018435
Akirin1	0	5.00305424361532	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	4.00195439749781	0	0	2.00048844025395	2.00048844025395	0	2.00048844025395	3.00109916954915	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0
Akr1a1	0	5.00305424361532	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	3.00109916954915	7.00598826885697	7.00598826885697	2.00048844025395	3.00109916954915	6.00439882750478	3.00109916954915	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	3.00109916954915	0	1.00012209018435	1.00012209018435	4.00195439749781
Alcam	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	5.00305424361532	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0
Aldh2	2.00048844025395	4.00195439749781	0	3.00109916954915	1.00012209018435	0	0	0	0	0	2.00048844025395	6.00439882750478	3.00109916954915	3.00109916954915	3.00109916954915	0	3.00109916954915	0	0	3.00109916954915	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435
Aldh7a1	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	6.00439882750478	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395
Aldoa	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	11.0147970057849	5.00305424361532	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	2.00048844025395	3.00109916954915	3.00109916954915	2.00048844025395	0	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532
Anapc16	0	3.00109916954915	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	6.00439882750478	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0
Anapc5	3.00109916954915	4.00195439749781	0	2.00048844025395	2.00048844025395	7.00598826885697	0	0	0	0	2.00048844025395	7.00598826885697	1.00012209018435	2.00048844025395	3.00109916954915	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	2.00048844025395	5.00305424361532	2.00048844025395	0	1.00012209018435
Angptl2	2.00048844025395	0	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	2.00048844025395	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435
Angptl4	3.00109916954915	4.00195439749781	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	11.0147970057849	1.00012209018435	1.00012209018435
Ankrd11	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	4.00195439749781	0	0	1.00012209018435	1.00012209018435	4.00195439749781	5.00305424361532	1.00012209018435	4.00195439749781	11.0147970057849	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	9.00990220315199	6.00439882750478	1.00012209018435	1.00012209018435
Ankrd17	0	0	2.00048844025395	3.00109916954915	3.00109916954915	4.00195439749781	2.00048844025395	0	1.00012209018435	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	1.00012209018435	6.00439882750478	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395
Anp32b	1.00012209018435	2.00048844025395	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	10.0122269359159	4.00195439749781	8.00782268745052	2.00048844025395	1.00012209018435	2.00048844025395	0	0	3.00109916954915	4.00195439749781	1.00012209018435	0	1.00012209018435	3.00109916954915	3.00109916954915	0	0
Antxr1	1.00012209018435	1.00012209018435	0	1.00012209018435	4.00195439749781	9.00990220315199	0	0	10.0122269359159	0	1.00012209018435	5.00305424361532	4.00195439749781	4.00195439749781	0	0	4.00195439749781	0	0	4.00195439749781	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435
Anxa1	0	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	8.00782268745052	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	6.00439882750478	0	0	0	4.00195439749781
Anxa2	0	2.00048844025395	1.00012209018435	0	1.00012209018435	7.00598826885697	0	0	4.00195439749781	1.00012209018435	3.00109916954915	9.00990220315199	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	3.00109916954915	1.00012209018435	0	3.00109916954915	4.00195439749781	0	1.00012209018435	2.00048844025395	0
Anxa5	1.00012209018435	4.00195439749781	4.00195439749781	1.00012209018435	3.00109916954915	5.00305424361532	0	0	2.00048844025395	1.00012209018435	2.00048844025395	4.00195439749781	4.00195439749781	1.00012209018435	3.00109916954915	2.00048844025395	5.00305424361532	0	5.00305424361532	4.00195439749781	0	0	6.00439882750478	2.00048844025395	5.00305424361532	0	3.00109916954915
Anxa6	0	1.00012209018435	0	3.00109916954915	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	4.00195439749781	1.00012209018435	0	2.00048844025395	1.00012209018435	3.00109916954915	5.00305424361532	0	0	0	0	0	0	0	2.00048844025395
Aoc3	1.00012209018435	2.00048844025395	2.00048844025395	4.00195439749781	1.00012209018435	0	0	0	1.00012209018435	0	6.00439882750478	6.00439882750478	3.00109916954915	3.00109916954915	1.00012209018435	1.00012209018435	6.00439882750478	0	2.00048844025395	0	0	0	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	4.00195439749781
Aplp2	5.00305424361532	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	4.00195439749781	2.00048844025395	0	2.00048844025395	4.00195439749781	2.00048844025395	1.00012209018435	1.00012209018435	7.00598826885697	3.00109916954915	0	0	3.00109916954915	1.00012209018435	0	0	3.00109916954915
Apoe	66.5375202452072	78.7522410269245	3.00109916954915	5.00305424361532	32.1256548803621	0	2.00048844025395	3.00109916954915	0	5.00305424361532	6.00439882750478	100.216045600851	16.0313316193744	7.00598826885697	10.0122269359159	4.00195439749781	4.00195439749781	4.00195439749781	0	8.00782268745052	1.00012209018435	1.00012209018435	13.0206736374495	21.0540177177831	25.0766058142306	3.00109916954915	1.00012209018435
App	2.00048844025395	11.0147970057849	5.00305424361532	4.00195439749781	6.00439882750478	5.00305424361532	1.00012209018435	0	4.00195439749781	4.00195439749781	13.0206736374495	13.0206736374495	6.00439882750478	1.00012209018435	5.00305424361532	12.0176125328898	5.00305424361532	7.00598826885697	15.0275330602518	12.0176125328898	2.00048844025395	9.00990220315199	8.00782268745052	12.0176125328898	0	2.00048844025395	2.00048844025395
Appbp2	0	1.00012209018435	0	3.00109916954915	4.00195439749781	1.00012209018435	0	0	0	0	1.00012209018435	5.00305424361532	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435
Arcn1	0	5.00305424361532	2.00048844025395	3.00109916954915	1.00012209018435	4.00195439749781	0	0	2.00048844025395	0	1.00012209018435	5.00305424361532	3.00109916954915	3.00109916954915	3.00109916954915	2.00048844025395	2.00048844025395	0	2.00048844025395	1.00012209018435	4.00195439749781	0	7.00598826885697	8.00782268745052	4.00195439749781	0	1.00012209018435
Arf1	0	1.00012209018435	4.00195439749781	1.00012209018435	2.00048844025395	7.00598826885697	0	0	1.00012209018435	1.00012209018435	3.00109916954915	4.00195439749781	4.00195439749781	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	0	1.00012209018435	6.00439882750478	0	2.00048844025395	3.00109916954915	2.00048844025395	0	1.00012209018435	2.00048844025395
Arf4	1.00012209018435	1.00012209018435	0	1.00012209018435	4.00195439749781	2.00048844025395	0	0	0	2.00048844025395	1.00012209018435	8.00782268745052	4.00195439749781	2.00048844025395	6.00439882750478	4.00195439749781	3.00109916954915	1.00012209018435	1.00012209018435	3.00109916954915	5.00305424361532	1.00012209018435	5.00305424361532	4.00195439749781	0	0	2.00048844025395
Arf6	0	1.00012209018435	5.00305424361532	1.00012209018435	3.00109916954915	0	0	0	2.00048844025395	3.00109916954915	1.00012209018435	3.00109916954915	3.00109916954915	3.00109916954915	6.00439882750478	1.00012209018435	6.00439882750478	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	5.00305424361532	0	1.00012209018435
Arglu1	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	5.00305424361532	4.00195439749781	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435
Arhgap21	0	1.00012209018435	0	2.00048844025395	0	5.00305424361532	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435
Arhgap28	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	4.00195439749781	0	1.00012209018435	0	0	10.0122269359159	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0
Arhgdia	0	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	0	3.00109916954915	5.00305424361532	2.00048844025395	0	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915
Arhgef2	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	8.00782268745052	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0
Arid2	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	0	1.00012209018435	6.00439882750478	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	3.00109916954915	0	0	0	1.00012209018435
Arid4b	0	1.00012209018435	0	4.00195439749781	1.00012209018435	4.00195439749781	0	0	0	0	10.0122269359159	0	0	2.00048844025395	3.00109916954915	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	0	0	2.00048844025395	0	3.00109916954915	0	0	6.00439882750478
Arid5a	0	3.00109916954915	0	2.00048844025395	3.00109916954915	0	0	0	0	4.00195439749781	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	5.00305424361532	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0
Arid5b	0	0	0	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	6.00439882750478	0	0	3.00109916954915	2.00048844025395	0	0	1.00012209018435	5.00305424361532	0	0	0
Arl1	4.00195439749781	3.00109916954915	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	0	2.00048844025395	4.00195439749781	8.00782268745052	4.00195439749781	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	5.00305424361532	0	2.00048844025395	2.00048844025395	0	2.00048844025395	2.00048844025395	3.00109916954915	0	2.00048844025395
Arl5b	0	11.0147970057849	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	4.00195439749781	8.00782268745052	6.00439882750478	2.00048844025395	0	6.00439882750478	0	0	0	0	0	0	4.00195439749781	3.00109916954915	1.00012209018435	0	0
Arl6ip1	0	1.00012209018435	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	3.00109916954915	2.00048844025395	0	1.00012209018435
Arpc1b	1.00012209018435	2.00048844025395	0	2.00048844025395	4.00195439749781	4.00195439749781	0	0	2.00048844025395	0	2.00048844025395	9.00990220315199	6.00439882750478	0	2.00048844025395	5.00305424361532	8.00782268745052	0	3.00109916954915	13.0206736374495	1.00012209018435	1.00012209018435	2.00048844025395	7.00598826885697	1.00012209018435	1.00012209018435	1.00012209018435
Arpc2	0	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	9.00990220315199	5.00305424361532	3.00109916954915	9.00990220315199	2.00048844025395	0	1.00012209018435	7.00598826885697	9.00990220315199	2.00048844025395	3.00109916954915	5.00305424361532	5.00305424361532	2.00048844025395	0	2.00048844025395
Arpc5	0	2.00048844025395	2.00048844025395	0	0	3.00109916954915	2.00048844025395	0	3.00109916954915	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0	8.00782268745052	1.00012209018435	0	1.00012209018435
Ash1l	1.00012209018435	1.00012209018435	0	5.00305424361532	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	4.00195439749781	3.00109916954915	4.00195439749781	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435
Asns	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aspm	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aspn	3.00109916954915	0	3.00109916954915	0	0	31.1179048445245	0	0	5.00305424361532	0	1.00012209018435	4.00195439749781	0	2.00048844025395	0	0	0	0	9.00990220315199	0	0	1.00012209018435	0	1.00012209018435	0	0	12.0176125328898
Atf3	0	1.00012209018435	2.00048844025395	9.00990220315199	1.00012209018435	0	1.00012209018435	0	1.00012209018435	5.00305424361532	9.00990220315199	0	0	6.00439882750478	16.0313316193744	0	11.0147970057849	1.00012209018435	0	4.00195439749781	1.00012209018435	0	0	2.00048844025395	4.00195439749781	0	9.00990220315199
Atf4	0	7.00598826885697	2.00048844025395	3.00109916954915	2.00048844025395	2.00048844025395	0	2.00048844025395	6.00439882750478	4.00195439749781	11.0147970057849	30.1104026871881	8.00782268745052	2.00048844025395	15.0275330602518	4.00195439749781	13.0206736374495	3.00109916954915	1.00012209018435	14.0239804397716	6.00439882750478	0	11.0147970057849	18.0396670359275	7.00598826885697	4.00195439749781	0
Atf5	0	0	0	0	0	6.00439882750478	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0
Atn1	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0
Atp1b2	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	6.00439882750478
Atp2b1	0	2.00048844025395	3.00109916954915	0	0	5.00305424361532	1.00012209018435	0	2.00048844025395	0	1.00012209018435	5.00305424361532	0	3.00109916954915	4.00195439749781	3.00109916954915	8.00782268745052	0	2.00048844025395	3.00109916954915	2.00048844025395	0	0	5.00305424361532	0	1.00012209018435	2.00048844025395
Atp5a1	3.00109916954915	5.00305424361532	2.00048844025395	4.00195439749781	6.00439882750478	5.00305424361532	0	0	1.00012209018435	0	5.00305424361532	15.0275330602518	5.00305424361532	1.00012209018435	5.00305424361532	3.00109916954915	3.00109916954915	0	4.00195439749781	6.00439882750478	1.00012209018435	1.00012209018435	10.0122269359159	5.00305424361532	1.00012209018435	3.00109916954915	1.00012209018435
Atp5b	5.00305424361532	7.00598826885697	3.00109916954915	5.00305424361532	3.00109916954915	3.00109916954915	0	0	2.00048844025395	1.00012209018435	2.00048844025395	17.0353762377124	7.00598826885697	2.00048844025395	11.0147970057849	4.00195439749781	7.00598826885697	1.00012209018435	4.00195439749781	16.0313316193744	0	2.00048844025395	7.00598826885697	7.00598826885697	6.00439882750478	2.00048844025395	3.00109916954915
Atp5c1	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	0	0	0	0	3.00109916954915	1.00012209018435	5.00305424361532	3.00109916954915	3.00109916954915	2.00048844025395	3.00109916954915	0	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	0	2.00048844025395
