GENEID	X1	X2	X3	X4	X5	X6	X8	X9	X11	X15	X16	X17	X18	X19	X21	X22	X24	X26	X27	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X44	X46	X47	X48	X50	X51	X52	X53	X54	X56	X58	X60	X61	X62	X66	X70	X72	X74	X75	X78	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X95	X96
Aebp1	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	7.00598826885697	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	2.00048844025395	3.00109916954915	2.00048844025395	10.0122269359159	4.00195439749781	0	1.00012209018435	0	0	0	11.0147970057849	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	12.0176125328898	0	0	0	0	0	0	4.00195439749781	0
Agfg1	0	2.00048844025395	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0
Agrn	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	8.00782268745052	1.00012209018435	0
Ahnak	0	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	4.00195439749781	2.00048844025395	0	0	0	0	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	0	2.00048844025395	0	4.00195439749781	2.00048844025395	4.00195439749781	3.00109916954915	2.00048844025395	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	5.00305424361532	5.00305424361532	1.00012209018435	0	0	3.00109916954915	1.00012209018435	7.00598826885697	5.00305424361532	1.00012209018435
Akap12	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	9.00990220315199	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap2	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	3.00109916954915	0	0	2.00048844025395	1.00012209018435	5.00305424361532	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	5.00305424361532	2.00048844025395	0	0	2.00048844025395	0	0	3.00109916954915	0	0	5.00305424361532	0	3.00109916954915	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	8.00782268745052	7.00598826885697	0	0	4.00195439749781	1.00012209018435	3.00109916954915	13.0206736374495	2.00048844025395
Akr1a1	1.00012209018435	1.00012209018435	0	6.00439882750478	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	4.00195439749781	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	4.00195439749781	0	0	0	0	2.00048844025395	5.00305424361532	3.00109916954915	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	3.00109916954915	0	0	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	0	2.00048844025395	1.00012209018435	8.00782268745052	0
Aldh2	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	3.00109916954915	5.00305424361532	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	0	0	4.00195439749781	1.00012209018435
Aldoa	0	0	0	2.00048844025395	0	1.00012209018435	4.00195439749781	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	4.00195439749781	0	2.00048844025395	3.00109916954915	2.00048844025395	4.00195439749781	0	1.00012209018435	0	6.00439882750478	3.00109916954915	1.00012209018435	0	0	0	0	4.00195439749781	5.00305424361532	2.00048844025395	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	5.00305424361532	0	0	1.00012209018435	7.00598826885697	5.00305424361532	3.00109916954915	0
Anapc5	0	0	0	2.00048844025395	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	4.00195439749781	0	0	0
Angpt2	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	4.00195439749781	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0
Angptl4	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	8.00782268745052	0	7.00598826885697	0	3.00109916954915	0	5.00305424361532	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	7.00598826885697	0	0	0	0	0	0	13.0206736374495	0	0
Ankrd11	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	4.00195439749781	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	4.00195439749781	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	2.00048844025395	0	0	5.00305424361532	3.00109916954915	0	4.00195439749781	0
Ano1	0	0	0	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	3.00109916954915	3.00109916954915	5.00305424361532	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	3.00109916954915	0	0	0	5.00305424361532	0	1.00012209018435	3.00109916954915	0
Ano6	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	6.00439882750478	0	1.00012209018435	2.00048844025395	0	0	0	5.00305424361532	0	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	0	0
Anp32b	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	4.00195439749781	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	7.00598826885697	2.00048844025395	1.00012209018435	0
Anxa1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	9.00990220315199	0	0	5.00305424361532	0	3.00109916954915	0	0	0	0	2.00048844025395	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	2.00048844025395	1.00012209018435	5.00305424361532	0	0
