GENEID	X3	X4	X7	X12	X14	X15	X16	X17	X24	X31	X32	X36	X38	X39	X40	X43	X45	X47	X54	X56	X57	X61	X62	X63	X64	X69	X70	X71	X72	X74	X76	X77	X78	X79	X80	X85	X86	X87	X88	X92	X94	X96
Dubr	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	0	1.00012209018435
Dusp1	7.00598826885697	4.00195439749781	1.00012209018435	10.0122269359159	0	7.00598826885697	0	2.00048844025395	17.0353762377124	2.00048844025395	8.00782268745052	1.00012209018435	5.00305424361532	4.00195439749781	4.00195439749781	2.00048844025395	6.00439882750478	2.00048844025395	9.00990220315199	6.00439882750478	2.00048844025395	0	5.00305424361532	0	1.00012209018435	17.0353762377124	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	7.00598826885697	0	1.00012209018435	0	2.00048844025395	1.00012209018435	8.00782268745052	4.00195439749781	1.00012209018435	21.0540177177831
Dusp2	7.00598826885697	0	0	0	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	4.00195439749781	0	0	9.00990220315199	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0
Dync1h1	3.00109916954915	3.00109916954915	0	5.00305424361532	0	2.00048844025395	1.00012209018435	0	4.00195439749781	4.00195439749781	2.00048844025395	0	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	0	2.00048844025395	0	1.00012209018435	4.00195439749781	0	0	2.00048844025395	0	0	1.00012209018435
Dync2h1	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	6.00439882750478
Dynll1	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	5.00305424361532	2.00048844025395	2.00048844025395	1.00012209018435	5.00305424361532	5.00305424361532	0	2.00048844025395	0	1.00012209018435	0	4.00195439749781	4.00195439749781	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	0	2.00048844025395	0	0	0	0	0	5.00305424361532
Ebf1	5.00305424361532	2.00048844025395	0	10.0122269359159	10.0122269359159	4.00195439749781	2.00048844025395	0	0	4.00195439749781	2.00048844025395	0	2.00048844025395	12.0176125328898	0	4.00195439749781	8.00782268745052	1.00012209018435	11.0147970057849	3.00109916954915	3.00109916954915	0	0	0	0	3.00109916954915	0	10.0122269359159	4.00195439749781	3.00109916954915	6.00439882750478	4.00195439749781	3.00109916954915	2.00048844025395	6.00439882750478	6.00439882750478	1.00012209018435	0	5.00305424361532	0	2.00048844025395	4.00195439749781
Ebf3	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	5.00305424361532	4.00195439749781	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	4.00195439749781	0	1.00012209018435	0	0	0	0	0	0	0	5.00305424361532	0	1.00012209018435	2.00048844025395
Eci2	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	5.00305424361532	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	4.00195439749781
Eea1	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	3.00109916954915	5.00305424361532	2.00048844025395	2.00048844025395	3.00109916954915	0	1.00012209018435	2.00048844025395	0	0	0	0	0	3.00109916954915
Eef1a1	21.0540177177831	50.3076822698104	8.00782268745052	36.1591362501238	20.048987655079	19.0442041347699	22.0592944438992	24.0705883708827	50.3076822698104	39.186855988824	24.0705883708827	63.4895230811159	26.0828704059517	41.2065798956254	7.00598826885697	6.00439882750478	15.0275330602518	24.0705883708827	28.0961415204583	13.0206736374495	21.0540177177831	15.0275330602518	3.00109916954915	5.00305424361532	10.0122269359159	29.1031482864402	13.0206736374495	20.048987655079	43.22730021288	33.1336529167031	44.2380343327527	20.048987655079	74.6766188001131	20.048987655079	33.1336529167031	13.0206736374495	5.00305424361532	4.00195439749781	21.0540177177831	9.00990220315199	10.0122269359159	64.505270141498
Eef1b2	3.00109916954915	6.00439882750478	1.00012209018435	3.00109916954915	4.00195439749781	3.00109916954915	1.00012209018435	3.00109916954915	7.00598826885697	12.0176125328898	3.00109916954915	10.0122269359159	11.0147970057849	5.00305424361532	2.00048844025395	0	3.00109916954915	11.0147970057849	0	3.00109916954915	6.00439882750478	0	0	1.00012209018435	4.00195439749781	12.0176125328898	0	2.00048844025395	7.00598826885697	12.0176125328898	10.0122269359159	1.00012209018435	7.00598826885697	4.00195439749781	3.00109916954915	1.00012209018435	3.00109916954915	3.00109916954915	5.00305424361532	0	3.00109916954915	10.0122269359159
Eef1d	0	2.00048844025395	3.00109916954915	2.00048844025395	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	3.00109916954915	2.00048844025395	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	4.00195439749781	1.00012209018435	0	4.00195439749781	5.00305424361532	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	5.00305424361532
Eef1g	1.00012209018435	7.00598826885697	1.00012209018435	15.0275330602518	0	3.00109916954915	0	3.00109916954915	2.00048844025395	4.00195439749781	6.00439882750478	7.00598826885697	5.00305424361532	4.00195439749781	2.00048844025395	0	1.00012209018435	3.00109916954915	1.00012209018435	0	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	6.00439882750478	0	0	6.00439882750478	7.00598826885697	13.0206736374495	4.00195439749781	6.00439882750478	0	1.00012209018435	8.00782268745052	0	0	1.00012209018435	0	2.00048844025395	5.00305424361532
Eef2	9.00990220315199	13.0206736374495	2.00048844025395	7.00598826885697	6.00439882750478	8.00782268745052	6.00439882750478	9.00990220315199	15.0275330602518	10.0122269359159	8.00782268745052	18.0396670359275	15.0275330602518	16.0313316193744	3.00109916954915	2.00048844025395	4.00195439749781	4.00195439749781	6.00439882750478	3.00109916954915	5.00305424361532	4.00195439749781	0	0	6.00439882750478	10.0122269359159	2.00048844025395	11.0147970057849	10.0122269359159	10.0122269359159	6.00439882750478	10.0122269359159	15.0275330602518	5.00305424361532	9.00990220315199	6.00439882750478	2.00048844025395	1.00012209018435	4.00195439749781	0	3.00109916954915	16.0313316193744
Efhd2	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	6.00439882750478	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395	0
Efnb1	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	5.00305424361532	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	4.00195439749781	2.00048844025395	0	5.00305424361532	0	2.00048844025395	3.00109916954915	3.00109916954915	0	0	0	0	0	0	0	3.00109916954915	0
Egfl7	0	0	1.00012209018435	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	7.00598826885697	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
Egr1	21.0540177177831	10.0122269359159	2.00048844025395	35.1503934793561	22.0592944438992	32.1256548803621	19.0442041347699	0	7.00598826885697	42.2168154415037	44.2380343327527	2.00048844025395	38.1773673823587	37.1681275103067	24.0705883708827	5.00305424361532	16.0313316193744	36.1591362501238	17.0353762377124	10.0122269359159	0	0	7.00598826885697	7.00598826885697	0	26.0828704059517	5.00305424361532	0	41.2065798956254	1.00012209018435	9.00990220315199	2.00048844025395	28.0961415204583	0	8.00782268745052	1.00012209018435	2.00048844025395	4.00195439749781	23.0648179545339	6.00439882750478	9.00990220315199	21.0540177177831
Egr2	1.00012209018435	0	0	5.00305424361532	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	5.00305424361532	0	1.00012209018435	2.00048844025395	4.00195439749781	0	0	1.00012209018435	4.00195439749781	0	0	0	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	3.00109916954915
Egr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478
Ehd1	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	6.00439882750478	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	4.00195439749781	0	0	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	4.00195439749781
Ehd2	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	3.00109916954915	0	1.00012209018435	6.00439882750478	0	1.00012209018435	0	0	0	0
Eid1	2.00048844025395	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	5.00305424361532	3.00109916954915	0	0	0	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	2.00048844025395	0	4.00195439749781	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0
Eif1	5.00305424361532	7.00598826885697	2.00048844025395	8.00782268745052	3.00109916954915	1.00012209018435	6.00439882750478	2.00048844025395	6.00439882750478	3.00109916954915	1.00012209018435	4.00195439749781	7.00598826885697	3.00109916954915	4.00195439749781	0	1.00012209018435	0	5.00305424361532	7.00598826885697	1.00012209018435	2.00048844025395	0	2.00048844025395	4.00195439749781	2.00048844025395	0	6.00439882750478	7.00598826885697	2.00048844025395	1.00012209018435	2.00048844025395	5.00305424361532	3.00109916954915	2.00048844025395	4.00195439749781	0	4.00195439749781	5.00305424361532	0	1.00012209018435	7.00598826885697
Eif2s2	3.00109916954915	0	0	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	1.00012209018435	0	4.00195439749781	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	4.00195439749781	0	0	3.00109916954915	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	7.00598826885697
Eif3a	3.00109916954915	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	5.00305424361532	1.00012209018435	0	0	1.00012209018435	0	0	0	0	7.00598826885697	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	7.00598826885697	0	0	0	1.00012209018435	0	10.0122269359159
Eif3c	0	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	0	5.00305424361532	0	1.00012209018435	4.00195439749781	0	0	0	0	1.00012209018435	0	0	1.00012209018435	6.00439882750478
Eif3e	1.00012209018435	0	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	3.00109916954915	4.00195439749781	1.00012209018435	0	2.00048844025395	4.00195439749781	5.00305424361532	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	6.00439882750478	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395
Eif3f	4.00195439749781	6.00439882750478	3.00109916954915	3.00109916954915	4.00195439749781	1.00012209018435	4.00195439749781	3.00109916954915	6.00439882750478	5.00305424361532	4.00195439749781	1.00012209018435	2.00048844025395	6.00439882750478	0	0	0	5.00305424361532	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	5.00305424361532	0	1.00012209018435	1.00012209018435	5.00305424361532	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	4.00195439749781	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781
Eif3g	2.00048844025395	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915
Eif3k	2.00048844025395	5.00305424361532	0	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	3.00109916954915	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0
Eif4a1	3.00109916954915	2.00048844025395	2.00048844025395	4.00195439749781	0	4.00195439749781	4.00195439749781	1.00012209018435	0	1.00012209018435	0	8.00782268745052	3.00109916954915	2.00048844025395	5.00305424361532	0	0	1.00012209018435	3.00109916954915	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	6.00439882750478	0	0	4.00195439749781	5.00305424361532	0	0	0	0	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	0	12.0176125328898
Eif4b	3.00109916954915	4.00195439749781	3.00109916954915	2.00048844025395	3.00109916954915	1.00012209018435	0	0	5.00305424361532	0	2.00048844025395	2.00048844025395	0	3.00109916954915	0	0	0	4.00195439749781	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	0	2.00048844025395	2.00048844025395	4.00195439749781	0	4.00195439749781	2.00048844025395	0	4.00195439749781	2.00048844025395	1.00012209018435	0	4.00195439749781
Eif4g2	2.00048844025395	3.00109916954915	2.00048844025395	4.00195439749781	3.00109916954915	2.00048844025395	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	3.00109916954915	4.00195439749781	7.00598826885697	2.00048844025395	5.00305424361532	0	1.00012209018435	0	3.00109916954915	2.00048844025395	3.00109916954915	4.00195439749781	0	1.00012209018435	0	5.00305424361532	3.00109916954915	4.00195439749781	4.00195439749781	3.00109916954915	5.00305424361532	0	7.00598826885697	1.00012209018435	0	3.00109916954915	0	2.00048844025395	3.00109916954915	3.00109916954915	0	12.0176125328898
Eif4g3	2.00048844025395	5.00305424361532	0	8.00782268745052	0	0	0	0	3.00109916954915	3.00109916954915	1.00012209018435	1.00012209018435	6.00439882750478	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	2.00048844025395	6.00439882750478	5.00305424361532	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435
Eif4h	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	4.00195439749781	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	5.00305424361532	1.00012209018435	1.00012209018435	2.00048844025395	0	3.00109916954915	0	0	3.00109916954915	0	2.00048844025395	2.00048844025395
Eif5	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	4.00195439749781	0	0	0	1.00012209018435	5.00305424361532	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	4.00195439749781	3.00109916954915	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435
Eif5a	2.00048844025395	4.00195439749781	1.00012209018435	7.00598826885697	2.00048844025395	0	3.00109916954915	4.00195439749781	0	2.00048844025395	2.00048844025395	7.00598826885697	3.00109916954915	2.00048844025395	0	0	0	1.00012209018435	5.00305424361532	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	8.00782268745052	2.00048844025395	5.00305424361532	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	9.00990220315199
Elk3	0	0	5.00305424361532	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	2.00048844025395	1.00012209018435	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	3.00109916954915
Eln	2.00048844025395	8.00782268745052	0	12.0176125328898	4.00195439749781	1.00012209018435	2.00048844025395	4.00195439749781	3.00109916954915	1.00012209018435	1.00012209018435	9.00990220315199	4.00195439749781	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	4.00195439749781	3.00109916954915	0	8.00782268745052	2.00048844025395	7.00598826885697	4.00195439749781	0	1.00012209018435	3.00109916954915	0	0	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	6.00439882750478
Emcn	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	6.00439882750478	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eml4	0	0	0	0	1.00012209018435	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	5.00305424361532
Enpp2	17.0353762377124	29.1031482864402	0	10.0122269359159	2.00048844025395	10.0122269359159	7.00598826885697	1.00012209018435	19.0442041347699	24.0705883708827	5.00305424361532	19.0442041347699	27.0893822675098	0	31.1179048445245	2.00048844025395	37.1681275103067	7.00598826885697	7.00598826885697	1.00012209018435	3.00109916954915	2.00048844025395	0	2.00048844025395	0	14.0239804397716	0	0	55.3726019210037	19.0442041347699	66.5375202452072	27.0893822675098	7.00598826885697	1.00012209018435	5.00305424361532	2.00048844025395	2.00048844025395	3.00109916954915	26.0828704059517	5.00305424361532	0	25.0766058142306
Epas1	1.00012209018435	7.00598826885697	2.00048844025395	3.00109916954915	6.00439882750478	12.0176125328898	5.00305424361532	0	8.00782268745052	6.00439882750478	4.00195439749781	5.00305424361532	8.00782268745052	1.00012209018435	6.00439882750478	0	5.00305424361532	6.00439882750478	0	13.0206736374495	1.00012209018435	0	0	0	1.00012209018435	12.0176125328898	0	1.00012209018435	5.00305424361532	3.00109916954915	3.00109916954915	6.00439882750478	6.00439882750478	1.00012209018435	5.00305424361532	15.0275330602518	3.00109916954915	1.00012209018435	0	4.00195439749781	0	2.00048844025395
Epb41l2	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	2.00048844025395	0	0	5.00305424361532	0	1.00012209018435	0	0	0	1.00012209018435
Epc1	0	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	0	0	0	1.00012209018435	0	9.00990220315199	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0
Epdr1	0	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0
Epha3	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	2.00048844025395	0	0	0	1.00012209018435	0	0	0	13.0206736374495	1.00012209018435	2.00048844025395	14.0239804397716	0	8.00782268745052	0	0	0	0	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915
Eprs	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	6.00439882750478	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	3.00109916954915	0	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	5.00305424361532
Eps8	1.00012209018435	0	0	5.00305424361532	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0
Erdr1	0	6.00439882750478	0	6.00439882750478	0	0	12.0176125328898	1.00012209018435	2.00048844025395	1.00012209018435	0	4.00195439749781	3.00109916954915	0	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	4.00195439749781	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	6.00439882750478	2.00048844025395	15.0275330602518	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	0	10.0122269359159
Ergic3	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	2.00048844025395	6.00439882750478	0	0	0	0	0	0	0	0	2.00048844025395
Erh	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	3.00109916954915	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	6.00439882750478	0	4.00195439749781	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915
Errfi1	1.00012209018435	4.00195439749781	0	16.0313316193744	2.00048844025395	6.00439882750478	2.00048844025395	1.00012209018435	0	2.00048844025395	7.00598826885697	0	5.00305424361532	2.00048844025395	6.00439882750478	1.00012209018435	5.00305424361532	3.00109916954915	1.00012209018435	0	0	0	3.00109916954915	0	0	0	1.00012209018435	0	11.0147970057849	0	6.00439882750478	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	3.00109916954915	0	0	11.0147970057849
Esm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0
Etfa	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	5.00305424361532	0	0	0	0	0	2.00048844025395	0	0	0
Ets1	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	2.00048844025395	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915	0	5.00305424361532	0	1.00012209018435	0	2.00048844025395	0	5.00305424361532	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0
Ets2	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0
Ewsr1	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	5.00305424361532
Exosc2	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0
F11r	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	7.00598826885697	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	4.00195439749781	0	3.00109916954915	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	0	5.00305424361532	0	0	0	0	1.00012209018435	1.00012209018435	0
F2r	0	0	3.00109916954915	1.00012209018435	0	0	0	4.00195439749781	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	8.00782268745052	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0
F830016B08Rik	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	0	0	4.00195439749781	1.00012209018435	1.00012209018435	2.00048844025395	0	5.00305424361532	1.00012209018435	2.00048844025395	0	0	3.00109916954915	0	3.00109916954915	4.00195439749781	3.00109916954915	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	5.00305424361532	1.00012209018435	0	1.00012209018435
