GENEID	X3	X4	X7	X12	X14	X15	X16	X17	X24	X31	X32	X36	X38	X39	X40	X43	X45	X47	X54	X56	X57	X61	X62	X63	X64	X69	X70	X71	X72	X74	X76	X77	X78	X79	X80	X85	X86	X87	X88	X92	X94	X96
Acot7	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acta2	2.00048844025395	3.00109916954915	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	0	2.00048844025395	12.0176125328898	1.00012209018435	0	2.00048844025395	18.0396670359275	8.00782268745052	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	12.0176125328898	5.00305424361532	1.00012209018435	6.00439882750478	6.00439882750478	0	4.00195439749781	21.0540177177831	0	1.00012209018435	4.00195439749781	3.00109916954915	6.00439882750478	9.00990220315199
Actb	33.1336529167031	17.0353762377124	13.0206736374495	42.2168154415037	14.0239804397716	10.0122269359159	16.0313316193744	24.0705883708827	18.0396670359275	30.1104026871881	23.0648179545339	82.8319226390948	48.283466760365	62.4740278484444	23.0648179545339	4.00195439749781	15.0275330602518	9.00990220315199	16.0313316193744	13.0206736374495	38.1773673823587	14.0239804397716	5.00305424361532	9.00990220315199	29.1031482864402	47.2717340146999	4.00195439749781	55.3726019210037	53.3458824338344	22.0592944438992	28.0961415204583	29.1031482864402	47.2717340146999	6.00439882750478	15.0275330602518	31.1179048445245	2.00048844025395	2.00048844025395	29.1031482864402	4.00195439749781	15.0275330602518	72.6403274332921
Actg1	7.00598826885697	6.00439882750478	4.00195439749781	9.00990220315199	3.00109916954915	1.00012209018435	3.00109916954915	17.0353762377124	4.00195439749781	9.00990220315199	8.00782268745052	11.0147970057849	9.00990220315199	16.0313316193744	3.00109916954915	2.00048844025395	2.00048844025395	6.00439882750478	3.00109916954915	6.00439882750478	29.1031482864402	1.00012209018435	0	6.00439882750478	4.00195439749781	13.0206736374495	2.00048844025395	9.00990220315199	3.00109916954915	8.00782268745052	8.00782268745052	1.00012209018435	14.0239804397716	3.00109916954915	1.00012209018435	2.00048844025395	0	0	3.00109916954915	3.00109916954915	6.00439882750478	20.048987655079
Actn1	2.00048844025395	1.00012209018435	0	4.00195439749781	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	4.00195439749781	0	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	1.00012209018435	0	0	2.00048844025395	2.00048844025395	3.00109916954915	4.00195439749781	0	4.00195439749781	6.00439882750478	0	0	2.00048844025395	0	0	12.0176125328898
Actn4	4.00195439749781	4.00195439749781	3.00109916954915	2.00048844025395	3.00109916954915	0	0	1.00012209018435	3.00109916954915	0	3.00109916954915	1.00012209018435	2.00048844025395	7.00598826885697	0	1.00012209018435	2.00048844025395	0	3.00109916954915	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	0	0	0	4.00195439749781	5.00305424361532	0	4.00195439749781	10.0122269359159	0	3.00109916954915	6.00439882750478	0	0	1.00012209018435	0	0	4.00195439749781
Actr3	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	7.00598826885697
Adam10	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	5.00305424361532
Adam12	4.00195439749781	7.00598826885697	0	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	3.00109916954915	3.00109916954915	4.00195439749781	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	6.00439882750478	0	0	3.00109916954915	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0
Adam15	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435
Adamts1	14.0239804397716	0	0	7.00598826885697	7.00598826885697	0	2.00048844025395	0	0	7.00598826885697	12.0176125328898	0	4.00195439749781	1.00012209018435	4.00195439749781	1.00012209018435	8.00782268745052	6.00439882750478	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	4.00195439749781	3.00109916954915	14.0239804397716
Adamts2	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	4.00195439749781	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	8.00782268745052	0	0	0
Adamts5	1.00012209018435	0	0	0	2.00048844025395	0	0	0	8.00782268745052	5.00305424361532	4.00195439749781	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	9.00990220315199	0	0	1.00012209018435	0	0	0	1.00012209018435
Add1	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	3.00109916954915
Adgrl1	0	2.00048844025395	0	5.00305424361532	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435
Adh1	0	6.00439882750478	0	2.00048844025395	7.00598826885697	0	3.00109916954915	0	9.00990220315199	2.00048844025395	4.00195439749781	0	3.00109916954915	0	1.00012209018435	1.00012209018435	2.00048844025395	5.00305424361532	1.00012209018435	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	3.00109916954915	0	2.00048844025395	4.00195439749781	0	1.00012209018435	0	2.00048844025395	1.00012209018435	8.00782268745052	0	0	1.00012209018435	4.00195439749781
Adra2a	3.00109916954915	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	5.00305424361532	0	0	4.00195439749781	2.00048844025395	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	4.00195439749781	4.00195439749781	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0
Aebp1	1.00012209018435	0	0	3.00109916954915	2.00048844025395	0	0	0	2.00048844025395	2.00048844025395	0	0	3.00109916954915	0	3.00109916954915	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	5.00305424361532	0	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	4.00195439749781	0	3.00109916954915	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435
Afap1l1	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aff1	0	0	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	5.00305424361532
Agps	0	0	0	0	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0
Agtr2	1.00012209018435	1.00012209018435	0	4.00195439749781	13.0206736374495	0	0	0	0	1.00012209018435	14.0239804397716	0	0	0	0	0	8.00782268745052	0	7.00598826885697	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	4.00195439749781	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	3.00109916954915	2.00048844025395
Ahnak	2.00048844025395	4.00195439749781	1.00012209018435	3.00109916954915	4.00195439749781	5.00305424361532	1.00012209018435	3.00109916954915	9.00990220315199	7.00598826885697	7.00598826885697	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	0	1.00012209018435	5.00305424361532	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	5.00305424361532	0	0	7.00598826885697	5.00305424361532	1.00012209018435	2.00048844025395	12.0176125328898	0	5.00305424361532	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	12.0176125328898
Akap2	1.00012209018435	0	0	5.00305424361532	0	0	4.00195439749781	0	2.00048844025395	6.00439882750478	0	0	15.0275330602518	1.00012209018435	4.00195439749781	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	35.1503934793561
Akr1a1	6.00439882750478	3.00109916954915	1.00012209018435	7.00598826885697	2.00048844025395	0	0	5.00305424361532	1.00012209018435	0	1.00012209018435	2.00048844025395	5.00305424361532	3.00109916954915	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	3.00109916954915	0	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395
Aldh2	1.00012209018435	1.00012209018435	0	7.00598826885697	0	4.00195439749781	2.00048844025395	1.00012209018435	0	0	5.00305424361532	4.00195439749781	7.00598826885697	0	7.00598826885697	0	7.00598826885697	0	2.00048844025395	0	0	0	0	0	0	3.00109916954915	0	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	4.00195439749781	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	9.00990220315199
Aldoa	0	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	0	0	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	0	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	0	9.00990220315199	0	1.00012209018435	0	0	0	6.00439882750478
Alkbh8	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	5.00305424361532
Amotl2	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	6.00439882750478	0	0	0	0	0	0	2.00048844025395	0	4.00195439749781	0	0	2.00048844025395	2.00048844025395	3.00109916954915	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0	0	0	0	0	15.0275330602518
Anapc2	0	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	5.00305424361532	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915
Anapc4	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	5.00305424361532	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395
Anapc5	0	1.00012209018435	0	5.00305424361532	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	3.00109916954915	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	5.00305424361532	3.00109916954915	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435
Angptl4	0	9.00990220315199	0	0	15.0275330602518	0	0	2.00048844025395	2.00048844025395	2.00048844025395	4.00195439749781	0	3.00109916954915	4.00195439749781	0	0	3.00109916954915	0	4.00195439749781	0	0	0	1.00012209018435	0	0	0	0	0	5.00305424361532	3.00109916954915	2.00048844025395	3.00109916954915	2.00048844025395	0	0	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	0	2.00048844025395	2.00048844025395
Ank	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	5.00305424361532
Ankrd11	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	6.00439882750478	0	0	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	5.00305424361532	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	5.00305424361532
Ankrd12	0	0	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	0	0	7.00598826885697	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	4.00195439749781	0	0	0	2.00048844025395	0	0	4.00195439749781
Ano1	0	1.00012209018435	0	12.0176125328898	2.00048844025395	1.00012209018435	1.00012209018435	0	0	4.00195439749781	3.00109916954915	0	0	4.00195439749781	4.00195439749781	2.00048844025395	4.00195439749781	3.00109916954915	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	4.00195439749781	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0
Anp32b	0	0	1.00012209018435	0	0	0	0	4.00195439749781	0	1.00012209018435	0	3.00109916954915	0	3.00109916954915	0	0	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	3.00109916954915	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	5.00305424361532
Antxr1	0	2.00048844025395	0	3.00109916954915	0	0	0	0	8.00782268745052	3.00109916954915	2.00048844025395	3.00109916954915	5.00305424361532	4.00195439749781	2.00048844025395	0	2.00048844025395	4.00195439749781	1.00012209018435	0	1.00012209018435	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	3.00109916954915	0	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	4.00195439749781
Anxa1	4.00195439749781	3.00109916954915	0	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	9.00990220315199	0	1.00012209018435	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	0	1.00012209018435	0	0	0
Anxa5	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	6.00439882750478	0	2.00048844025395	0	0	0	0	0	4.00195439749781	4.00195439749781	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	4.00195439749781	0	1.00012209018435	5.00305424361532	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395
Aoc3	1.00012209018435	2.00048844025395	0	4.00195439749781	1.00012209018435	2.00048844025395	0	0	7.00598826885697	6.00439882750478	1.00012209018435	0	0	9.00990220315199	2.00048844025395	0	2.00048844025395	4.00195439749781	7.00598826885697	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	3.00109916954915	0	4.00195439749781	5.00305424361532	0	0	5.00305424361532	18.0396670359275	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0
Ap2m1	3.00109916954915	2.00048844025395	2.00048844025395	3.00109916954915	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	5.00305424361532	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	4.00195439749781
Apbb1ip	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0
Aplnr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aplp2	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	0	1.00012209018435	4.00195439749781	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	5.00305424361532	2.00048844025395	0	0	4.00195439749781	0	2.00048844025395	0	0	0	0	5.00305424361532	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435
Apoe	31.1179048445245	32.1256548803621	7.00598826885697	147.628754157375	105.343095963603	171.542516715468	41.2065798956254	7.00598826885697	49.2954494708865	50.3076822698104	93.0489396602164	21.0540177177831	43.22730021288	18.0396670359275	86.9156717311133	16.0313316193744	45.2490179242113	87.9372454987234	99.1914051952572	10.0122269359159	5.00305424361532	4.00195439749781	7.00598826885697	3.00109916954915	0	57.4003247346927	27.0893822675098	1.00012209018435	74.6766188001131	71.6225612459211	74.6766188001131	31.1179048445245	94.0720444488503	15.0275330602518	24.0705883708827	6.00439882750478	17.0353762377124	13.0206736374495	47.2717340146999	23.0648179545339	9.00990220315199	19.0442041347699
Apold1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00990220315199	11.0147970057849	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
App	5.00305424361532	11.0147970057849	3.00109916954915	11.0147970057849	11.0147970057849	3.00109916954915	5.00305424361532	11.0147970057849	4.00195439749781	14.0239804397716	4.00195439749781	14.0239804397716	11.0147970057849	5.00305424361532	6.00439882750478	1.00012209018435	4.00195439749781	5.00305424361532	5.00305424361532	6.00439882750478	4.00195439749781	0	0	0	1.00012209018435	4.00195439749781	0	0	14.0239804397716	8.00782268745052	11.0147970057849	5.00305424361532	11.0147970057849	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	6.00439882750478	0	0	14.0239804397716
