GENEID	X97	X100	X102	X103	X104	X106	X107	X109	X110	X113	X115	X116	X117	X118	X120	X122	X123	X124	X125	X126	X127	X128	X129	X131	X132	X133	X134	X137	X139	X141	X142	X143	X148	X149	X150	X156	X160	X162	X164	X167	X168	X169	X172	X173	X174	X176	X179	X180	X181	X182	X183	X184	X186	X192
Akr1a1	0	3.00109916954915	2.00048844025395	0	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	4.00195439749781	0	0	0	0	1.00012209018435	0	0	7.00598826885697	1.00012209018435	2.00048844025395	0	1.00012209018435	0	4.00195439749781	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915
Aldh2	0	2.00048844025395	0	0	2.00048844025395	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	5.00305424361532	5.00305424361532	0	1.00012209018435	1.00012209018435	0	1.00012209018435	6.00439882750478	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	6.00439882750478	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	6.00439882750478
Aldoa	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	4.00195439749781	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	9.00990220315199	0	3.00109916954915	0	1.00012209018435	0	0	0	0	2.00048844025395	0	3.00109916954915	0	0	0	0	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0
Amotl2	0	0	0	0	1.00012209018435	0	0	2.00048844025395	6.00439882750478	1.00012209018435	3.00109916954915	0	0	6.00439882750478	0	0	0	0	2.00048844025395	0	0	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435
Angptl4	0	0	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	6.00439882750478	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915	3.00109916954915	2.00048844025395	0	0	0	0	0	0	3.00109916954915
Ankrd13c	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435
Ankrd17	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	4.00195439749781	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	5.00305424361532	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435
Ano1	0	5.00305424361532	0	1.00012209018435	2.00048844025395	0	0	0	0	0	9.00990220315199	0	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	0	3.00109916954915	4.00195439749781	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0
Ano6	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	4.00195439749781	0	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	2.00048844025395
Anxa1	0	13.0206736374495	0	4.00195439749781	0	1.00012209018435	0	4.00195439749781	8.00782268745052	0	9.00990220315199	2.00048844025395	2.00048844025395	0	0	3.00109916954915	0	0	4.00195439749781	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	2.00048844025395	7.00598826885697	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	7.00598826885697
Anxa3	0	3.00109916954915	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	3.00109916954915	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	8.00782268745052
Anxa5	0	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	0	5.00305424361532	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	7.00598826885697	4.00195439749781	0	2.00048844025395	2.00048844025395	0	8.00782268745052	1.00012209018435	4.00195439749781	0	7.00598826885697	0	5.00305424361532	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	4.00195439749781	0	0	0	5.00305424361532	2.00048844025395	2.00048844025395	4.00195439749781	1.00012209018435	5.00305424361532	0	1.00012209018435	0	3.00109916954915	0	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435
Aoc3	0	5.00305424361532	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	2.00048844025395	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	0	0	0	2.00048844025395	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	3.00109916954915	3.00109916954915	0
Apc	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0
Apln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apoe	1.00012209018435	2.00048844025395	5.00305424361532	1.00012209018435	134.173783119729	1.00012209018435	1.00012209018435	188.260907272748	3.00109916954915	2.00048844025395	40.1965934523377	32.1256548803621	112.531765227636	213.467140665401	10.0122269359159	88.9590741182177	34.1418990756402	0	92.0260903603573	116.645247873133	73.6583465760993	2.00048844025395	62.4740278484444	0	52.332898627509	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	7.00598826885697	3.00109916954915	3.00109916954915	2.00048844025395	1.00012209018435	5.00305424361532	1.00012209018435	3.00109916954915	99.1914051952572	12.0176125328898	2.00048844025395	44.2380343327527	1.00012209018435	6.00439882750478	0	35.1503934793561	3.00109916954915	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435
