GENEID	X98	X99	X100	X104	X105	X107	X112	X113	X114	X116	X118	X121	X123	X129	X131	X135	X136	X137	X138	X139	X140	X141	X146	X151	X152	X153	X154	X158	X159	X160	X161	X162	X163	X168	X169	X170	X174	X175	X181	X184	X185	X186	X187	X189	X192
Acta2	0	0	0	9.00990220315199	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	4.00195439749781	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435
Actb	0	2.00048844025395	62.4740278484444	18.0396670359275	20.048987655079	33.1336529167031	7.00598826885697	19.0442041347699	35.1503934793561	3.00109916954915	4.00195439749781	15.0275330602518	6.00439882750478	50.3076822698104	12.0176125328898	9.00990220315199	1.00012209018435	4.00195439749781	27.0893822675098	2.00048844025395	29.1031482864402	12.0176125328898	4.00195439749781	21.0540177177831	15.0275330602518	10.0122269359159	11.0147970057849	17.0353762377124	0	84.8732882432719	47.2717340146999	5.00305424361532	28.0961415204583	42.2168154415037	4.00195439749781	21.0540177177831	8.00782268745052	36.1591362501238	10.0122269359159	31.1179048445245	16.0313316193744	16.0313316193744	9.00990220315199	16.0313316193744	10.0122269359159
Actg1	0	1.00012209018435	9.00990220315199	5.00305424361532	7.00598826885697	2.00048844025395	41.2065798956254	21.0540177177831	11.0147970057849	4.00195439749781	2.00048844025395	4.00195439749781	2.00048844025395	41.2065798956254	2.00048844025395	12.0176125328898	0	1.00012209018435	16.0313316193744	0	11.0147970057849	1.00012209018435	0	1.00012209018435	4.00195439749781	12.0176125328898	2.00048844025395	4.00195439749781	0	53.3458824338344	8.00782268745052	4.00195439749781	2.00048844025395	17.0353762377124	2.00048844025395	2.00048844025395	2.00048844025395	3.00109916954915	4.00195439749781	4.00195439749781	3.00109916954915	3.00109916954915	2.00048844025395	14.0239804397716	1.00012209018435
Actn1	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	2.00048844025395	0	5.00305424361532	0	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435
Actn4	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	4.00195439749781	6.00439882750478	1.00012209018435	0	0	5.00305424361532	0	1.00012209018435	2.00048844025395	0	4.00195439749781	0	0	0	3.00109916954915	0	7.00598826885697	1.00012209018435	0	0	10.0122269359159	0	2.00048844025395	0	2.00048844025395	0	4.00195439749781	0	0	2.00048844025395	2.00048844025395	2.00048844025395
Actr10	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395
Adam10	0	0	0	0	0	0	0	1.00012209018435	5.00305424361532	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	6.00439882750478	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435
Adam15	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	6.00439882750478	0	0	0	5.00305424361532	0	0	0	0	0	2.00048844025395	0	0	0	0	0
Adamts1	1.00012209018435	1.00012209018435	8.00782268745052	0	8.00782268745052	1.00012209018435	0	4.00195439749781	2.00048844025395	1.00012209018435	7.00598826885697	7.00598826885697	0	19.0442041347699	0	7.00598826885697	1.00012209018435	0	10.0122269359159	2.00048844025395	0	0	0	1.00012209018435	0	7.00598826885697	3.00109916954915	0	0	43.22730021288	0	3.00109916954915	0	6.00439882750478	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	15.0275330602518	2.00048844025395
Adamts4	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrf5	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	11.0147970057849	0	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	7.00598826885697	0	2.00048844025395	0	0	0	0	3.00109916954915	0	6.00439882750478	0	1.00012209018435	0	0	0	3.00109916954915	0	4.00195439749781	0	1.00012209018435	0	0	1.00012209018435	0	0	3.00109916954915	0
Adgrl4	0	0	0	0	0	0	0	1.00012209018435	12.0176125328898	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915	0	0	2.00048844025395	3.00109916954915	2.00048844025395	0	0	0	6.00439882750478	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0
Adh1	0	0	0	0	6.00439882750478	0	1.00012209018435	1.00012209018435	0	3.00109916954915	2.00048844025395	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	6.00439882750478	0	1.00012209018435
Adm	0	0	0	0	0	0	0	4.00195439749781	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	7.00598826885697	0
Aebp1	0	0	0	0	9.00990220315199	0	1.00012209018435	0	0	6.00439882750478	1.00012209018435	9.00990220315199	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	5.00305424361532
Aes	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	1.00012209018435	2.00048844025395	6.00439882750478	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0
Aff4	0	0	5.00305424361532	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915
Agfg1	0	0	6.00439882750478	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	9.00990220315199	0	0	0
Ago2	0	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	0
Agrn	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	6.00439882750478	0	0	0	0	2.00048844025395	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	0	0	0
Ahnak	0	0	0	0	3.00109916954915	0	0	0	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	3.00109916954915	3.00109916954915	0	3.00109916954915	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	6.00439882750478
Ahsa1	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	5.00305424361532	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0
Akap2	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	5.00305424361532	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0
Akr1a1	0	0	4.00195439749781	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0	5.00305424361532	0	2.00048844025395	0	0	0	1.00012209018435	0	4.00195439749781	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395
Aldh2	0	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	0	0	5.00305424361532	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	2.00048844025395
Aldh4a1	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldoa	0	1.00012209018435	7.00598826885697	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	0	4.00195439749781	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	4.00195439749781	0	2.00048844025395	1.00012209018435	4.00195439749781	0	6.00439882750478	0	0	2.00048844025395	0	1.00012209018435	4.00195439749781	1.00012209018435	0	2.00048844025395	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0
Angptl4	0	0	1.00012209018435	0	7.00598826885697	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	4.00195439749781	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	7.00598826885697	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	1.00012209018435
Ankrd17	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435
Ano6	0	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	5.00305424361532	0	0	0	1.00012209018435	0	4.00195439749781	2.00048844025395	0	0	2.00048844025395	2.00048844025395
Anxa1	0	0	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	11.0147970057849	0	0	5.00305424361532	1.00012209018435	0	0	0	4.00195439749781	0	0	1.00012209018435	0	0	4.00195439749781	2.00048844025395
Anxa2	0	0	1.00012209018435	0	0	3.00109916954915	0	0	11.0147970057849	2.00048844025395	0	0	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	6.00439882750478	0	0	0	0	0	0	1.00012209018435	2.00048844025395	6.00439882750478	0	3.00109916954915	0	0	1.00012209018435	2.00048844025395	0	5.00305424361532	0	0	0	0	0	0	0	3.00109916954915	0
Anxa5	0	1.00012209018435	5.00305424361532	1.00012209018435	3.00109916954915	0	0	5.00305424361532	8.00782268745052	1.00012209018435	1.00012209018435	2.00048844025395	0	3.00109916954915	2.00048844025395	0	0	0	3.00109916954915	0	0	3.00109916954915	0	3.00109916954915	0	0	4.00195439749781	6.00439882750478	0	0	0	0	1.00012209018435	5.00305424361532	0	5.00305424361532	1.00012209018435	7.00598826885697	0	2.00048844025395	6.00439882750478	3.00109916954915	0	1.00012209018435	3.00109916954915
Anxa7	0	0	6.00439882750478	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0
Aoc3	0	1.00012209018435	0	0	0	7.00598826885697	0	0	0	2.00048844025395	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	0	4.00195439749781
Aplp2	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	11.0147970057849	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	0	0	6.00439882750478	0	1.00012209018435	0	0	6.00439882750478	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	5.00305424361532	0	9.00990220315199	0	0	0	3.00109916954915	2.00048844025395	2.00048844025395	0	1.00012209018435	0
Apoe	0	2.00048844025395	1.00012209018435	39.186855988824	149.702678252316	0	1.00012209018435	2.00048844025395	1.00012209018435	31.1179048445245	9.00990220315199	172.585419330904	5.00305424361532	1.00012209018435	3.00109916954915	0	13.0206736374495	1.00012209018435	0	0	0	29.1031482864402	2.00048844025395	1.00012209018435	4.00195439749781	0	8.00782268745052	3.00109916954915	0	9.00990220315199	4.00195439749781	36.1591362501238	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	32.1256548803621	4.00195439749781	1.00012209018435	1.00012209018435	3.00109916954915	6.00439882750478	49.2954494708865	6.00439882750478	89.9811577167838
Apold1	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	31.1179048445245	12.0176125328898	5.00305424361532	0	1.00012209018435	0	33.1336529167031	1.00012209018435	19.0442041347699	0	2.00048844025395	16.0313316193744	0	8.00782268745052	0	1.00012209018435	1.00012209018435	2.00048844025395	8.00782268745052	0	3.00109916954915	0	47.2717340146999	1.00012209018435	0	6.00439882750478	6.00439882750478	1.00012209018435	9.00990220315199	1.00012209018435	13.0206736374495	0	0	1.00012209018435	2.00048844025395	1.00012209018435	8.00782268745052	0
App	0	1.00012209018435	5.00305424361532	1.00012209018435	3.00109916954915	5.00305424361532	0	3.00109916954915	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	4.00195439749781	11.0147970057849	2.00048844025395	1.00012209018435	0	0	3.00109916954915	1.00012209018435	11.0147970057849	4.00195439749781	0	1.00012209018435	1.00012209018435	2.00048844025395	7.00598826885697	13.0206736374495	0	3.00109916954915	0	2.00048844025395	4.00195439749781	7.00598826885697	0	10.0122269359159	0	3.00109916954915	1.00012209018435	8.00782268745052	0	2.00048844025395	3.00109916954915	2.00048844025395	7.00598826885697
Aqp1	0	0	0	3.00109916954915	0	0	1.00012209018435	0	11.0147970057849	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	42.2168154415037	0	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	23.0648179545339	0
Arap3	0	0	7.00598826885697	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0
Arcn1	0	1.00012209018435	6.00439882750478	0	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	5.00305424361532	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	3.00109916954915	0	2.00048844025395	1.00012209018435	0	5.00305424361532	0	1.00012209018435
Arf4	0	0	2.00048844025395	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	7.00598826885697	4.00195439749781	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435
Arhgap29	0	0	7.00598826885697	1.00012209018435	1.00012209018435	1.00012209018435	0	4.00195439749781	3.00109916954915	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	4.00195439749781	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	1.00012209018435	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0
Arhgdia	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	0	5.00305424361532	0	0	0	0	0	3.00109916954915	0	3.00109916954915	0	3.00109916954915	0	2.00048844025395	1.00012209018435	0	0
Arhgef12	0	1.00012209018435	4.00195439749781	0	0	0	0	2.00048844025395	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	4.00195439749781	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	0	0	3.00109916954915	0	2.00048844025395	0	0	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435
Arid5a	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	8.00782268745052	0	0	3.00109916954915	0	2.00048844025395	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	4.00195439749781	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0
Arl1	0	0	8.00782268745052	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	0	3.00109916954915	4.00195439749781	0	0
Arl4a	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0
Arl5b	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0
Arl6ip1	0	0	3.00109916954915	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	4.00195439749781	1.00012209018435	4.00195439749781	0	0	8.00782268745052	0	1.00012209018435	1.00012209018435	4.00195439749781	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435
Armcx3	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0
