GENEID	X99	X101	X103	X104	X108	X109	X110	X112	X117	X119	X120	X122	X126	X127	X128	X139	X141	X143	X152	X155	X159	X160	X164	X168	X172	X175	X176	X183	X192
Aoc3	0	3.00109916954915	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	5.00305424361532	2.00048844025395	5.00305424361532	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	8.00782268745052	2.00048844025395	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435
Apoe	39.186855988824	69.5877872348756	17.0353762377124	32.1256548803621	26.0828704059517	59.4290518687863	52.332898627509	42.2168154415037	39.186855988824	43.22730021288	94.0720444488503	6.00439882750478	20.048987655079	33.1336529167031	23.0648179545339	110.476572008402	23.0648179545339	23.0648179545339	10.0122269359159	23.0648179545339	10.0122269359159	87.9372454987234	7.00598826885697	32.1256548803621	18.0396670359275	6.00439882750478	7.00598826885697	29.1031482864402	37.1681275103067
Apold1	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	9.00990220315199	0	2.00048844025395	0	0	0	0	0	0	0	0
App	2.00048844025395	9.00990220315199	0	6.00439882750478	4.00195439749781	1.00012209018435	5.00305424361532	8.00782268745052	4.00195439749781	12.0176125328898	4.00195439749781	2.00048844025395	3.00109916954915	2.00048844025395	4.00195439749781	4.00195439749781	3.00109916954915	1.00012209018435	2.00048844025395	3.00109916954915	4.00195439749781	6.00439882750478	3.00109916954915	6.00439882750478	3.00109916954915	4.00195439749781	0	4.00195439749781	1.00012209018435
Arid5a	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435
Arpc1b	2.00048844025395	1.00012209018435	4.00195439749781	2.00048844025395	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435	4.00195439749781	2.00048844025395	0	0	5.00305424361532	0
Arpc2	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	1.00012209018435	5.00305424361532	0	0	0	2.00048844025395	0	0	0	2.00048844025395	3.00109916954915	3.00109916954915	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	7.00598826885697	3.00109916954915	3.00109916954915
Atf3	6.00439882750478	2.00048844025395	0	0	0	3.00109916954915	0	0	1.00012209018435	0	5.00305424361532	0	1.00012209018435	4.00195439749781	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	11.0147970057849	0	0	0	0	1.00012209018435	0	8.00782268745052
Atf4	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	4.00195439749781	0	1.00012209018435	3.00109916954915	5.00305424361532	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435
Atp1a2	1.00012209018435	3.00109916954915	0	4.00195439749781	4.00195439749781	2.00048844025395	5.00305424361532	3.00109916954915	5.00305424361532	4.00195439749781	1.00012209018435	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	4.00195439749781	3.00109916954915	0	0	2.00048844025395	6.00439882750478
Atp5a1	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	9.00990220315199	3.00109916954915	2.00048844025395	1.00012209018435	0	2.00048844025395
Atp5b	3.00109916954915	0	1.00012209018435	3.00109916954915	2.00048844025395	0	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	4.00195439749781	0	3.00109916954915	0	5.00305424361532	3.00109916954915	0	4.00195439749781	2.00048844025395	3.00109916954915	0	2.00048844025395	3.00109916954915	3.00109916954915	1.00012209018435
Atp6v1a	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	5.00305424361532	0	0	0	0	0
Atrnl1	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0
Atxn7l3b	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	4.00195439749781	3.00109916954915	3.00109916954915	2.00048844025395	3.00109916954915	5.00305424361532	0	1.00012209018435	1.00012209018435	4.00195439749781	3.00109916954915	2.00048844025395	2.00048844025395	0	0	0	4.00195439749781	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	1.00012209018435
B2m	30.1104026871881	13.0206736374495	3.00109916954915	6.00439882750478	2.00048844025395	9.00990220315199	12.0176125328898	15.0275330602518	26.0828704059517	6.00439882750478	11.0147970057849	0	11.0147970057849	7.00598826885697	4.00195439749781	17.0353762377124	7.00598826885697	20.048987655079	4.00195439749781	4.00195439749781	5.00305424361532	6.00439882750478	2.00048844025395	10.0122269359159	5.00305424361532	14.0239804397716	8.00782268745052	2.00048844025395	1.00012209018435
BC051077	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	1.00012209018435	4.00195439749781	0	2.00048844025395	0	5.00305424361532	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	2.00048844025395	1.00012209018435	5.00305424361532	3.00109916954915	0	0	0	1.00012209018435	0	3.00109916954915
Bag3	4.00195439749781	0	0	3.00109916954915	0	3.00109916954915	0	0	7.00598826885697	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395
Bcl2l11	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0
Bgn	12.0176125328898	5.00305424361532	0	3.00109916954915	9.00990220315199	9.00990220315199	3.00109916954915	10.0122269359159	2.00048844025395	10.0122269359159	6.00439882750478	5.00305424361532	9.00990220315199	4.00195439749781	10.0122269359159	3.00109916954915	6.00439882750478	4.00195439749781	0	0	4.00195439749781	10.0122269359159	4.00195439749781	4.00195439749781	4.00195439749781	1.00012209018435	2.00048844025395	3.00109916954915	0
Bicc1	1.00012209018435	1.00012209018435	0	5.00305424361532	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	0
Birc2	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	0	3.00109916954915	0	6.00439882750478	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0
Birc3	0	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	4.00195439749781	3.00109916954915	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915
Bnip3l	4.00195439749781	2.00048844025395	0	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	5.00305424361532	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0
Btg1	3.00109916954915	0	6.00439882750478	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	5.00305424361532	0	1.00012209018435	0	0	6.00439882750478	0	0
Btg2	3.00109916954915	3.00109916954915	0	4.00195439749781	0	5.00305424361532	0	1.00012209018435	3.00109916954915	0	9.00990220315199	1.00012209018435	3.00109916954915	9.00990220315199	1.00012209018435	5.00305424361532	2.00048844025395	16.0313316193744	1.00012209018435	0	3.00109916954915	13.0206736374495	1.00012209018435	5.00305424361532	1.00012209018435	3.00109916954915	2.00048844025395	0	2.00048844025395
C1ra	10.0122269359159	3.00109916954915	0	1.00012209018435	0	8.00782268745052	3.00109916954915	2.00048844025395	4.00195439749781	6.00439882750478	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	2.00048844025395	4.00195439749781	2.00048844025395	5.00305424361532	1.00012209018435	4.00195439749781	0	5.00305424361532	0	8.00782268745052	2.00048844025395	0	0	3.00109916954915	2.00048844025395
C1s1	8.00782268745052	8.00782268745052	0	5.00305424361532	1.00012209018435	3.00109916954915	7.00598826885697	2.00048844025395	8.00782268745052	6.00439882750478	2.00048844025395	1.00012209018435	0	1.00012209018435	8.00782268745052	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	0	10.0122269359159	0	8.00782268745052	1.00012209018435	4.00195439749781	0	3.00109916954915	1.00012209018435
C3	29.1031482864402	34.1418990756402	0	28.0961415204583	14.0239804397716	26.0828704059517	24.0705883708827	36.1591362501238	15.0275330602518	27.0893822675098	23.0648179545339	0	11.0147970057849	13.0206736374495	29.1031482864402	31.1179048445245	12.0176125328898	5.00305424361532	0	19.0442041347699	10.0122269359159	51.3201652807748	13.0206736374495	37.1681275103067	15.0275330602518	3.00109916954915	3.00109916954915	22.0592944438992	19.0442041347699
C4a	0	10.0122269359159	0	6.00439882750478	5.00305424361532	1.00012209018435	0	1.00012209018435	4.00195439749781	1.00012209018435	4.00195439749781	0	4.00195439749781	0	5.00305424361532	4.00195439749781	1.00012209018435	0	0	3.00109916954915	1.00012209018435	17.0353762377124	2.00048844025395	6.00439882750478	2.00048844025395	0	0	4.00195439749781	3.00109916954915
Cald1	1.00012209018435	0	0	3.00109916954915	2.00048844025395	1.00012209018435	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	4.00195439749781	0	1.00012209018435	0	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435
Calm1	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	0	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	0	1.00012209018435	3.00109916954915	5.00305424361532	1.00012209018435	0	0
Calr	8.00782268745052	0	0	2.00048844025395	3.00109916954915	4.00195439749781	7.00598826885697	4.00195439749781	6.00439882750478	4.00195439749781	2.00048844025395	0	1.00012209018435	1.00012209018435	4.00195439749781	3.00109916954915	0	2.00048844025395	4.00195439749781	0	1.00012209018435	1.00012209018435	0	6.00439882750478	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435
Calu	2.00048844025395	9.00990220315199	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	0	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435
Cbx6	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	6.00439882750478	3.00109916954915	1.00012209018435	2.00048844025395	0	1.00012209018435	5.00305424361532	1.00012209018435	5.00305424361532	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	0
Cck	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	7.00598826885697	0	0	0	0	0	0	0
Ccl11	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	16.0313316193744	0	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	2.00048844025395	0	0	0
Ccl19	4.00195439749781	7.00598826885697	0	6.00439882750478	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	7.00598826885697	8.00782268745052	0	12.0176125328898	5.00305424361532	27.0893822675098	4.00195439749781	8.00782268745052	1.00012209018435	0	1.00012209018435	3.00109916954915	9.00990220315199	0	10.0122269359159	2.00048844025395	1.00012209018435	0	15.0275330602518	0
Ccl2	1.00012209018435	4.00195439749781	0	1.00012209018435	0	0	0	2.00048844025395	0	0	5.00305424361532	1.00012209018435	1.00012209018435	24.0705883708827	7.00598826885697	3.00109916954915	1.00012209018435	0	1.00012209018435	0	5.00305424361532	1.00012209018435	9.00990220315199	5.00305424361532	0	8.00782268745052	0	1.00012209018435	5.00305424361532
Ccl21a	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	0	0	4.00195439749781	0
Ccl7	0	12.0176125328898	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	3.00109916954915	12.0176125328898	0	1.00012209018435	9.00990220315199	19.0442041347699	3.00109916954915	0	8.00782268745052	0	0	1.00012209018435	4.00195439749781	1.00012209018435	7.00598826885697	1.00012209018435	0	0	0	0
Ccnd2	1.00012209018435	0	0	4.00195439749781	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	9.00990220315199	3.00109916954915	1.00012209018435	0	0	9.00990220315199	0	1.00012209018435	0	0	0	0	7.00598826885697	1.00012209018435	2.00048844025395	4.00195439749781	5.00305424361532	1.00012209018435	2.00048844025395	3.00109916954915
Cct2	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	2.00048844025395	9.00990220315199	0	0	0	0	0	2.00048844025395	4.00195439749781	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	0
Cct6a	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	5.00305424361532	1.00012209018435	3.00109916954915	2.00048844025395	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0
Cd47	6.00439882750478	1.00012209018435	0	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	0	3.00109916954915	3.00109916954915	4.00195439749781	0	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	0	2.00048844025395	1.00012209018435	4.00195439749781	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	3.00109916954915
Cd52	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0
Cd63	8.00782268745052	2.00048844025395	0	1.00012209018435	0	2.00048844025395	2.00048844025395	3.00109916954915	3.00109916954915	2.00048844025395	4.00195439749781	0	1.00012209018435	5.00305424361532	2.00048844025395	2.00048844025395	5.00305424361532	1.00012209018435	0	1.00012209018435	0	4.00195439749781	1.00012209018435	5.00305424361532	0	2.00048844025395	0	3.00109916954915	0
Cd74	0	0	22.0592944438992	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0
Cd79a	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd79b	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd81	4.00195439749781	2.00048844025395	0	3.00109916954915	1.00012209018435	4.00195439749781	6.00439882750478	1.00012209018435	8.00782268745052	3.00109916954915	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435	9.00990220315199	0	3.00109916954915	1.00012209018435	0	1.00012209018435	3.00109916954915	0
Cdc42	6.00439882750478	1.00012209018435	5.00305424361532	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	3.00109916954915	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	5.00305424361532	2.00048844025395	3.00109916954915	6.00439882750478	2.00048844025395	0
Cdc42ep3	0	2.00048844025395	0	2.00048844025395	1.00012209018435	5.00305424361532	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	7.00598826885697	0	0	0	0	0	2.00048844025395	1.00012209018435
Cdh11	2.00048844025395	4.00195439749781	0	2.00048844025395	0	0	2.00048844025395	2.00048844025395	2.00048844025395	3.00109916954915	3.00109916954915	0	0	0	9.00990220315199	3.00109916954915	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0
Cebpb	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	5.00305424361532	1.00012209018435	4.00195439749781	0	1.00012209018435	3.00109916954915	0	2.00048844025395	0	3.00109916954915	1.00012209018435	0	0	0	2.00048844025395	4.00195439749781	0	0	0	0	1.00012209018435
Celf2	4.00195439749781	3.00109916954915	0	2.00048844025395	0	3.00109916954915	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	3.00109916954915	0	1.00012209018435	2.00048844025395	0	3.00109916954915	2.00048844025395	0	0	1.00012209018435	0	5.00305424361532	0	0	0	2.00048844025395	2.00048844025395
Cep112it	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
