GENEID	X2	X5	X9	X15	X16	X18	X27	X30	X31	X32	X34	X36	X37	X38	X40	X41	X42	X46	X49	X52	X58	X59	X61	X62	X65	X66	X68	X69	X73	X74	X75	X78	X88	X89	X93
Cygb	0	0	0	2.00048844025395	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	0	0	9.00990220315199	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	0	0	0
Cyp26b1	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	9.00990220315199	0	4.00195439749781	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	4.00195439749781
Cyp4b1	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyr61	0	1.00012209018435	0	0	4.00195439749781	1.00012209018435	0	0	0	3.00109916954915	20.048987655079	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	12.0176125328898	6.00439882750478	0	0	0	0	1.00012209018435	0	0	0	0	0	0
Dad1	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	4.00195439749781	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	5.00305424361532	0
Dcbld1	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dclk1	0	0	0	0	7.00598826885697	0	0	1.00012209018435	1.00012209018435	7.00598826885697	8.00782268745052	0	5.00305424361532	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	11.0147970057849	12.0176125328898	6.00439882750478	4.00195439749781	2.00048844025395	3.00109916954915	0	0	2.00048844025395	1.00012209018435	0	0	0
Dcn	0	1.00012209018435	1.00012209018435	1.00012209018435	51.3201652807748	36.1591362501238	0	22.0592944438992	2.00048844025395	70.6050478883099	100.216045600851	3.00109916954915	2.00048844025395	0	50.3076822698104	0	0	0	1.00012209018435	1.00012209018435	27.0893822675098	9.00990220315199	19.0442041347699	14.0239804397716	12.0176125328898	35.1503934793561	51.3201652807748	65.5212691545208	1.00012209018435	1.00012209018435	0	13.0206736374495	1.00012209018435	0	0
Ddx18	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0
Ddx3x	0	0	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	0	4.00195439749781	1.00012209018435	0	6.00439882750478	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	6.00439882750478	1.00012209018435	3.00109916954915	1.00012209018435	0	2.00048844025395	5.00305424361532	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0
Ddx5	6.00439882750478	1.00012209018435	6.00439882750478	2.00048844025395	7.00598826885697	2.00048844025395	2.00048844025395	2.00048844025395	0	9.00990220315199	8.00782268745052	1.00012209018435	1.00012209018435	0	4.00195439749781	0	0	3.00109916954915	6.00439882750478	1.00012209018435	4.00195439749781	3.00109916954915	1.00012209018435	3.00109916954915	0	1.00012209018435	8.00782268745052	0	9.00990220315199	6.00439882750478	1.00012209018435	0	2.00048844025395	6.00439882750478	0
Deptor	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	3.00109916954915	0	4.00195439749781	0	0	0	7.00598826885697	0	0	2.00048844025395	0	0	0	0	0
Des	0	0	0	2.00048844025395	2.00048844025395	0	0	2.00048844025395	0	7.00598826885697	5.00305424361532	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	32.1256548803621	5.00305424361532	5.00305424361532	2.00048844025395	5.00305424361532	4.00195439749781	1.00012209018435	3.00109916954915	0	0	0	0	1.00012209018435
Dgat1	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0
Dlc1	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	6.00439882750478	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	1.00012209018435	4.00195439749781	5.00305424361532	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435
Dnaja1	2.00048844025395	0	3.00109916954915	1.00012209018435	4.00195439749781	5.00305424361532	0	1.00012209018435	1.00012209018435	0	20.048987655079	0	2.00048844025395	0	15.0275330602518	0	0	0	1.00012209018435	0	7.00598826885697	0	6.00439882750478	7.00598826885697	7.00598826885697	1.00012209018435	3.00109916954915	12.0176125328898	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395
Dnajb1	1.00012209018435	0	0	4.00195439749781	0	1.00012209018435	3.00109916954915	0	0	5.00305424361532	19.0442041347699	0	5.00305424361532	1.00012209018435	7.00598826885697	0	0	0	0	0	13.0206736374495	14.0239804397716	19.0442041347699	7.00598826885697	4.00195439749781	0	6.00439882750478	0	1.00012209018435	0	0	17.0353762377124	0	1.00012209018435	0
Dnajb14	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	3.00109916954915	3.00109916954915	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	7.00598826885697	5.00305424361532	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435
Dnajb4	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	3.00109916954915	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	0	2.00048844025395	0	1.00012209018435	0	0	0
Dot1l	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	6.00439882750478	0	0	0	0	0	4.00195439749781	1.00012209018435	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	4.00195439749781	1.00012209018435	0	2.00048844025395	0	0	0
Dpp10	1.00012209018435	14.0239804397716	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	7.00598826885697	0	1.00012209018435	0	0	0	0
Dpt	0	0	0	0	0	0	0	0	0	2.00048844025395	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0
Dpysl3	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	3.00109916954915	0	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	0	0	7.00598826885697	5.00305424361532	6.00439882750478	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	2.00048844025395
Dsc2	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	0	0
Dsc3	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	9.00990220315199	5.00305424361532	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435
Dsg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00782268745052	0	0	0	1.00012209018435
Dusp1	0	0	2.00048844025395	3.00109916954915	4.00195439749781	1.00012209018435	1.00012209018435	6.00439882750478	0	2.00048844025395	4.00195439749781	1.00012209018435	3.00109916954915	0	7.00598826885697	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	13.0206736374495	11.0147970057849	12.0176125328898	2.00048844025395	5.00305424361532	13.0206736374495	1.00012209018435	5.00305424361532	1.00012209018435	9.00990220315199	0	0	3.00109916954915
Dynll1	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	6.00439882750478	0	2.00048844025395	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	6.00439882750478	2.00048844025395	1.00012209018435	0	3.00109916954915	0	2.00048844025395	2.00048844025395	0	0	0	0	0
Ebf1	1.00012209018435	0	0	2.00048844025395	5.00305424361532	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	3.00109916954915	2.00048844025395	0	1.00012209018435	0	0	0	0	4.00195439749781	1.00012209018435	3.00109916954915	3.00109916954915	2.00048844025395	3.00109916954915	0	6.00439882750478	0	0	5.00305424361532	0	0	0	0	2.00048844025395
Ednrb	0	0	0	14.0239804397716	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0
Eef1a1	10.0122269359159	0	9.00990220315199	12.0176125328898	16.0313316193744	7.00598826885697	1.00012209018435	4.00195439749781	2.00048844025395	26.0828704059517	29.1031482864402	0	18.0396670359275	0	18.0396670359275	6.00439882750478	11.0147970057849	0	6.00439882750478	6.00439882750478	10.0122269359159	1.00012209018435	17.0353762377124	28.0961415204583	6.00439882750478	8.00782268745052	16.0313316193744	8.00782268745052	80.7915739045011	4.00195439749781	6.00439882750478	8.00782268745052	12.0176125328898	12.0176125328898	4.00195439749781
Eef1b2	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	6.00439882750478	0	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	7.00598826885697	2.00048844025395	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	10.0122269359159	1.00012209018435	3.00109916954915	6.00439882750478	3.00109916954915	1.00012209018435	1.00012209018435
Eef1g	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	5.00305424361532	9.00990220315199	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	4.00195439749781	0	3.00109916954915	1.00012209018435	1.00012209018435	15.0275330602518	0	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435
Eef2	0	0	5.00305424361532	2.00048844025395	9.00990220315199	0	1.00012209018435	1.00012209018435	1.00012209018435	11.0147970057849	11.0147970057849	3.00109916954915	2.00048844025395	0	7.00598826885697	1.00012209018435	3.00109916954915	2.00048844025395	0	0	5.00305424361532	0	9.00990220315199	1.00012209018435	0	0	4.00195439749781	3.00109916954915	19.0442041347699	4.00195439749781	0	0	4.00195439749781	3.00109916954915	3.00109916954915
Egln3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	2.00048844025395	0
Egr1	1.00012209018435	0	12.0176125328898	20.048987655079	35.1503934793561	3.00109916954915	5.00305424361532	2.00048844025395	0	8.00782268745052	24.0705883708827	1.00012209018435	15.0275330602518	0	4.00195439749781	0	2.00048844025395	2.00048844025395	0	0	17.0353762377124	4.00195439749781	46.2602511104364	23.0648179545339	12.0176125328898	0	17.0353762377124	8.00782268745052	3.00109916954915	7.00598826885697	2.00048844025395	18.0396670359275	0	1.00012209018435	3.00109916954915
Ehd1	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435
Eif1	2.00048844025395	0	3.00109916954915	5.00305424361532	4.00195439749781	2.00048844025395	0	1.00012209018435	0	14.0239804397716	12.0176125328898	0	0	0	1.00012209018435	4.00195439749781	2.00048844025395	0	3.00109916954915	1.00012209018435	4.00195439749781	2.00048844025395	4.00195439749781	6.00439882750478	1.00012209018435	3.00109916954915	15.0275330602518	0	7.00598826885697	2.00048844025395	0	1.00012209018435	0	2.00048844025395	3.00109916954915
Eif2s2	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	5.00305424361532	0	4.00195439749781	0	0	1.00012209018435	1.00012209018435	0	0
Eif3c	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	6.00439882750478	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435
Eif3e	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	6.00439882750478	1.00012209018435	0	0	2.00048844025395	0	0
Eif3h	0	0	0	0	0	0	0	0	0	2.00048844025395	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	6.00439882750478	0	0	0	0	0	0
Eif3i	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	6.00439882750478	0	0	0	0	0	0
Eif3m	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	5.00305424361532	0	0	0	0	0	0
Eif4g2	0	0	4.00195439749781	2.00048844025395	0	2.00048844025395	4.00195439749781	0	0	6.00439882750478	4.00195439749781	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	4.00195439749781	10.0122269359159	5.00305424361532	3.00109916954915	0	1.00012209018435	6.00439882750478	0	6.00439882750478	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395
Eif5	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	6.00439882750478	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	0	2.00048844025395	0
Eif5a	0	0	1.00012209018435	0	0	0	0	0	0	5.00305424361532	7.00598826885697	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	2.00048844025395	0	4.00195439749781	2.00048844025395	0	20.048987655079	1.00012209018435	0	0	0	0	1.00012209018435
Eif5b	0	0	0	0	0	0	0	0	0	0	9.00990220315199	0	0	0	2.00048844025395	0	0	0	0	0	0	0	3.00109916954915	2.00048844025395	0	0	0	0	3.00109916954915	0	0	0	0	0	0
Eln	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	3.00109916954915	4.00195439749781	0	4.00195439749781	0	1.00012209018435	0	0	0	0	0	0	0	7.00598826885697	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	0	0	0	0	0	0	0	3.00109916954915
Emb	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	15.0275330602518	0	0	1.00012209018435	2.00048844025395	5.00305424361532	0
Emcn	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emd	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	4.00195439749781	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	7.00598826885697	0	5.00305424361532	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435
Enpp2	0	0	5.00305424361532	22.0592944438992	18.0396670359275	5.00305424361532	4.00195439749781	3.00109916954915	0	12.0176125328898	11.0147970057849	2.00048844025395	15.0275330602518	0	5.00305424361532	0	0	0	0	4.00195439749781	18.0396670359275	4.00195439749781	39.186855988824	35.1503934793561	16.0313316193744	5.00305424361532	20.048987655079	1.00012209018435	0	8.00782268745052	16.0313316193744	7.00598826885697	1.00012209018435	0	3.00109916954915
Entpd2	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0
Epas1	0	0	5.00305424361532	6.00439882750478	1.00012209018435	4.00195439749781	5.00305424361532	1.00012209018435	0	13.0206736374495	11.0147970057849	0	0	0	4.00195439749781	0	0	0	0	7.00598826885697	3.00109916954915	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	5.00305424361532	6.00439882750478	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0
Erdr1	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	4.00195439749781	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	7.00598826885697	5.00305424361532	1.00012209018435	0	1.00012209018435	0	4.00195439749781	0	0	0	1.00012209018435	1.00012209018435	0
Errfi1	0	0	0	6.00439882750478	2.00048844025395	2.00048844025395	4.00195439749781	4.00195439749781	0	14.0239804397716	5.00305424361532	0	0	0	20.048987655079	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	10.0122269359159	4.00195439749781	4.00195439749781	0	8.00782268745052	29.1031482864402	0	5.00305424361532	1.00012209018435	2.00048844025395	0	0	0	0
Ets1	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	0	0	6.00439882750478	0	1.00012209018435	0	1.00012209018435	4.00195439749781	0
Ets2	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	5.00305424361532	0	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	3.00109916954915	0	0	0	1.00012209018435	0	0	1.00012209018435	0
F11r	0	1.00012209018435	6.00439882750478	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0
F830016B08Rik	0	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	0	2.00048844025395	6.00439882750478	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	3.00109916954915	0	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0	3.00109916954915	6.00439882750478	2.00048844025395	0	0	0	0	0
Fabp4	0	0	0	8.00782268745052	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0
Fam102b	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	7.00598826885697	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0
Fbn2	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	0	5.00305424361532	1.00012209018435	0	1.00012209018435	0	0	0	0	0
Fcgr2b	0	0	0	0	0	0	0	0	5.00305424361532	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0
Fgd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0
Filip1l	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	0	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	0	3.00109916954915	0	0	0	0	2.00048844025395	0	0	3.00109916954915	1.00012209018435	0	2.00048844025395	6.00439882750478	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0
Fkbp1a	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	8.00782268745052	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0
Fktn	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	3.00109916954915	0	3.00109916954915	0	0	3.00109916954915	0	0	5.00305424361532	2.00048844025395	1.00012209018435	0	0	0	0
Flrt3	0	0	1.00012209018435	0	0	0	0	0	0	0	8.00782268745052	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0
Fn1	0	1.00012209018435	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	0	2.00048844025395	47.2717340146999	0	5.00305424361532	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	14.0239804397716	1.00012209018435	15.0275330602518	3.00109916954915	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395
Fndc3b	0	2.00048844025395	0	0	3.00109916954915	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	6.00439882750478	2.00048844025395	0	0	0	0	0	0	0	4.00195439749781	0	0	0
Fos	0	0	10.0122269359159	25.0766058142306	33.1336529167031	4.00195439749781	0	6.00439882750478	0	1.00012209018435	2.00048844025395	0	7.00598826885697	0	3.00109916954915	0	0	8.00782268745052	0	0	11.0147970057849	1.00012209018435	51.3201652807748	77.7329552185041	15.0275330602518	1.00012209018435	1.00012209018435	21.0540177177831	1.00012209018435	16.0313316193744	0	13.0206736374495	0	0	7.00598826885697
Fosb	1.00012209018435	0	6.00439882750478	7.00598826885697	18.0396670359275	12.0176125328898	3.00109916954915	4.00195439749781	0	17.0353762377124	33.1336529167031	2.00048844025395	5.00305424361532	0	2.00048844025395	0	0	4.00195439749781	0	0	15.0275330602518	0	8.00782268745052	4.00195439749781	2.00048844025395	5.00305424361532	14.0239804397716	0	0	6.00439882750478	1.00012209018435	1.00012209018435	0	0	2.00048844025395
Fosl2	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	4.00195439749781	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	4.00195439749781	0	3.00109916954915	0	2.00048844025395	0	0	3.00109916954915	5.00305424361532	0	1.00012209018435	1.00012209018435	0	0	0	0	0
Frmd6	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	4.00195439749781	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	9.00990220315199	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0
Fscn1	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0
Fst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0
Fstl1	1.00012209018435	0	2.00048844025395	1.00012209018435	5.00305424361532	0	0	4.00195439749781	0	5.00305424361532	5.00305424361532	0	3.00109916954915	0	1.00012209018435	0	0	3.00109916954915	0	0	0	1.00012209018435	4.00195439749781	2.00048844025395	2.00048844025395	2.00048844025395	4.00195439749781	2.00048844025395	0	5.00305424361532	0	1.00012209018435	1.00012209018435	0	0
Fth1	3.00109916954915	0	3.00109916954915	4.00195439749781	11.0147970057849	0	2.00048844025395	5.00305424361532	0	18.0396670359275	26.0828704059517	0	3.00109916954915	0	7.00598826885697	1.00012209018435	0	0	2.00048844025395	1.00012209018435	5.00305424361532	6.00439882750478	11.0147970057849	6.00439882750478	2.00048844025395	10.0122269359159	7.00598826885697	1.00012209018435	28.0961415204583	2.00048844025395	1.00012209018435	2.00048844025395	0	0	5.00305424361532
Ftl1	0	0	3.00109916954915	0	4.00195439749781	0	1.00012209018435	0	0	5.00305424361532	3.00109916954915	0	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	5.00305424361532	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435
Furin	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	5.00305424361532	0	0	0	0	0	0
Fzd8	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0
G0s2	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0206736374495	0	0	0	0	0	0	0	0	0	0	0
G3bp1	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	1.00012209018435	0	0
Gabarap	1.00012209018435	0	1.00012209018435	8.00782268745052	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0
Gadd45b	0	0	0	2.00048844025395	2.00048844025395	0	0	0	0	3.00109916954915	8.00782268745052	0	1.00012209018435	0	8.00782268745052	1.00012209018435	0	0	0	0	0	2.00048844025395	13.0206736374495	6.00439882750478	2.00048844025395	6.00439882750478	13.0206736374495	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0
Gadd45g	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	3.00109916954915	2.00048844025395	0	5.00305424361532	0	0	0	0	0	0	0	0
Gapdh	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	0	2.00048844025395	4.00195439749781	4.00195439749781	0	1.00012209018435	4.00195439749781	0	11.0147970057849	0	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435
