GENEID	X2	X5	X9	X15	X16	X18	X27	X30	X31	X32	X34	X36	X37	X38	X40	X41	X42	X46	X49	X52	X58	X59	X61	X62	X65	X66	X68	X69	X73	X74	X75	X78	X88	X89	X93
Atf3	0	1.00012209018435	2.00048844025395	0	5.00305424361532	0	1.00012209018435	1.00012209018435	1.00012209018435	7.00598826885697	25.0766058142306	1.00012209018435	0	0	1.00012209018435	0	0	4.00195439749781	2.00048844025395	1.00012209018435	2.00048844025395	0	6.00439882750478	12.0176125328898	1.00012209018435	0	3.00109916954915	3.00109916954915	1.00012209018435	8.00782268745052	1.00012209018435	4.00195439749781	0	0	0
Atf4	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	6.00439882750478	8.00782268745052	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	4.00195439749781	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0
Atf7	0	0	1.00012209018435	3.00109916954915	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0
Atp1a2	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	5.00305424361532	0	10.0122269359159	0	2.00048844025395	3.00109916954915	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435
Atp2a2	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	0	5.00305424361532	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0
Atp5a1	0	1.00012209018435	1.00012209018435	5.00305424361532	0	0	0	0	0	4.00195439749781	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	3.00109916954915	0	0	1.00012209018435	0	9.00990220315199	3.00109916954915	0	0	0	1.00012209018435	0
Atp5b	0	0	2.00048844025395	4.00195439749781	0	3.00109916954915	0	0	0	3.00109916954915	4.00195439749781	0	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	4.00195439749781	0	2.00048844025395	2.00048844025395	1.00012209018435	8.00782268745052	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0
Atp5c1	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	3.00109916954915	0	0	1.00012209018435	0	6.00439882750478	1.00012209018435	0	0	0	0	0
Atp5g3	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	8.00782268745052	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	7.00598826885697	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395
Atp6v1a	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	0	1.00012209018435	7.00598826885697	0	0	0	0	0	2.00048844025395	0	0
Atrx	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	10.0122269359159	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	0
B2m	4.00195439749781	2.00048844025395	36.1591362501238	30.1104026871881	6.00439882750478	1.00012209018435	19.0442041347699	5.00305424361532	2.00048844025395	7.00598826885697	27.0893822675098	1.00012209018435	2.00048844025395	0	6.00439882750478	3.00109916954915	3.00109916954915	2.00048844025395	7.00598826885697	4.00195439749781	12.0176125328898	5.00305424361532	16.0313316193744	8.00782268745052	5.00305424361532	14.0239804397716	15.0275330602518	10.0122269359159	11.0147970057849	11.0147970057849	19.0442041347699	11.0147970057849	7.00598826885697	5.00305424361532	5.00305424361532
Bach1	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	9.00990220315199	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	2.00048844025395	1.00012209018435	0	0	0	3.00109916954915	0	0	0	0
Bag3	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	18.0396670359275	3.00109916954915	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	2.00048844025395
Batf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0
Bcl2	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	6.00439882750478	0	0	0	2.00048844025395	0	0	0	0	4.00195439749781	1.00012209018435	0	0	0	0	0	0
Bcl9l	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0
Bgn	0	0	0	7.00598826885697	1.00012209018435	1.00012209018435	2.00048844025395	0	0	9.00990220315199	22.0592944438992	3.00109916954915	5.00305424361532	0	6.00439882750478	0	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	8.00782268745052	3.00109916954915	3.00109916954915	4.00195439749781	3.00109916954915	0	10.0122269359159	0	1.00012209018435	0	0	3.00109916954915
Birc3	0	1.00012209018435	0	0	0	0	0	0	0	11.0147970057849	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	5.00305424361532	2.00048844025395	7.00598826885697	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435
Bnip3l	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	5.00305424361532	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0
Brd2	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	7.00598826885697	6.00439882750478	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435
Brd3	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	6.00439882750478	0	0	0	0	1.00012209018435	0	0	8.00782268745052	3.00109916954915	0	0	3.00109916954915	0	0	0	0	0	0	0	0
Bsg	0	0	3.00109916954915	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	0	0	0	2.00048844025395	1.00012209018435	0	0	0
Btf3	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	4.00195439749781	2.00048844025395	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	5.00305424361532	0	0	0	1.00012209018435	1.00012209018435	0
Btg1	1.00012209018435	0	3.00109916954915	4.00195439749781	1.00012209018435	0	5.00305424361532	0	0	9.00990220315199	6.00439882750478	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	6.00439882750478	0	8.00782268745052	6.00439882750478	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	5.00305424361532	0	0	0	1.00012209018435	3.00109916954915	0
Btg2	1.00012209018435	0	6.00439882750478	6.00439882750478	10.0122269359159	0	0	3.00109916954915	0	12.0176125328898	7.00598826885697	1.00012209018435	1.00012209018435	0	6.00439882750478	0	0	2.00048844025395	1.00012209018435	0	12.0176125328898	4.00195439749781	10.0122269359159	5.00305424361532	3.00109916954915	4.00195439749781	1.00012209018435	5.00305424361532	1.00012209018435	7.00598826885697	0	1.00012209018435	0	0	1.00012209018435
Bzw1	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	4.00195439749781	0	0	1.00012209018435	1.00012209018435	7.00598826885697	0	0	0	0	1.00012209018435	0
C1ra	0	0	0	2.00048844025395	4.00195439749781	0	0	0	0	6.00439882750478	15.0275330602518	0	3.00109916954915	0	6.00439882750478	0	0	1.00012209018435	0	0	2.00048844025395	0	6.00439882750478	5.00305424361532	1.00012209018435	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435
C1s1	0	0	0	7.00598826885697	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	4.00195439749781	12.0176125328898	0	5.00305424361532	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	2.00048844025395	5.00305424361532	8.00782268745052	1.00012209018435	6.00439882750478	5.00305424361532	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	0	0
C2	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	3.00109916954915	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	0
C3	2.00048844025395	0	0	1.00012209018435	23.0648179545339	7.00598826885697	0	3.00109916954915	0	68.5707791601287	138.309068680468	0	10.0122269359159	0	19.0442041347699	2.00048844025395	0	0	0	0	11.0147970057849	1.00012209018435	67.5540235386734	27.0893822675098	8.00782268745052	10.0122269359159	46.2602511104364	35.1503934793561	1.00012209018435	0	0	14.0239804397716	0	0	7.00598826885697
C4a	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	10.0122269359159	28.0961415204583	1.00012209018435	3.00109916954915	0	8.00782268745052	0	0	0	0	0	0	1.00012209018435	19.0442041347699	6.00439882750478	2.00048844025395	2.00048844025395	7.00598826885697	4.00195439749781	0	0	0	2.00048844025395	0	0	1.00012209018435
Calca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0147970057849	0	0	0	0	0	0
Cald1	0	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	4.00195439749781	0	0	9.00990220315199	2.00048844025395	0	3.00109916954915	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0
Calm1	1.00012209018435	0	9.00990220315199	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	6.00439882750478	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	5.00305424361532	0	5.00305424361532	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0
