GENEID	X128	X129	X157	X158	X176	X192
Cct2	7.00598826885697	3.00109916954915	9.00990220315199	3.00109916954915	0	3.00109916954915
Cct6a	2.00048844025395	8.00782268745052	5.00305424361532	4.00195439749781	2.00048844025395	1.00012209018435
Cct7	1.00012209018435	7.00598826885697	3.00109916954915	3.00109916954915	0	2.00048844025395
Cd2ap	3.00109916954915	0	3.00109916954915	0	3.00109916954915	6.00439882750478
Cd36	0	2.00048844025395	0	2.00048844025395	10.0122269359159	0
Cd44	6.00439882750478	10.0122269359159	1.00012209018435	2.00048844025395	0	4.00195439749781
Cd47	1.00012209018435	5.00305424361532	2.00048844025395	4.00195439749781	5.00305424361532	5.00305424361532
Cd63	6.00439882750478	8.00782268745052	13.0206736374495	6.00439882750478	11.0147970057849	8.00782268745052
Cd81	7.00598826885697	6.00439882750478	4.00195439749781	5.00305424361532	12.0176125328898	8.00782268745052
Cdc42	8.00782268745052	6.00439882750478	7.00598826885697	3.00109916954915	8.00782268745052	4.00195439749781
Cdc42ep4	0	0	0	0	6.00439882750478	0
Cdh4	0	0	0	0	0	5.00305424361532
Cdk4	5.00305424361532	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395
Cdkn1c	0	2.00048844025395	0	6.00439882750478	0	1.00012209018435
Cebpb	17.0353762377124	2.00048844025395	6.00439882750478	3.00109916954915	0	10.0122269359159
Celf2	7.00598826885697	0	0	8.00782268745052	1.00012209018435	1.00012209018435
Cfl1	13.0206736374495	13.0206736374495	7.00598826885697	8.00782268745052	4.00195439749781	7.00598826885697
Chchd2	5.00305424361532	23.0648179545339	6.00439882750478	10.0122269359159	8.00782268745052	17.0353762377124
Chd2	1.00012209018435	2.00048844025395	1.00012209018435	5.00305424361532	0	0
Chd4	2.00048844025395	7.00598826885697	2.00048844025395	6.00439882750478	7.00598826885697	9.00990220315199
Chp1	1.00012209018435	5.00305424361532	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435
Chrdl1	1.00012209018435	0	0	5.00305424361532	0	0
Chtop	0	3.00109916954915	3.00109916954915	5.00305424361532	4.00195439749781	3.00109916954915
Cib1	1.00012209018435	5.00305424361532	1.00012209018435	0	0	1.00012209018435
Clic4	5.00305424361532	6.00439882750478	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395
Clip3	2.00048844025395	2.00048844025395	3.00109916954915	0	9.00990220315199	0
Clstn1	0	0	0	2.00048844025395	4.00195439749781	8.00782268745052
Clta	3.00109916954915	3.00109916954915	2.00048844025395	0	1.00012209018435	5.00305424361532
Cltc	6.00439882750478	4.00195439749781	3.00109916954915	1.00012209018435	3.00109916954915	4.00195439749781
Clu	0	0	9.00990220315199	1.00012209018435	0	15.0275330602518
Cmip	5.00305424361532	11.0147970057849	15.0275330602518	9.00990220315199	1.00012209018435	5.00305424361532
Cmpk2	0	5.00305424361532	1.00012209018435	0	0	0
Cnbp	7.00598826885697	5.00305424361532	7.00598826885697	7.00598826885697	4.00195439749781	10.0122269359159
Cnn2	0	11.0147970057849	1.00012209018435	0	2.00048844025395	5.00305424361532
Cnn3	3.00109916954915	3.00109916954915	3.00109916954915	4.00195439749781	5.00305424361532	3.00109916954915
Cnot4	1.00012209018435	5.00305424361532	1.00012209018435	4.00195439749781	0	2.00048844025395
Col14a1	0	0	5.00305424361532	2.00048844025395	0	1.00012209018435
Col18a1	0	2.00048844025395	0	7.00598826885697	3.00109916954915	0
Col1a1	44.2380343327527	1.00012209018435	43.22730021288	103.291505637717	0	44.2380343327527
Col1a2	53.3458824338344	17.0353762377124	35.1503934793561	149.702678252316	7.00598826885697	84.8732882432719
Col26a1	0	2.00048844025395	2.00048844025395	0	0	5.00305424361532
Col27a1	1.00012209018435	3.00109916954915	2.00048844025395	3.00109916954915	1.00012209018435	6.00439882750478
Col3a1	56.38633784995	1.00012209018435	27.0893822675098	56.38633784995	5.00305424361532	35.1503934793561
Col4a1	13.0206736374495	27.0893822675098	5.00305424361532	23.0648179545339	58.4145626995135	27.0893822675098
Col4a2	5.00305424361532	25.0766058142306	5.00305424361532	20.048987655079	41.2065798956254	10.0122269359159
Col5a1	11.0147970057849	9.00990220315199	9.00990220315199	19.0442041347699	9.00990220315199	10.0122269359159
Col5a2	1.00012209018435	3.00109916954915	6.00439882750478	3.00109916954915	2.00048844025395	3.00109916954915
Col6a1	2.00048844025395	19.0442041347699	9.00990220315199	10.0122269359159	14.0239804397716	14.0239804397716
Col6a2	3.00109916954915	18.0396670359275	7.00598826885697	7.00598826885697	15.0275330602518	25.0766058142306
Col6a3	19.0442041347699	70.6050478883099	9.00990220315199	15.0275330602518	28.0961415204583	21.0540177177831
Comt	2.00048844025395	5.00305424361532	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435
Cops4	0	0	2.00048844025395	1.00012209018435	6.00439882750478	0
Cox4i1	5.00305424361532	3.00109916954915	4.00195439749781	4.00195439749781	9.00990220315199	5.00305424361532
Cox6a1	7.00598826885697	7.00598826885697	2.00048844025395	3.00109916954915	3.00109916954915	3.00109916954915
Cox6c	2.00048844025395	5.00305424361532	1.00012209018435	1.00012209018435	0	2.00048844025395
Cox7a2l	4.00195439749781	1.00012209018435	3.00109916954915	0	6.00439882750478	4.00195439749781
Cox7c	5.00305424361532	6.00439882750478	5.00305424361532	2.00048844025395	4.00195439749781	4.00195439749781
Cp	2.00048844025395	2.00048844025395	4.00195439749781	6.00439882750478	0	0
Cpsf2	0	1.00012209018435	5.00305424361532	0	0	0
Cpsf6	0	5.00305424361532	2.00048844025395	2.00048844025395	2.00048844025395	2.00048844025395
Cpxm1	1.00012209018435	0	0	6.00439882750478	0	2.00048844025395
Creb3l1	2.00048844025395	0	0	10.0122269359159	0	1.00012209018435
Creb3l2	0	5.00305424361532	0	0	1.00012209018435	0
Crebbp	2.00048844025395	3.00109916954915	2.00048844025395	8.00782268745052	5.00305424361532	5.00305424361532
Crk	2.00048844025395	5.00305424361532	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915
Crtap	4.00195439749781	4.00195439749781	6.00439882750478	1.00012209018435	0	6.00439882750478
Csf2rb	0	0	0	7.00598826885697	0	0
Csnk1a1	14.0239804397716	3.00109916954915	17.0353762377124	6.00439882750478	5.00305424361532	4.00195439749781
Cspg4	0	4.00195439749781	0	0	6.00439882750478	0
Cstf2t	0	5.00305424361532	1.00012209018435	2.00048844025395	0	2.00048844025395
Ctdsp2	4.00195439749781	1.00012209018435	4.00195439749781	7.00598826885697	5.00305424361532	6.00439882750478
Ctnnb1	5.00305424361532	12.0176125328898	3.00109916954915	5.00305424361532	2.00048844025395	5.00305424361532
Ctsb	2.00048844025395	2.00048844025395	4.00195439749781	6.00439882750478	10.0122269359159	1.00012209018435
Ctsc	2.00048844025395	8.00782268745052	2.00048844025395	3.00109916954915	1.00012209018435	4.00195439749781
Ctsl	4.00195439749781	6.00439882750478	2.00048844025395	3.00109916954915	2.00048844025395	4.00195439749781
Cul1	1.00012209018435	6.00439882750478	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435
Cul3	0	7.00598826885697	4.00195439749781	1.00012209018435	2.00048844025395	1.00012209018435
Cxcl1	7.00598826885697	0	6.00439882750478	4.00195439749781	5.00305424361532	30.1104026871881
Cxcl10	5.00305424361532	1.00012209018435	5.00305424361532	6.00439882750478	0	16.0313316193744
Cxcl12	25.0766058142306	1.00012209018435	0	31.1179048445245	4.00195439749781	11.0147970057849
Cxcl13	4.00195439749781	0	32.1256548803621	50.3076822698104	0	10.0122269359159
Cxcl5	0	0	0	5.00305424361532	0	0
