GENEID	X2	X3	X4	X6	X7	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X45	X48	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X66	X67	X69	X70	X71	X72	X74	X76	X78	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96
9930111J21Rik1	11.0147970057849	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	7.00598826885697	6.00439882750478	2.00048844025395	0	6.00439882750478	0	3.00109916954915	0	0	8.00782268745052	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	9.00990220315199
A130071D04Rik	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532
A430073D23Rik	28.0961415204583	1.00012209018435	0	0	0	3.00109916954915	0	2.00048844025395	0	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	0	5.00305424361532	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	12.0176125328898	21.0540177177831	14.0239804397716	2.00048844025395	1.00012209018435	0	10.0122269359159	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	3.00109916954915	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	0
A630001G21Rik	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435
AI314180	0	1.00012209018435	0	1.00012209018435	3.00109916954915	6.00439882750478	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435
AI506816	0	0	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	4.00195439749781	0	2.00048844025395	0	0	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	5.00305424361532	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0
AI662270	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	3.00109916954915	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	4.00195439749781	1.00012209018435	0	0	0	0	5.00305424361532	0	5.00305424361532	0	0	0	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0
AU020206	0	1.00012209018435	0	0	0	0	0	0	0	5.00305424361532	0	0	0	3.00109916954915	0	0	0	0	0	0	4.00195439749781	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	4.00195439749781	0	0	0
AW112010	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0
Abca1	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	4.00195439749781	1.00012209018435	3.00109916954915	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	9.00990220315199	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	2.00048844025395	3.00109916954915	0	0	0	2.00048844025395
Abca8a	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915	2.00048844025395	0
Abcc9	0	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	0	0	4.00195439749781	4.00195439749781	4.00195439749781	0	0	9.00990220315199	0	1.00012209018435	0	4.00195439749781	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	11.0147970057849	14.0239804397716	3.00109916954915	3.00109916954915	5.00305424361532	4.00195439749781	4.00195439749781	0	0	0	1.00012209018435	2.00048844025395	0	0	5.00305424361532	0	5.00305424361532	2.00048844025395	0	7.00598826885697	1.00012209018435	5.00305424361532	0	0	0	3.00109916954915	0	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	3.00109916954915	2.00048844025395	0	1.00012209018435	2.00048844025395	5.00305424361532	4.00195439749781	3.00109916954915	0	4.00195439749781	0	0	0	2.00048844025395	4.00195439749781	1.00012209018435
Abhd17b	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	1.00012209018435	0	7.00598826885697	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0
Abi3bp	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	5.00305424361532	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	0
Ablim1	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	3.00109916954915	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	0	0	2.00048844025395	7.00598826885697	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0
Acadl	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	9.00990220315199	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	5.00305424361532	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395
Acin1	0	0	0	3.00109916954915	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915	0	2.00048844025395	0	0	2.00048844025395	5.00305424361532	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	3.00109916954915	4.00195439749781	3.00109916954915	1.00012209018435	6.00439882750478	1.00012209018435	0	0	0	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	4.00195439749781	0	1.00012209018435	1.00012209018435	3.00109916954915	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	5.00305424361532	0	2.00048844025395	0
Aco2	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	2.00048844025395	2.00048844025395	0	6.00439882750478	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Acta2	0	0	1.00012209018435	0	14.0239804397716	0	0	5.00305424361532	0	0	0	0	5.00305424361532	5.00305424361532	0	10.0122269359159	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	1.00012209018435	6.00439882750478	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	0	0	8.00782268745052	0	2.00048844025395	0	0	0	1.00012209018435	7.00598826885697	0	0	0	7.00598826885697	0	0	1.00012209018435	3.00109916954915	0	0	0	3.00109916954915	2.00048844025395	0	3.00109916954915	0	0	9.00990220315199	0	0	0	0	0	0	0	5.00305424361532	0
Actb	1.00012209018435	8.00782268745052	9.00990220315199	6.00439882750478	73.6583465760993	45.2490179242113	21.0540177177831	28.0961415204583	3.00109916954915	19.0442041347699	19.0442041347699	11.0147970057849	34.1418990756402	50.3076822698104	11.0147970057849	69.5877872348756	6.00439882750478	13.0206736374495	135.20721317441	9.00990220315199	23.0648179545339	11.0147970057849	3.00109916954915	50.3076822698104	63.4895230811159	1.00012209018435	46.2602511104364	25.0766058142306	40.1965934523377	32.1256548803621	32.1256548803621	23.0648179545339	64.505270141498	34.1418990756402	6.00439882750478	7.00598826885697	1.00012209018435	19.0442041347699	8.00782268745052	17.0353762377124	0	7.00598826885697	22.0592944438992	33.1336529167031	42.2168154415037	26.0828704059517	23.0648179545339	5.00305424361532	100.216045600851	29.1031482864402	0	2.00048844025395	2.00048844025395	28.0961415204583	80.7915739045011	33.1336529167031	2.00048844025395	23.0648179545339	25.0766058142306	50.3076822698104	17.0353762377124	27.0893822675098	21.0540177177831	129.010540282996	20.048987655079	45.2490179242113	27.0893822675098	64.505270141498	9.00990220315199	81.8116212264209	19.0442041347699	30.1104026871881	26.0828704059517	29.1031482864402	6.00439882750478	20.048987655079	37.1681275103067
Actg1	1.00012209018435	2.00048844025395	4.00195439749781	0	12.0176125328898	2.00048844025395	1.00012209018435	6.00439882750478	0	4.00195439749781	4.00195439749781	2.00048844025395	6.00439882750478	11.0147970057849	2.00048844025395	15.0275330602518	2.00048844025395	3.00109916954915	15.0275330602518	0	5.00305424361532	3.00109916954915	0	2.00048844025395	0	0	10.0122269359159	4.00195439749781	6.00439882750478	3.00109916954915	15.0275330602518	7.00598826885697	15.0275330602518	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	6.00439882750478	6.00439882750478	6.00439882750478	3.00109916954915	0	20.048987655079	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	6.00439882750478	17.0353762377124	4.00195439749781	1.00012209018435	1.00012209018435	0	11.0147970057849	3.00109916954915	7.00598826885697	5.00305424361532	50.3076822698104	4.00195439749781	8.00782268745052	4.00195439749781	21.0540177177831	1.00012209018435	10.0122269359159	2.00048844025395	3.00109916954915	6.00439882750478	3.00109916954915	1.00012209018435	4.00195439749781	6.00439882750478
Actn1	0	0	2.00048844025395	0	5.00305424361532	0	2.00048844025395	11.0147970057849	0	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	5.00305424361532	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	6.00439882750478	0	0	1.00012209018435	0	2.00048844025395	0	0	0	4.00195439749781	4.00195439749781	0	1.00012209018435	1.00012209018435	0	4.00195439749781	0	2.00048844025395	0	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	6.00439882750478	1.00012209018435	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0
Actn4	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	3.00109916954915	1.00012209018435	0	6.00439882750478	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	5.00305424361532	0	0	1.00012209018435	5.00305424361532	0	0	2.00048844025395	7.00598826885697	2.00048844025395	1.00012209018435	0	5.00305424361532	0	3.00109916954915	0	2.00048844025395	0
Actr2	0	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	4.00195439749781	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	0	5.00305424361532	0	1.00012209018435	2.00048844025395
Actr3	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	4.00195439749781	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	3.00109916954915	0	3.00109916954915	4.00195439749781	0	0	0	0	1.00012209018435	5.00305424361532	0	0	0	2.00048844025395	1.00012209018435	0	3.00109916954915	1.00012209018435	10.0122269359159	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	0
Acvr1	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0	0	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0
Adam12	0	0	0	0	1.00012209018435	4.00195439749781	2.00048844025395	6.00439882750478	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	0	0	6.00439882750478	2.00048844025395	2.00048844025395	5.00305424361532	4.00195439749781	0	3.00109916954915	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	4.00195439749781	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0
Adam9	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	4.00195439749781	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	5.00305424361532	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	3.00109916954915	0	4.00195439749781	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0
Adamts1	1.00012209018435	2.00048844025395	1.00012209018435	8.00782268745052	6.00439882750478	0	4.00195439749781	0	0	0	7.00598826885697	2.00048844025395	0	25.0766058142306	0	0	1.00012209018435	0	0	6.00439882750478	0	4.00195439749781	0	0	0	0	0	3.00109916954915	0	6.00439882750478	0	0	3.00109916954915	10.0122269359159	4.00195439749781	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	7.00598826885697	0	0	0	19.0442041347699	1.00012209018435	0	0	3.00109916954915	0	0	0	3.00109916954915	7.00598826885697	1.00012209018435	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0
Adamts20	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0
Adamts4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts5	0	0	1.00012209018435	2.00048844025395	0	0	0	13.0206736374495	0	0	0	1.00012209018435	0	13.0206736374495	0	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0
