GENEID	X2	X3	X4	X6	X7	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X45	X48	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X66	X67	X69	X70	X71	X72	X74	X76	X78	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96
B3gnt2	0	0	0	0	3.00109916954915	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	5.00305424361532	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	0	6.00439882750478	0	2.00048844025395	0	4.00195439749781	0	0	0
B4galt6	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0
BC005537	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	6.00439882750478	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	1.00012209018435	0	3.00109916954915	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435
BC005561	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	2.00048844025395	3.00109916954915	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	5.00305424361532	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	4.00195439749781	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	3.00109916954915	0	2.00048844025395	0
BC030336	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	4.00195439749781	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0
BC094916	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915
Bach1	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	6.00439882750478	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	0	0	0	3.00109916954915	0	0	2.00048844025395	0
Bach2	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	7.00598826885697	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00782268745052	0	0	2.00048844025395
Bag1	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	5.00305424361532	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0
Banf1	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	1.00012209018435	6.00439882750478	1.00012209018435	0	2.00048844025395	0	5.00305424361532	7.00598826885697	0	0	0	0	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	5.00305424361532	0	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	5.00305424361532	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	3.00109916954915	0	6.00439882750478	0	1.00012209018435	2.00048844025395	9.00990220315199	0	1.00012209018435	0
Bax	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0
Baz1a	0	0	0	0	0	5.00305424361532	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	5.00305424361532	0	0	1.00012209018435	0	0	5.00305424361532	0	1.00012209018435	0	0	1.00012209018435	9.00990220315199	0	2.00048844025395	0	0	5.00305424361532	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435
Baz1b	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	0	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	3.00109916954915	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0	2.00048844025395	7.00598826885697	0	1.00012209018435	1.00012209018435	2.00048844025395	0	3.00109916954915	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	4.00195439749781	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	8.00782268745052	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	5.00305424361532	0	5.00305424361532	0
Baz2b	0	1.00012209018435	0	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	2.00048844025395	3.00109916954915	3.00109916954915	1.00012209018435	0	0	0	0	3.00109916954915	0	1.00012209018435	2.00048844025395	0	3.00109916954915	8.00782268745052	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	4.00195439749781	0	0	2.00048844025395	3.00109916954915	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	3.00109916954915	3.00109916954915	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	0	0	2.00048844025395	1.00012209018435	5.00305424361532	0	4.00195439749781	0	1.00012209018435	0	0	2.00048844025395	0	3.00109916954915	3.00109916954915	0	1.00012209018435	1.00012209018435
Bbx	0	2.00048844025395	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	5.00305424361532	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	3.00109916954915	0	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	0
Bcap31	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	5.00305424361532	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0
Bcl11a	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0
Bcl2l11	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435
Bcl7a	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	11.0147970057849	2.00048844025395	0	1.00012209018435	0	9.00990220315199	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	3.00109916954915	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	3.00109916954915	0	0	1.00012209018435
Bclaf1	0	3.00109916954915	0	0	3.00109916954915	1.00012209018435	2.00048844025395	5.00305424361532	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	0	3.00109916954915	12.0176125328898	0	4.00195439749781	0	0	2.00048844025395	2.00048844025395	2.00048844025395	3.00109916954915	4.00195439749781	0	0	0	2.00048844025395	3.00109916954915	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	4.00195439749781	5.00305424361532	1.00012209018435	0	0
Bgn	1.00012209018435	1.00012209018435	0	6.00439882750478	7.00598826885697	5.00305424361532	5.00305424361532	23.0648179545339	0	0	7.00598826885697	1.00012209018435	2.00048844025395	5.00305424361532	0	3.00109916954915	0	2.00048844025395	0	5.00305424361532	0	9.00990220315199	0	0	0	0	17.0353762377124	8.00782268745052	7.00598826885697	10.0122269359159	11.0147970057849	3.00109916954915	18.0396670359275	15.0275330602518	9.00990220315199	0	0	0	0	6.00439882750478	0	0	5.00305424361532	0	15.0275330602518	8.00782268745052	0	2.00048844025395	0	12.0176125328898	0	3.00109916954915	0	4.00195439749781	0	6.00439882750478	0	9.00990220315199	0	1.00012209018435	0	4.00195439749781	10.0122269359159	0	4.00195439749781	15.0275330602518	8.00782268745052	20.048987655079	6.00439882750478	0	3.00109916954915	0	6.00439882750478	0	5.00305424361532	6.00439882750478	0
Bhlhe40	0	0	0	0	7.00598826885697	0	0	3.00109916954915	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	4.00195439749781	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	5.00305424361532	0	0	0	8.00782268745052	1.00012209018435	7.00598826885697	0	1.00012209018435	0	1.00012209018435	0	0	0	3.00109916954915	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	3.00109916954915	0	1.00012209018435	2.00048844025395	0
Birc2	0	0	0	0	3.00109916954915	5.00305424361532	5.00305424361532	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	4.00195439749781	0	5.00305424361532	0	1.00012209018435	10.0122269359159	5.00305424361532	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	12.0176125328898	0	0	0	0	4.00195439749781	1.00012209018435	0	0	5.00305424361532	4.00195439749781	0	0	0	0	0	0	2.00048844025395	0	0	0	2.00048844025395	0	4.00195439749781	0	0	1.00012209018435	4.00195439749781	2.00048844025395	2.00048844025395	0	0	0
Birc3	0	2.00048844025395	0	0	3.00109916954915	4.00195439749781	0	1.00012209018435	0	0	3.00109916954915	4.00195439749781	7.00598826885697	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	4.00195439749781	0	3.00109916954915	0	0	0	0	2.00048844025395	0	0	6.00439882750478	2.00048844025395	2.00048844025395	2.00048844025395	4.00195439749781	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	6.00439882750478	0	0	0	2.00048844025395	0	0	0	10.0122269359159	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	3.00109916954915	4.00195439749781	0	0	0	2.00048844025395
Blnk	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	6.00439882750478	0	0	0	2.00048844025395	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	6.00439882750478	0	0	0
Blvrb	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	4.00195439749781	0	2.00048844025395	0	0	0	0	0	2.00048844025395	1.00012209018435	19.0442041347699	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	3.00109916954915	0	5.00305424361532	3.00109916954915	0	6.00439882750478	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0
Bmp2	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00782268745052	0	0	0	0	0
Bmp2k	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	2.00048844025395	3.00109916954915	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	5.00305424361532	1.00012209018435	0	0	1.00012209018435	0	0	0	4.00195439749781	2.00048844025395	0	0	0	1.00012209018435	5.00305424361532	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0
Bmp4	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bms1	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	5.00305424361532	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0
Bnip3l	0	0	0	2.00048844025395	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	6.00439882750478	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	4.00195439749781	3.00109916954915	2.00048844025395	5.00305424361532	2.00048844025395	0	1.00012209018435	0	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	5.00305424361532	3.00109916954915	1.00012209018435	0	11.0147970057849	2.00048844025395	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	4.00195439749781	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	2.00048844025395	0	0
Bod1l	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	4.00195439749781	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	4.00195439749781	4.00195439749781	0	1.00012209018435	6.00439882750478	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	3.00109916954915	3.00109916954915	0	0	3.00109916954915	4.00195439749781	2.00048844025395	0	0	7.00598826885697	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	3.00109916954915	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435
Bok	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	0
Bpgm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00782268745052	0	3.00109916954915	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	4.00195439749781	0	0	0	16.0313316193744	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bptf	2.00048844025395	0	0	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	2.00048844025395	4.00195439749781	0	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	1.00012209018435	4.00195439749781	1.00012209018435	0	0	0	2.00048844025395	6.00439882750478	0	1.00012209018435	0	2.00048844025395	3.00109916954915	0	5.00305424361532	0	1.00012209018435	3.00109916954915	3.00109916954915	0	2.00048844025395	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435
Brd2	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	4.00195439749781	0	0	1.00012209018435	0	0	3.00109916954915	3.00109916954915	0	2.00048844025395	0	0	6.00439882750478	0	0	5.00305424361532	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	4.00195439749781	1.00012209018435	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	3.00109916954915	0	0	0	0	4.00195439749781	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	6.00439882750478	0	4.00195439749781	1.00012209018435	2.00048844025395	1.00012209018435	0	0	1.00012209018435	5.00305424361532	2.00048844025395	0	0	3.00109916954915
Brd3	0	1.00012209018435	0	3.00109916954915	3.00109916954915	3.00109916954915	0	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	3.00109916954915	0	0	3.00109916954915	0	0	1.00012209018435	0	0	4.00195439749781	0	0	0	1.00012209018435	4.00195439749781	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	3.00109916954915	0	2.00048844025395	4.00195439749781	3.00109916954915	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	7.00598826885697	0	2.00048844025395	0	4.00195439749781	3.00109916954915	2.00048844025395	0
Brd4	1.00012209018435	0	0	3.00109916954915	3.00109916954915	3.00109916954915	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	4.00195439749781	0	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	5.00305424361532	2.00048844025395	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	8.00782268745052	0	1.00012209018435	2.00048844025395	0	0	3.00109916954915	0	0	1.00012209018435	2.00048844025395	3.00109916954915	0	3.00109916954915
Brd7	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	0	0	0	5.00305424361532	0	0	1.00012209018435
Bsdc1	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	0	6.00439882750478	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0
Bsg	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	5.00305424361532	1.00012209018435	1.00012209018435	0	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	0	4.00195439749781	1.00012209018435	0	0	0	1.00012209018435	7.00598826885697	0	5.00305424361532	2.00048844025395	2.00048844025395	2.00048844025395	2.00048844025395	2.00048844025395	0	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	0	4.00195439749781	1.00012209018435	2.00048844025395	0	3.00109916954915	4.00195439749781	0	3.00109916954915	0	4.00195439749781	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	2.00048844025395	3.00109916954915	2.00048844025395	3.00109916954915	0
Btf3	0	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	1.00012209018435	0	6.00439882750478	3.00109916954915	0	2.00048844025395	2.00048844025395	0	2.00048844025395	0	1.00012209018435	4.00195439749781	0	0	1.00012209018435	0	4.00195439749781	9.00990220315199	1.00012209018435	1.00012209018435	3.00109916954915	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	0	0	2.00048844025395	3.00109916954915	3.00109916954915	0	0	2.00048844025395	0	3.00109916954915	2.00048844025395	2.00048844025395	0	5.00305424361532	3.00109916954915	0	0	0	1.00012209018435	9.00990220315199	1.00012209018435	0	2.00048844025395	0	5.00305424361532	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	7.00598826885697	5.00305424361532	0	0	2.00048844025395	0	4.00195439749781	3.00109916954915
