GENEID	X1	X2	X3	X5	X6	X7	X8	X9	X12	X13	X15	X16	X19	X20	X21	X23	X24	X25	X26	X27	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96
Adamts4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0
Adamts5	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	6.00439882750478	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	7.00598826885697	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	0	2.00048844025395	4.00195439749781	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435
Add3	4.00195439749781	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	3.00109916954915	7.00598826885697	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0
Adh1	2.00048844025395	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	0	0	4.00195439749781	2.00048844025395	5.00305424361532	0	0	0	0	3.00109916954915	0	0	0	10.0122269359159	3.00109916954915	0	0	2.00048844025395	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	5.00305424361532	12.0176125328898	0	3.00109916954915	2.00048844025395	3.00109916954915	4.00195439749781	0	4.00195439749781	1.00012209018435	1.00012209018435	7.00598826885697	2.00048844025395	2.00048844025395	3.00109916954915	0	1.00012209018435	1.00012209018435	3.00109916954915	4.00195439749781	0	0	3.00109916954915	0	2.00048844025395	1.00012209018435	1.00012209018435	0	4.00195439749781	0	1.00012209018435	2.00048844025395	0	9.00990220315199	1.00012209018435	1.00012209018435	15.0275330602518	0	2.00048844025395	1.00012209018435	0	1.00012209018435	3.00109916954915	7.00598826885697
Adm	2.00048844025395	0	5.00305424361532	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	10.0122269359159	0	0	0	1.00012209018435	0	0	0	9.00990220315199	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	13.0206736374495	0	1.00012209018435	0	0	4.00195439749781	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	0	0	0	2.00048844025395
Adra2a	10.0122269359159	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	4.00195439749781	6.00439882750478	0	0	0	0	2.00048844025395	0	0	3.00109916954915	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	3.00109916954915	0	0	2.00048844025395	0	2.00048844025395	0	0	2.00048844025395	0	0	0	4.00195439749781	4.00195439749781	2.00048844025395	1.00012209018435	0	2.00048844025395	4.00195439749781	0	0	0	1.00012209018435	7.00598826885697	0	7.00598826885697	4.00195439749781	0	0
Aebp1	5.00305424361532	0	0	1.00012209018435	0	4.00195439749781	0	2.00048844025395	0	0	0	2.00048844025395	2.00048844025395	5.00305424361532	0	0	0	0	3.00109916954915	0	0	0	2.00048844025395	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	4.00195439749781	1.00012209018435	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	4.00195439749781	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	0	6.00439882750478	0	0	1.00012209018435	2.00048844025395	2.00048844025395
Agtr2	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	3.00109916954915	2.00048844025395	2.00048844025395	0	0	4.00195439749781	0	5.00305424361532	0	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	6.00439882750478	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	0	10.0122269359159	0
Ahcyl1	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	2.00048844025395	6.00439882750478
Ahnak	1.00012209018435	4.00195439749781	1.00012209018435	4.00195439749781	0	1.00012209018435	6.00439882750478	3.00109916954915	1.00012209018435	1.00012209018435	0	3.00109916954915	0	10.0122269359159	4.00195439749781	5.00305424361532	2.00048844025395	0	3.00109916954915	1.00012209018435	5.00305424361532	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	5.00305424361532	1.00012209018435	0	1.00012209018435	4.00195439749781	8.00782268745052	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	4.00195439749781	5.00305424361532	6.00439882750478	5.00305424361532	6.00439882750478	4.00195439749781	1.00012209018435	3.00109916954915	5.00305424361532	1.00012209018435	0	1.00012209018435	5.00305424361532	0	4.00195439749781	0	4.00195439749781	12.0176125328898	4.00195439749781	0	1.00012209018435	5.00305424361532	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	5.00305424361532	2.00048844025395	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	6.00439882750478	0	1.00012209018435	0	3.00109916954915	0	5.00305424361532	8.00782268745052	1.00012209018435	10.0122269359159
Ahr	3.00109916954915	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	4.00195439749781	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	5.00305424361532	0	0	0	4.00195439749781	0
Akap2	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	20.048987655079	0	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	4.00195439749781	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	4.00195439749781	2.00048844025395	0	0	8.00782268745052	1.00012209018435	4.00195439749781	0	0	0	1.00012209018435	0	0	1.00012209018435	0	4.00195439749781	0	1.00012209018435	3.00109916954915	0	4.00195439749781	4.00195439749781	0	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	6.00439882750478	2.00048844025395	0	1.00012209018435	0	3.00109916954915	3.00109916954915	0	2.00048844025395	0	3.00109916954915	5.00305424361532	0	0	0	1.00012209018435	0	0	3.00109916954915	2.00048844025395	0	3.00109916954915
