GENEID	X23	X41	X47	X70	X79	X84	X92	X94
Dctn2	0	5.00305424361532	0	0	0	0	0	1.00012209018435
Ddah2	0	3.00109916954915	0	0	0	5.00305424361532	0	3.00109916954915
Ddost	0	1.00012209018435	0	2.00048844025395	0	0	5.00305424361532	0
Ddx3x	0	3.00109916954915	0	1.00012209018435	2.00048844025395	8.00782268745052	1.00012209018435	3.00109916954915
Ddx3y	0	1.00012209018435	0	2.00048844025395	0	12.0176125328898	12.0176125328898	2.00048844025395
Ddx5	1.00012209018435	4.00195439749781	1.00012209018435	5.00305424361532	3.00109916954915	29.1031482864402	24.0705883708827	4.00195439749781
Degs1	0	5.00305424361532	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395
Des	0	0	0	2.00048844025395	0	0	10.0122269359159	0
Dkc1	0	0	1.00012209018435	0	0	0	0	6.00439882750478
Dlgap4	0	5.00305424361532	0	0	0	1.00012209018435	1.00012209018435	0
Dnaja1	0	0	0	1.00012209018435	2.00048844025395	4.00195439749781	3.00109916954915	5.00305424361532
Dnajb1	0	0	0	0	2.00048844025395	1.00012209018435	52.332898627509	0
Dnajb14	0	3.00109916954915	1.00012209018435	0	0	3.00109916954915	5.00305424361532	2.00048844025395
Dock6	0	2.00048844025395	0	0	0	0	1.00012209018435	5.00305424361532
Dot1l	0	0	0	0	0	20.048987655079	9.00990220315199	1.00012209018435
Dpysl3	0	0	0	2.00048844025395	0	8.00782268745052	7.00598826885697	0
Dsc2	0	0	0	9.00990220315199	0	0	0	0
Dstn	0	4.00195439749781	0	2.00048844025395	0	6.00439882750478	8.00782268745052	0
Dtx3	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	7.00598826885697	0
Dync1h1	0	5.00305424361532	0	0	0	4.00195439749781	0	4.00195439749781
Dync1i2	0	0	0	0	0	2.00048844025395	5.00305424361532	3.00109916954915
Ebf1	1.00012209018435	2.00048844025395	2.00048844025395	0	12.0176125328898	7.00598826885697	1.00012209018435	1.00012209018435
Ece1	0	8.00782268745052	0	0	0	1.00012209018435	0	2.00048844025395
Eef1a1	8.00782268745052	43.22730021288	2.00048844025395	24.0705883708827	9.00990220315199	27.0893822675098	48.283466760365	32.1256548803621
Eef1g	0	0	0	2.00048844025395	2.00048844025395	0	10.0122269359159	5.00305424361532
Eef2	1.00012209018435	21.0540177177831	1.00012209018435	1.00012209018435	11.0147970057849	9.00990220315199	14.0239804397716	12.0176125328898
Efnb2	0	8.00782268745052	0	0	0	0	0	1.00012209018435
Egfl7	0	7.00598826885697	0	0	0	0	0	4.00195439749781
Egr1	5.00305424361532	6.00439882750478	2.00048844025395	5.00305424361532	0	18.0396670359275	21.0540177177831	2.00048844025395
Ehd2	0	5.00305424361532	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435
Eif1	0	6.00439882750478	0	1.00012209018435	2.00048844025395	12.0176125328898	13.0206736374495	3.00109916954915
Eif2s1	0	0	0	0	5.00305424361532	0	0	1.00012209018435
Eif3c	0	2.00048844025395	0	3.00109916954915	0	2.00048844025395	6.00439882750478	0
Eif4a1	1.00012209018435	2.00048844025395	1.00012209018435	0	3.00109916954915	8.00782268745052	13.0206736374495	3.00109916954915
Eif4g2	1.00012209018435	2.00048844025395	4.00195439749781	0	0	6.00439882750478	8.00782268745052	7.00598826885697
Eif4g3	1.00012209018435	0	0	0	2.00048844025395	8.00782268745052	5.00305424361532	1.00012209018435
Eif4h	0	2.00048844025395	0	0	1.00012209018435	7.00598826885697	5.00305424361532	1.00012209018435
Eif5	0	3.00109916954915	0	1.00012209018435	0	7.00598826885697	2.00048844025395	1.00012209018435
Elk3	0	5.00305424361532	0	1.00012209018435	0	0	0	2.00048844025395
Emb	0	0	0	0	0	3.00109916954915	11.0147970057849	0
Emcn	0	7.00598826885697	0	0	0	0	0	3.00109916954915
Emd	0	3.00109916954915	0	0	0	4.00195439749781	6.00439882750478	1.00012209018435
Emp1	0	7.00598826885697	0	0	0	0	0	1.00012209018435
Eng	0	11.0147970057849	0	0	0	1.00012209018435	1.00012209018435	6.00439882750478
Enpp2	0	14.0239804397716	0	8.00782268745052	0	15.0275330602518	13.0206736374495	6.00439882750478
Epas1	1.00012209018435	37.1681275103067	0	3.00109916954915	0	10.0122269359159	19.0442041347699	11.0147970057849
Epha3	1.00012209018435	0	0	0	0	1.00012209018435	7.00598826885697	0
Eprs	0	1.00012209018435	0	2.00048844025395	0	0	5.00305424361532	0
Erdr1	2.00048844025395	0	0	0	2.00048844025395	30.1104026871881	42.2168154415037	2.00048844025395
Errfi1	0	0	1.00012209018435	1.00012209018435	0	24.0705883708827	35.1503934793561	0
Esam	0	8.00782268745052	0	0	0	0	0	3.00109916954915
Etf1	0	2.00048844025395	0	0	0	5.00305424361532	5.00305424361532	0
Etfa	0	0	0	0	0	0	7.00598826885697	0
Ets1	1.00012209018435	6.00439882750478	0	1.00012209018435	7.00598826885697	0	3.00109916954915	3.00109916954915
Ezh1	0	0	0	0	0	0	5.00305424361532	0
Ezr	0	0	0	0	6.00439882750478	0	0	0
F11r	1.00012209018435	6.00439882750478	0	0	0	0	1.00012209018435	6.00439882750478
F2r	0	2.00048844025395	0	2.00048844025395	0	0	0	5.00305424361532
F830016B08Rik	0	7.00598826885697	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435
Fabp4	0	7.00598826885697	0	0	0	0	0	0
Fam168a	0	0	0	0	0	0	6.00439882750478	0
Fam46a	1.00012209018435	0	0	0	0	6.00439882750478	6.00439882750478	0
Fbln2	0	6.00439882750478	0	0	0	0	1.00012209018435	0
Fbln5	0	8.00782268745052	0	0	0	0	0	0
Fbn1	0	1.00012209018435	0	0	0	4.00195439749781	6.00439882750478	0
Fbn2	0	0	0	0	0	18.0396670359275	20.048987655079	0
Fbxo28	0	5.00305424361532	0	0	0	0	0	0
Fem1b	0	0	0	0	3.00109916954915	7.00598826885697	1.00012209018435	0
Fermt2	0	3.00109916954915	0	0	0	10.0122269359159	1.00012209018435	3.00109916954915
Fkbp1a	0	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	8.00782268745052
Fkbp9	0	0	0	0	0	0	5.00305424361532	1.00012209018435
Flna	0	2.00048844025395	0	1.00012209018435	2.00048844025395	6.00439882750478	2.00048844025395	0
Flt1	0	18.0396670359275	1.00012209018435	0	0	0	0	6.00439882750478
Fn1	2.00048844025395	0	0	11.0147970057849	0	5.00305424361532	2.00048844025395	0
Fos	3.00109916954915	6.00439882750478	1.00012209018435	0	0	0	3.00109916954915	0
Fosb	0	1.00012209018435	2.00048844025395	9.00990220315199	0	20.048987655079	48.283466760365	2.00048844025395
Fosl2	0	2.00048844025395	0	0	0	5.00305424361532	7.00598826885697	3.00109916954915
Foxp1	0	6.00439882750478	0	0	1.00012209018435	4.00195439749781	0	2.00048844025395
Fstl1	3.00109916954915	9.00990220315199	0	5.00305424361532	0	14.0239804397716	13.0206736374495	3.00109916954915
Fth1	4.00195439749781	2.00048844025395	0	4.00195439749781	3.00109916954915	5.00305424361532	20.048987655079	5.00305424361532
Ftl1	0	6.00439882750478	0	1.00012209018435	1.00012209018435	1.00012209018435	6.00439882750478	2.00048844025395
Fubp1	0	0	1.00012209018435	0	0	7.00598826885697	0	0
Fus	0	0	0	0	0	6.00439882750478	0	1.00012209018435
Fxyd1	0	0	1.00012209018435	0	0	5.00305424361532	1.00012209018435	0
G530011O06Rik	0	0	0	0	0	14.0239804397716	11.0147970057849	1.00012209018435
Gabarapl1	0	0	0	0	0	6.00439882750478	5.00305424361532	0
Gadd45b	2.00048844025395	0	1.00012209018435	0	0	12.0176125328898	0	0
Gapdh	3.00109916954915	6.00439882750478	0	1.00012209018435	1.00012209018435	4.00195439749781	5.00305424361532	2.00048844025395
Gas1	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	17.0353762377124	0
Gem	0	0	1.00012209018435	0	0	11.0147970057849	7.00598826885697	1.00012209018435
Gja4	0	11.0147970057849	0	0	0	0	0	2.00048844025395
Glg1	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	6.00439882750478	0
Glis2	0	5.00305424361532	0	0	0	0	1.00012209018435	1.00012209018435
Glul	0	24.0705883708827	0	0	0	4.00195439749781	6.00439882750478	3.00109916954915
Gm10036	1.00012209018435	2.00048844025395	0	3.00109916954915	3.00109916954915	3.00109916954915	9.00990220315199	3.00109916954915
Gm10073	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	4.00195439749781	10.0122269359159	6.00439882750478
Gm10126	2.00048844025395	2.00048844025395	0	3.00109916954915	4.00195439749781	0	5.00305424361532	2.00048844025395
Gm10263	6.00439882750478	1.00012209018435	0	6.00439882750478	4.00195439749781	2.00048844025395	1.00012209018435	2.00048844025395
Gm10709	0	2.00048844025395	0	4.00195439749781	2.00048844025395	5.00305424361532	6.00439882750478	2.00048844025395
Gm10715	1.00012209018435	2.00048844025395	7.00598826885697	0	0	3.00109916954915	3.00109916954915	5.00305424361532
Gm10717	0	10.0122269359159	12.0176125328898	0	5.00305424361532	4.00195439749781	5.00305424361532	18.0396670359275
Gm10719	1.00012209018435	2.00048844025395	6.00439882750478	0	2.00048844025395	6.00439882750478	2.00048844025395	2.00048844025395
Gm10827	0	3.00109916954915	6.00439882750478	3.00109916954915	7.00598826885697	10.0122269359159	3.00109916954915	6.00439882750478
Gm11261	0	0	1.00012209018435	0	0	6.00439882750478	2.00048844025395	0
Gm11808	2.00048844025395	0	0	2.00048844025395	0	5.00305424361532	3.00109916954915	0
Gm12976	0	1.00012209018435	1.00012209018435	0	0	9.00990220315199	22.0592944438992	0
Gm13075	0	1.00012209018435	0	0	2.00048844025395	5.00305424361532	2.00048844025395	1.00012209018435
Gm13889	0	0	0	0	0	22.0592944438992	21.0540177177831	1.00012209018435
Gm13936	0	6.00439882750478	0	0	0	1.00012209018435	0	1.00012209018435
Gm14214	3.00109916954915	3.00109916954915	0	4.00195439749781	0	4.00195439749781	11.0147970057849	6.00439882750478
Gm15013	5.00305424361532	12.0176125328898	1.00012209018435	12.0176125328898	4.00195439749781	2.00048844025395	19.0442041347699	4.00195439749781
Gm15247	0	0	0	0	0	8.00782268745052	11.0147970057849	0
Gm16286	0	5.00305424361532	0	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435
Gm17555	0	53.3458824338344	9.00990220315199	1.00012209018435	9.00990220315199	8.00782268745052	28.0961415204583	13.0206736374495
Gm17615	1.00012209018435	29.1031482864402	3.00109916954915	0	8.00782268745052	6.00439882750478	14.0239804397716	11.0147970057849
Gm19817	0	1.00012209018435	0	0	0	10.0122269359159	3.00109916954915	0
Gm2000	2.00048844025395	2.00048844025395	0	1.00012209018435	2.00048844025395	3.00109916954915	6.00439882750478	4.00195439749781
Gm21092	1.00012209018435	3.00109916954915	0	0	1.00012209018435	1.00012209018435	6.00439882750478	0
Gm21750	1.00012209018435	31.1179048445245	8.00782268745052	0	7.00598826885697	5.00305424361532	13.0206736374495	15.0275330602518
Gm21833	2.00048844025395	113.559748668846	28.0961415204583	1.00012209018435	29.1031482864402	37.1681275103067	53.3458824338344	43.22730021288
Gm21962	0	14.0239804397716	5.00305424361532	0	6.00439882750478	2.00048844025395	11.0147970057849	1.00012209018435
