GENEID	X23	X41	X47	X70	X79	X84	X92	X94
Gm26905	0	5.00305424361532	0	0	3.00109916954915	3.00109916954915	4.00195439749781	4.00195439749781
Gm26981	0	1.00012209018435	0	0	5.00305424361532	3.00109916954915	3.00109916954915	1.00012209018435
Gm28037	2.00048844025395	5.00305424361532	0	3.00109916954915	2.00048844025395	6.00439882750478	5.00305424361532	2.00048844025395
Gm28045	0	0	0	0	1.00012209018435	0	0	17.0353762377124
Gm29055	8.00782268745052	189.308075883846	36.1591362501238	4.00195439749781	73.6583465760993	72.6403274332921	126.947064168826	101.240942390885
Gm29562	0	1.00012209018435	0	0	2.00048844025395	6.00439882750478	1.00012209018435	3.00109916954915
Gm31258	0	16.0313316193744	3.00109916954915	0	1.00012209018435	1.00012209018435	5.00305424361532	2.00048844025395
Gm37140	0	0	0	0	0	6.00439882750478	0	0
Gm37158	0	60.4437923669776	18.0396670359275	3.00109916954915	11.0147970057849	14.0239804397716	42.2168154415037	22.0592944438992
Gm37214	0	0	0	0	1.00012209018435	5.00305424361532	2.00048844025395	2.00048844025395
Gm37234	0	7.00598826885697	0	1.00012209018435	4.00195439749781	1.00012209018435	5.00305424361532	2.00048844025395
Gm37324	0	17.0353762377124	5.00305424361532	1.00012209018435	8.00782268745052	4.00195439749781	9.00990220315199	6.00439882750478
Gm37404	0	15.0275330602518	1.00012209018435	0	4.00195439749781	3.00109916954915	11.0147970057849	4.00195439749781
Gm37746	0	24.0705883708827	5.00305424361532	1.00012209018435	4.00195439749781	9.00990220315199	13.0206736374495	10.0122269359159
Gm37758	0	1.00012209018435	1.00012209018435	0	2.00048844025395	7.00598826885697	3.00109916954915	1.00012209018435
Gm37900	0	23.0648179545339	5.00305424361532	0	3.00109916954915	10.0122269359159	17.0353762377124	8.00782268745052
Gm37903	0	3.00109916954915	1.00012209018435	0	0	0	5.00305424361532	0
Gm37954	5.00305424361532	107.39571439794	22.0592944438992	2.00048844025395	33.1336529167031	44.2380343327527	50.3076822698104	38.1773673823587
Gm4117	0	7.00598826885697	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435
Gm42418	9.00990220315199	7.00598826885697	10.0122269359159	9.00990220315199	16.0313316193744	18.0396670359275	44.2380343327527	8.00782268745052
Gm42445	0	16.0313316193744	6.00439882750478	0	3.00109916954915	2.00048844025395	4.00195439749781	5.00305424361532
Gm42503	1.00012209018435	0	4.00195439749781	0	2.00048844025395	5.00305424361532	8.00782268745052	0
Gm42519	0	3.00109916954915	2.00048844025395	0	5.00305424361532	3.00109916954915	6.00439882750478	5.00305424361532
Gm42553	0	2.00048844025395	0	0	0	5.00305424361532	0	1.00012209018435
Gm43238	1.00012209018435	11.0147970057849	0	0	4.00195439749781	1.00012209018435	9.00990220315199	5.00305424361532
Gm43287	0	0	0	0	0	2.00048844025395	5.00305424361532	0
Gm43305	0	0	0	0	8.00782268745052	0	0	0
Gm43430	0	0	0	0	0	2.00048844025395	7.00598826885697	0
Gm43622	0	6.00439882750478	2.00048844025395	0	1.00012209018435	6.00439882750478	5.00305424361532	0
Gm44044	0	1.00012209018435	3.00109916954915	0	0	4.00195439749781	5.00305424361532	4.00195439749781
Gm44443	1.00012209018435	5.00305424361532	0	0	0	5.00305424361532	3.00109916954915	3.00109916954915
Gm5611	0	0	0	2.00048844025395	1.00012209018435	0	5.00305424361532	0
Gm6133	2.00048844025395	3.00109916954915	0	2.00048844025395	7.00598826885697	2.00048844025395	2.00048844025395	3.00109916954915
Gm6525	1.00012209018435	4.00195439749781	0	6.00439882750478	0	3.00109916954915	5.00305424361532	0
Gm8225	1.00012209018435	13.0206736374495	0	5.00305424361532	4.00195439749781	5.00305424361532	13.0206736374495	14.0239804397716
Gm8730	0	5.00305424361532	0	2.00048844025395	8.00782268745052	4.00195439749781	11.0147970057849	5.00305424361532
Gm9493	7.00598826885697	1.00012209018435	0	10.0122269359159	5.00305424361532	4.00195439749781	8.00782268745052	5.00305424361532
Gm9843	0	2.00048844025395	0	2.00048844025395	8.00782268745052	3.00109916954915	1.00012209018435	4.00195439749781
Gm9844	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	3.00109916954915	5.00305424361532
Gna12	0	0	0	0	0	0	0	5.00305424361532
Gnai2	0	20.048987655079	0	0	1.00012209018435	2.00048844025395	5.00305424361532	22.0592944438992
Gnaq	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	8.00782268745052	0
Gnas	1.00012209018435	5.00305424361532	1.00012209018435	0	2.00048844025395	6.00439882750478	1.00012209018435	2.00048844025395
Gnb2l1	5.00305424361532	3.00109916954915	1.00012209018435	1.00012209018435	5.00305424361532	8.00782268745052	5.00305424361532	0
Gng11	1.00012209018435	1.00012209018435	0	0	0	0	0	8.00782268745052
Gpx3	1.00012209018435	0	0	0	0	5.00305424361532	4.00195439749781	0
Gpx4	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	7.00598826885697	2.00048844025395
Grn	0	7.00598826885697	0	1.00012209018435	0	3.00109916954915	3.00109916954915	2.00048844025395
Gstm1	1.00012209018435	2.00048844025395	0	5.00305424361532	0	2.00048844025395	13.0206736374495	2.00048844025395
Gstm2	9.00990220315199	0	0	2.00048844025395	0	2.00048844025395	0	0
Gucy1a3	1.00012209018435	0	0	1.00012209018435	0	5.00305424361532	3.00109916954915	0
H1f0	0	5.00305424361532	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435
H2-Ab1	0	0	0	0	6.00439882750478	0	0	0
H2-D1	0	5.00305424361532	0	2.00048844025395	3.00109916954915	2.00048844025395	19.0442041347699	12.0176125328898
H2-Eb1	0	0	0	0	7.00598826885697	1.00012209018435	0	0
H2-Ob	0	1.00012209018435	0	0	8.00782268745052	0	0	0
H2-Q5	0	2.00048844025395	0	5.00305424361532	5.00305424361532	4.00195439749781	1.00012209018435	2.00048844025395
H2afz	1.00012209018435	2.00048844025395	0	0	0	6.00439882750478	1.00012209018435	3.00109916954915
H3f3b	0	8.00782268745052	0	6.00439882750478	1.00012209018435	10.0122269359159	11.0147970057849	5.00305424361532
Hdac7	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	5.00305424361532
Hdgf	0	0	1.00012209018435	0	0	0	8.00782268745052	1.00012209018435
Heg1	0	6.00439882750478	0	1.00012209018435	0	0	1.00012209018435	0
Hexim1	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915	6.00439882750478	0
Hilpda	0	0	0	0	0	1.00012209018435	6.00439882750478	0
Hipk3	0	0	0	0	0	1.00012209018435	7.00598826885697	0
Hist1h2bc	0	7.00598826885697	0	0	0	1.00012209018435	0	0
Hlx	0	10.0122269359159	0	0	0	0	0	1.00012209018435
Hmgb1	0	4.00195439749781	0	1.00012209018435	1.00012209018435	5.00305424361532	4.00195439749781	4.00195439749781
Hmgcs2	0	0	0	5.00305424361532	1.00012209018435	6.00439882750478	10.0122269359159	0
Hnrnpab	1.00012209018435	3.00109916954915	0	1.00012209018435	0	1.00012209018435	5.00305424361532	2.00048844025395
Hnrnpc	0	5.00305424361532	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0
Hnrnpf	0	2.00048844025395	0	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435
Hnrnph1	1.00012209018435	3.00109916954915	0	3.00109916954915	2.00048844025395	5.00305424361532	4.00195439749781	3.00109916954915
Hnrnpk	0	4.00195439749781	0	1.00012209018435	0	4.00195439749781	7.00598826885697	3.00109916954915
Hsp90aa1	0	1.00012209018435	0	1.00012209018435	11.0147970057849	3.00109916954915	7.00598826885697	2.00048844025395
Hsp90ab1	3.00109916954915	9.00990220315199	0	2.00048844025395	2.00048844025395	5.00305424361532	14.0239804397716	6.00439882750478
Hsp90b1	2.00048844025395	2.00048844025395	0	1.00012209018435	0	5.00305424361532	26.0828704059517	5.00305424361532
Hspa1a	11.0147970057849	65.5212691545208	0	0	2.00048844025395	1.00012209018435	2.00048844025395	12.0176125328898
Hspa5	0	3.00109916954915	0	3.00109916954915	1.00012209018435	11.0147970057849	31.1179048445245	3.00109916954915
Hspa8	2.00048844025395	5.00305424361532	0	3.00109916954915	4.00195439749781	12.0176125328898	36.1591362501238	5.00305424361532
Hspb1	0	1.00012209018435	0	9.00990220315199	0	0	1.00012209018435	7.00598826885697
Hspg2	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	7.00598826885697
Htra1	0	0	0	0	0	8.00782268745052	7.00598826885697	0
Icam1	0	0	0	0	0	2.00048844025395	11.0147970057849	3.00109916954915
Id3	1.00012209018435	8.00782268745052	0	1.00012209018435	0	1.00012209018435	9.00990220315199	5.00305424361532
Ier5	0	0	1.00012209018435	0	0	11.0147970057849	6.00439882750478	0
Ifi203	0	1.00012209018435	0	0	0	1.00012209018435	9.00990220315199	0
Ifitm1	3.00109916954915	0	0	0	0	8.00782268745052	12.0176125328898	0
Ifitm2	0	4.00195439749781	0	0	0	1.00012209018435	3.00109916954915	8.00782268745052
Ifitm3	1.00012209018435	8.00782268745052	1.00012209018435	4.00195439749781	0	2.00048844025395	11.0147970057849	3.00109916954915
Ifrd1	0	0	8.00782268745052	0	0	8.00782268745052	30.1104026871881	0
Igf1	3.00109916954915	0	0	1.00012209018435	0	8.00782268745052	10.0122269359159	0
Igf1r	0	1.00012209018435	0	1.00012209018435	0	9.00990220315199	5.00305424361532	1.00012209018435
Igfbp3	5.00305424361532	10.0122269359159	0	8.00782268745052	0	23.0648179545339	4.00195439749781	0
Igfbp4	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	33.1336529167031	24.0705883708827	0
Igfbp5	7.00598826885697	0	0	0	0	0	0	0
Igfbp7	13.0206736374495	144.519835602049	0	15.0275330602518	0	33.1336529167031	64.505270141498	44.2380343327527
Ighd	0	0	0	0	8.00782268745052	0	0	0
Ighm	0	0	0	0	8.00782268745052	0	0	0
Igkc	0	0	0	0	20.048987655079	0	0	0
Iigp1	0	0	0	0	0	0	67.5540235386734	0
Il1rl2	0	0	0	0	0	0	5.00305424361532	0
Il2rg	0	5.00305424361532	0	0	0	0	0	2.00048844025395
Il33	1.00012209018435	1.00012209018435	0	1.00012209018435	0	3.00109916954915	24.0705883708827	0
Il6st	0	2.00048844025395	0	0	0	1.00012209018435	7.00598826885697	3.00109916954915
Impdh1	0	8.00782268745052	0	0	0	0	1.00012209018435	2.00048844025395
Iqgap1	0	4.00195439749781	0	0	6.00439882750478	3.00109916954915	3.00109916954915	1.00012209018435
Irak1	0	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	8.00782268745052	8.00782268745052	2.00048844025395
Irf1	0	1.00012209018435	0	0	0	0	6.00439882750478	0
Irf8	0	0	0	1.00012209018435	1.00012209018435	9.00990220315199	14.0239804397716	0
Irgm2	0	0	0	0	0	2.00048844025395	5.00305424361532	0
Irs2	0	0	0	1.00012209018435	0	4.00195439749781	21.0540177177831	0
Iscu	2.00048844025395	0	1.00012209018435	0	0	7.00598826885697	2.00048844025395	0
Itgb1	1.00012209018435	9.00990220315199	0	0	0	5.00305424361532	3.00109916954915	4.00195439749781
Itm2b	2.00048844025395	12.0176125328898	0	10.0122269359159	2.00048844025395	13.0206736374495	18.0396670359275	11.0147970057849
Itm2c	3.00109916954915	12.0176125328898	0	1.00012209018435	0	3.00109916954915	4.00195439749781	2.00048844025395
Jak1	0	2.00048844025395	0	0	1.00012209018435	7.00598826885697	3.00109916954915	4.00195439749781
Jun	1.00012209018435	7.00598826885697	0	4.00195439749781	0	7.00598826885697	12.0176125328898	23.0648179545339
Junb	1.00012209018435	0	1.00012209018435	1.00012209018435	0	26.0828704059517	4.00195439749781	4.00195439749781
Jund	1.00012209018435	5.00305424361532	3.00109916954915	2.00048844025395	0	25.0766058142306	17.0353762377124	1.00012209018435
Kcne4	0	0	0	0	0	7.00598826885697	20.048987655079	0
Kcnj8	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	5.00305424361532	0
Kcnq1ot1	1.00012209018435	20.048987655079	8.00782268745052	0	14.0239804397716	9.00990220315199	10.0122269359159	8.00782268745052
Kctd12	1.00012209018435	1.00012209018435	0	6.00439882750478	0	3.00109916954915	5.00305424361532	3.00109916954915
Kdm2a	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	7.00598826885697	0
Kdm6b	0	0	5.00305424361532	0	0	18.0396670359275	9.00990220315199	1.00012209018435
Kdm7a	0	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	5.00305424361532
Kdr	0	15.0275330602518	0	0	0	0	0	1.00012209018435
Kif26a	0	6.00439882750478	0	0	0	0	0	3.00109916954915
Kif5b	0	2.00048844025395	0	0	3.00109916954915	5.00305424361532	0	1.00012209018435
Klf13	0	8.00782268745052	0	0	0	2.00048844025395	3.00109916954915	2.00048844025395
Klf2	0	10.0122269359159	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435
Klf3	0	9.00990220315199	0	0	0	0	3.00109916954915	0
Klf4	0	6.00439882750478	0	0	0	7.00598826885697	20.048987655079	1.00012209018435
Klf6	0	2.00048844025395	0	11.0147970057849	0	2.00048844025395	5.00305424361532	7.00598826885697
Klf9	0	0	0	0	0	8.00782268745052	14.0239804397716	0
Kmt2e	0	2.00048844025395	0	0	6.00439882750478	1.00012209018435	6.00439882750478	1.00012209018435
Kpnb1	0	5.00305424361532	0	0	0	0	1.00012209018435	0
Lamc1	1.00012209018435	2.00048844025395	0	1.00012209018435	0	3.00109916954915	2.00048844025395	6.00439882750478
Lamp1	0	9.00990220315199	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435
Lamp2	1.00012209018435	4.00195439749781	0	1.00012209018435	0	1.00012209018435	8.00782268745052	1.00012209018435
Laptm4a	0	2.00048844025395	0	3.00109916954915	1.00012209018435	5.00305424361532	2.00048844025395	4.00195439749781
Laptm5	0	0	0	0	7.00598826885697	0	0	0
Larp1	2.00048844025395	2.00048844025395	0	0	1.00012209018435	9.00990220315199	3.00109916954915	1.00012209018435
Lars2	0	0	0	1.00012209018435	0	7.00598826885697	2.00048844025395	0
Ldb2	0	8.00782268745052	0	0	0	0	4.00195439749781	1.00012209018435
Lepr	1.00012209018435	1.00012209018435	0	1.00012209018435	0	3.00109916954915	8.00782268745052	0
Lgals1	0	0	0	0	0	1.00012209018435	10.0122269359159	2.00048844025395
Lgals3bp	0	6.00439882750478	0	0	0	0	0	0
Lgals9	0	5.00305424361532	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435
Lif	0	1.00012209018435	0	0	0	12.0176125328898	1.00012209018435	0
Lima1	0	0	0	0	0	4.00195439749781	10.0122269359159	1.00012209018435
Lmna	0	4.00195439749781	2.00048844025395	1.00012209018435	0	28.0961415204583	7.00598826885697	3.00109916954915
Lpl	5.00305424361532	0	0	0	0	2.00048844025395	6.00439882750478	1.00012209018435
Lpp	0	2.00048844025395	0	0	0	4.00195439749781	6.00439882750478	1.00012209018435
Lrp1	1.00012209018435	0	0	0	0	6.00439882750478	8.00782268745052	0
Lrpap1	0	0	0	0	0	0	5.00305424361532	0
Lrrc58	1.00012209018435	8.00782268745052	0	4.00195439749781	12.0176125328898	11.0147970057849	10.0122269359159	11.0147970057849
Ltbp4	0	7.00598826885697	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435
Luc7l2	2.00048844025395	4.00195439749781	1.00012209018435	2.00048844025395	1.00012209018435	12.0176125328898	9.00990220315199	0
Ly6a	0	11.0147970057849	0	0	0	0	0	3.00109916954915
Ly6c1	0	35.1503934793561	0	0	0	0	0	19.0442041347699
Ly6e	0	19.0442041347699	0	0	4.00195439749781	4.00195439749781	3.00109916954915	12.0176125328898
Maf	0	0	1.00012209018435	0	0	3.00109916954915	7.00598826885697	0
Mafg	0	1.00012209018435	0	0	0	3.00109916954915	5.00305424361532	0
Malat1	1.00012209018435	14.0239804397716	65.5212691545208	4.00195439749781	49.2954494708865	130.042668296521	153.853679367656	13.0206736374495
Mapkapk2	0	1.00012209018435	0	0	0	5.00305424361532	9.00990220315199	0
Mapre1	1.00012209018435	0	2.00048844025395	0	1.00012209018435	7.00598826885697	1.00012209018435	1.00012209018435
March7	1.00012209018435	0	0	0	0	5.00305424361532	1.00012209018435	0
Marcksl1	0	0	1.00012209018435	0	0	2.00048844025395	7.00598826885697	3.00109916954915
Mat2a	0	2.00048844025395	1.00012209018435	0	0	4.00195439749781	7.00598826885697	0
Mbtd1	1.00012209018435	4.00195439749781	0	0	0	5.00305424361532	3.00109916954915	1.00012209018435
Mcam	0	5.00305424361532	0	0	0	0	0	3.00109916954915
Mcl1	0	1.00012209018435	0	0	5.00305424361532	6.00439882750478	10.0122269359159	1.00012209018435
Med13l	0	3.00109916954915	1.00012209018435	0	0	3.00109916954915	8.00782268745052	0
Med16	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	5.00305424361532
Meox2	1.00012209018435	0	0	4.00195439749781	0	0	5.00305424361532	0
Mettl9	1.00012209018435	0	0	1.00012209018435	0	0	5.00305424361532	0
Mfap1a	0	2.00048844025395	0	1.00012209018435	0	5.00305424361532	2.00048844025395	0
Mfge8	0	4.00195439749781	2.00048844025395	12.0176125328898	0	0	0	2.00048844025395
Mgll	0	13.0206736374495	0	0	0	0	0	0
Mgst1	0	0	0	0	0	3.00109916954915	7.00598826885697	0
Mir703	0	7.00598826885697	0	1.00012209018435	0	3.00109916954915	5.00305424361532	1.00012209018435
Mmp14	0	2.00048844025395	1.00012209018435	0	0	9.00990220315199	12.0176125328898	3.00109916954915
Mmp2	2.00048844025395	0	0	3.00109916954915	0	2.00048844025395	7.00598826885697	0
Mmp9	0	0	0	2.00048844025395	0	3.00109916954915	7.00598826885697	0
Mmrn2	0	18.0396670359275	0	0	0	0	0	2.00048844025395
Morf4l1	3.00109916954915	5.00305424361532	0	1.00012209018435	1.00012209018435	0	6.00439882750478	0
Ms4a1	0	0	0	0	15.0275330602518	0	0	0
Msc	1.00012209018435	0	0	0	0	0	7.00598826885697	1.00012209018435
Msl1	0	6.00439882750478	0	0	0	0	0	0
Msn	0	2.00048844025395	0	0	0	0	1.00012209018435	5.00305424361532
Msx1	0	5.00305424361532	0	0	0	4.00195439749781	0	0
Mtpn	0	6.00439882750478	0	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435
Mustn1	0	0	0	0	0	3.00109916954915	6.00439882750478	0
Myadm	0	6.00439882750478	0	1.00012209018435	0	1.00012209018435	2.00048844025395	4.00195439749781
Myl6	0	8.00782268745052	0	5.00305424361532	6.00439882750478	5.00305424361532	7.00598826885697	9.00990220315199
Myl9	0	0	0	0	0	6.00439882750478	1.00012209018435	0
Mylk	0	1.00012209018435	0	1.00012209018435	0	0	7.00598826885697	1.00012209018435
Nab1	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	5.00305424361532	0
Naca	1.00012209018435	0	1.00012209018435	4.00195439749781	3.00109916954915	4.00195439749781	5.00305424361532	3.00109916954915
Nck1	0	6.00439882750478	0	0	0	0	2.00048844025395	4.00195439749781
Ncl	0	0	1.00012209018435	0	7.00598826885697	5.00305424361532	6.00439882750478	0
Ndufa10	0	0	0	0	0	0	5.00305424361532	0
Ndufa8	0	0	0	0	0	0	0	12.0176125328898
Nedd4	1.00012209018435	5.00305424361532	1.00012209018435	3.00109916954915	1.00012209018435	12.0176125328898	14.0239804397716	6.00439882750478
Nfia	3.00109916954915	2.00048844025395	0	0	1.00012209018435	4.00195439749781	5.00305424361532	1.00012209018435
Nfib	0	8.00782268745052	0	1.00012209018435	0	5.00305424361532	26.0828704059517	8.00782268745052
Nfic	1.00012209018435	5.00305424361532	0	0	0	3.00109916954915	1.00012209018435	10.0122269359159
Nfkb1	0	2.00048844025395	0	0	0	12.0176125328898	8.00782268745052	0
Nfkbia	0	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	19.0442041347699	70.6050478883099	4.00195439749781
Nfkbiz	0	0	0	1.00012209018435	0	3.00109916954915	24.0705883708827	2.00048844025395
Ngfr	0	0	0	0	0	0	9.00990220315199	0
Nipbl	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	5.00305424361532	3.00109916954915
Nisch	0	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	0	7.00598826885697	0
Noct	0	1.00012209018435	5.00305424361532	0	2.00048844025395	11.0147970057849	6.00439882750478	2.00048844025395
Nom1	0	0	0	0	5.00305424361532	0	0	0
Nop58	0	2.00048844025395	0	0	0	5.00305424361532	1.00012209018435	0
Notch1	0	2.00048844025395	0	0	0	5.00305424361532	0	1.00012209018435
Npm1	0	1.00012209018435	0	6.00439882750478	1.00012209018435	2.00048844025395	6.00439882750478	2.00048844025395
Nptn	0	7.00598826885697	0	0	1.00012209018435	0	2.00048844025395	0
Nr2f1	1.00012209018435	0	0	2.00048844025395	0	11.0147970057849	3.00109916954915	0
Nr3c1	0	9.00990220315199	0	0	3.00109916954915	2.00048844025395	2.00048844025395	3.00109916954915
Nr4a1	0	4.00195439749781	1.00012209018435	3.00109916954915	0	18.0396670359275	26.0828704059517	7.00598826885697
Nr4a2	0	0	0	0	0	3.00109916954915	12.0176125328898	0
Nr4a3	0	0	0	0	0	5.00305424361532	9.00990220315199	1.00012209018435
Nrd1	0	0	0	0	5.00305424361532	1.00012209018435	0	0
Nrp1	0	7.00598826885697	0	0	0	1.00012209018435	18.0396670359275	2.00048844025395
Nsa2	0	2.00048844025395	0	0	5.00305424361532	0	1.00012209018435	4.00195439749781
Nucb1	0	5.00305424361532	0	0	0	2.00048844025395	4.00195439749781	1.00012209018435
Nudt4	1.00012209018435	2.00048844025395	0	11.0147970057849	0	3.00109916954915	7.00598826885697	2.00048844025395
Oat	2.00048844025395	0	1.00012209018435	2.00048844025395	0	6.00439882750478	15.0275330602518	0
Oaz2	1.00012209018435	0	0	0	0	7.00598826885697	2.00048844025395	4.00195439749781
Odc1	1.00012209018435	1.00012209018435	0	0	0	12.0176125328898	3.00109916954915	3.00109916954915
Osmr	0	1.00012209018435	0	0	0	2.00048844025395	6.00439882750478	0
Pabpc1	0	6.00439882750478	2.00048844025395	1.00012209018435	6.00439882750478	15.0275330602518	18.0396670359275	3.00109916954915
Paics	0	5.00305424361532	0	0	0	0	0	3.00109916954915
Parn	2.00048844025395	0	0	0	0	0	6.00439882750478	0
Pbx1	0	0	0	0	0	2.00048844025395	7.00598826885697	0
Pcbp1	0	7.00598826885697	0	1.00012209018435	0	1.00012209018435	5.00305424361532	4.00195439749781
Pcdh7	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	5.00305424361532	0
Pcna	0	0	0	0	0	7.00598826885697	3.00109916954915	0
Pcolce	0	0	0	2.00048844025395	0	4.00195439749781	5.00305424361532	1.00012209018435
Pde4b	0	0	0	0	3.00109916954915	7.00598826885697	3.00109916954915	1.00012209018435
Pdgfra	1.00012209018435	0	0	2.00048844025395	0	7.00598826885697	6.00439882750478	0
Pdia3	0	4.00195439749781	0	0	0	2.00048844025395	5.00305424361532	3.00109916954915
Peak1	0	1.00012209018435	5.00305424361532	0	0	0	0	4.00195439749781
Pebp1	0	0	0	0	0	4.00195439749781	6.00439882750478	0
Pecam1	0	10.0122269359159	0	0	0	0	1.00012209018435	7.00598826885697
Pgam1	0	6.00439882750478	0	0	0	2.00048844025395	0	1.00012209018435
Pgrmc1	4.00195439749781	0	0	0	0	3.00109916954915	8.00782268745052	2.00048844025395
Phlda1	2.00048844025395	0	0	2.00048844025395	0	8.00782268745052	17.0353762377124	0
Phldb1	0	0	0	0	0	5.00305424361532	4.00195439749781	0
Pi15	0	0	1.00012209018435	1.00012209018435	0	6.00439882750478	6.00439882750478	1.00012209018435
Picalm	0	7.00598826885697	0	0	0	7.00598826885697	2.00048844025395	1.00012209018435
Pik3c2a	0	0	2.00048844025395	0	1.00012209018435	5.00305424361532	1.00012209018435	1.00012209018435
Pim1	0	0	2.00048844025395	1.00012209018435	0	11.0147970057849	11.0147970057849	2.00048844025395
Plcb1	2.00048844025395	5.00305424361532	0	0	0	0	0	0
Plec	0	2.00048844025395	0	0	0	3.00109916954915	0	7.00598826885697
Plekhg2	0	0	0	0	0	5.00305424361532	1.00012209018435	0
Plpp3	0	8.00782268745052	0	0	0	10.0122269359159	7.00598826885697	3.00109916954915
Plvap	0	35.1503934793561	0	0	0	1.00012209018435	2.00048844025395	25.0766058142306
Plxdc2	1.00012209018435	0	0	0	0	3.00109916954915	8.00782268745052	0
Plxna2	0	2.00048844025395	0	1.00012209018435	0	4.00195439749781	5.00305424361532	0
Plxnd1	0	0	0	0	0	1.00012209018435	0	7.00598826885697
Pnrc1	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	3.00109916954915	6.00439882750478	5.00305424361532
Podxl	0	17.0353762377124	0	0	0	0	0	8.00782268745052
Pola2	0	0	0	0	0	4.00195439749781	5.00305424361532	4.00195439749781
Polr2m	5.00305424361532	2.00048844025395	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0
Postn	12.0176125328898	0	0	2.00048844025395	0	12.0176125328898	44.2380343327527	0
Pou2f2	0	1.00012209018435	0	0	5.00305424361532	0	0	1.00012209018435
Ppia	2.00048844025395	6.00439882750478	0	5.00305424361532	5.00305424361532	7.00598826885697	4.00195439749781	12.0176125328898
Ppp1r15a	0	0	0	1.00012209018435	0	2.00048844025395	7.00598826885697	0
Ppp2ca	0	2.00048844025395	2.00048844025395	0	0	3.00109916954915	13.0206736374495	3.00109916954915
Ppp2r2a	0	2.00048844025395	0	0	0	3.00109916954915	7.00598826885697	1.00012209018435
Ppp6r3	0	1.00012209018435	0	0	0	1.00012209018435	5.00305424361532	0
Prdx4	0	2.00048844025395	0	0	0	0	6.00439882750478	0
Prkar1a	1.00012209018435	4.00195439749781	0	0	1.00012209018435	7.00598826885697	10.0122269359159	2.00048844025395
Prkcdbp	0	1.00012209018435	0	1.00012209018435	0	0	0	5.00305424361532
Procr	0	0	0	0	0	11.0147970057849	0	1.00012209018435
Prpf38b	0	2.00048844025395	0	0	1.00012209018435	0	5.00305424361532	0
Prrc2a	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	6.00439882750478	0
Prrc2c	0	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	5.00305424361532	0
Prrx1	0	0	0	2.00048844025395	0	7.00598826885697	2.00048844025395	0
Psap	1.00012209018435	1.00012209018435	0	0	1.00012209018435	8.00782268745052	4.00195439749781	1.00012209018435
Ptgs2	0	0	2.00048844025395	0	0	4.00195439749781	12.0176125328898	0
Ptma	1.00012209018435	32.1256548803621	1.00012209018435	7.00598826885697	3.00109916954915	20.048987655079	43.22730021288	9.00990220315199
Ptn	1.00012209018435	0	0	1.00012209018435	0	5.00305424361532	9.00990220315199	0
Ptp4a1	0	0	1.00012209018435	1.00012209018435	0	5.00305424361532	6.00439882750478	1.00012209018435
Ptp4a2	0	1.00012209018435	0	5.00305424361532	2.00048844025395	3.00109916954915	5.00305424361532	4.00195439749781
Ptprb	0	9.00990220315199	0	0	0	0	0	8.00782268745052
Ptprf	0	0	0	0	0	5.00305424361532	6.00439882750478	0
Ptrf	0	2.00048844025395	0	0	0	0	4.00195439749781	5.00305424361532
Pura	0	0	0	1.00012209018435	0	5.00305424361532	9.00990220315199	0
Qk	0	5.00305424361532	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435
RP23-233O21.6	0	3.00109916954915	1.00012209018435	0	1.00012209018435	7.00598826885697	4.00195439749781	0
RP23-341H2.4	0	7.00598826885697	2.00048844025395	0	4.00195439749781	5.00305424361532	6.00439882750478	6.00439882750478
RP23-4F16.12	0	0	0	0	0	6.00439882750478	0	0
Rab11b	0	1.00012209018435	0	0	0	6.00439882750478	5.00305424361532	1.00012209018435
