GENEID	X1	X3	X4	X5	X6	X7	X10	X11	X12	X14	X15	X18	X19	X20	X22	X23	X24	X25	X28	X29	X30	X31	X32	X33	X34	X35	X39	X44	X45	X48	X50	X54	X57	X58	X59	X60	X61	X62	X63	X65	X66	X67	X70	X72	X74	X75	X77	X80	X81	X84	X85	X88	X91	X92	X95	X96
1810026B05Rik	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	5.00305424361532	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435
2410006H16Rik	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	2.00048844025395	3.00109916954915	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	0	0	1.00012209018435
2610203C20Rik	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0
2810417H13Rik	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0
4632427E13Rik	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	6.00439882750478	1.00012209018435	0
7330423F06Rik	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	4.00195439749781	0	0
9930111J21Rik1	2.00048844025395	2.00048844025395	3.00109916954915	0	7.00598826885697	1.00012209018435	7.00598826885697	3.00109916954915	9.00990220315199	4.00195439749781	7.00598826885697	10.0122269359159	3.00109916954915	4.00195439749781	13.0206736374495	8.00782268745052	0	7.00598826885697	4.00195439749781	3.00109916954915	2.00048844025395	7.00598826885697	11.0147970057849	3.00109916954915	5.00305424361532	3.00109916954915	4.00195439749781	4.00195439749781	4.00195439749781	2.00048844025395	1.00012209018435	0	5.00305424361532	3.00109916954915	1.00012209018435	3.00109916954915	3.00109916954915	5.00305424361532	2.00048844025395	7.00598826885697	7.00598826885697	3.00109916954915	0	8.00782268745052	9.00990220315199	4.00195439749781	5.00305424361532	7.00598826885697	2.00048844025395	10.0122269359159	13.0206736374495	4.00195439749781	9.00990220315199	9.00990220315199	3.00109916954915	0
A430073D23Rik	4.00195439749781	12.0176125328898	4.00195439749781	1.00012209018435	17.0353762377124	3.00109916954915	23.0648179545339	7.00598826885697	34.1418990756402	11.0147970057849	16.0313316193744	34.1418990756402	21.0540177177831	11.0147970057849	35.1503934793561	25.0766058142306	5.00305424361532	25.0766058142306	16.0313316193744	15.0275330602518	20.048987655079	16.0313316193744	26.0828704059517	7.00598826885697	17.0353762377124	21.0540177177831	29.1031482864402	22.0592944438992	18.0396670359275	24.0705883708827	11.0147970057849	0	19.0442041347699	7.00598826885697	4.00195439749781	4.00195439749781	11.0147970057849	7.00598826885697	7.00598826885697	34.1418990756402	41.2065798956254	4.00195439749781	2.00048844025395	40.1965934523377	23.0648179545339	14.0239804397716	23.0648179545339	16.0313316193744	8.00782268745052	39.186855988824	48.283466760365	8.00782268745052	59.4290518687863	30.1104026871881	38.1773673823587	1.00012209018435
A430078G23Rik	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	4.00195439749781	0	0	6.00439882750478	0	0	1.00012209018435	3.00109916954915	0	0
AI314180	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
AI838599	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	4.00195439749781	0	2.00048844025395	2.00048844025395	3.00109916954915	1.00012209018435	5.00305424361532	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	0	2.00048844025395	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	3.00109916954915	4.00195439749781	1.00012209018435	2.00048844025395	0
Aars	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	4.00195439749781	0	1.00012209018435	0	0	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	5.00305424361532	2.00048844025395	1.00012209018435	0
Abca8a	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	7.00598826885697	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	5.00305424361532	0	0
Abcc9	0	0	1.00012209018435	0	0	4.00195439749781	0	4.00195439749781	0	0	2.00048844025395	3.00109916954915	0	1.00012209018435	0	2.00048844025395	4.00195439749781	1.00012209018435	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	1.00012209018435	0	0	8.00782268745052	1.00012209018435	0	0	1.00012209018435	1.00012209018435	8.00782268745052	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	2.00048844025395	1.00012209018435
Abi1	0	0	0	0	0	0	5.00305424361532	3.00109916954915	0	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781
Acta2	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	21.0540177177831	0	2.00048844025395	0	0	10.0122269359159	0	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	6.00439882750478	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	2.00048844025395	1.00012209018435	0	1.00012209018435
Actb	15.0275330602518	0	1.00012209018435	5.00305424361532	0	1.00012209018435	28.0961415204583	8.00782268745052	1.00012209018435	0	1.00012209018435	4.00195439749781	1.00012209018435	14.0239804397716	0	7.00598826885697	0	7.00598826885697	0	22.0592944438992	0	3.00109916954915	10.0122269359159	0	52.332898627509	18.0396670359275	18.0396670359275	6.00439882750478	10.0122269359159	0	3.00109916954915	8.00782268745052	11.0147970057849	22.0592944438992	7.00598826885697	4.00195439749781	0	5.00305424361532	13.0206736374495	10.0122269359159	10.0122269359159	15.0275330602518	3.00109916954915	0	0	14.0239804397716	2.00048844025395	1.00012209018435	15.0275330602518	0	2.00048844025395	18.0396670359275	15.0275330602518	21.0540177177831	6.00439882750478	1.00012209018435
Actg1	4.00195439749781	0	1.00012209018435	4.00195439749781	3.00109916954915	3.00109916954915	4.00195439749781	4.00195439749781	0	0	5.00305424361532	4.00195439749781	0	29.1031482864402	0	4.00195439749781	0	7.00598826885697	1.00012209018435	18.0396670359275	0	5.00305424361532	2.00048844025395	0	6.00439882750478	8.00782268745052	13.0206736374495	10.0122269359159	4.00195439749781	2.00048844025395	3.00109916954915	2.00048844025395	3.00109916954915	7.00598826885697	2.00048844025395	0	0	1.00012209018435	7.00598826885697	3.00109916954915	7.00598826885697	4.00195439749781	2.00048844025395	3.00109916954915	0	9.00990220315199	0	3.00109916954915	9.00990220315199	0	1.00012209018435	7.00598826885697	13.0206736374495	4.00195439749781	6.00439882750478	2.00048844025395
Adam12	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	5.00305424361532	2.00048844025395	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	6.00439882750478	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435
Adamts1	3.00109916954915	0	3.00109916954915	2.00048844025395	0	1.00012209018435	3.00109916954915	5.00305424361532	0	0	1.00012209018435	0	1.00012209018435	4.00195439749781	0	0	4.00195439749781	2.00048844025395	0	7.00598826885697	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	5.00305424361532	2.00048844025395	0	0	0	4.00195439749781	0	0	0	0	2.00048844025395	9.00990220315199	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	2.00048844025395	2.00048844025395	0	2.00048844025395	0	21.0540177177831	0	19.0442041347699	0	2.00048844025395
Adamts4	3.00109916954915	0	0	2.00048844025395	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	1.00012209018435	0	0	0	16.0313316193744	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	2.00048844025395	4.00195439749781	0	0	0	6.00439882750478	0	4.00195439749781	0	0
Adm	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adra2a	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	4.00195439749781	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0
Aebp1	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	0	0	6.00439882750478	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395
Aebp2	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	5.00305424361532	2.00048844025395	1.00012209018435	0
Agtr2	0	0	0	3.00109916954915	0	0	1.00012209018435	8.00782268745052	0	0	1.00012209018435	0	0	5.00305424361532	0	0	0	0	2.00048844025395	0	0	1.00012209018435	23.0648179545339	1.00012209018435	3.00109916954915	0	3.00109916954915	0	1.00012209018435	9.00990220315199	2.00048844025395	0	0	0	0	0	0	5.00305424361532	20.048987655079	0	1.00012209018435	0	0	0	0	11.0147970057849	2.00048844025395	0	0	3.00109916954915	1.00012209018435	0	0	0	11.0147970057849	0
Ahctf1	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	7.00598826885697	0	0
