GENEID	X100	X101	X103	X105	X107	X108	X109	X111	X112	X113	X114	X116	X117	X118	X119	X120	X122	X125	X127	X128	X130	X136	X137	X140	X142	X143	X144	X148	X149	X151	X152	X153	X154	X156	X157	X158	X160	X165	X166	X169	X170	X171	X172	X173	X174	X177	X181	X185	X187	X189	X191	X192
Aebp1	0	1.00012209018435	0	12.0176125328898	0	0	1.00012209018435	6.00439882750478	0	0	0	0	5.00305424361532	1.00012209018435	0	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	4.00195439749781	0	0	2.00048844025395	9.00990220315199	0	0	0	0	0	0	0	6.00439882750478	0	7.00598826885697	0	0	0	0	0	0	1.00012209018435	0
Ago2	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395
Ahnak	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	0	0	1.00012209018435	8.00782268745052	2.00048844025395	4.00195439749781	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	0	0	5.00305424361532	0	5.00305424361532	1.00012209018435	0	4.00195439749781	1.00012209018435	1.00012209018435	0	4.00195439749781	0	0	1.00012209018435	4.00195439749781	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	5.00305424361532	3.00109916954915	3.00109916954915	0	0	0	2.00048844025395	4.00195439749781	0
Akap2	3.00109916954915	0	0	18.0396670359275	0	0	0	0	0	1.00012209018435	0	0	4.00195439749781	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	0	5.00305424361532	0	1.00012209018435	0	0	1.00012209018435	7.00598826885697	0	0	0	1.00012209018435	12.0176125328898	0	0	0	1.00012209018435	6.00439882750478	2.00048844025395	0	0	0	0	2.00048844025395	3.00109916954915	0
Alad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	8.00782268745052	0	0	0
Aldh2	0	0	0	8.00782268745052	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0
Aldoa	3.00109916954915	0	0	6.00439882750478	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	4.00195439749781	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	1.00012209018435	0	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	0	2.00048844025395	5.00305424361532	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0
Alox15	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	6.00439882750478	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl2	0	0	0	7.00598826885697	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0
Angptl4	3.00109916954915	1.00012209018435	0	24.0705883708827	0	0	1.00012209018435	15.0275330602518	1.00012209018435	0	0	2.00048844025395	0	0	0	4.00195439749781	2.00048844025395	0	2.00048844025395	0	3.00109916954915	4.00195439749781	10.0122269359159	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0
Ano1	3.00109916954915	3.00109916954915	0	7.00598826885697	0	0	0	4.00195439749781	0	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	0	0	5.00305424361532	0	0	0	0	2.00048844025395	0	0	4.00195439749781	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0
Anp32b	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	5.00305424361532	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	0	8.00782268745052	0	0	0
Anxa1	7.00598826885697	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	3.00109916954915	10.0122269359159	0	0	0	4.00195439749781	2.00048844025395	8.00782268745052	2.00048844025395	0	0	0	1.00012209018435	7.00598826885697	0	0	10.0122269359159	1.00012209018435	4.00195439749781	2.00048844025395	0	3.00109916954915	2.00048844025395	1.00012209018435	4.00195439749781	0	4.00195439749781	2.00048844025395	0	0	2.00048844025395	4.00195439749781	0	0	0	0	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0
Anxa2	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	0	5.00305424361532	0	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	5.00305424361532	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435
Anxa5	3.00109916954915	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	6.00439882750478	0	0	2.00048844025395	0	4.00195439749781	1.00012209018435	3.00109916954915	0	0	3.00109916954915	1.00012209018435	2.00048844025395	0	3.00109916954915	0	1.00012209018435	3.00109916954915	5.00305424361532	0	1.00012209018435	0	6.00439882750478	3.00109916954915	2.00048844025395	0	1.00012209018435	1.00012209018435	7.00598826885697	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	2.00048844025395	0
Aplp2	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	0	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	3.00109916954915	0	3.00109916954915	0	0	3.00109916954915	5.00305424361532	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0
Apoe	0	10.0122269359159	0	113.559748668846	3.00109916954915	2.00048844025395	1.00012209018435	85.8943526882953	6.00439882750478	33.1336529167031	1.00012209018435	3.00109916954915	31.1179048445245	4.00195439749781	3.00109916954915	49.2954494708865	4.00195439749781	2.00048844025395	51.3201652807748	1.00012209018435	7.00598826885697	1.00012209018435	8.00782268745052	7.00598826885697	18.0396670359275	39.186855988824	1.00012209018435	2.00048844025395	2.00048844025395	46.2602511104364	1.00012209018435	4.00195439749781	7.00598826885697	225.072042182306	3.00109916954915	3.00109916954915	3.00109916954915	1.00012209018435	1.00012209018435	0	0	55.3726019210037	2.00048844025395	132.107704891812	15.0275330602518	57.4003247346927	16.0313316193744	2.00048844025395	1.00012209018435	32.1256548803621	77.7329552185041	2.00048844025395
Apold1	1.00012209018435	0	0	65.5212691545208	0	0	9.00990220315199	0	0	0	0	1.00012209018435	0	11.0147970057849	3.00109916954915	1.00012209018435	7.00598826885697	0	0	1.00012209018435	0	14.0239804397716	8.00782268745052	36.1591362501238	0	0	4.00195439749781	12.0176125328898	0	2.00048844025395	1.00012209018435	27.0893822675098	13.0206736374495	0	4.00195439749781	1.00012209018435	0	17.0353762377124	41.2065798956254	6.00439882750478	0	1.00012209018435	8.00782268745052	0	0	0	1.00012209018435	0	0	0	0	0
App	1.00012209018435	1.00012209018435	2.00048844025395	11.0147970057849	5.00305424361532	0	1.00012209018435	8.00782268745052	1.00012209018435	0	0	5.00305424361532	1.00012209018435	3.00109916954915	7.00598826885697	3.00109916954915	2.00048844025395	0	7.00598826885697	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	6.00439882750478	0	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	4.00195439749781	8.00782268745052	14.0239804397716	1.00012209018435	3.00109916954915	0	1.00012209018435	0	4.00195439749781	0	0	2.00048844025395	5.00305424361532	6.00439882750478	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0
Aqp1	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	8.00782268745052	0	0	0	4.00195439749781	3.00109916954915	0	0	0	14.0239804397716	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	10.0122269359159	0	1.00012209018435	1.00012209018435
Arf1	0	0	0	0	0	0	0	5.00305424361532	0	0	0	3.00109916954915	0	1.00012209018435	4.00195439749781	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	4.00195439749781	0	0	3.00109916954915	0	0	0	0	0	2.00048844025395	0	0	8.00782268745052	3.00109916954915	2.00048844025395	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	5.00305424361532	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0
Arf4	3.00109916954915	0	0	9.00990220315199	0	0	0	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	9.00990220315199	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	2.00048844025395	2.00048844025395	0	3.00109916954915	0	0	0	0	4.00195439749781	0	0	2.00048844025395	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	0	4.00195439749781	0
Arf6	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0
Arhgap29	0	0	1.00012209018435	4.00195439749781	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	6.00439882750478	0	0	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0
Arhgdib	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0
Arid2	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0
Arl1	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	4.00195439749781	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	5.00305424361532	2.00048844025395
Arl5b	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	2.00048844025395	4.00195439749781	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	5.00305424361532	3.00109916954915	0
Arpc1b	1.00012209018435	0	6.00439882750478	4.00195439749781	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	2.00048844025395	3.00109916954915	4.00195439749781	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	9.00990220315199	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0
Arpc2	1.00012209018435	0	0	2.00048844025395	3.00109916954915	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	5.00305424361532	0	0	3.00109916954915	0	2.00048844025395	5.00305424361532	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435
Aspn	2.00048844025395	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0
Atf3	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	14.0239804397716	0	0	1.00012209018435	0	0	8.00782268745052	2.00048844025395	19.0442041347699	2.00048844025395	0	14.0239804397716	1.00012209018435	0	5.00305424361532	0	3.00109916954915	0	0	2.00048844025395	2.00048844025395	0	0	0	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	0	0	3.00109916954915	0	7.00598826885697	0	0	0	0	4.00195439749781	0	2.00048844025395	0	0	13.0206736374495	1.00012209018435	0
Atf4	1.00012209018435	2.00048844025395	0	5.00305424361532	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	3.00109916954915	2.00048844025395	3.00109916954915	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	0	3.00109916954915	0	2.00048844025395	1.00012209018435	3.00109916954915	0	2.00048844025395	3.00109916954915	1.00012209018435	0	0	1.00012209018435	1.00012209018435	4.00195439749781	2.00048844025395	0	4.00195439749781	0	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	2.00048844025395	1.00012209018435	0
Atf7ip	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0
Atp1b3	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	4.00195439749781	0	0	0	5.00305424361532	0	1.00012209018435	4.00195439749781	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0
