GENEID	X100	X101	X103	X105	X107	X108	X109	X111	X112	X113	X114	X116	X117	X118	X119	X120	X122	X125	X127	X128	X130	X136	X137	X140	X142	X143	X144	X148	X149	X151	X152	X153	X154	X156	X157	X158	X160	X165	X166	X169	X170	X171	X172	X173	X174	X177	X181	X185	X187	X189	X191	X192
Cd93	0	0	2.00048844025395	0	2.00048844025395	4.00195439749781	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	13.0206736374495	0	9.00990220315199	0	0	1.00012209018435	11.0147970057849	4.00195439749781	0	2.00048844025395	21.0540177177831	3.00109916954915	0	1.00012209018435	1.00012209018435	0	8.00782268745052	0	3.00109916954915	0	0	10.0122269359159	0	3.00109916954915	0	0	0	0	0	0	0
Cdc42	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	0	3.00109916954915	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	3.00109916954915	8.00782268745052	0	0	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	3.00109916954915	0	2.00048844025395	0	1.00012209018435	4.00195439749781	3.00109916954915	0	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	0	0
Cdc42ep3	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	5.00305424361532	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	3.00109916954915	0	0	2.00048844025395	0	0	0
Cdh11	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435
Cdk2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	6.00439882750478	0	0	0
Cdkn1a	3.00109916954915	0	1.00012209018435	33.1336529167031	0	0	0	3.00109916954915	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	5.00305424361532	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	11.0147970057849	0	0	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435	4.00195439749781	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	2.00048844025395	10.0122269359159	0	0	1.00012209018435	3.00109916954915	3.00109916954915	0	0	0	0	0	2.00048844025395	0	0
Cebpb	4.00195439749781	0	0	2.00048844025395	0	0	0	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	6.00439882750478	0	5.00305424361532	0	0	3.00109916954915	0	5.00305424361532	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	0	3.00109916954915	0	4.00195439749781	0	7.00598826885697	0	0	0	3.00109916954915	0	0
Celf2	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	4.00195439749781	0	0	1.00012209018435	0	9.00990220315199	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915
Cfl1	1.00012209018435	0	3.00109916954915	5.00305424361532	0	1.00012209018435	3.00109916954915	3.00109916954915	0	0	0	4.00195439749781	0	0	6.00439882750478	2.00048844025395	4.00195439749781	5.00305424361532	0	0	5.00305424361532	0	1.00012209018435	8.00782268745052	2.00048844025395	2.00048844025395	0	1.00012209018435	3.00109916954915	3.00109916954915	3.00109916954915	2.00048844025395	7.00598826885697	2.00048844025395	0	2.00048844025395	0	2.00048844025395	5.00305424361532	3.00109916954915	1.00012209018435	0	3.00109916954915	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	3.00109916954915	1.00012209018435
Chchd2	0	1.00012209018435	1.00012209018435	5.00305424361532	0	2.00048844025395	4.00195439749781	8.00782268745052	0	2.00048844025395	0	4.00195439749781	1.00012209018435	0	3.00109916954915	6.00439882750478	6.00439882750478	3.00109916954915	1.00012209018435	1.00012209018435	4.00195439749781	0	5.00305424361532	3.00109916954915	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	6.00439882750478	8.00782268745052	0	0	3.00109916954915	2.00048844025395	4.00195439749781	4.00195439749781	0	0	2.00048844025395	2.00048844025395	1.00012209018435	4.00195439749781	4.00195439749781	1.00012209018435	2.00048844025395	2.00048844025395	6.00439882750478	0
Chd4	0	0	0	1.00012209018435	0	0	0	6.00439882750478	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	1.00012209018435	0
Chrdl1	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	1.00012209018435	0
Chst2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cited2	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435
Cks2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0
Clca3a1	0	0	0	0	0	0	1.00012209018435	0	0	0	0	6.00439882750478	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	4.00195439749781	0	0	0	0	1.00012209018435	0
Cldn5	0	0	3.00109916954915	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	10.0122269359159	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	4.00195439749781	0	0	0	0	1.00012209018435	0	0	0	0	9.00990220315199	0	0	0	0	0	0	0	0	0
Clec14a	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	10.0122269359159	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	4.00195439749781	3.00109916954915	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0
Clic4	7.00598826885697	1.00012209018435	0	12.0176125328898	0	0	4.00195439749781	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	5.00305424361532	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	4.00195439749781	3.00109916954915	5.00305424361532	0	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	0	2.00048844025395	3.00109916954915	1.00012209018435	4.00195439749781	4.00195439749781	2.00048844025395	0	3.00109916954915	10.0122269359159	1.00012209018435	0	1.00012209018435	2.00048844025395	12.0176125328898	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	6.00439882750478	0
Clk1	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	5.00305424361532	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0
Cltc	0	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	0	0	0	7.00598826885697	0	1.00012209018435	0	0	2.00048844025395	0	0	0	4.00195439749781	0	4.00195439749781	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	5.00305424361532	0	5.00305424361532	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	0
Clu	0	13.0206736374495	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	15.0275330602518	0	2.00048844025395	0	4.00195439749781	1.00012209018435	0	0	5.00305424361532	6.00439882750478	2.00048844025395	22.0592944438992	0	1.00012209018435	0	1.00012209018435	0	8.00782268745052	0	1.00012209018435	1.00012209018435	3.00109916954915	0	2.00048844025395	10.0122269359159	12.0176125328898	30.1104026871881	0	0	0	10.0122269359159	0	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435	15.0275330602518	9.00990220315199	57.4003247346927	8.00782268745052	0	1.00012209018435	5.00305424361532	15.0275330602518	6.00439882750478
Cmah	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	5.00305424361532	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435
Cmip	0	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	4.00195439749781	0	2.00048844025395	0	0	1.00012209018435	3.00109916954915	0	0	2.00048844025395	0	4.00195439749781	6.00439882750478	0	0	0	4.00195439749781	3.00109916954915	0	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	0	2.00048844025395	1.00012209018435
Cnbp	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	0	4.00195439749781	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	5.00305424361532	0	0	1.00012209018435	4.00195439749781	1.00012209018435	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	1.00012209018435	1.00012209018435
Cnn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	5.00305424361532	0	0	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	3.00109916954915	0	2.00048844025395	1.00012209018435	0	4.00195439749781	0	0	0	0	2.00048844025395	0
Col15a1	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	6.00439882750478	0	0	8.00782268745052	0	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0
Col1a1	0	8.00782268745052	0	7.00598826885697	0	0	0	49.2954494708865	8.00782268745052	7.00598826885697	0	0	20.048987655079	3.00109916954915	2.00048844025395	6.00439882750478	0	0	7.00598826885697	0	116.645247873133	0	10.0122269359159	0	7.00598826885697	29.1031482864402	0	0	0	43.22730021288	0	0	0	25.0766058142306	1.00012209018435	0	0	0	0	0	0	11.0147970057849	2.00048844025395	15.0275330602518	1.00012209018435	16.0313316193744	4.00195439749781	0	0	31.1179048445245	5.00305424361532	1.00012209018435
Col1a2	1.00012209018435	15.0275330602518	0	31.1179048445245	0	1.00012209018435	0	59.4290518687863	23.0648179545339	11.0147970057849	0	0	28.0961415204583	10.0122269359159	5.00305424361532	5.00305424361532	1.00012209018435	1.00012209018435	6.00439882750478	0	154.892087282965	1.00012209018435	7.00598826885697	1.00012209018435	8.00782268745052	47.2717340146999	1.00012209018435	0	0	54.3591168236642	0	0	0	52.332898627509	0	0	1.00012209018435	1.00012209018435	0	0	0	18.0396670359275	1.00012209018435	31.1179048445245	0	20.048987655079	6.00439882750478	0	0	34.1418990756402	16.0313316193744	4.00195439749781
Col3a1	1.00012209018435	4.00195439749781	0	15.0275330602518	0	1.00012209018435	0	22.0592944438992	26.0828704059517	6.00439882750478	2.00048844025395	1.00012209018435	12.0176125328898	9.00990220315199	4.00195439749781	4.00195439749781	0	0	14.0239804397716	0	127.978672284089	0	11.0147970057849	0	10.0122269359159	17.0353762377124	0	0	0	27.0893822675098	1.00012209018435	0	0	25.0766058142306	1.00012209018435	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	15.0275330602518	0	22.0592944438992	0	8.00782268745052	7.00598826885697	0	0	42.2168154415037	4.00195439749781	4.00195439749781
Col4a1	10.0122269359159	4.00195439749781	1.00012209018435	34.1418990756402	7.00598826885697	1.00012209018435	2.00048844025395	13.0206736374495	1.00012209018435	9.00990220315199	2.00048844025395	1.00012209018435	15.0275330602518	9.00990220315199	11.0147970057849	4.00195439749781	3.00109916954915	0	13.0206736374495	0	19.0442041347699	3.00109916954915	21.0540177177831	17.0353762377124	0	6.00439882750478	2.00048844025395	1.00012209018435	12.0176125328898	13.0206736374495	4.00195439749781	6.00439882750478	5.00305424361532	17.0353762377124	1.00012209018435	0	0	6.00439882750478	20.048987655079	2.00048844025395	0	2.00048844025395	13.0206736374495	11.0147970057849	1.00012209018435	4.00195439749781	5.00305424361532	0	0	2.00048844025395	7.00598826885697	2.00048844025395
Col4a2	6.00439882750478	0	1.00012209018435	15.0275330602518	3.00109916954915	1.00012209018435	0	7.00598826885697	0	6.00439882750478	0	0	3.00109916954915	7.00598826885697	8.00782268745052	1.00012209018435	1.00012209018435	0	6.00439882750478	0	8.00782268745052	1.00012209018435	8.00782268745052	5.00305424361532	1.00012209018435	0	1.00012209018435	4.00195439749781	7.00598826885697	2.00048844025395	0	5.00305424361532	2.00048844025395	18.0396670359275	5.00305424361532	1.00012209018435	0	3.00109916954915	6.00439882750478	2.00048844025395	0	0	9.00990220315199	13.0206736374495	0	1.00012209018435	0	0	0	2.00048844025395	3.00109916954915	2.00048844025395
Col5a1	0	2.00048844025395	0	2.00048844025395	0	0	0	6.00439882750478	1.00012209018435	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	2.00048844025395	0	0	1.00012209018435	4.00195439749781	0	0	0	7.00598826885697	0	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435
Col5a2	0	0	0	1.00012209018435	0	0	0	2.00048844025395	3.00109916954915	2.00048844025395	0	0	2.00048844025395	4.00195439749781	1.00012209018435	0	0	0	0	0	11.0147970057849	0	3.00109916954915	0	0	1.00012209018435	0	0	0	4.00195439749781	0	0	0	3.00109916954915	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	0
Col6a1	3.00109916954915	1.00012209018435	0	8.00782268745052	0	0	0	6.00439882750478	2.00048844025395	1.00012209018435	0	0	3.00109916954915	7.00598826885697	11.0147970057849	1.00012209018435	0	1.00012209018435	7.00598826885697	0	6.00439882750478	0	3.00109916954915	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	21.0540177177831	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	4.00195439749781	1.00012209018435
Col6a2	4.00195439749781	1.00012209018435	0	6.00439882750478	1.00012209018435	2.00048844025395	0	6.00439882750478	0	0	2.00048844025395	1.00012209018435	4.00195439749781	8.00782268745052	3.00109916954915	1.00012209018435	0	0	5.00305424361532	0	17.0353762377124	0	5.00305424361532	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	0	0	13.0206736374495	1.00012209018435	0	0	0	7.00598826885697	0	0	3.00109916954915	1.00012209018435	4.00195439749781	0	4.00195439749781	2.00048844025395	0	1.00012209018435	7.00598826885697	0	0
Col6a3	10.0122269359159	3.00109916954915	0	6.00439882750478	0	2.00048844025395	0	3.00109916954915	3.00109916954915	2.00048844025395	0	0	1.00012209018435	10.0122269359159	6.00439882750478	3.00109916954915	0	0	3.00109916954915	0	24.0705883708827	0	10.0122269359159	1.00012209018435	2.00048844025395	5.00305424361532	0	0	0	10.0122269359159	0	1.00012209018435	0	17.0353762377124	0	0	0	0	5.00305424361532	0	0	2.00048844025395	0	4.00195439749781	0	3.00109916954915	3.00109916954915	0	0	2.00048844025395	4.00195439749781	3.00109916954915
Colec11	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comt	0	0	0	5.00305424361532	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0
Coq2	0	0	0	5.00305424361532	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox4i1	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	5.00305424361532	0	2.00048844025395	0
Cox6a1	0	0	3.00109916954915	3.00109916954915	1.00012209018435	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	3.00109916954915	3.00109916954915	4.00195439749781	0	0	3.00109916954915	2.00048844025395	3.00109916954915	1.00012209018435	0	0	0	0	5.00305424361532	1.00012209018435	0	1.00012209018435	4.00195439749781	4.00195439749781	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	1.00012209018435	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	8.00782268745052	0	1.00012209018435	0
Cox6b1	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	1.00012209018435	0
Cox8a	0	0	2.00048844025395	4.00195439749781	0	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	9.00990220315199	1.00012209018435	0	3.00109916954915	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	4.00195439749781	0	1.00012209018435	1.00012209018435	0	4.00195439749781	1.00012209018435	0	0
Cp	0	0	0	13.0206736374495	0	0	0	5.00305424361532	0	3.00109916954915	0	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	5.00305424361532	0	1.00012209018435	0	3.00109916954915	1.00012209018435	3.00109916954915	0	0	5.00305424361532	0	0	0	7.00598826885697	0	0	3.00109916954915	8.00782268745052	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	6.00439882750478	0	3.00109916954915	1.00012209018435	0	0	10.0122269359159	2.00048844025395	1.00012209018435
Cpe	0	0	0	7.00598826885697	0	0	3.00109916954915	0	0	0	0	5.00305424361532	1.00012209018435	4.00195439749781	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpne8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0
Cpox	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00990220315199	2.00048844025395	0	0
Cpxm1	0	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	4.00195439749781	0	0	0	6.00439882750478	0	0	0	0	0	0	0	2.00048844025395	0	3.00109916954915	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0
Crim1	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395	0	1.00012209018435	0	0	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	0	0	3.00109916954915	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0
Crispld2	4.00195439749781	0	0	4.00195439749781	0	0	0	4.00195439749781	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	14.0239804397716	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	5.00305424361532	0	0	1.00012209018435	0	0	4.00195439749781	1.00012209018435	0
Cryab	0	7.00598826885697	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435	0	6.00439882750478	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0
Csde1	0	1.00012209018435	1.00012209018435	9.00990220315199	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	3.00109916954915	4.00195439749781	2.00048844025395	0	0	0	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435
Csf1	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	6.00439882750478	1.00012209018435	0	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	0	0	10.0122269359159	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0
Csf2rb	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	4.00195439749781	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	17.0353762377124	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	4.00195439749781	1.00012209018435
Csnk1a1	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	0	2.00048844025395	2.00048844025395	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	6.00439882750478	1.00012209018435
Csnk1d	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	3.00109916954915	0	0	2.00048844025395	0	0	7.00598826885697	0	0	0	0	0	0
Cst3	2.00048844025395	0	9.00990220315199	6.00439882750478	0	0	0	3.00109916954915	0	0	1.00012209018435	0	5.00305424361532	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	10.0122269359159	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	5.00305424361532	0	0	3.00109916954915	9.00990220315199	3.00109916954915	4.00195439749781	4.00195439749781	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	4.00195439749781	1.00012209018435	7.00598826885697	1.00012209018435	2.00048844025395	2.00048844025395	0	0	2.00048844025395	3.00109916954915	0
Ctdsp2	0	0	0	6.00439882750478	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	2.00048844025395	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	3.00109916954915	0	0	0	1.00012209018435	0	4.00195439749781	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	2.00048844025395	2.00048844025395	0
Ctgf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	2.00048844025395	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0
