GENEID	X97	X99	X102	X104	X105	X106	X107	X110	X112	X115	X116	X119	X120	X122	X127	X128	X130	X131	X136	X137	X138	X143	X144	X145	X147	X148	X149	X150	X151	X152	X155	X157	X158	X159	X160	X161	X162	X164	X166	X168	X171	X173	X175	X176	X177	X178	X179	X181	X182	X183	X184	X185	X186	X187	X188	X189	X190	X191	X192
Abi3bp	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	4.00195439749781	2.00048844025395	0	0	0	8.00782268745052	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0
Abl1	1.00012209018435	0	0	0	0	0	1.00012209018435	0	4.00195439749781	0	0	0	0	0	0	4.00195439749781	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	0	0	5.00305424361532	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0
Acaa2	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	9.00990220315199	0	0	1.00012209018435	5.00305424361532	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0
Acadl	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	6.00439882750478	1.00012209018435	4.00195439749781	20.048987655079	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	5.00305424361532	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	0
Acadm	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	7.00598826885697	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0
Acat1	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	4.00195439749781	0	0	0	0	0	0	0	3.00109916954915	2.00048844025395	7.00598826885697	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0
Acin1	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	5.00305424361532	3.00109916954915	0	0	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	5.00305424361532	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	4.00195439749781	5.00305424361532	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	0
Aco1	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	5.00305424361532	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
Aco2	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	6.00439882750478	0	0	2.00048844025395	0	1.00012209018435	17.0353762377124	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	0	0	4.00195439749781	0	0	0	0	2.00048844025395	1.00012209018435
Acox1	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	14.0239804397716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435
Acp1	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	0	0	6.00439882750478	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0
Acsl1	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	30.1104026871881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Acsl4	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0
Acta2	0	1.00012209018435	0	1.00012209018435	0	0	10.0122269359159	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	4.00195439749781	39.186855988824	0	0	1.00012209018435	2.00048844025395	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	5.00305424361532	0	3.00109916954915	10.0122269359159	0	0	0	2.00048844025395	1.00012209018435	0
Actb	28.0961415204583	21.0540177177831	6.00439882750478	43.22730021288	0	0	42.2168154415037	16.0313316193744	29.1031482864402	3.00109916954915	9.00990220315199	8.00782268745052	48.283466760365	6.00439882750478	10.0122269359159	15.0275330602518	14.0239804397716	4.00195439749781	16.0313316193744	31.1179048445245	11.0147970057849	24.0705883708827	31.1179048445245	10.0122269359159	12.0176125328898	13.0206736374495	10.0122269359159	4.00195439749781	12.0176125328898	56.38633784995	45.2490179242113	3.00109916954915	2.00048844025395	24.0705883708827	41.2065798956254	20.048987655079	14.0239804397716	7.00598826885697	23.0648179545339	25.0766058142306	3.00109916954915	4.00195439749781	13.0206736374495	16.0313316193744	21.0540177177831	19.0442041347699	34.1418990756402	26.0828704059517	10.0122269359159	29.1031482864402	17.0353762377124	3.00109916954915	32.1256548803621	8.00782268745052	14.0239804397716	6.00439882750478	58.4145626995135	55.3726019210037	15.0275330602518
Actg1	15.0275330602518	4.00195439749781	2.00048844025395	24.0705883708827	0	0	5.00305424361532	4.00195439749781	6.00439882750478	0	10.0122269359159	9.00990220315199	21.0540177177831	3.00109916954915	7.00598826885697	9.00990220315199	2.00048844025395	0	23.0648179545339	17.0353762377124	2.00048844025395	13.0206736374495	14.0239804397716	6.00439882750478	7.00598826885697	4.00195439749781	3.00109916954915	2.00048844025395	21.0540177177831	12.0176125328898	6.00439882750478	0	1.00012209018435	27.0893822675098	20.048987655079	9.00990220315199	7.00598826885697	4.00195439749781	1.00012209018435	9.00990220315199	4.00195439749781	3.00109916954915	16.0313316193744	2.00048844025395	8.00782268745052	8.00782268745052	16.0313316193744	6.00439882750478	1.00012209018435	10.0122269359159	10.0122269359159	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	11.0147970057849	18.0396670359275	10.0122269359159
Actn1	0	1.00012209018435	0	4.00195439749781	0	0	4.00195439749781	0	0	0	4.00195439749781	0	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	4.00195439749781	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	5.00305424361532	11.0147970057849	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	3.00109916954915	2.00048844025395	2.00048844025395	0	0	1.00012209018435	3.00109916954915	0	3.00109916954915	1.00012209018435	0	2.00048844025395	0	5.00305424361532	5.00305424361532	1.00012209018435
Actr3	1.00012209018435	4.00195439749781	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	3.00109916954915	0	1.00012209018435	0	0	2.00048844025395	0	5.00305424361532	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435
Acvr1c	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acvrl1	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam12	7.00598826885697	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0	4.00195439749781	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	5.00305424361532	3.00109916954915	4.00195439749781	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	5.00305424361532	0	0	2.00048844025395	4.00195439749781	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0
Adam9	6.00439882750478	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0
Adamts1	5.00305424361532	0	0	7.00598826885697	0	1.00012209018435	3.00109916954915	2.00048844025395	16.0313316193744	0	0	0	2.00048844025395	1.00012209018435	0	12.0176125328898	8.00782268745052	0	0	1.00012209018435	2.00048844025395	0	9.00990220315199	0	2.00048844025395	5.00305424361532	3.00109916954915	1.00012209018435	1.00012209018435	11.0147970057849	14.0239804397716	0	5.00305424361532	10.0122269359159	0	0	6.00439882750478	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915	0	0	2.00048844025395	2.00048844025395	10.0122269359159	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	4.00195439749781	3.00109916954915	3.00109916954915
Adamts10	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0
Adamts2	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	4.00195439749781	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	6.00439882750478	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435
Adamts20	5.00305424361532	1.00012209018435	0	3.00109916954915	0	0	0	0	2.00048844025395	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435
Adamts4	0	0	0	2.00048844025395	0	2.00048844025395	0	4.00195439749781	0	0	0	3.00109916954915	10.0122269359159	0	0	0	3.00109916954915	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	5.00305424361532	0	8.00782268745052	7.00598826885697	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	0	4.00195439749781	6.00439882750478	4.00195439749781	0	0	0	0	0	0	0	0	4.00195439749781
Adamts5	0	0	0	0	0	0	0	0	11.0147970057849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781
Adarb2	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	6.00439882750478	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	4.00195439749781	0	0	0	0	0	0	0	1.00012209018435
Adck3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0122269359159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Add3	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	4.00195439749781	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	6.00439882750478	0	0	0	0	0	0	0	4.00195439749781	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0
