GENEID	X5	X16	X23	X24	X36	X37	X44	X46	X47	X48	X49	X56	X60	X62	X63	X64	X69	X72	X77	X78	X80	X88	X95
Aldh2	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	8.00782268745052	0	1.00012209018435	0	0	0	0	1.00012209018435	0	3.00109916954915	0	1.00012209018435	3.00109916954915
Aldoa	0	0	4.00195439749781	0	0	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	0	0	0	2.00048844025395	5.00305424361532	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	0	8.00782268745052	0	1.00012209018435	1.00012209018435
Ammecr1l	0	0	1.00012209018435	0	0	0	0	0	5.00305424361532	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435
Anapc5	0	0	0	0	0	0	1.00012209018435	7.00598826885697	4.00195439749781	3.00109916954915	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	4.00195439749781
Angpt2	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	18.0396670359275	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0
Angptl4	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	0	0	2.00048844025395	5.00305424361532	3.00109916954915	0	0	2.00048844025395	2.00048844025395	3.00109916954915	2.00048844025395	13.0206736374495	1.00012209018435	2.00048844025395	0	2.00048844025395	0
Ank2	1.00012209018435	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	6.00439882750478	1.00012209018435	0	1.00012209018435	0	0	0	0	0	3.00109916954915	1.00012209018435	3.00109916954915	1.00012209018435	0	2.00048844025395	1.00012209018435
Ankrd11	0	2.00048844025395	0	1.00012209018435	0	7.00598826885697	1.00012209018435	2.00048844025395	11.0147970057849	6.00439882750478	2.00048844025395	0	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	3.00109916954915	3.00109916954915	2.00048844025395	7.00598826885697
Ano1	0	0	2.00048844025395	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	2.00048844025395	4.00195439749781	0	0	0	2.00048844025395
Anp32b	0	1.00012209018435	0	0	0	4.00195439749781	1.00012209018435	6.00439882750478	5.00305424361532	5.00305424361532	2.00048844025395	0	0	4.00195439749781	2.00048844025395	2.00048844025395	0	3.00109916954915	0	1.00012209018435	1.00012209018435	2.00048844025395	5.00305424361532
Antxr1	0	12.0176125328898	1.00012209018435	0	0	3.00109916954915	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395	5.00305424361532	0	0	0	3.00109916954915	1.00012209018435	0	4.00195439749781	0	1.00012209018435	0	2.00048844025395	7.00598826885697
Anxa1	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	3.00109916954915	0	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	16.0313316193744	0	0	0	0	2.00048844025395	0	0	0	0
Anxa2	0	2.00048844025395	0	0	0	4.00195439749781	2.00048844025395	2.00048844025395	0	0	4.00195439749781	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	5.00305424361532
Anxa5	1.00012209018435	3.00109916954915	1.00012209018435	0	0	2.00048844025395	1.00012209018435	3.00109916954915	0	5.00305424361532	2.00048844025395	0	0	7.00598826885697	2.00048844025395	1.00012209018435	0	2.00048844025395	10.0122269359159	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435
Anxa6	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	4.00195439749781	0	2.00048844025395	6.00439882750478	0	0	1.00012209018435	4.00195439749781	1.00012209018435	0	0	1.00012209018435	4.00195439749781
Aoc3	0	1.00012209018435	5.00305424361532	0	3.00109916954915	4.00195439749781	2.00048844025395	4.00195439749781	2.00048844025395	0	4.00195439749781	1.00012209018435	0	5.00305424361532	3.00109916954915	1.00012209018435	2.00048844025395	5.00305424361532	15.0275330602518	4.00195439749781	1.00012209018435	1.00012209018435	2.00048844025395
Ap2m1	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	5.00305424361532	0	4.00195439749781	5.00305424361532	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	0	4.00195439749781
Apbb2	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435
Api5	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	5.00305424361532	1.00012209018435	3.00109916954915	2.00048844025395	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	3.00109916954915
Aplp2	2.00048844025395	1.00012209018435	0	0	2.00048844025395	9.00990220315199	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	7.00598826885697	0	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	3.00109916954915	7.00598826885697	5.00305424361532
Apoe	6.00439882750478	1.00012209018435	2.00048844025395	0	12.0176125328898	18.0396670359275	4.00195439749781	18.0396670359275	9.00990220315199	6.00439882750478	15.0275330602518	2.00048844025395	2.00048844025395	0	8.00782268745052	8.00782268745052	16.0313316193744	24.0705883708827	5.00305424361532	11.0147970057849	2.00048844025395	24.0705883708827	21.0540177177831
Apold1	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	9.00990220315199	0	0	0	0	0	5.00305424361532	0	0	0	0
App	5.00305424361532	6.00439882750478	5.00305424361532	0	2.00048844025395	8.00782268745052	7.00598826885697	3.00109916954915	12.0176125328898	11.0147970057849	7.00598826885697	1.00012209018435	16.0313316193744	5.00305424361532	5.00305424361532	9.00990220315199	4.00195439749781	9.00990220315199	10.0122269359159	3.00109916954915	0	9.00990220315199	1.00012209018435
Aqp1	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	8.00782268745052	0
Arc	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	1.00012209018435
Arcn1	1.00012209018435	2.00048844025395	0	1.00012209018435	0	6.00439882750478	3.00109916954915	3.00109916954915	2.00048844025395	15.0275330602518	6.00439882750478	0	4.00195439749781	4.00195439749781	9.00990220315199	1.00012209018435	2.00048844025395	4.00195439749781	7.00598826885697	2.00048844025395	2.00048844025395	3.00109916954915	5.00305424361532
Arf1	0	1.00012209018435	2.00048844025395	0	1.00012209018435	4.00195439749781	3.00109916954915	1.00012209018435	6.00439882750478	1.00012209018435	3.00109916954915	0	6.00439882750478	4.00195439749781	5.00305424361532	3.00109916954915	0	3.00109916954915	4.00195439749781	1.00012209018435	0	1.00012209018435	5.00305424361532
Arf4	0	0	3.00109916954915	0	3.00109916954915	3.00109916954915	2.00048844025395	3.00109916954915	4.00195439749781	4.00195439749781	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	7.00598826885697	3.00109916954915	4.00195439749781	8.00782268745052	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395
Arf5	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	0	3.00109916954915	5.00305424361532	2.00048844025395	0	0	1.00012209018435	2.00048844025395
Arf6	1.00012209018435	0	2.00048844025395	0	1.00012209018435	7.00598826885697	1.00012209018435	3.00109916954915	3.00109916954915	3.00109916954915	3.00109916954915	2.00048844025395	4.00195439749781	0	1.00012209018435	3.00109916954915	2.00048844025395	3.00109916954915	0	1.00012209018435	4.00195439749781	3.00109916954915	3.00109916954915
Arfip1	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	5.00305424361532	0	0	0	5.00305424361532	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	1.00012209018435	0	0
Arhgdia	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	3.00109916954915	4.00195439749781	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	0	3.00109916954915	5.00305424361532	3.00109916954915	2.00048844025395	1.00012209018435	0	4.00195439749781	1.00012209018435
Arhgef17	0	0	5.00305424361532	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	2.00048844025395	0	0	0	0
Arhgef2	0	3.00109916954915	6.00439882750478	0	0	4.00195439749781	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	8.00782268745052	0	2.00048844025395	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0
Arid2	0	0	0	0	0	0	2.00048844025395	2.00048844025395	7.00598826885697	0	2.00048844025395	0	1.00012209018435	5.00305424361532	5.00305424361532	0	0	6.00439882750478	0	1.00012209018435	0	0	2.00048844025395
Arid4a	0	0	1.00012209018435	0	0	1.00012209018435	0	0	5.00305424361532	0	4.00195439749781	0	0	3.00109916954915	0	0	0	3.00109916954915	2.00048844025395	2.00048844025395	0	0	0
Arid4b	0	1.00012209018435	0	0	0	2.00048844025395	0	0	7.00598826885697	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	3.00109916954915	0	0	1.00012209018435	2.00048844025395
Arl1	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	2.00048844025395	5.00305424361532	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	5.00305424361532	4.00195439749781	0	3.00109916954915	2.00048844025395
Arl13b	2.00048844025395	0	0	0	0	2.00048844025395	0	5.00305424361532	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	0	0	2.00048844025395
Arl5b	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	1.00012209018435	2.00048844025395	0	1.00012209018435	3.00109916954915	5.00305424361532	0	0	0	1.00012209018435
Arl6ip1	0	0	1.00012209018435	0	0	6.00439882750478	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0
Armcx2	0	0	0	0	0	5.00305424361532	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0
Armcx3	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	8.00782268745052	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	0	2.00048844025395	0
Arntl2	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	5.00305424361532	0	0	0	0	3.00109916954915	0	0	0
Arpc1b	3.00109916954915	1.00012209018435	3.00109916954915	1.00012209018435	0	6.00439882750478	2.00048844025395	8.00782268745052	11.0147970057849	9.00990220315199	10.0122269359159	0	1.00012209018435	2.00048844025395	14.0239804397716	1.00012209018435	5.00305424361532	6.00439882750478	5.00305424361532	6.00439882750478	1.00012209018435	5.00305424361532	10.0122269359159
Arpc2	0	3.00109916954915	3.00109916954915	0	0	3.00109916954915	5.00305424361532	0	6.00439882750478	3.00109916954915	6.00439882750478	0	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	9.00990220315199	1.00012209018435	1.00012209018435	5.00305424361532	13.0206736374495
Arpc5	0	1.00012209018435	4.00195439749781	0	1.00012209018435	3.00109916954915	2.00048844025395	3.00109916954915	2.00048844025395	2.00048844025395	3.00109916954915	0	2.00048844025395	4.00195439749781	7.00598826885697	1.00012209018435	1.00012209018435	4.00195439749781	2.00048844025395	2.00048844025395	0	3.00109916954915	1.00012209018435
Arpp19	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	6.00439882750478	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435
Arrdc4	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	3.00109916954915	0	0	1.00012209018435
Arxes1	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	6.00439882750478	0	2.00048844025395	0	0	0
Asns	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435
Aspn	0	2.00048844025395	7.00598826885697	0	1.00012209018435	0	0	0	0	0	0	0	0	6.00439882750478	2.00048844025395	0	0	1.00012209018435	5.00305424361532	0	1.00012209018435	1.00012209018435	0
Atf3	3.00109916954915	1.00012209018435	2.00048844025395	0	1.00012209018435	5.00305424361532	1.00012209018435	3.00109916954915	6.00439882750478	2.00048844025395	6.00439882750478	0	3.00109916954915	2.00048844025395	4.00195439749781	2.00048844025395	10.0122269359159	2.00048844025395	0	2.00048844025395	2.00048844025395	1.00012209018435	7.00598826885697
Atf4	4.00195439749781	2.00048844025395	4.00195439749781	1.00012209018435	1.00012209018435	8.00782268745052	15.0275330602518	15.0275330602518	14.0239804397716	8.00782268745052	14.0239804397716	2.00048844025395	4.00195439749781	5.00305424361532	15.0275330602518	10.0122269359159	15.0275330602518	9.00990220315199	1.00012209018435	9.00990220315199	1.00012209018435	6.00439882750478	16.0313316193744
