GENEID	X97	X98	X99	X100	X103	X105	X106	X107	X108	X109	X110	X111	X112	X113	X114	X116	X117	X118	X119	X121	X122	X123	X124	X125	X126	X127	X128	X129	X131	X132	X133	X134	X135	X139	X140	X141	X142	X143	X144	X145	X146	X148	X149	X150	X151	X152	X153	X155	X157	X158	X159	X160	X161	X163	X164	X165	X166	X167	X169	X170	X171	X172	X175	X178	X179	X180	X181	X182	X184	X185	X186	X187	X188	X190	X191
2810417H13Rik	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	13.0206736374495	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	0	4.00195439749781	8.00782268745052
2810474O19Rik	2.00048844025395	1.00012209018435	0	3.00109916954915	0	3.00109916954915	4.00195439749781	2.00048844025395	0	11.0147970057849	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	6.00439882750478	2.00048844025395	0	2.00048844025395	0	0	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	5.00305424361532	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	6.00439882750478	2.00048844025395	0	5.00305424361532	0	1.00012209018435	0	2.00048844025395	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	2.00048844025395	0	1.00012209018435	2.00048844025395	3.00109916954915	3.00109916954915
5730508B09Rik	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	5.00305424361532	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	3.00109916954915
9930111J21Rik1	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	4.00195439749781	1.00012209018435	2.00048844025395	3.00109916954915	0	0	0	1.00012209018435	6.00439882750478	0	3.00109916954915	0	0	0	0
A130048G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0
A430073D23Rik	0	1.00012209018435	1.00012209018435	0	0	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	0	2.00048844025395	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	5.00305424361532	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	0	2.00048844025395	2.00048844025395	4.00195439749781	2.00048844025395	1.00012209018435	0	0	2.00048844025395	3.00109916954915	1.00012209018435	0	12.0176125328898	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	4.00195439749781	0	3.00109916954915	0	0	0	0
AI506816	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	6.00439882750478
AI662270	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	4.00195439749781	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	7.00598826885697
AI987944	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0
AU020206	0	0	0	6.00439882750478	0	1.00012209018435	2.00048844025395	0	0	3.00109916954915	5.00305424361532	3.00109916954915	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	6.00439882750478	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915
Aars	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	7.00598826885697	0	5.00305424361532	3.00109916954915
Abca1	0	0	0	0	0	2.00048844025395	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	0	13.0206736374495	0	0	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0
Abca8a	0	0	0	0	0	1.00012209018435	5.00305424361532	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	6.00439882750478	0	0	0	0	6.00439882750478	0	0
Abcb10	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	5.00305424361532	11.0147970057849
Abcc9	0	6.00439882750478	0	0	0	0	4.00195439749781	5.00305424361532	0	6.00439882750478	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	7.00598826885697	0	0	0	0	0	2.00048844025395	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	0	0	9.00990220315199	0	0	4.00195439749781	0	0	4.00195439749781	1.00012209018435	0	5.00305424361532	6.00439882750478	0	1.00012209018435	0	0	0	0	0	11.0147970057849	6.00439882750478	1.00012209018435	6.00439882750478	2.00048844025395	0	1.00012209018435	5.00305424361532	0	1.00012209018435	4.00195439749781	0	0	8.00782268745052	4.00195439749781	0	1.00012209018435	2.00048844025395	4.00195439749781	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0
Abcf1	0	0	0	4.00195439749781	0	0	1.00012209018435	0	1.00012209018435	0	0	5.00305424361532	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	2.00048844025395
Abcg2	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	11.0147970057849	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	2.00048844025395	4.00195439749781
Abhd17b	0	0	0	0	0	1.00012209018435	2.00048844025395	0	6.00439882750478	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	3.00109916954915	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	1.00012209018435
Abhd2	0	1.00012209018435	0	0	0	0	5.00305424361532	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395
Ablim1	0	0	3.00109916954915	0	0	2.00048844025395	0	0	2.00048844025395	0	3.00109916954915	0	0	3.00109916954915	2.00048844025395	0	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	4.00195439749781	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	0	3.00109916954915	3.00109916954915	0	0	0	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0
Acaa2	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	4.00195439749781
Acadl	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	4.00195439749781	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	5.00305424361532
Acin1	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	0	0	3.00109916954915	0	4.00195439749781	3.00109916954915	0	10.0122269359159	0	1.00012209018435	3.00109916954915	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395	9.00990220315199	0	2.00048844025395	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915
Ackr4	0	0	0	0	0	0	0	0	10.0122269359159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp1	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	5.00305424361532
Acp5	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	3.00109916954915	6.00439882750478
Acsl5	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	3.00109916954915
Acta2	0	1.00012209018435	0	0	0	2.00048844025395	21.0540177177831	0	0	0	0	0	0	0	0	7.00598826885697	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	3.00109916954915	1.00012209018435	0	0	0	0	3.00109916954915	1.00012209018435	0	4.00195439749781	0	0	11.0147970057849	0	0	0	0	0	1.00012209018435	0	0	0	0	0	5.00305424361532	0	0	0	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	21.0540177177831	11.0147970057849	7.00598826885697	0	6.00439882750478	2.00048844025395	0	0	0	0	0	0	0	0
Actb	26.0828704059517	22.0592944438992	19.0442041347699	19.0442041347699	3.00109916954915	25.0766058142306	117.674264333764	10.0122269359159	36.1591362501238	29.1031482864402	34.1418990756402	74.6766188001131	3.00109916954915	38.1773673823587	8.00782268745052	72.6403274332921	17.0353762377124	53.3458824338344	49.2954494708865	9.00990220315199	51.3201652807748	22.0592944438992	2.00048844025395	49.2954494708865	32.1256548803621	32.1256548803621	21.0540177177831	14.0239804397716	4.00195439749781	16.0313316193744	27.0893822675098	51.3201652807748	4.00195439749781	27.0893822675098	17.0353762377124	31.1179048445245	14.0239804397716	50.3076822698104	22.0592944438992	1.00012209018435	20.048987655079	22.0592944438992	78.7522410269245	18.0396670359275	43.22730021288	7.00598826885697	28.0961415204583	1.00012209018435	6.00439882750478	60.4437923669776	13.0206736374495	4.00195439749781	3.00109916954915	8.00782268745052	26.0828704059517	30.1104026871881	21.0540177177831	110.476572008402	26.0828704059517	21.0540177177831	1.00012209018435	32.1256548803621	54.3591168236642	33.1336529167031	14.0239804397716	49.2954494708865	24.0705883708827	14.0239804397716	25.0766058142306	19.0442041347699	3.00109916954915	7.00598826885697	2.00048844025395	13.0206736374495	85.8943526882953
Actg1	9.00990220315199	8.00782268745052	1.00012209018435	2.00048844025395	0	2.00048844025395	13.0206736374495	0	24.0705883708827	3.00109916954915	5.00305424361532	17.0353762377124	4.00195439749781	5.00305424361532	1.00012209018435	8.00782268745052	11.0147970057849	2.00048844025395	15.0275330602518	2.00048844025395	7.00598826885697	4.00195439749781	0	4.00195439749781	3.00109916954915	5.00305424361532	7.00598826885697	1.00012209018435	2.00048844025395	5.00305424361532	10.0122269359159	9.00990220315199	0	3.00109916954915	5.00305424361532	11.0147970057849	3.00109916954915	12.0176125328898	8.00782268745052	0	4.00195439749781	1.00012209018435	18.0396670359275	10.0122269359159	6.00439882750478	2.00048844025395	1.00012209018435	0	0	11.0147970057849	1.00012209018435	0	0	2.00048844025395	4.00195439749781	6.00439882750478	2.00048844025395	22.0592944438992	0	3.00109916954915	1.00012209018435	2.00048844025395	7.00598826885697	13.0206736374495	3.00109916954915	2.00048844025395	8.00782268745052	10.0122269359159	9.00990220315199	3.00109916954915	0	0	3.00109916954915	0	4.00195439749781
Actn1	0	2.00048844025395	0	0	0	0	8.00782268745052	3.00109916954915	5.00305424361532	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	3.00109916954915	0	2.00048844025395	6.00439882750478	1.00012209018435	0	0	0	0	2.00048844025395	5.00305424361532	1.00012209018435	1.00012209018435	0	0	0	0	0	0	3.00109916954915	4.00195439749781	0	3.00109916954915	4.00195439749781	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	2.00048844025395	2.00048844025395	0	0	0	0	3.00109916954915	4.00195439749781	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	0	0	0	1.00012209018435	0
Actn4	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	3.00109916954915	0	0	3.00109916954915	0	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	0	0	1.00012209018435	4.00195439749781	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	4.00195439749781	0	1.00012209018435	6.00439882750478	0	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	6.00439882750478	1.00012209018435	0	0	1.00012209018435	4.00195439749781	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435
Actr3	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	2.00048844025395	0	2.00048844025395	3.00109916954915	0	4.00195439749781	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	0	6.00439882750478	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	3.00109916954915	3.00109916954915	3.00109916954915	0	0	0	0	0
Adam10	0	0	0	0	0	0	4.00195439749781	0	0	0	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	5.00305424361532
