GENEID	X98	X100	X104	X108	X109	X111	X113	X115	X117	X128	X137	X138	X139	X140	X148	X151	X153	X155	X156	X159	X171	X173	X179	X180	X181	X182	X183
Cd55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0
Cd63	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	5.00305424361532	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	2.00048844025395	0	2.00048844025395	4.00195439749781	0
Cd81	2.00048844025395	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	6.00439882750478	0	1.00012209018435	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	4.00195439749781	0
Cd93	0	0	0	0	0	0	0	0	0	0	0	19.0442041347699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn1a	0	8.00782268745052	0	0	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	4.00195439749781	0	0	0	5.00305424361532	4.00195439749781	0	3.00109916954915	0	0
Cfh	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	7.00598826885697	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0
Cfl1	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	6.00439882750478	0	4.00195439749781	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0
Chchd2	5.00305424361532	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	2.00048844025395	1.00012209018435	9.00990220315199	0	0	1.00012209018435	4.00195439749781	0	4.00195439749781	1.00012209018435	3.00109916954915	2.00048844025395	5.00305424361532	5.00305424361532	1.00012209018435	2.00048844025395	12.0176125328898	2.00048844025395
Clu	5.00305424361532	1.00012209018435	2.00048844025395	9.00990220315199	3.00109916954915	0	1.00012209018435	0	0	0	1.00012209018435	0	58.4145626995135	0	3.00109916954915	0	2.00048844025395	6.00439882750478	15.0275330602518	25.0766058142306	0	7.00598826885697	7.00598826885697	2.00048844025395	0	5.00305424361532	1.00012209018435
Col15a1	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col1a1	14.0239804397716	5.00305424361532	10.0122269359159	6.00439882750478	4.00195439749781	4.00195439749781	0	0	6.00439882750478	6.00439882750478	1.00012209018435	0	44.2380343327527	11.0147970057849	3.00109916954915	103.291505637717	11.0147970057849	3.00109916954915	11.0147970057849	0	0	8.00782268745052	9.00990220315199	1.00012209018435	3.00109916954915	6.00439882750478	3.00109916954915
Col1a2	11.0147970057849	8.00782268745052	11.0147970057849	15.0275330602518	5.00305424361532	7.00598826885697	0	0	5.00305424361532	9.00990220315199	0	0	50.3076822698104	11.0147970057849	9.00990220315199	82.8319226390948	11.0147970057849	9.00990220315199	16.0313316193744	0	3.00109916954915	7.00598826885697	12.0176125328898	3.00109916954915	3.00109916954915	15.0275330602518	0
Col3a1	2.00048844025395	2.00048844025395	11.0147970057849	2.00048844025395	2.00048844025395	3.00109916954915	0	0	0	8.00782268745052	1.00012209018435	0	3.00109916954915	18.0396670359275	3.00109916954915	125.915715806333	10.0122269359159	10.0122269359159	9.00990220315199	0	5.00305424361532	6.00439882750478	9.00990220315199	4.00195439749781	2.00048844025395	9.00990220315199	0
Col4a1	5.00305424361532	3.00109916954915	5.00305424361532	4.00195439749781	2.00048844025395	1.00012209018435	0	0	4.00195439749781	3.00109916954915	1.00012209018435	27.0893822675098	1.00012209018435	7.00598826885697	1.00012209018435	5.00305424361532	3.00109916954915	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	2.00048844025395	6.00439882750478	2.00048844025395
Col4a2	3.00109916954915	3.00109916954915	4.00195439749781	0	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	15.0275330602518	0	4.00195439749781	2.00048844025395	5.00305424361532	2.00048844025395	2.00048844025395	1.00012209018435	0	3.00109916954915	0	2.00048844025395	0	0	1.00012209018435	0
Col5a1	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	9.00990220315199	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	5.00305424361532	0
Col6a1	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	4.00195439749781	2.00048844025395	1.00012209018435	8.00782268745052	1.00012209018435	3.00109916954915	3.00109916954915	0	8.00782268745052	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	4.00195439749781	0
Col6a2	0	2.00048844025395	1.00012209018435	6.00439882750478	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	7.00598826885697	0	6.00439882750478	1.00012209018435	1.00012209018435	2.00048844025395	0	4.00195439749781	1.00012209018435	2.00048844025395	0	4.00195439749781	3.00109916954915	0
Cpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0239804397716	0	0	0	0	1.00012209018435	0	0
Csf1	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	1.00012209018435	0	0	4.00195439749781	0
Csf2rb	0	0	5.00305424361532	6.00439882750478	1.00012209018435	4.00195439749781	0	0	0	0	0	0	4.00195439749781	1.00012209018435	0	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	4.00195439749781	1.00012209018435	0	0	5.00305424361532	0
Csrp1	0	0	5.00305424361532	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0
Cst3	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	11.0147970057849	0	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	0	3.00109916954915	1.00012209018435	0	1.00012209018435	5.00305424361532	1.00012209018435	1.00012209018435
Ctsl	1.00012209018435	3.00109916954915	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	3.00109916954915	2.00048844025395	5.00305424361532	0	2.00048844025395	0	0	1.00012209018435	4.00195439749781	0	2.00048844025395	0
Cxcl1	0	39.186855988824	36.1591362501238	14.0239804397716	66.5375202452072	1.00012209018435	1.00012209018435	0	1.00012209018435	24.0705883708827	8.00782268745052	20.048987655079	0	0	38.1773673823587	4.00195439749781	0	18.0396670359275	4.00195439749781	1.00012209018435	13.0206736374495	10.0122269359159	8.00782268745052	32.1256548803621	6.00439882750478	51.3201652807748	20.048987655079
Cxcl10	0	12.0176125328898	1.00012209018435	0	0	0	0	0	0	0	8.00782268745052	2.00048844025395	0	0	8.00782268745052	0	0	8.00782268745052	0	0	7.00598826885697	3.00109916954915	1.00012209018435	0	61.4587843186464	2.00048844025395	0
Cxcl12	8.00782268745052	8.00782268745052	10.0122269359159	3.00109916954915	2.00048844025395	5.00305424361532	0	0	8.00782268745052	8.00782268745052	11.0147970057849	0	5.00305424361532	2.00048844025395	7.00598826885697	2.00048844025395	7.00598826885697	26.0828704059517	7.00598826885697	0	1.00012209018435	0	3.00109916954915	13.0206736374495	0	20.048987655079	2.00048844025395
Cxcl13	6.00439882750478	1.00012209018435	0	15.0275330602518	0	0	0	0	0	1.00012209018435	8.00782268745052	0	45.2490179242113	0	0	0	0	8.00782268745052	0	0	0	7.00598826885697	2.00048844025395	0	0	0	1.00012209018435
Cxcl2	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	4.00195439749781	4.00195439749781	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	6.00439882750478	0	0	15.0275330602518
Cxcl9	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0
Cyb5a	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	0	8.00782268745052	0	1.00012209018435	1.00012209018435	0	0	0	0
Cygb	2.00048844025395	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	0	3.00109916954915	0	5.00305424361532	1.00012209018435	4.00195439749781	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0
Cyp1b1	0	4.00195439749781	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	11.0147970057849	0	0	0	1.00012209018435	0	1.00012209018435	0
Cyp26b1	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0147970057849	0	0	1.00012209018435	0	0	0	0	0
Cyr61	0	0	0	9.00990220315199	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	4.00195439749781	2.00048844025395	0	0	0	0	0	1.00012209018435	0
Dclk1	2.00048844025395	0	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	0	0	3.00109916954915	4.00195439749781	3.00109916954915	0	4.00195439749781	2.00048844025395	5.00305424361532	0	0	3.00109916954915	7.00598826885697	0	0	1.00012209018435	1.00012209018435
Dcn	10.0122269359159	13.0206736374495	12.0176125328898	2.00048844025395	7.00598826885697	4.00195439749781	0	0	8.00782268745052	7.00598826885697	18.0396670359275	0	7.00598826885697	17.0353762377124	2.00048844025395	55.3726019210037	6.00439882750478	23.0648179545339	0	0	0	4.00195439749781	12.0176125328898	31.1179048445245	0	19.0442041347699	2.00048844025395
Ddx5	0	6.00439882750478	6.00439882750478	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	0	9.00990220315199	1.00012209018435	2.00048844025395	0	2.00048844025395	2.00048844025395	2.00048844025395	0	5.00305424361532	0
Des	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	5.00305424361532	3.00109916954915	0	0	1.00012209018435	2.00048844025395	0	0	5.00305424361532	0
Dnaja1	1.00012209018435	4.00195439749781	0	4.00195439749781	1.00012209018435	3.00109916954915	0	0	0	7.00598826885697	0	2.00048844025395	0	2.00048844025395	0	3.00109916954915	1.00012209018435	0	1.00012209018435	3.00109916954915	2.00048844025395	9.00990220315199	0	1.00012209018435	1.00012209018435	3.00109916954915	0
Dnajb1	0	4.00195439749781	1.00012209018435	6.00439882750478	0	5.00305424361532	0	0	0	5.00305424361532	12.0176125328898	0	0	0	1.00012209018435	0	3.00109916954915	6.00439882750478	15.0275330602518	10.0122269359159	7.00598826885697	11.0147970057849	2.00048844025395	9.00990220315199	1.00012209018435	31.1179048445245	0
Dnajb4	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	7.00598826885697	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435	6.00439882750478	0
Dpt	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	10.0122269359159	0
Dsc3	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	3.00109916954915	0	0	0	0
Dusp1	0	3.00109916954915	14.0239804397716	7.00598826885697	0	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	8.00782268745052	2.00048844025395	9.00990220315199	0	1.00012209018435	3.00109916954915	7.00598826885697	0	0	2.00048844025395	0
Ebf1	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	2.00048844025395	0	0	0	6.00439882750478	0	0
Eef1a1	1.00012209018435	9.00990220315199	9.00990220315199	12.0176125328898	3.00109916954915	2.00048844025395	6.00439882750478	3.00109916954915	1.00012209018435	3.00109916954915	4.00195439749781	16.0313316193744	6.00439882750478	3.00109916954915	4.00195439749781	15.0275330602518	5.00305424361532	5.00305424361532	6.00439882750478	22.0592944438992	6.00439882750478	7.00598826885697	4.00195439749781	10.0122269359159	3.00109916954915	8.00782268745052	1.00012209018435
Eef2	2.00048844025395	0	0	2.00048844025395	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	4.00195439749781	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	5.00305424361532	0
Egr1	0	7.00598826885697	13.0206736374495	16.0313316193744	1.00012209018435	4.00195439749781	1.00012209018435	0	0	5.00305424361532	5.00305424361532	0	0	0	6.00439882750478	1.00012209018435	8.00782268745052	1.00012209018435	27.0893822675098	0	7.00598826885697	1.00012209018435	8.00782268745052	3.00109916954915	1.00012209018435	32.1256548803621	0
Eif1	1.00012209018435	3.00109916954915	5.00305424361532	1.00012209018435	1.00012209018435	0	2.00048844025395	0	2.00048844025395	5.00305424361532	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	5.00305424361532	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	3.00109916954915	3.00109916954915	1.00012209018435
Eif4g2	0	5.00305424361532	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	0	3.00109916954915	0	1.00012209018435	0	0	4.00195439749781	4.00195439749781	0	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0
Eif5a	3.00109916954915	2.00048844025395	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	1.00012209018435	0
Enpp2	13.0206736374495	13.0206736374495	3.00109916954915	11.0147970057849	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	15.0275330602518	1.00012209018435	4.00195439749781	1.00012209018435	4.00195439749781	3.00109916954915	2.00048844025395	1.00012209018435	11.0147970057849	16.0313316193744	18.0396670359275	3.00109916954915	4.00195439749781	4.00195439749781	0
Epas1	1.00012209018435	0	6.00439882750478	2.00048844025395	1.00012209018435	3.00109916954915	0	1.00012209018435	3.00109916954915	0	2.00048844025395	3.00109916954915	2.00048844025395	3.00109916954915	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	0	2.00048844025395	2.00048844025395	4.00195439749781	2.00048844025395	1.00012209018435
Eprs	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	5.00305424361532	0	0	0	0	0	0	0
Errfi1	0	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	2.00048844025395	4.00195439749781	0	5.00305424361532	6.00439882750478	0
F11r	0	0	0	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	1.00012209018435	0	0
Fabp4	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	7.00598826885697	0	0	0	4.00195439749781	0	0
Fam101b	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp1a	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	4.00195439749781	0
Flrt3	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0147970057849	0	0	1.00012209018435	0	0	1.00012209018435	0
Fn1	0	0	1.00012209018435	2.00048844025395	8.00782268745052	0	0	0	0	0	0	0	6.00439882750478	3.00109916954915	2.00048844025395	1.00012209018435	0	4.00195439749781	11.0147970057849	0	0	3.00109916954915	4.00195439749781	0	0	5.00305424361532	1.00012209018435
