GENEID	X97	X99	X100	X101	X102	X103	X107	X109	X111	X113	X114	X116	X118	X119	X120	X121	X124	X125	X126	X128	X131	X134	X136	X139	X140	X141	X144	X147	X150	X153	X155	X156	X158	X159	X160	X162	X165	X166	X167	X168	X173	X176	X180	X186	X188	X189
Akap12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	5.00305424361532	0	0	0	0	0	0	0	0	0	16.0313316193744	0	0	0	4.00195439749781	0	0	0	0	0	0	2.00048844025395	0	0	0	0
Akap13	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	0	0	0	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0
Akr1a1	3.00109916954915	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	6.00439882750478	0	1.00012209018435	2.00048844025395	0
Aldh2	7.00598826885697	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0
Aldoa	1.00012209018435	0	0	2.00048844025395	0	3.00109916954915	0	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	7.00598826885697	0	0	0	0	3.00109916954915	0	0	8.00782268745052	0	0	0	4.00195439749781	6.00439882750478	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435
Anapc16	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	6.00439882750478	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0
Angptl2	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0
Angptl4	2.00048844025395	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	0	0	3.00109916954915	0	1.00012209018435	0	3.00109916954915	0	0	0	6.00439882750478	2.00048844025395	0	0
Ano1	6.00439882750478	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0
Anxa1	1.00012209018435	2.00048844025395	0	0	0	3.00109916954915	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	4.00195439749781	9.00990220315199	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	17.0353762377124	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	5.00305424361532	0	0	0	0
Anxa2	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	7.00598826885697	0	0	0	0	4.00195439749781	4.00195439749781	0	0	1.00012209018435	0	0	0	2.00048844025395	5.00305424361532	0	1.00012209018435	0	3.00109916954915	2.00048844025395	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0
Anxa5	5.00305424361532	0	0	2.00048844025395	3.00109916954915	0	1.00012209018435	0	0	0	3.00109916954915	0	0	3.00109916954915	1.00012209018435	2.00048844025395	4.00195439749781	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	5.00305424361532	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	8.00782268745052	10.0122269359159	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	8.00782268745052	7.00598826885697	2.00048844025395	2.00048844025395	1.00012209018435
Anxa7	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	5.00305424361532	0	0	0	0	0	4.00195439749781	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
Aoc3	1.00012209018435	0	0	0	0	0	0	0	0	6.00439882750478	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	2.00048844025395	0
Aplp2	4.00195439749781	0	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	7.00598826885697	1.00012209018435	2.00048844025395	0	0	3.00109916954915	0	0	0	3.00109916954915	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	8.00782268745052	0	0	0	1.00012209018435	4.00195439749781	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	0	4.00195439749781
Apoe	150.740034215819	2.00048844025395	0	4.00195439749781	148.665584943826	4.00195439749781	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	2.00048844025395	3.00109916954915	31.1179048445245	3.00109916954915	1.00012209018435	4.00195439749781	3.00109916954915	0	95.0954048539238	2.00048844025395	1.00012209018435	41.2065798956254	1.00012209018435	16.0313316193744	0	1.00012209018435	1.00012209018435	2.00048844025395	9.00990220315199	2.00048844025395	30.1104026871881	1.00012209018435	1.00012209018435	15.0275330602518	5.00305424361532	1.00012209018435	43.22730021288	3.00109916954915	0	2.00048844025395	1.00012209018435	29.1031482864402	41.2065798956254	2.00048844025395	94.0720444488503	0
Apol11b	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0239804397716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apold1	0	1.00012209018435	0	3.00109916954915	0	7.00598826885697	0	0	0	2.00048844025395	2.00048844025395	7.00598826885697	0	23.0648179545339	15.0275330602518	7.00598826885697	0	2.00048844025395	2.00048844025395	15.0275330602518	5.00305424361532	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	12.0176125328898	44.2380343327527	0	1.00012209018435	1.00012209018435	22.0592944438992	1.00012209018435	0	2.00048844025395	3.00109916954915	1.00012209018435	0	49.2954494708865	0	6.00439882750478	0	0
App	15.0275330602518	1.00012209018435	1.00012209018435	6.00439882750478	11.0147970057849	3.00109916954915	4.00195439749781	0	0	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	4.00195439749781	3.00109916954915	1.00012209018435	1.00012209018435	0	9.00990220315199	3.00109916954915	2.00048844025395	1.00012209018435	4.00195439749781	0	1.00012209018435	2.00048844025395	1.00012209018435	0	9.00990220315199	4.00195439749781	25.0766058142306	0	1.00012209018435	0	1.00012209018435	7.00598826885697	3.00109916954915	0	1.00012209018435	0	0	10.0122269359159	3.00109916954915	2.00048844025395	0	1.00012209018435
Aqp1	0	0	0	1.00012209018435	0	10.0122269359159	0	0	11.0147970057849	0	0	0	0	7.00598826885697	2.00048844025395	0	0	0	0	3.00109916954915	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	7.00598826885697	0	19.0442041347699	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395
Ar	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0
Arcn1	0	0	1.00012209018435	2.00048844025395	0	5.00305424361532	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	1.00012209018435	0	4.00195439749781	0	0	1.00012209018435	1.00012209018435	5.00305424361532	2.00048844025395	0	2.00048844025395	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	0
Arf1	0	0	0	0	0	4.00195439749781	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	0	4.00195439749781	0	0	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	2.00048844025395	8.00782268745052	1.00012209018435	0	0	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0
Arf4	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	3.00109916954915	3.00109916954915	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	0	0	7.00598826885697	4.00195439749781	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	3.00109916954915	2.00048844025395	0	6.00439882750478	1.00012209018435
Arhgap29	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	9.00990220315199	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0
Arhgap31	0	0	0	0	0	5.00305424361532	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	6.00439882750478	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
Arhgdia	1.00012209018435	0	0	0	2.00048844025395	3.00109916954915	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	8.00782268745052	0	4.00195439749781	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	7.00598826885697	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435
Arhgef12	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	5.00305424361532	0	1.00012209018435	0	0	0	0	1.00012209018435	6.00439882750478	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	1.00012209018435
Arhgef2	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
Arpc1b	4.00195439749781	0	0	1.00012209018435	4.00195439749781	2.00048844025395	0	0	0	0	0	0	1.00012209018435	4.00195439749781	0	0	3.00109916954915	0	3.00109916954915	0	2.00048844025395	0	3.00109916954915	0	0	2.00048844025395	0	0	1.00012209018435	0	10.0122269359159	0	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	0	3.00109916954915
Arpc2	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	3.00109916954915	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	10.0122269359159	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	5.00305424361532	2.00048844025395	1.00012209018435	1.00012209018435	0
Arpc5	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	6.00439882750478	3.00109916954915	2.00048844025395	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0
Atf3	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	5.00305424361532	4.00195439749781	0	3.00109916954915	0	5.00305424361532	3.00109916954915	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	4.00195439749781	10.0122269359159	0	50.3076822698104	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	3.00109916954915	1.00012209018435	5.00305424361532	0	0
Atf4	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	4.00195439749781	0	4.00195439749781	3.00109916954915	2.00048844025395	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	7.00598826885697	1.00012209018435	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	2.00048844025395	2.00048844025395	0
Atp1a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	5.00305424361532	0	1.00012209018435	1.00012209018435	0
Atp2b1	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	7.00598826885697	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	0	7.00598826885697	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	2.00048844025395
Atp5a1	4.00195439749781	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	5.00305424361532	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	8.00782268745052	0	0	2.00048844025395	3.00109916954915	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0
