GENEID	X98	X105	X106	X110	X113	X114	X121	X122	X123	X130	X137	X138	X139	X147	X162	X165	X169	X171	X176	X177	X178	X180	X181	X183	X189
4933427J07Rik	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0
9930111J21Rik1	2.00048844025395	0	7.00598826885697	0	4.00195439749781	1.00012209018435	0	5.00305424361532	0	6.00439882750478	2.00048844025395	2.00048844025395	0	0	2.00048844025395	1.00012209018435	4.00195439749781	5.00305424361532	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435
A430073D23Rik	19.0442041347699	7.00598826885697	23.0648179545339	8.00782268745052	36.1591362501238	3.00109916954915	1.00012209018435	23.0648179545339	1.00012209018435	7.00598826885697	12.0176125328898	7.00598826885697	11.0147970057849	21.0540177177831	9.00990220315199	5.00305424361532	10.0122269359159	5.00305424361532	4.00195439749781	16.0313316193744	11.0147970057849	5.00305424361532	0	5.00305424361532	15.0275330602518
Ackr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478
Acta2	0	0	0	7.00598826885697	0	0	1.00012209018435	2.00048844025395	0	0	0	4.00195439749781	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0
Actb	7.00598826885697	0	7.00598826885697	19.0442041347699	3.00109916954915	8.00782268745052	3.00109916954915	17.0353762377124	6.00439882750478	0	9.00990220315199	20.048987655079	0	11.0147970057849	10.0122269359159	18.0396670359275	0	15.0275330602518	14.0239804397716	33.1336529167031	16.0313316193744	6.00439882750478	15.0275330602518	5.00305424361532	38.1773673823587
Actg1	4.00195439749781	0	5.00305424361532	0	0	2.00048844025395	0	4.00195439749781	0	0	9.00990220315199	1.00012209018435	1.00012209018435	0	10.0122269359159	0	0	5.00305424361532	1.00012209018435	2.00048844025395	2.00048844025395	0	5.00305424361532	2.00048844025395	7.00598826885697
Actn1	0	0	0	0	0	1.00012209018435	0	4.00195439749781	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	0	6.00439882750478	1.00012209018435	0	0	1.00012209018435	0
Adam10	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0
Adamts1	0	1.00012209018435	2.00048844025395	5.00305424361532	0	5.00305424361532	0	13.0206736374495	1.00012209018435	0	7.00598826885697	3.00109916954915	3.00109916954915	0	0	10.0122269359159	0	6.00439882750478	1.00012209018435	3.00109916954915	0	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435
Adamts5	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0
Adh1	0	1.00012209018435	6.00439882750478	3.00109916954915	1.00012209018435	2.00048844025395	0	4.00195439749781	2.00048844025395	0	0	0	0	0	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	3.00109916954915	0
