GENEID	X98	X99	X100	X102	X104	X105	X106	X107	X108	X109	X112	X113	X114	X115	X116	X117	X118	X124	X127	X130	X131	X132	X134	X136	X137	X140	X141	X143	X144	X145	X147	X150	X151	X153	X154	X158	X160	X165	X166	X167	X168	X169	X170	X171	X172	X175	X182	X183	X184	X185	X186	X187	X188	X190	X192
Adtrp	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	2.00048844025395	6.00439882750478	0	6.00439882750478	1.00012209018435	0	0	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	0	2.00048844025395	0	1.00012209018435	1.00012209018435	3.00109916954915	6.00439882750478	3.00109916954915	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	4.00195439749781	2.00048844025395	0	4.00195439749781	0
Ago2	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	2.00048844025395	5.00305424361532	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	3.00109916954915	4.00195439749781	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0
Agtr2	0	0	10.0122269359159	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahnak	0	2.00048844025395	5.00305424361532	0	0	0	5.00305424361532	2.00048844025395	4.00195439749781	9.00990220315199	0	0	0	0	3.00109916954915	5.00305424361532	7.00598826885697	3.00109916954915	0	0	0	0	0	2.00048844025395	3.00109916954915	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap2	0	8.00782268745052	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	9.00990220315199	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1a1	0	1.00012209018435	0	0	0	0	3.00109916954915	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	3.00109916954915	3.00109916954915	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	5.00305424361532	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	5.00305424361532	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alas2	0	0	0	0	6.00439882750478	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	9.00990220315199	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amotl2	0	7.00598826885697	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anapc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	5.00305424361532	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angpt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0
Ank1	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	8.00782268745052	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd11	0	1.00012209018435	1.00012209018435	5.00305424361532	0	3.00109916954915	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	0	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	0	0	0	0	4.00195439749781	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0
Ankrd12	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	3.00109916954915	5.00305424361532	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0
Anp32b	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	26.0828704059517	15.0275330602518	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0
Antxr1	0	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	5.00305424361532	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	3.00109916954915	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	3.00109916954915	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aoc3	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	5.00305424361532	1.00012209018435	11.0147970057849	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apbb1ip	0	0	0	0	0	2.00048844025395	5.00305424361532	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0
Aplp2	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	5.00305424361532	2.00048844025395	0	0	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apoe	3.00109916954915	23.0648179545339	12.0176125328898	1.00012209018435	0	0	37.1681275103067	1.00012209018435	26.0828704059517	43.22730021288	1.00012209018435	0	0	0	0	27.0893822675098	49.2954494708865	69.5877872348756	2.00048844025395	0	0	0	0	16.0313316193744	42.2168154415037	1.00012209018435	1.00012209018435	1.00012209018435	0	6.00439882750478	1.00012209018435	5.00305424361532	0	0	0	0	0	34.1418990756402	27.0893822675098	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	1.00012209018435
App	0	1.00012209018435	9.00990220315199	0	0	0	4.00195439749781	0	1.00012209018435	11.0147970057849	0	0	0	0	16.0313316193744	3.00109916954915	14.0239804397716	9.00990220315199	0	0	0	0	0	9.00990220315199	7.00598826885697	0	0	1.00012209018435	0	4.00195439749781	0	3.00109916954915	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqp1	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	13.0206736374495	23.0648179545339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arc	0	0	0	0	0	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arf3	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	9.00990220315199	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	4.00195439749781	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	3.00109916954915
Arf4	0	1.00012209018435	0	0	0	0	5.00305424361532	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	6.00439882750478	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid4b	0	0	0	0	6.00439882750478	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl1	0	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	4.00195439749781	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0
Arl6ip1	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0
Arpc1b	0	3.00109916954915	0	6.00439882750478	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	0	5.00305424361532	2.00048844025395	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0
Asap1	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	5.00305424361532	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435
Atad5	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0
Atf3	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	6.00439882750478	2.00048844025395	0	0	0	0	0	1.00012209018435	6.00439882750478	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	5.00305424361532	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0
Atf4	0	1.00012209018435	0	0	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	4.00195439749781	0	0	0	2.00048844025395	6.00439882750478	1.00012209018435	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0
