GENEID	X2	X3	X4	X5	X8	X10	X11	X13	X14	X16	X17	X20	X21	X24	X25	X26	X27	X28	X29	X31	X32	X33	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X51	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X65	X66	X68	X69	X71	X72	X73	X74	X75	X76	X78	X79	X80	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X94	X96
Actb	10.0122269359159	15.0275330602518	42.2168154415037	11.0147970057849	27.0893822675098	48.283466760365	25.0766058142306	14.0239804397716	25.0766058142306	7.00598826885697	0	39.186855988824	12.0176125328898	4.00195439749781	16.0313316193744	0	24.0705883708827	28.0961415204583	9.00990220315199	24.0705883708827	0	30.1104026871881	0	110.476572008402	136.240904031631	43.22730021288	7.00598826885697	46.2602511104364	8.00782268745052	5.00305424361532	1.00012209018435	21.0540177177831	2.00048844025395	40.1965934523377	0	11.0147970057849	16.0313316193744	14.0239804397716	13.0206736374495	24.0705883708827	9.00990220315199	18.0396670359275	39.186855988824	23.0648179545339	20.048987655079	16.0313316193744	14.0239804397716	41.2065798956254	18.0396670359275	36.1591362501238	8.00782268745052	16.0313316193744	5.00305424361532	37.1681275103067	16.0313316193744	77.7329552185041	6.00439882750478	16.0313316193744	3.00109916954915	24.0705883708827	11.0147970057849	60.4437923669776	5.00305424361532	10.0122269359159	9.00990220315199	28.0961415204583	25.0766058142306	25.0766058142306	30.1104026871881	15.0275330602518	8.00782268745052
Actg1	1.00012209018435	2.00048844025395	24.0705883708827	1.00012209018435	7.00598826885697	12.0176125328898	0	2.00048844025395	5.00305424361532	3.00109916954915	0	5.00305424361532	5.00305424361532	1.00012209018435	5.00305424361532	0	10.0122269359159	2.00048844025395	0	3.00109916954915	0	6.00439882750478	0	17.0353762377124	19.0442041347699	19.0442041347699	0	10.0122269359159	0	1.00012209018435	1.00012209018435	1.00012209018435	0	16.0313316193744	0	3.00109916954915	1.00012209018435	2.00048844025395	0	4.00195439749781	3.00109916954915	2.00048844025395	8.00782268745052	3.00109916954915	0	7.00598826885697	2.00048844025395	4.00195439749781	7.00598826885697	3.00109916954915	0	4.00195439749781	0	4.00195439749781	2.00048844025395	14.0239804397716	1.00012209018435	0	1.00012209018435	5.00305424361532	0	6.00439882750478	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	5.00305424361532	18.0396670359275	14.0239804397716	6.00439882750478	1.00012209018435
Actn1	2.00048844025395	2.00048844025395	9.00990220315199	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	0	3.00109916954915	0	2.00048844025395	7.00598826885697	1.00012209018435	1.00012209018435	0	2.00048844025395	0	1.00012209018435	7.00598826885697	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	0	3.00109916954915	3.00109916954915	4.00195439749781	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0
Actn4	1.00012209018435	0	3.00109916954915	1.00012209018435	5.00305424361532	3.00109916954915	0	0	0	1.00012209018435	0	4.00195439749781	0	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	3.00109916954915	3.00109916954915	0	3.00109916954915	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	4.00195439749781	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	6.00439882750478	0	0	0	0	0	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435
Adam12	1.00012209018435	0	3.00109916954915	0	3.00109916954915	3.00109916954915	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	0	3.00109916954915	4.00195439749781	0	0	0	6.00439882750478	2.00048844025395	0	6.00439882750478	0	0	0	0	0	0	2.00048844025395	1.00012209018435
Adamts1	9.00990220315199	13.0206736374495	0	13.0206736374495	9.00990220315199	2.00048844025395	0	0	0	0	0	4.00195439749781	0	2.00048844025395	0	0	6.00439882750478	4.00195439749781	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	7.00598826885697	0	2.00048844025395	4.00195439749781	0	0	0	2.00048844025395	7.00598826885697	3.00109916954915	3.00109916954915	1.00012209018435	1.00012209018435	0	0	16.0313316193744	0	0	0	0	14.0239804397716	1.00012209018435	7.00598826885697	1.00012209018435	2.00048844025395	0	0	0	7.00598826885697	16.0313316193744	0	0
Adamts4	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	17.0353762377124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0
Adamts5	0	0	1.00012209018435	1.00012209018435	13.0206736374495	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	3.00109916954915	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0
Adcy6	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	0	0	5.00305424361532	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435
Add1	1.00012209018435	0	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	6.00439882750478	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	0
Add3	0	3.00109916954915	0	2.00048844025395	3.00109916954915	3.00109916954915	3.00109916954915	0	0	4.00195439749781	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	4.00195439749781	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	4.00195439749781	0	0	1.00012209018435	0	0	5.00305424361532	0	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	6.00439882750478	1.00012209018435	1.00012209018435	4.00195439749781	0	7.00598826885697	0	0	0	0	1.00012209018435	0
Adgrf5	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	12.0176125328898	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	4.00195439749781	3.00109916954915	0	0
Adgrg1	0	0	0	0	0	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0
Adh1	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	4.00195439749781	1.00012209018435	0	3.00109916954915	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	0	0	0	3.00109916954915	3.00109916954915	1.00012209018435	0	0	0	6.00439882750478	0	0	3.00109916954915	0	0	0	2.00048844025395	3.00109916954915	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	2.00048844025395
Adm	0	8.00782268745052	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	2.00048844025395	0
Adra2a	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	4.00195439749781	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	0	9.00990220315199	0	8.00782268745052	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0
Aebp1	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	0	2.00048844025395	0	4.00195439749781	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0
Aebp2	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	5.00305424361532	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0
Ago2	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	2.00048844025395	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	6.00439882750478	2.00048844025395	0	0	0
Agtr2	3.00109916954915	2.00048844025395	0	0	0	0	0	0	0	0	0	7.00598826885697	0	4.00195439749781	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	4.00195439749781	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	6.00439882750478	0
Ahnak	3.00109916954915	5.00305424361532	6.00439882750478	6.00439882750478	3.00109916954915	4.00195439749781	3.00109916954915	0	0	7.00598826885697	0	10.0122269359159	4.00195439749781	3.00109916954915	2.00048844025395	0	5.00305424361532	4.00195439749781	1.00012209018435	1.00012209018435	0	6.00439882750478	0	0	1.00012209018435	3.00109916954915	0	4.00195439749781	0	0	0	0	2.00048844025395	13.0206736374495	0	0	5.00305424361532	3.00109916954915	0	8.00782268745052	0	4.00195439749781	12.0176125328898	0	1.00012209018435	4.00195439749781	3.00109916954915	6.00439882750478	0	4.00195439749781	2.00048844025395	6.00439882750478	0	0	11.0147970057849	8.00782268745052	0	0	7.00598826885697	6.00439882750478	4.00195439749781	4.00195439749781	4.00195439749781	0	0	0	0	0	2.00048844025395	12.0176125328898	2.00048844025395
