GENEID	X2	X3	X4	X5	X8	X10	X11	X13	X14	X16	X17	X20	X21	X24	X25	X26	X27	X28	X29	X31	X32	X33	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X51	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X65	X66	X68	X69	X71	X72	X73	X74	X75	X76	X78	X79	X80	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X94	X96
Dusp1	15.0275330602518	11.0147970057849	4.00195439749781	15.0275330602518	5.00305424361532	3.00109916954915	0	0	0	0	0	8.00782268745052	0	13.0206736374495	1.00012209018435	0	7.00598826885697	7.00598826885697	0	0	0	0	0	1.00012209018435	2.00048844025395	8.00782268745052	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	4.00195439749781	6.00439882750478	0	0	13.0206736374495	5.00305424361532	0	4.00195439749781	3.00109916954915	6.00439882750478	1.00012209018435	0	0	27.0893822675098	2.00048844025395	4.00195439749781	3.00109916954915	5.00305424361532	1.00012209018435	0	0	11.0147970057849	12.0176125328898	4.00195439749781	2.00048844025395	0	0	15.0275330602518	1.00012209018435	4.00195439749781	9.00990220315199	2.00048844025395	0	0	0	6.00439882750478	14.0239804397716	18.0396670359275	1.00012209018435
Dusp10	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0
Dusp2	0	0	0	0	0	2.00048844025395	4.00195439749781	7.00598826885697	9.00990220315199	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	16.0313316193744	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	2.00048844025395	0	0	1.00012209018435	5.00305424361532	0	0	0	0	0
Dusp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	5.00305424361532	0	0	0	0	0	0	4.00195439749781	0	0
Dusp8	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	7.00598826885697	0	0	0	0
Dut	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0
Dynll1	1.00012209018435	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	0	3.00109916954915	0	0	3.00109916954915	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	4.00195439749781	5.00305424361532	1.00012209018435	3.00109916954915	0	0	3.00109916954915	0	1.00012209018435	0	4.00195439749781	0	2.00048844025395	0	2.00048844025395	0	0	0	2.00048844025395	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	3.00109916954915	3.00109916954915	7.00598826885697	3.00109916954915	0	0	1.00012209018435	4.00195439749781	4.00195439749781	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	0	3.00109916954915	1.00012209018435
E2f2	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0
Ebf1	5.00305424361532	2.00048844025395	3.00109916954915	2.00048844025395	3.00109916954915	0	4.00195439749781	11.0147970057849	12.0176125328898	4.00195439749781	0	8.00782268745052	0	5.00305424361532	0	0	6.00439882750478	5.00305424361532	0	0	0	5.00305424361532	0	0	5.00305424361532	3.00109916954915	0	2.00048844025395	0	0	0	10.0122269359159	1.00012209018435	1.00012209018435	0	12.0176125328898	7.00598826885697	2.00048844025395	5.00305424361532	10.0122269359159	1.00012209018435	0	4.00195439749781	12.0176125328898	1.00012209018435	4.00195439749781	1.00012209018435	3.00109916954915	6.00439882750478	4.00195439749781	5.00305424361532	1.00012209018435	0	4.00195439749781	2.00048844025395	0	1.00012209018435	3.00109916954915	0	3.00109916954915	3.00109916954915	8.00782268745052	11.0147970057849	1.00012209018435	10.0122269359159	11.0147970057849	0	5.00305424361532	2.00048844025395	1.00012209018435	1.00012209018435
Ebf3	8.00782268745052	5.00305424361532	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	0	0	12.0176125328898	0	5.00305424361532	0	0	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	6.00439882750478	2.00048844025395	0	0	0	0	2.00048844025395	0	2.00048844025395	2.00048844025395	0	0	0	0	1.00012209018435	0	1.00012209018435	6.00439882750478	0	0	0	0	0	0	0	4.00195439749781
Ecm2	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	5.00305424361532	0	3.00109916954915	0	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	0	5.00305424361532	0	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	5.00305424361532	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435
Eea1	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	0	3.00109916954915	0	4.00195439749781	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	0	4.00195439749781	3.00109916954915	0	0	0	1.00012209018435	5.00305424361532	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435
Eef1a1	17.0353762377124	6.00439882750478	76.7139229953105	21.0540177177831	50.3076822698104	21.0540177177831	6.00439882750478	10.0122269359159	21.0540177177831	17.0353762377124	0	35.1503934793561	15.0275330602518	21.0540177177831	19.0442041347699	1.00012209018435	25.0766058142306	37.1681275103067	11.0147970057849	5.00305424361532	0	23.0648179545339	1.00012209018435	47.2717340146999	17.0353762377124	18.0396670359275	11.0147970057849	22.0592944438992	0	17.0353762377124	0	17.0353762377124	11.0147970057849	33.1336529167031	0	24.0705883708827	27.0893822675098	20.048987655079	10.0122269359159	10.0122269359159	15.0275330602518	33.1336529167031	11.0147970057849	10.0122269359159	5.00305424361532	13.0206736374495	28.0961415204583	17.0353762377124	20.048987655079	18.0396670359275	5.00305424361532	24.0705883708827	7.00598826885697	20.048987655079	20.048987655079	57.4003247346927	15.0275330602518	4.00195439749781	12.0176125328898	27.0893822675098	8.00782268745052	7.00598826885697	16.0313316193744	9.00990220315199	14.0239804397716	13.0206736374495	59.4290518687863	38.1773673823587	14.0239804397716	19.0442041347699	8.00782268745052
Eef1b2	2.00048844025395	3.00109916954915	2.00048844025395	5.00305424361532	4.00195439749781	5.00305424361532	1.00012209018435	0	2.00048844025395	2.00048844025395	0	6.00439882750478	3.00109916954915	0	5.00305424361532	0	8.00782268745052	10.0122269359159	1.00012209018435	3.00109916954915	0	2.00048844025395	0	11.0147970057849	5.00305424361532	2.00048844025395	3.00109916954915	8.00782268745052	0	5.00305424361532	0	0	2.00048844025395	4.00195439749781	0	2.00048844025395	5.00305424361532	3.00109916954915	0	2.00048844025395	0	4.00195439749781	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	8.00782268745052	0	5.00305424361532	2.00048844025395	8.00782268745052	5.00305424361532	0	3.00109916954915	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	0	8.00782268745052	8.00782268745052	2.00048844025395	8.00782268745052	1.00012209018435
Eef1g	0	0	3.00109916954915	0	5.00305424361532	5.00305424361532	4.00195439749781	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	0	16.0313316193744	3.00109916954915	4.00195439749781	0	0	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435	2.00048844025395	4.00195439749781	4.00195439749781	1.00012209018435	0	1.00012209018435	5.00305424361532	0	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	0	3.00109916954915	0	1.00012209018435	5.00305424361532	0	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435	4.00195439749781	0	0	2.00048844025395	1.00012209018435	0	0	11.0147970057849	2.00048844025395	2.00048844025395	1.00012209018435	0
Eef2	6.00439882750478	6.00439882750478	17.0353762377124	10.0122269359159	9.00990220315199	6.00439882750478	2.00048844025395	5.00305424361532	3.00109916954915	2.00048844025395	1.00012209018435	11.0147970057849	6.00439882750478	2.00048844025395	3.00109916954915	0	4.00195439749781	7.00598826885697	2.00048844025395	0	0	11.0147970057849	0	10.0122269359159	13.0206736374495	5.00305424361532	3.00109916954915	10.0122269359159	0	5.00305424361532	1.00012209018435	5.00305424361532	3.00109916954915	6.00439882750478	0	5.00305424361532	5.00305424361532	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	8.00782268745052	4.00195439749781	3.00109916954915	2.00048844025395	2.00048844025395	3.00109916954915	3.00109916954915	9.00990220315199	3.00109916954915	1.00012209018435	10.0122269359159	0	3.00109916954915	4.00195439749781	12.0176125328898	4.00195439749781	2.00048844025395	3.00109916954915	5.00305424361532	3.00109916954915	3.00109916954915	5.00305424361532	1.00012209018435	5.00305424361532	9.00990220315199	14.0239804397716	12.0176125328898	2.00048844025395	5.00305424361532	3.00109916954915
Efr3a	2.00048844025395	0	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	5.00305424361532	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	0	0
Egfl7	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0176125328898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	5.00305424361532	0	0
Egr1	50.3076822698104	25.0766058142306	11.0147970057849	30.1104026871881	34.1418990756402	7.00598826885697	0	1.00012209018435	0	6.00439882750478	0	29.1031482864402	0	25.0766058142306	12.0176125328898	0	27.0893822675098	34.1418990756402	3.00109916954915	2.00048844025395	2.00048844025395	17.0353762377124	0	1.00012209018435	3.00109916954915	8.00782268745052	0	18.0396670359275	1.00012209018435	0	0	0	19.0442041347699	54.3591168236642	1.00012209018435	0	3.00109916954915	14.0239804397716	0	8.00782268745052	1.00012209018435	16.0313316193744	6.00439882750478	0	1.00012209018435	23.0648179545339	12.0176125328898	22.0592944438992	12.0176125328898	18.0396670359275	1.00012209018435	6.00439882750478	0	16.0313316193744	33.1336529167031	15.0275330602518	0	0	1.00012209018435	23.0648179545339	2.00048844025395	7.00598826885697	33.1336529167031	6.00439882750478	1.00012209018435	0	0	4.00195439749781	13.0206736374495	36.1591362501238	18.0396670359275
Egr2	1.00012209018435	0	0	10.0122269359159	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0
Ehd1	0	0	5.00305424361532	0	4.00195439749781	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	0	0	0	5.00305424361532	5.00305424361532	0	0	3.00109916954915	0	0	0	0	1.00012209018435	3.00109916954915	0	0	3.00109916954915	0	0	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	0	0	3.00109916954915	0	2.00048844025395	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0
Eif1	5.00305424361532	3.00109916954915	7.00598826885697	6.00439882750478	2.00048844025395	4.00195439749781	3.00109916954915	0	4.00195439749781	0	1.00012209018435	5.00305424361532	2.00048844025395	2.00048844025395	4.00195439749781	0	4.00195439749781	5.00305424361532	0	3.00109916954915	0	2.00048844025395	1.00012209018435	13.0206736374495	7.00598826885697	2.00048844025395	4.00195439749781	4.00195439749781	4.00195439749781	8.00782268745052	2.00048844025395	2.00048844025395	5.00305424361532	9.00990220315199	0	4.00195439749781	5.00305424361532	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	2.00048844025395	4.00195439749781	3.00109916954915	2.00048844025395	4.00195439749781	3.00109916954915	1.00012209018435	3.00109916954915	3.00109916954915	5.00305424361532	7.00598826885697	5.00305424361532	3.00109916954915	2.00048844025395	0	10.0122269359159	1.00012209018435	3.00109916954915	5.00305424361532	1.00012209018435	2.00048844025395	6.00439882750478	12.0176125328898	11.0147970057849	5.00305424361532	3.00109916954915	1.00012209018435
Eif2ak1	0	0	0	0	1.00012209018435	0	0	0	0	0	8.00782268745052	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0
Eif2s2	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	4.00195439749781	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	0	3.00109916954915	2.00048844025395	1.00012209018435	0	6.00439882750478	0	1.00012209018435	0	1.00012209018435	1.00012209018435	4.00195439749781	0	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	0	3.00109916954915	0	4.00195439749781	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	6.00439882750478	6.00439882750478	0	0	1.00012209018435	0
Eif3a	0	5.00305424361532	7.00598826885697	3.00109916954915	2.00048844025395	4.00195439749781	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	4.00195439749781	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	10.0122269359159	6.00439882750478	2.00048844025395	0	4.00195439749781	0	0	0	3.00109916954915	3.00109916954915	7.00598826885697	0	1.00012209018435	2.00048844025395	6.00439882750478	4.00195439749781	5.00305424361532	0	0	4.00195439749781	0	1.00012209018435	5.00305424361532	4.00195439749781	3.00109916954915	3.00109916954915	0	1.00012209018435	5.00305424361532	0	4.00195439749781	0	3.00109916954915	0	2.00048844025395	1.00012209018435	5.00305424361532	1.00012209018435	3.00109916954915	2.00048844025395	0	1.00012209018435	3.00109916954915	15.0275330602518	1.00012209018435	1.00012209018435	5.00305424361532	2.00048844025395
Eif3c	0	1.00012209018435	3.00109916954915	0	3.00109916954915	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	7.00598826885697	3.00109916954915	1.00012209018435	0	4.00195439749781	0	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	0	1.00012209018435	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0
Eif3e	1.00012209018435	1.00012209018435	0	1.00012209018435	0	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	4.00195439749781	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	6.00439882750478	2.00048844025395	1.00012209018435	4.00195439749781	0
Eif3f	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	5.00305424361532	1.00012209018435	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	0	6.00439882750478	0	3.00109916954915	3.00109916954915	1.00012209018435	1.00012209018435	4.00195439749781	0	2.00048844025395	0	3.00109916954915	0	0	0	2.00048844025395	2.00048844025395	0	0	0	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	0	3.00109916954915	0	0	1.00012209018435	7.00598826885697	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	4.00195439749781	5.00305424361532	0	0	1.00012209018435	1.00012209018435
Eif3h	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	4.00195439749781	4.00195439749781	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	3.00109916954915	0	5.00305424361532	0	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	4.00195439749781	3.00109916954915	1.00012209018435	2.00048844025395	0
Eif3k	2.00048844025395	0	3.00109916954915	0	4.00195439749781	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	3.00109916954915	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	1.00012209018435
Eif4a1	0	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	4.00195439749781	2.00048844025395	2.00048844025395	2.00048844025395	0	4.00195439749781	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	0	5.00305424361532	4.00195439749781	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	0	7.00598826885697	0	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	0	4.00195439749781	0	8.00782268745052	2.00048844025395	0	2.00048844025395	0	0	4.00195439749781	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	3.00109916954915	1.00012209018435
Eif4b	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	5.00305424361532	0	0	3.00109916954915	4.00195439749781	0	0	0	2.00048844025395	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0	0	0
Eif4g2	0	2.00048844025395	3.00109916954915	2.00048844025395	5.00305424361532	2.00048844025395	2.00048844025395	2.00048844025395	4.00195439749781	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	3.00109916954915	4.00195439749781	1.00012209018435	0	1.00012209018435	0	0	16.0313316193744	3.00109916954915	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	4.00195439749781	0	3.00109916954915	0	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	4.00195439749781	2.00048844025395	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	3.00109916954915	0	7.00598826885697	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	3.00109916954915	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395
Eif4g3	2.00048844025395	0	3.00109916954915	0	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	0	0	0	4.00195439749781	1.00012209018435	0	3.00109916954915	2.00048844025395	0	0	0	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	0	0	0	1.00012209018435	3.00109916954915	0	4.00195439749781	0	2.00048844025395	6.00439882750478	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	4.00195439749781	0	2.00048844025395	0	0	0	7.00598826885697	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	0	4.00195439749781	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	3.00109916954915	0
Eif5	0	0	1.00012209018435	3.00109916954915	0	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	2.00048844025395	0	1.00012209018435	5.00305424361532	3.00109916954915	0	4.00195439749781	0	0	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395	6.00439882750478	0	1.00012209018435	1.00012209018435	1.00012209018435
Eif5a	1.00012209018435	1.00012209018435	4.00195439749781	4.00195439749781	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	0	3.00109916954915	4.00195439749781	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	6.00439882750478	0	1.00012209018435	0	10.0122269359159	4.00195439749781	2.00048844025395	1.00012209018435	4.00195439749781	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	5.00305424361532	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	0	2.00048844025395	0	2.00048844025395	1.00012209018435	4.00195439749781	0	0	2.00048844025395	0	1.00012209018435	0	3.00109916954915	1.00012209018435	6.00439882750478	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	0	2.00048844025395	0	3.00109916954915	4.00195439749781	2.00048844025395	3.00109916954915	0	0
Eif5b	0	0	3.00109916954915	3.00109916954915	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	4.00195439749781	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	6.00439882750478	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	0	2.00048844025395	0	3.00109916954915	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395
Eln	2.00048844025395	3.00109916954915	2.00048844025395	3.00109916954915	4.00195439749781	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	6.00439882750478	3.00109916954915	1.00012209018435	2.00048844025395	0	2.00048844025395	0	10.0122269359159	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	5.00305424361532	0	0	6.00439882750478	1.00012209018435	0	3.00109916954915	0	3.00109916954915	2.00048844025395	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	6.00439882750478	0	1.00012209018435	0	16.0313316193744	1.00012209018435	13.0206736374495	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435
Emcn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	7.00598826885697	0	0
