GENEID	X2	X3	X4	X6	X7	X9	X10	X13	X18	X20	X21	X23	X25	X32	X33	X35	X37	X39	X40	X41	X42	X46	X50	X58	X60	X62	X63	X65	X66	X67	X69	X70	X71	X72	X73	X74	X78	X81	X83	X84	X85	X88	X89	X91	X93	X94	X95
Adamts2	2.00048844025395	0	6.00439882750478	0	2.00048844025395	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
Adamts4	0	0	0	0	1.00012209018435	0	0	0	0	0	0	14.0239804397716	0	0	0	0	5.00305424361532	0	6.00439882750478	4.00195439749781	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	2.00048844025395	0	0	0	0	0
Adamts5	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	15.0275330602518	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamtsl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adap2	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy4	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0	0
Adgrf5	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	3.00109916954915	1.00012209018435	0	2.00048844025395	0	3.00109916954915	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	2.00048844025395	5.00305424361532	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395
Adgrg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	5.00305424361532	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435
Adgrg3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0
Adgrl4	0	0	0	0	0	0	0	0	0	0	0	11.0147970057849	0	0	0	0	5.00305424361532	0	1.00012209018435	0	2.00048844025395	0	13.0206736374495	4.00195439749781	0	0	2.00048844025395	0	2.00048844025395	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	3.00109916954915	0	5.00305424361532
Adra2a	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0
Aebp1	5.00305424361532	0	7.00598826885697	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0
Ahnak	0	0	12.0176125328898	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	7.00598826885697	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	0	5.00305424361532	2.00048844025395	0	1.00012209018435	0	9.00990220315199	0	0	0	3.00109916954915	3.00109916954915	0	1.00012209018435	3.00109916954915	4.00195439749781	9.00990220315199	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395
Akap13	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	0	3.00109916954915	0	2.00048844025395	4.00195439749781	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	0	5.00305424361532	0	2.00048844025395	0	1.00012209018435	0	0	0	0	2.00048844025395
Akap2	12.0176125328898	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	4.00195439749781	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	3.00109916954915	0
Alad	0	0	1.00012209018435	0	0	9.00990220315199	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alas2	0	0	0	0	0	5.00305424361532	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh1a1	0	0	0	0	0	6.00439882750478	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh2	5.00305424361532	0	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	5.00305424361532	0	0	0	5.00305424361532	0	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0
Aldoa	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	3.00109916954915	2.00048844025395	3.00109916954915	0	1.00012209018435	5.00305424361532	0	10.0122269359159	1.00012209018435	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	3.00109916954915	2.00048844025395	3.00109916954915	3.00109916954915	1.00012209018435	9.00990220315199	0	2.00048844025395	0	0	2.00048844025395
Anapc5	1.00012209018435	0	2.00048844025395	0	0	7.00598826885697	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	0	0	0	0	3.00109916954915	3.00109916954915	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	3.00109916954915	1.00012209018435	3.00109916954915	0	0	0	3.00109916954915	0	0	1.00012209018435
Angpt2	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	0	6.00439882750478	0	0	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	2.00048844025395	0	0	0	0	0	0	0	0
Angptl4	1.00012209018435	0	6.00439882750478	0	3.00109916954915	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	3.00109916954915	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0
Ankrd11	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	0	0	0	0	0	2.00048844025395	3.00109916954915	8.00782268745052	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395
Ankrd13a	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435
Ankrd17	2.00048844025395	0	1.00012209018435	0	0	7.00598826885697	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0
Ankrd40	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ano1	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	6.00439882750478	0	0	0	3.00109916954915	0	0	0
Anp32b	1.00012209018435	0	0	1.00012209018435	0	11.0147970057849	8.00782268745052	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0
Anxa1	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	0	0	4.00195439749781	5.00305424361532	0	0	0	0	9.00990220315199	2.00048844025395	4.00195439749781	5.00305424361532	0	0	2.00048844025395	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	2.00048844025395	0	8.00782268745052	2.00048844025395	0	0
Anxa2	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	5.00305424361532	2.00048844025395	0	2.00048844025395	3.00109916954915	0	5.00305424361532	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	4.00195439749781	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	6.00439882750478	0	3.00109916954915	0	4.00195439749781	2.00048844025395
Anxa5	7.00598826885697	0	3.00109916954915	0	0	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	7.00598826885697	5.00305424361532	1.00012209018435	2.00048844025395	3.00109916954915	0	4.00195439749781	0	2.00048844025395	3.00109916954915	0	0	5.00305424361532	0	0	1.00012209018435	0	5.00305424361532	0	0	0	2.00048844025395	8.00782268745052	0	0	1.00012209018435	3.00109916954915	3.00109916954915	2.00048844025395	10.0122269359159	0	3.00109916954915	0	2.00048844025395	5.00305424361532
Aoc3	1.00012209018435	0	2.00048844025395	0	7.00598826885697	0	0	1.00012209018435	0	4.00195439749781	0	0	2.00048844025395	4.00195439749781	0	0	0	0	4.00195439749781	6.00439882750478	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	0
Ap1b1	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apbb2	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	5.00305424361532	0	0	0	0	0	0	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	5.00305424361532	4.00195439749781	0	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	4.00195439749781	2.00048844025395	0	0	0	0	3.00109916954915	1.00012209018435	5.00305424361532
Aplp2	3.00109916954915	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	4.00195439749781	3.00109916954915	0	0	6.00439882750478	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	3.00109916954915	1.00012209018435	3.00109916954915	3.00109916954915	0	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435	2.00048844025395	0	2.00048844025395	3.00109916954915	0	1.00012209018435
Apoe	139.343542735721	6.00439882750478	77.7329552185041	0	0	3.00109916954915	0	0	0	0	4.00195439749781	0	126.947064168826	0	0	4.00195439749781	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	7.00598826885697	0	52.332898627509	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	11.0147970057849	1.00012209018435	0	1.00012209018435	1.00012209018435	79.771780546812	0	1.00012209018435	0	1.00012209018435	5.00305424361532	2.00048844025395	0	0	2.00048844025395	4.00195439749781	0	6.00439882750478
Apold1	1.00012209018435	1.00012209018435	0	0	18.0396670359275	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	13.0206736374495	13.0206736374495	0	0	2.00048844025395	24.0705883708827	0	17.0353762377124	4.00195439749781	14.0239804397716	3.00109916954915	20.048987655079	14.0239804397716	0	14.0239804397716	2.00048844025395	11.0147970057849	2.00048844025395	38.1773673823587	18.0396670359275	0	1.00012209018435	6.00439882750478	0	0	0	11.0147970057849	31.1179048445245	2.00048844025395	26.0828704059517	1.00012209018435	0	11.0147970057849	16.0313316193744	0	17.0353762377124
App	14.0239804397716	0	1.00012209018435	0	0	0	0	1.00012209018435	4.00195439749781	6.00439882750478	0	7.00598826885697	6.00439882750478	2.00048844025395	0	4.00195439749781	5.00305424361532	0	1.00012209018435	3.00109916954915	7.00598826885697	3.00109916954915	4.00195439749781	0	0	2.00048844025395	8.00782268745052	3.00109916954915	2.00048844025395	11.0147970057849	2.00048844025395	0	0	8.00782268745052	1.00012209018435	0	1.00012209018435	5.00305424361532	4.00195439749781	0	4.00195439749781	4.00195439749781	0	2.00048844025395	1.00012209018435	3.00109916954915	5.00305424361532
Aqp1	0	0	0	0	0	15.0275330602518	10.0122269359159	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	12.0176125328898	0	13.0206736374495	8.00782268745052	3.00109916954915	0	0	3.00109916954915	2.00048844025395	24.0705883708827	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	6.00439882750478	1.00012209018435	4.00195439749781	0	2.00048844025395	0	13.0206736374495	0	27.0893822675098
