GENEID	X2	X3	X4	X6	X7	X9	X10	X13	X18	X20	X21	X23	X25	X32	X33	X35	X37	X39	X40	X41	X42	X46	X50	X58	X60	X62	X63	X65	X66	X67	X69	X70	X71	X72	X73	X74	X78	X81	X83	X84	X85	X88	X89	X91	X93	X94	X95
Cd36	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	7.00598826885697	0	0	0	7.00598826885697	11.0147970057849	0	0	0	0	0	0	18.0396670359275	0	0	1.00012209018435	7.00598826885697	2.00048844025395	0	1.00012209018435	0	0	2.00048844025395	0	0	3.00109916954915	11.0147970057849	0	0	1.00012209018435	0	3.00109916954915	0	5.00305424361532	2.00048844025395	10.0122269359159
Cd47	4.00195439749781	0	10.0122269359159	2.00048844025395	0	10.0122269359159	6.00439882750478	0	0	0	1.00012209018435	3.00109916954915	12.0176125328898	2.00048844025395	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	8.00782268745052	4.00195439749781	1.00012209018435	3.00109916954915	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	3.00109916954915	0	0	5.00305424361532	7.00598826885697	1.00012209018435	0	9.00990220315199	0	1.00012209018435	3.00109916954915	5.00305424361532	2.00048844025395
Cd63	3.00109916954915	0	1.00012209018435	0	4.00195439749781	0	0	1.00012209018435	1.00012209018435	0	0	0	8.00782268745052	2.00048844025395	0	1.00012209018435	0	0	10.0122269359159	1.00012209018435	0	7.00598826885697	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	3.00109916954915	1.00012209018435	4.00195439749781	0	1.00012209018435	0	2.00048844025395	0	0	0
Cd81	2.00048844025395	0	1.00012209018435	0	4.00195439749781	2.00048844025395	1.00012209018435	2.00048844025395	0	2.00048844025395	0	4.00195439749781	3.00109916954915	3.00109916954915	0	1.00012209018435	9.00990220315199	0	3.00109916954915	0	1.00012209018435	0	3.00109916954915	3.00109916954915	2.00048844025395	4.00195439749781	1.00012209018435	2.00048844025395	2.00048844025395	7.00598826885697	7.00598826885697	0	1.00012209018435	2.00048844025395	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	9.00990220315199	0	2.00048844025395	9.00990220315199
Cd9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435	6.00439882750478	1.00012209018435	0	0	0	1.00012209018435
Cd93	0	0	0	0	0	0	0	0	7.00598826885697	0	0	13.0206736374495	0	1.00012209018435	0	0	19.0442041347699	0	0	0	8.00782268745052	0	10.0122269359159	1.00012209018435	0	0	12.0176125328898	6.00439882750478	1.00012209018435	20.048987655079	3.00109916954915	0	0	1.00012209018435	0	0	1.00012209018435	0	12.0176125328898	0	12.0176125328898	0	0	0	15.0275330602518	2.00048844025395	9.00990220315199
Cdc42	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	8.00782268745052	6.00439882750478	3.00109916954915	0	3.00109916954915	9.00990220315199	0	2.00048844025395	0	1.00012209018435	0	0	5.00305424361532	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	12.0176125328898	1.00012209018435	0	0	4.00195439749781	1.00012209018435	0	1.00012209018435	3.00109916954915	3.00109916954915	4.00195439749781	1.00012209018435	4.00195439749781	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0
Cdc6	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk4	1.00012209018435	0	0	0	0	6.00439882750478	1.00012209018435	0	0	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn1a	22.0592944438992	1.00012209018435	0	0	2.00048844025395	0	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	8.00782268745052	0	0	0	2.00048844025395	0	3.00109916954915	0	7.00598826885697	5.00305424361532	1.00012209018435	18.0396670359275	2.00048844025395	4.00195439749781	2.00048844025395	2.00048844025395	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	6.00439882750478	0	0	3.00109916954915	0	2.00048844025395
Cdkn1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	5.00305424361532	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0
Cds2	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0
Cebpb	6.00439882750478	1.00012209018435	0	0	3.00109916954915	0	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	4.00195439749781	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0
Celf2	2.00048844025395	0	3.00109916954915	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435
Cenpa	0	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfh	1.00012209018435	0	6.00439882750478	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0
Cfl1	7.00598826885697	0	2.00048844025395	3.00109916954915	4.00195439749781	16.0313316193744	3.00109916954915	0	2.00048844025395	0	5.00305424361532	5.00305424361532	8.00782268745052	1.00012209018435	0	7.00598826885697	5.00305424361532	0	7.00598826885697	3.00109916954915	5.00305424361532	3.00109916954915	5.00305424361532	1.00012209018435	2.00048844025395	5.00305424361532	3.00109916954915	1.00012209018435	2.00048844025395	16.0313316193744	3.00109916954915	0	0	5.00305424361532	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	3.00109916954915	1.00012209018435	8.00782268745052	1.00012209018435	2.00048844025395	2.00048844025395
Chchd2	6.00439882750478	2.00048844025395	0	2.00048844025395	0	6.00439882750478	2.00048844025395	1.00012209018435	3.00109916954915	0	3.00109916954915	2.00048844025395	9.00990220315199	1.00012209018435	0	8.00782268745052	8.00782268745052	0	5.00305424361532	1.00012209018435	6.00439882750478	8.00782268745052	3.00109916954915	2.00048844025395	4.00195439749781	1.00012209018435	2.00048844025395	2.00048844025395	0	3.00109916954915	3.00109916954915	3.00109916954915	1.00012209018435	3.00109916954915	8.00782268745052	0	0	4.00195439749781	4.00195439749781	12.0176125328898	0	9.00990220315199	0	4.00195439749781	2.00048844025395	0	2.00048844025395
Chd1	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	5.00305424361532	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395
Chd4	0	0	0	0	0	6.00439882750478	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0
Chl1	2.00048844025395	0	2.00048844025395	0	0	0	0	0	0	0	0	0	14.0239804397716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrdl1	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	5.00305424361532	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0
Chst15	4.00195439749781	0	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	6.00439882750478	1.00012209018435	0	0	0	0	4.00195439749781	0	0
Cks2	0	0	0	0	0	5.00305424361532	4.00195439749781	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Clca3a1	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	10.0122269359159	0	0	1.00012209018435	8.00782268745052	0	0	0	0	0	0	0	0	0
Cldn5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	5.00305424361532	0	0	0	9.00990220315199	2.00048844025395	0	0	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435
Clec14a	2.00048844025395	0	0	0	0	0	0	0	6.00439882750478	0	0	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	0	0	0	4.00195439749781	0	2.00048844025395	0	0	0	2.00048844025395	2.00048844025395	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	2.00048844025395
Clec1a	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	7.00598826885697	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	3.00109916954915
Clic4	31.1179048445245	0	3.00109916954915	0	3.00109916954915	2.00048844025395	3.00109916954915	0	1.00012209018435	0	0	8.00782268745052	7.00598826885697	7.00598826885697	0	0	10.0122269359159	0	7.00598826885697	2.00048844025395	4.00195439749781	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	5.00305424361532	2.00048844025395	1.00012209018435	10.0122269359159	5.00305424361532	0	1.00012209018435	3.00109916954915	2.00048844025395	0	2.00048844025395	2.00048844025395	2.00048844025395	3.00109916954915	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	3.00109916954915	3.00109916954915
Clk1	0	0	2.00048844025395	2.00048844025395	2.00048844025395	0	3.00109916954915	0	1.00012209018435	0	7.00598826885697	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	4.00195439749781	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	8.00782268745052
Cltc	1.00012209018435	0	2.00048844025395	0	2.00048844025395	4.00195439749781	7.00598826885697	0	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	4.00195439749781	1.00012209018435	0	0	2.00048844025395	0	0	4.00195439749781	2.00048844025395	3.00109916954915	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435
Clu	11.0147970057849	1.00012209018435	5.00305424361532	0	0	0	0	0	4.00195439749781	0	0	2.00048844025395	11.0147970057849	1.00012209018435	1.00012209018435	0	14.0239804397716	0	0	0	4.00195439749781	0	4.00195439749781	0	6.00439882750478	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	4.00195439749781	0	1.00012209018435	0	3.00109916954915	5.00305424361532	0	1.00012209018435	0	0	0	0	0	0
Cmah	1.00012209018435	0	6.00439882750478	0	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	3.00109916954915	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	0	0	3.00109916954915	0	3.00109916954915	0	7.00598826885697	0	0	6.00439882750478	7.00598826885697	0	0	0	8.00782268745052	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0
Cmip	2.00048844025395	0	0	0	0	1.00012209018435	2.00048844025395	0	3.00109916954915	0	0	15.0275330602518	0	0	0	1.00012209018435	5.00305424361532	0	7.00598826885697	3.00109916954915	7.00598826885697	2.00048844025395	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	5.00305424361532	2.00048844025395	1.00012209018435
Cnbp	5.00305424361532	0	4.00195439749781	1.00012209018435	2.00048844025395	0	13.0206736374495	0	0	0	5.00305424361532	1.00012209018435	0	3.00109916954915	0	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	2.00048844025395	0	2.00048844025395	0	0	0
Cnn2	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	6.00439882750478	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0	0	0
Col13a1	0	0	0	0	0	0	0	0	2.00048844025395	0	0	19.0442041347699	0	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781
Col15a1	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	18.0396670359275	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	7.00598826885697	0	0	0	1.00012209018435	3.00109916954915	0	11.0147970057849	1.00012209018435	0	0	0	0	0	0	0	7.00598826885697	0	4.00195439749781	0	0	0	8.00782268745052	0	4.00195439749781
Col1a1	17.0353762377124	0	27.0893822675098	0	0	0	0	6.00439882750478	0	0	0	0	13.0206736374495	2.00048844025395	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	8.00782268745052	0	0	0	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	40.1965934523377	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	16.0313316193744	1.00012209018435	2.00048844025395	0
Col1a2	48.283466760365	1.00012209018435	31.1179048445245	0	5.00305424361532	0	0	5.00305424361532	0	5.00305424361532	0	0	55.3726019210037	16.0313316193744	0	0	0	1.00012209018435	14.0239804397716	6.00439882750478	1.00012209018435	2.00048844025395	0	0	22.0592944438992	8.00782268745052	0	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	48.283466760365	0	0	1.00012209018435	3.00109916954915	11.0147970057849	0	0	2.00048844025395	13.0206736374495	1.00012209018435	2.00048844025395	1.00012209018435
Col3a1	19.0442041347699	0	17.0353762377124	0	9.00990220315199	0	1.00012209018435	7.00598826885697	0	15.0275330602518	2.00048844025395	0	36.1591362501238	16.0313316193744	0	1.00012209018435	0	1.00012209018435	5.00305424361532	2.00048844025395	0	0	2.00048844025395	1.00012209018435	18.0396670359275	2.00048844025395	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	3.00109916954915	44.2380343327527	0	0	1.00012209018435	2.00048844025395	12.0176125328898	0	0	1.00012209018435	9.00990220315199	0	0	0
Col4a1	30.1104026871881	0	10.0122269359159	0	8.00782268745052	1.00012209018435	1.00012209018435	6.00439882750478	6.00439882750478	13.0206736374495	0	12.0176125328898	21.0540177177831	9.00990220315199	1.00012209018435	3.00109916954915	15.0275330602518	1.00012209018435	32.1256548803621	6.00439882750478	5.00305424361532	1.00012209018435	7.00598826885697	5.00305424361532	5.00305424361532	9.00990220315199	11.0147970057849	10.0122269359159	6.00439882750478	27.0893822675098	0	0	1.00012209018435	3.00109916954915	18.0396670359275	0	1.00012209018435	2.00048844025395	6.00439882750478	1.00012209018435	4.00195439749781	11.0147970057849	2.00048844025395	20.048987655079	27.0893822675098	4.00195439749781	27.0893822675098
Col4a2	23.0648179545339	0	7.00598826885697	0	5.00305424361532	0	0	2.00048844025395	1.00012209018435	8.00782268745052	1.00012209018435	5.00305424361532	7.00598826885697	9.00990220315199	1.00012209018435	1.00012209018435	11.0147970057849	0	27.0893822675098	3.00109916954915	6.00439882750478	0	3.00109916954915	3.00109916954915	2.00048844025395	9.00990220315199	14.0239804397716	4.00195439749781	2.00048844025395	11.0147970057849	2.00048844025395	0	0	1.00012209018435	13.0206736374495	0	1.00012209018435	2.00048844025395	5.00305424361532	0	1.00012209018435	5.00305424361532	0	9.00990220315199	9.00990220315199	2.00048844025395	11.0147970057849
Col5a1	0	0	4.00195439749781	0	4.00195439749781	0	0	0	0	1.00012209018435	0	0	7.00598826885697	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	4.00195439749781	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0
Col5a2	2.00048844025395	0	2.00048844025395	0	2.00048844025395	0	0	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	0	0	0	0	6.00439882750478	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0
Col6a1	6.00439882750478	0	1.00012209018435	0	6.00439882750478	0	0	1.00012209018435	0	4.00195439749781	1.00012209018435	0	11.0147970057849	4.00195439749781	0	0	0	0	9.00990220315199	3.00109916954915	0	0	1.00012209018435	0	3.00109916954915	2.00048844025395	0	0	0	0	0	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0
Col6a2	2.00048844025395	0	1.00012209018435	0	5.00305424361532	0	0	2.00048844025395	0	1.00012209018435	0	0	4.00195439749781	4.00195439749781	0	2.00048844025395	0	0	21.0540177177831	5.00305424361532	0	0	0	0	9.00990220315199	1.00012209018435	0	0	0	0	0	0	2.00048844025395	1.00012209018435	5.00305424361532	0	0	1.00012209018435	0	4.00195439749781	0	0	0	5.00305424361532	0	1.00012209018435	0
Col6a3	5.00305424361532	0	4.00195439749781	0	6.00439882750478	0	0	5.00305424361532	0	7.00598826885697	0	0	6.00439882750478	3.00109916954915	0	0	0	0	8.00782268745052	2.00048844025395	1.00012209018435	0	0	0	3.00109916954915	6.00439882750478	0	0	0	1.00012209018435	0	0	0	0	10.0122269359159	0	0	0	1.00012209018435	0	0	0	0	11.0147970057849	1.00012209018435	0	0
Comt	1.00012209018435	0	2.00048844025395	0	1.00012209018435	4.00195439749781	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	3.00109916954915	6.00439882750478	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	0	3.00109916954915	0	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395
Copa	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	3.00109916954915	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	4.00195439749781	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435
Coq10b	5.00305424361532	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0
Coro1a	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox6a1	9.00990220315199	2.00048844025395	1.00012209018435	0	1.00012209018435	8.00782268745052	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	3.00109916954915	2.00048844025395	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	3.00109916954915	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	4.00195439749781	0	0	1.00012209018435
Cox7b	1.00012209018435	0	0	0	0	5.00305424361532	2.00048844025395	0	0	1.00012209018435	0	0	4.00195439749781	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	4.00195439749781	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0
Cox7c	2.00048844025395	0	1.00012209018435	0	2.00048844025395	5.00305424361532	1.00012209018435	0	1.00012209018435	1.00012209018435	0	2.00048844025395	4.00195439749781	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0	2.00048844025395	0	2.00048844025395	0	3.00109916954915	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435
Cox8a	2.00048844025395	0	3.00109916954915	1.00012209018435	0	10.0122269359159	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	4.00195439749781	2.00048844025395	0	2.00048844025395	4.00195439749781	0	5.00305424361532	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	5.00305424361532	4.00195439749781	0	1.00012209018435	0	7.00598826885697	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	3.00109916954915	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0
Cp	15.0275330602518	0	6.00439882750478	0	3.00109916954915	0	0	3.00109916954915	0	0	0	0	4.00195439749781	4.00195439749781	0	4.00195439749781	0	0	4.00195439749781	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	5.00305424361532	1.00012209018435	0	3.00109916954915	6.00439882750478	0	0	1.00012209018435	16.0313316193744	0	0	0	0	0
Cpe	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	0	0	2.00048844025395	0	0	6.00439882750478	4.00195439749781	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0
Cpox	0	0	0	0	0	10.0122269359159	5.00305424361532	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpxm1	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	0
Crim1	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	10.0122269359159	0	3.00109916954915	0	0	6.00439882750478	0	1.00012209018435	2.00048844025395	2.00048844025395	0	3.00109916954915	0	3.00109916954915	2.00048844025395	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	6.00439882750478	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435
Crip1	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	4.00195439749781	0	0	0	0	7.00598826885697	1.00012209018435	0	0	0	0	0	17.0353762377124	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	3.00109916954915	0	0	0
Crispld2	3.00109916954915	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.38633784995	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Crtap	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	4.00195439749781	0	0	0
Csde1	5.00305424361532	0	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	3.00109916954915	3.00109916954915	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	0	0	0	0	0	1.00012209018435	2.00048844025395
Csf1	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	9.00990220315199	0	0	0	0	0	0	0
Csf2rb	10.0122269359159	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	12.0176125328898	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	5.00305424361532	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781
