GENEID	X1	X2	X3	X9	X10	X13	X14	X16	X17	X18	X19	X20	X26	X27	X28	X29	X32	X33	X34	X36	X41	X43	X44	X45	X46	X49	X52	X53	X57	X59	X60	X61	X62	X64	X66	X67	X68	X69	X70	X73	X74	X75	X76	X77	X79	X80	X81	X87	X88	X89	X90	X91	X94	X96
1190002N15Rik	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	5.00305424361532	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	1.00012209018435
1810058I24Rik	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	1.00012209018435	0	0	0	5.00305424361532	0	0	0
4933427J07Rik	0	0	3.00109916954915	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	6.00439882750478	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0
5830462I19Rik	0	0	0	0	5.00305424361532	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0
8430408G22Rik	0	0	0	0	6.00439882750478	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	8.00782268745052	0	0	0	3.00109916954915	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9930111J21Rik1	3.00109916954915	3.00109916954915	11.0147970057849	8.00782268745052	24.0705883708827	0	8.00782268745052	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	10.0122269359159	0	0	2.00048844025395	2.00048844025395	20.048987655079	7.00598826885697	11.0147970057849	0	14.0239804397716	0	2.00048844025395	6.00439882750478	2.00048844025395	5.00305424361532	6.00439882750478	13.0206736374495	0	15.0275330602518	14.0239804397716	1.00012209018435	2.00048844025395	10.0122269359159	3.00109916954915	4.00195439749781	9.00990220315199	2.00048844025395	10.0122269359159	9.00990220315199	0	13.0206736374495	1.00012209018435	2.00048844025395	1.00012209018435	0	2.00048844025395	5.00305424361532	1.00012209018435	5.00305424361532	4.00195439749781	2.00048844025395
A430073D23Rik	0	1.00012209018435	38.1773673823587	29.1031482864402	67.5540235386734	0	15.0275330602518	11.0147970057849	0	1.00012209018435	4.00195439749781	3.00109916954915	3.00109916954915	34.1418990756402	0	1.00012209018435	5.00305424361532	6.00439882750478	27.0893822675098	31.1179048445245	35.1503934793561	0	28.0961415204583	1.00012209018435	2.00048844025395	15.0275330602518	5.00305424361532	29.1031482864402	16.0313316193744	17.0353762377124	1.00012209018435	30.1104026871881	62.4740278484444	2.00048844025395	14.0239804397716	22.0592944438992	8.00782268745052	31.1179048445245	24.0705883708827	12.0176125328898	19.0442041347699	29.1031482864402	1.00012209018435	40.1965934523377	3.00109916954915	4.00195439749781	17.0353762377124	1.00012209018435	12.0176125328898	9.00990220315199	6.00439882750478	17.0353762377124	9.00990220315199	8.00782268745052
AI506816	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	0	6.00439882750478
AW112010	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	6.00439882750478	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	4.00195439749781	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435
Abca1	0	0	0	0	0	2.00048844025395	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	5.00305424361532	0	0	0
