GENEID	X97	X99	X103	X106	X108	X111	X113	X114	X115	X116	X117	X118	X119	X120	X123	X124	X126	X128	X131	X132	X134	X136	X137	X140	X141	X142	X144	X145	X150	X151	X152	X156	X157	X159	X160	X161	X162	X163	X167	X168	X169	X171	X172	X173	X174	X175	X176	X177	X178	X179	X182	X183	X184	X185	X187	X188	X190	X192
1190002N15Rik	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	8.00782268745052	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0
1810011O10Rik	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	9.00990220315199	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210418O10Rik	1.00012209018435	0	4.00195439749781	0	1.00012209018435	0	0	0	0	0	1.00012209018435	5.00305424361532	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	0	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0	0	0
2810474O19Rik	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	5.00305424361532	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435	0	5.00305424361532	0	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395
4632427E13Rik	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	6.00439882750478	6.00439882750478	0	0	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435
9930111J21Rik1	5.00305424361532	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	4.00195439749781	0	3.00109916954915	7.00598826885697	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	7.00598826885697	1.00012209018435	0	0	1.00012209018435	1.00012209018435	6.00439882750478	4.00195439749781	2.00048844025395	0	4.00195439749781	0	7.00598826885697	1.00012209018435	0	11.0147970057849	1.00012209018435	0	0	11.0147970057849	14.0239804397716	0	7.00598826885697	2.00048844025395	6.00439882750478	0	0	3.00109916954915	0	9.00990220315199	3.00109916954915	3.00109916954915	7.00598826885697	1.00012209018435	2.00048844025395	0	1.00012209018435	7.00598826885697	1.00012209018435	0	2.00048844025395	2.00048844025395	6.00439882750478
A430073D23Rik	19.0442041347699	0	14.0239804397716	7.00598826885697	6.00439882750478	8.00782268745052	8.00782268745052	9.00990220315199	27.0893822675098	6.00439882750478	3.00109916954915	11.0147970057849	5.00305424361532	3.00109916954915	0	27.0893822675098	2.00048844025395	0	5.00305424361532	7.00598826885697	12.0176125328898	15.0275330602518	12.0176125328898	8.00782268745052	3.00109916954915	18.0396670359275	8.00782268745052	16.0313316193744	11.0147970057849	0	29.1031482864402	5.00305424361532	4.00195439749781	2.00048844025395	30.1104026871881	64.505270141498	5.00305424361532	25.0766058142306	1.00012209018435	26.0828704059517	5.00305424361532	1.00012209018435	8.00782268745052	8.00782268745052	36.1591362501238	33.1336529167031	13.0206736374495	34.1418990756402	14.0239804397716	10.0122269359159	0	5.00305424361532	25.0766058142306	17.0353762377124	0	15.0275330602518	18.0396670359275	26.0828704059517
AI314180	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	8.00782268745052	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	4.00195439749781	0	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395	0	3.00109916954915	0	1.00012209018435	0	0	3.00109916954915	0	0	0	2.00048844025395	3.00109916954915
AI607873	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	12.0176125328898	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0
Aars	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	5.00305424361532	1.00012209018435	1.00012209018435	0	4.00195439749781	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915
