GENEID	X101	X102	X110	X111	X112	X113	X118	X120	X124	X125	X126	X127	X128	X133	X134	X135	X136	X138	X140	X143	X144	X151	X152	X157	X159	X160	X161	X165	X167	X168	X173	X175	X176	X179	X181	X184	X185	X187	X190	X192
Eif3j1	2.00048844025395	0	0	4.00195439749781	0	0	3.00109916954915	0	0	1.00012209018435	6.00439882750478	0	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0
Eif3k	3.00109916954915	1.00012209018435	3.00109916954915	4.00195439749781	1.00012209018435	0	4.00195439749781	0	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	5.00305424361532	2.00048844025395	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	3.00109916954915	0
Eif3l	1.00012209018435	1.00012209018435	0	0	0	0	5.00305424361532	0	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	3.00109916954915	0	0	0	2.00048844025395	0	1.00012209018435	0	0
Eif3m	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	5.00305424361532	5.00305424361532	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	5.00305424361532	3.00109916954915	0	2.00048844025395	0	0	0	0	0	5.00305424361532	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	2.00048844025395	1.00012209018435
Eif4a1	6.00439882750478	3.00109916954915	13.0206736374495	8.00782268745052	6.00439882750478	0	15.0275330602518	0	3.00109916954915	3.00109916954915	10.0122269359159	7.00598826885697	1.00012209018435	6.00439882750478	9.00990220315199	5.00305424361532	6.00439882750478	0	0	3.00109916954915	2.00048844025395	21.0540177177831	13.0206736374495	5.00305424361532	5.00305424361532	14.0239804397716	0	0	6.00439882750478	0	7.00598826885697	15.0275330602518	8.00782268745052	10.0122269359159	0	18.0396670359275	0	6.00439882750478	13.0206736374495	8.00782268745052
Eif4a2	1.00012209018435	0	2.00048844025395	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	4.00195439749781	7.00598826885697	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	0	0	2.00048844025395	0	0	0	2.00048844025395
Eif4b	3.00109916954915	3.00109916954915	4.00195439749781	3.00109916954915	1.00012209018435	0	6.00439882750478	0	2.00048844025395	2.00048844025395	5.00305424361532	8.00782268745052	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	4.00195439749781	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	5.00305424361532	1.00012209018435	1.00012209018435	0	1.00012209018435
Eif4e	1.00012209018435	1.00012209018435	1.00012209018435	9.00990220315199	2.00048844025395	0	3.00109916954915	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	4.00195439749781	4.00195439749781	0	1.00012209018435	5.00305424361532	0	0	0	0	0	2.00048844025395	0	3.00109916954915	0	3.00109916954915	0	0	0	0
Eif4e2	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	0	5.00305424361532	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435
Eif4g1	0	1.00012209018435	2.00048844025395	0	0	0	4.00195439749781	0	1.00012209018435	5.00305424361532	3.00109916954915	0	0	1.00012209018435	0	3.00109916954915	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	4.00195439749781	0	2.00048844025395	0	0	3.00109916954915	0
Eif4g2	12.0176125328898	5.00305424361532	7.00598826885697	15.0275330602518	3.00109916954915	0	18.0396670359275	0	3.00109916954915	14.0239804397716	9.00990220315199	5.00305424361532	2.00048844025395	12.0176125328898	18.0396670359275	7.00598826885697	4.00195439749781	0	1.00012209018435	3.00109916954915	2.00048844025395	11.0147970057849	4.00195439749781	3.00109916954915	1.00012209018435	7.00598826885697	1.00012209018435	2.00048844025395	4.00195439749781	0	3.00109916954915	13.0206736374495	14.0239804397716	4.00195439749781	1.00012209018435	14.0239804397716	2.00048844025395	3.00109916954915	11.0147970057849	2.00048844025395
Eif4g3	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915	2.00048844025395	0	0	3.00109916954915	1.00012209018435	0	0	0	0	5.00305424361532	1.00012209018435	0	0	5.00305424361532	0	0	4.00195439749781	1.00012209018435
Eif4h	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	0	6.00439882750478	0	0	3.00109916954915	4.00195439749781	1.00012209018435	1.00012209018435	4.00195439749781	9.00990220315199	0	5.00305424361532	0	0	1.00012209018435	2.00048844025395	5.00305424361532	1.00012209018435	2.00048844025395	2.00048844025395	3.00109916954915	0	1.00012209018435	0	1.00012209018435	3.00109916954915	6.00439882750478	2.00048844025395	2.00048844025395	0	7.00598826885697	2.00048844025395	1.00012209018435	5.00305424361532	3.00109916954915
Eif5	5.00305424361532	5.00305424361532	3.00109916954915	2.00048844025395	2.00048844025395	0	8.00782268745052	0	2.00048844025395	3.00109916954915	5.00305424361532	6.00439882750478	2.00048844025395	3.00109916954915	1.00012209018435	3.00109916954915	3.00109916954915	0	0	2.00048844025395	1.00012209018435	7.00598826885697	1.00012209018435	0	9.00990220315199	4.00195439749781	0	0	1.00012209018435	0	0	6.00439882750478	9.00990220315199	3.00109916954915	0	1.00012209018435	0	1.00012209018435	6.00439882750478	1.00012209018435
Eif5a	2.00048844025395	2.00048844025395	6.00439882750478	11.0147970057849	4.00195439749781	0	20.048987655079	0	1.00012209018435	8.00782268745052	3.00109916954915	5.00305424361532	3.00109916954915	10.0122269359159	7.00598826885697	5.00305424361532	11.0147970057849	0	0	1.00012209018435	2.00048844025395	12.0176125328898	15.0275330602518	2.00048844025395	3.00109916954915	2.00048844025395	3.00109916954915	0	0	0	8.00782268745052	7.00598826885697	1.00012209018435	5.00305424361532	0	11.0147970057849	0	5.00305424361532	14.0239804397716	0
Eif5b	0	0	4.00195439749781	4.00195439749781	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	2.00048844025395	6.00439882750478	1.00012209018435	4.00195439749781	0	0	1.00012209018435	0	5.00305424361532	1.00012209018435	0	8.00782268745052	0	2.00048844025395	0	3.00109916954915	0	0	0	2.00048844025395	3.00109916954915	0	11.0147970057849	0	3.00109916954915	8.00782268745052	0
Eif6	1.00012209018435	1.00012209018435	0	6.00439882750478	0	0	4.00195439749781	0	0	0	4.00195439749781	2.00048844025395	0	3.00109916954915	3.00109916954915	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435
Elavl1	2.00048844025395	0	2.00048844025395	6.00439882750478	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	0	0	3.00109916954915	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435
Elk3	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	9.00990220315199	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	0	0
Eln	9.00990220315199	0	3.00109916954915	2.00048844025395	0	0	2.00048844025395	0	0	0	9.00990220315199	2.00048844025395	0	3.00109916954915	9.00990220315199	4.00195439749781	0	0	0	0	0	4.00195439749781	2.00048844025395	0	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	3.00109916954915	0	11.0147970057849	1.00012209018435	0	7.00598826885697	0	0	3.00109916954915	0
Elovl6	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	12.0176125328898	0	0	10.0122269359159	0
Emb	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	9.00990220315199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0
Emc7	2.00048844025395	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	0	0	1.00012209018435	0	0	5.00305424361532	1.00012209018435
Emcn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435
Emd	12.0176125328898	4.00195439749781	3.00109916954915	6.00439882750478	7.00598826885697	0	9.00990220315199	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	4.00195439749781	4.00195439749781	1.00012209018435	0	0	5.00305424361532	1.00012209018435	5.00305424361532	13.0206736374495	0	7.00598826885697	5.00305424361532	0	1.00012209018435	1.00012209018435	0	1.00012209018435	7.00598826885697	0	4.00195439749781	0	10.0122269359159	0	1.00012209018435	4.00195439749781	3.00109916954915
Eml3	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	7.00598826885697	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Emp1	0	0	0	3.00109916954915	0	0	4.00195439749781	0	0	1.00012209018435	0	0	0	0	12.0176125328898	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	8.00782268745052	0	0	0	0	0	5.00305424361532	5.00305424361532	0	0	0	0	0	0	0	1.00012209018435
Emp3	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	5.00305424361532	2.00048844025395	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0
Enc1	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	3.00109916954915	0	0	0	1.00012209018435	0	0	0	1.00012209018435
Endod1	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eng	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	1.00012209018435	0	0	3.00109916954915	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	4.00195439749781	5.00305424361532	1.00012209018435	0	0	0	0	1.00012209018435	4.00195439749781
Eno2	1.00012209018435	0	4.00195439749781	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	0	3.00109916954915	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
Enpp2	7.00598826885697	9.00990220315199	9.00990220315199	0	14.0239804397716	1.00012209018435	22.0592944438992	0	0	2.00048844025395	14.0239804397716	2.00048844025395	4.00195439749781	15.0275330602518	14.0239804397716	1.00012209018435	15.0275330602518	0	0	2.00048844025395	1.00012209018435	11.0147970057849	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	0	1.00012209018435	11.0147970057849	0	1.00012209018435	16.0313316193744	13.0206736374495	6.00439882750478	0	16.0313316193744	0	1.00012209018435	63.4895230811159	2.00048844025395
Enpp4	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	7.00598826885697	4.00195439749781	0	0	0	0	0	3.00109916954915	3.00109916954915	0	0	1.00012209018435	0	0	0	0
Ep300	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	5.00305424361532	0	1.00012209018435	0	0
Epas1	5.00305424361532	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	0	3.00109916954915	1.00012209018435	2.00048844025395	0	5.00305424361532	0	2.00048844025395	4.00195439749781	15.0275330602518	1.00012209018435	1.00012209018435	0	0	4.00195439749781	2.00048844025395	6.00439882750478	0	0	4.00195439749781	0	0	3.00109916954915	0	0	2.00048844025395	9.00990220315199	1.00012209018435	2.00048844025395	0	12.0176125328898	0	1.00012209018435	1.00012209018435	4.00195439749781
Epha4	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	4.00195439749781	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	9.00990220315199	0
Ephb3	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	5.00305424361532	0	0	0	0	0	0	0	0
Eprs	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	6.00439882750478	0	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	0	2.00048844025395	6.00439882750478	2.00048844025395	3.00109916954915	0	0	1.00012209018435	0	7.00598826885697	0	0	2.00048844025395	0	0	0	0	0	0	5.00305424361532	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	4.00195439749781	0
Erdr1	7.00598826885697	9.00990220315199	25.0766058142306	3.00109916954915	1.00012209018435	0	14.0239804397716	0	1.00012209018435	0	8.00782268745052	4.00195439749781	6.00439882750478	6.00439882750478	11.0147970057849	19.0442041347699	4.00195439749781	0	0	0	1.00012209018435	16.0313316193744	13.0206736374495	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	29.1031482864402	7.00598826885697	0	1.00012209018435	16.0313316193744	0	0	11.0147970057849	1.00012209018435
Ergic1	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	2.00048844025395	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0
Ergic3	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	3.00109916954915	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	0	6.00439882750478	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	5.00305424361532	0	0	4.00195439749781	0
Erh	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	0	11.0147970057849	0	1.00012209018435	2.00048844025395	1.00012209018435	4.00195439749781	3.00109916954915	1.00012209018435	8.00782268745052	0	4.00195439749781	0	0	0	0	3.00109916954915	2.00048844025395	0	5.00305424361532	4.00195439749781	0	0	1.00012209018435	0	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	0	4.00195439749781	0	2.00048844025395	2.00048844025395	1.00012209018435
Erp29	0	1.00012209018435	0	1.00012209018435	4.00195439749781	0	4.00195439749781	0	0	2.00048844025395	1.00012209018435	5.00305424361532	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0
Errfi1	20.048987655079	0	9.00990220315199	2.00048844025395	4.00195439749781	0	11.0147970057849	0	3.00109916954915	0	21.0540177177831	5.00305424361532	3.00109916954915	9.00990220315199	0	3.00109916954915	1.00012209018435	0	0	12.0176125328898	1.00012209018435	23.0648179545339	9.00990220315199	1.00012209018435	5.00305424361532	7.00598826885697	0	3.00109916954915	0	0	0	24.0705883708827	0	18.0396670359275	0	18.0396670359275	0	2.00048844025395	2.00048844025395	0
Esam	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	13.0206736374495	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435
Esd	5.00305424361532	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	3.00109916954915	0	1.00012209018435
Esf1	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	0	3.00109916954915	0	3.00109916954915	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0	5.00305424361532	0	0	0	0
Etf1	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	0	5.00305424361532	0	0	2.00048844025395	7.00598826885697	1.00012209018435	0	4.00195439749781	3.00109916954915	5.00305424361532	6.00439882750478	0	0	4.00195439749781	3.00109916954915	6.00439882750478	7.00598826885697	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	4.00195439749781	1.00012209018435	5.00305424361532	0	2.00048844025395	6.00439882750478	0
Etfa	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	6.00439882750478	3.00109916954915	1.00012209018435	0	0	0	0	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0
Etohi1	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0
Ets1	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	10.0122269359159	0	0	2.00048844025395	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	9.00990220315199	0	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	3.00109916954915
Ets2	1.00012209018435	0	2.00048844025395	5.00305424361532	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	6.00439882750478	3.00109916954915	0	1.00012209018435	5.00305424361532	2.00048844025395	5.00305424361532	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	3.00109916954915	0	2.00048844025395	1.00012209018435	6.00439882750478	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0
Etv5	0	0	1.00012209018435	5.00305424361532	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0
Evi5	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	5.00305424361532	0	0	0	0	0	0	0	0	5.00305424361532	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395
Ewsr1	1.00012209018435	0	1.00012209018435	1.00012209018435	5.00305424361532	0	2.00048844025395	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	1.00012209018435	8.00782268745052	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	3.00109916954915	2.00048844025395	0	0	3.00109916954915	0	2.00048844025395	1.00012209018435	0
Exoc3l4	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0
Exoc5	0	1.00012209018435	1.00012209018435	5.00305424361532	2.00048844025395	0	3.00109916954915	0	0	0	5.00305424361532	2.00048844025395	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435
Ezr	0	0	0	0	0	0	3.00109916954915	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435
F11r	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	3.00109916954915	0	21.0540177177831	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435
F2r	0	1.00012209018435	0	5.00305424361532	0	0	2.00048844025395	0	0	0	3.00109916954915	0	1.00012209018435	0	2.00048844025395	0	0	0	0	8.00782268745052	2.00048844025395	0	0	0	0	0	0	0	0	0	0	11.0147970057849	13.0206736374495	0	0	0	0	0	4.00195439749781	3.00109916954915
F830016B08Rik	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	3.00109916954915	0	0	6.00439882750478	0	0	1.00012209018435	0	3.00109916954915	0	2.00048844025395	0	5.00305424361532	4.00195439749781	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	2.00048844025395	3.00109916954915	0	2.00048844025395	2.00048844025395	0	2.00048844025395	4.00195439749781
Fabp4	0	10.0122269359159	0	2.00048844025395	0	0	0	0	0	0	0	4.00195439749781	0	0	4.00195439749781	1.00012209018435	0	0	0	11.0147970057849	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	10.0122269359159	14.0239804397716	0	0	0	0	0	0	2.00048844025395
Fabp5	2.00048844025395	2.00048844025395	0	7.00598826885697	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	10.0122269359159	0	0	0	0	0	0	0	0
Fads1	0	0	0	0	0	0	0	0	0	4.00195439749781	1.00012209018435	0	1.00012209018435	0	7.00598826885697	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	3.00109916954915	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	0
Fam102b	0	0	0	1.00012209018435	1.00012209018435	0	7.00598826885697	1.00012209018435	0	0	4.00195439749781	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	0	0	0	7.00598826885697	2.00048844025395	0	0	0	1.00012209018435	0	0
Fam107b	0	1.00012209018435	0	2.00048844025395	0	0	9.00990220315199	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	0
Fam120a	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	0	3.00109916954915	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	10.0122269359159	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	4.00195439749781	0	0	2.00048844025395	0
Fam126a	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	0	5.00305424361532	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam126b	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	0	0	0	0
Fam129b	0	0	0	2.00048844025395	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	6.00439882750478	1.00012209018435	0	0	1.00012209018435	0	0	0	0
Fam168b	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	4.00195439749781	0	0	1.00012209018435	0	2.00048844025395	0	5.00305424361532	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435
Fam193a	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	4.00195439749781	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	7.00598826885697	0	0	0	0
Fam198b	0	0	0	2.00048844025395	0	0	0	0	0	8.00782268745052	0	0	0	0	12.0176125328898	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Fam19a5	0	0	0	0	0	0	1.00012209018435	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0
Fam46a	4.00195439749781	0	1.00012209018435	19.0442041347699	0	0	7.00598826885697	1.00012209018435	0	0	0	0	6.00439882750478	3.00109916954915	0	2.00048844025395	10.0122269359159	0	0	3.00109916954915	0	0	0	0	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0
Fam78b	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0
