GENEID	X101	X102	X110	X111	X112	X113	X118	X120	X124	X125	X126	X127	X128	X133	X134	X135	X136	X138	X140	X143	X144	X151	X152	X157	X159	X160	X161	X165	X167	X168	X173	X175	X176	X179	X181	X184	X185	X187	X190	X192
AW112010	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00439882750478	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0
Aamp	1.00012209018435	1.00012209018435	1.00012209018435	0	4.00195439749781	0	2.00048844025395	0	0	6.00439882750478	4.00195439749781	3.00109916954915	0	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	1.00012209018435	4.00195439749781	0	0	0	1.00012209018435
Aars	1.00012209018435	3.00109916954915	4.00195439749781	6.00439882750478	0	0	3.00109916954915	0	1.00012209018435	3.00109916954915	2.00048844025395	0	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	0	0	0	3.00109916954915	0	2.00048844025395	0	4.00195439749781	0	1.00012209018435	2.00048844025395	0
Aatk	0	0	0	0	0	0	0	0	0	9.00990220315199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca1	0	0	3.00109916954915	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	5.00305424361532	9.00990220315199	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	2.00048844025395	3.00109916954915	0	1.00012209018435	0	0	0	5.00305424361532
Abca7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	6.00439882750478	0	0	0	0	0	0	0	0
Abca8a	0	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	3.00109916954915	5.00305424361532	3.00109916954915	5.00305424361532	4.00195439749781	2.00048844025395	0	0	0	0	0	0	0	3.00109916954915	2.00048844025395	0	1.00012209018435	4.00195439749781	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0
Abcc9	1.00012209018435	2.00048844025395	1.00012209018435	7.00598826885697	1.00012209018435	0	3.00109916954915	1.00012209018435	3.00109916954915	1.00012209018435	4.00195439749781	2.00048844025395	2.00048844025395	0	0	3.00109916954915	2.00048844025395	0	0	12.0176125328898	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	8.00782268745052	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	9.00990220315199	1.00012209018435
Abcf1	5.00305424361532	0	1.00012209018435	1.00012209018435	2.00048844025395	0	4.00195439749781	0	0	5.00305424361532	3.00109916954915	0	0	2.00048844025395	8.00782268745052	2.00048844025395	1.00012209018435	0	0	0	0	4.00195439749781	0	0	3.00109916954915	2.00048844025395	0	0	0	0	1.00012209018435	5.00305424361532	0	2.00048844025395	0	3.00109916954915	1.00012209018435	1.00012209018435	0	2.00048844025395
Abcg2	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	10.0122269359159	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0
Abhd17b	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	5.00305424361532	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	2.00048844025395	0	5.00305424361532
Abhd4	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	5.00305424361532	0	0	0	0	0	5.00305424361532	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0
Abi1	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	5.00305424361532	0	0	0	2.00048844025395	0	0	0	4.00195439749781	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0
Ablim1	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	3.00109916954915	0	8.00782268745052	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395
Acadl	1.00012209018435	0	0	0	2.00048844025395	0	3.00109916954915	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	7.00598826885697	0	4.00195439749781	0	0	1.00012209018435	0	1.00012209018435	0	0	5.00305424361532	2.00048844025395	0	0	0	0	1.00012209018435	2.00048844025395	5.00305424361532	0	0	1.00012209018435	0	0	1.00012209018435	0
Acin1	0	0	3.00109916954915	2.00048844025395	0	0	4.00195439749781	0	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	2.00048844025395	0
Ackr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0275330602518	0	0	0	0	0	0	0
Acly	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	3.00109916954915	0	0	2.00048844025395	0	0	0	0	6.00439882750478	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435
Aco2	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	3.00109916954915	3.00109916954915	0	5.00305424361532	2.00048844025395	0	0	3.00109916954915	2.00048844025395	0	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	0	0	0	0	2.00048844025395	0
Acot7	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	1.00012209018435	6.00439882750478	0	0	0	0	0	0	2.00048844025395
Acta2	7.00598826885697	1.00012209018435	2.00048844025395	5.00305424361532	0	0	17.0353762377124	0	0	0	1.00012209018435	0	2.00048844025395	4.00195439749781	0	1.00012209018435	2.00048844025395	0	0	16.0313316193744	0	7.00598826885697	1.00012209018435	0	9.00990220315199	0	0	4.00195439749781	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	3.00109916954915	0
Actb	46.2602511104364	20.048987655079	42.2168154415037	77.7329552185041	21.0540177177831	1.00012209018435	60.4437923669776	1.00012209018435	14.0239804397716	56.38633784995	50.3076822698104	18.0396670359275	21.0540177177831	26.0828704059517	65.5212691545208	28.0961415204583	26.0828704059517	0	2.00048844025395	93.0489396602164	7.00598826885697	36.1591362501238	20.048987655079	6.00439882750478	37.1681275103067	23.0648179545339	11.0147970057849	2.00048844025395	10.0122269359159	2.00048844025395	31.1179048445245	26.0828704059517	69.5877872348756	47.2717340146999	5.00305424361532	64.505270141498	1.00012209018435	2.00048844025395	62.4740278484444	24.0705883708827
Actg1	12.0176125328898	2.00048844025395	17.0353762377124	7.00598826885697	8.00782268745052	0	17.0353762377124	2.00048844025395	7.00598826885697	14.0239804397716	5.00305424361532	8.00782268745052	6.00439882750478	2.00048844025395	97.1428930245265	15.0275330602518	1.00012209018435	0	1.00012209018435	10.0122269359159	1.00012209018435	9.00990220315199	8.00782268745052	2.00048844025395	7.00598826885697	12.0176125328898	4.00195439749781	2.00048844025395	1.00012209018435	0	15.0275330602518	8.00782268745052	22.0592944438992	7.00598826885697	3.00109916954915	39.186855988824	0	1.00012209018435	25.0766058142306	21.0540177177831
Actn1	1.00012209018435	3.00109916954915	3.00109916954915	2.00048844025395	0	0	5.00305424361532	0	0	0	7.00598826885697	0	0	2.00048844025395	0	2.00048844025395	3.00109916954915	0	0	1.00012209018435	0	5.00305424361532	1.00012209018435	0	5.00305424361532	3.00109916954915	0	0	0	0	2.00048844025395	6.00439882750478	3.00109916954915	2.00048844025395	0	5.00305424361532	0	0	2.00048844025395	0
Actn4	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	2.00048844025395	0	0	3.00109916954915	9.00990220315199	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	3.00109916954915	5.00305424361532	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435
Actr3	3.00109916954915	0	1.00012209018435	2.00048844025395	1.00012209018435	0	3.00109916954915	0	0	0	4.00195439749781	0	1.00012209018435	0	8.00782268745052	0	2.00048844025395	0	0	3.00109916954915	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	0	2.00048844025395	2.00048844025395	0	0	0	0	2.00048844025395	0	2.00048844025395	0	2.00048844025395	3.00109916954915	2.00048844025395
Adam10	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	3.00109916954915	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	0	0	1.00012209018435	0	2.00048844025395	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	3.00109916954915	0	0	2.00048844025395	2.00048844025395
Adam12	3.00109916954915	0	4.00195439749781	3.00109916954915	2.00048844025395	0	4.00195439749781	0	0	0	4.00195439749781	4.00195439749781	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	0	6.00439882750478	0	3.00109916954915	3.00109916954915	0	0	5.00305424361532	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435	9.00990220315199	0	2.00048844025395	0	0
Adamts1	2.00048844025395	6.00439882750478	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	6.00439882750478	5.00305424361532	7.00598826885697	9.00990220315199	6.00439882750478	1.00012209018435	0	4.00195439749781	17.0353762377124	0	0	19.0442041347699	0	7.00598826885697	18.0396670359275	0	26.0828704059517	2.00048844025395	0	5.00305424361532	0	1.00012209018435	0	7.00598826885697	1.00012209018435	0	0	3.00109916954915	0	8.00782268745052	7.00598826885697	1.00012209018435
Adamts20	3.00109916954915	0	0	0	0	0	0	0	0	5.00305424361532	1.00012209018435	0	1.00012209018435	0	0	4.00195439749781	3.00109916954915	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0
Adamts4	6.00439882750478	11.0147970057849	3.00109916954915	3.00109916954915	1.00012209018435	0	3.00109916954915	0	0	0	10.0122269359159	0	0	4.00195439749781	2.00048844025395	8.00782268745052	0	0	0	20.048987655079	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	14.0239804397716	0	0	0	1.00012209018435	0	0	0	2.00048844025395
Adamts5	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	9.00990220315199	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0
Adamts9	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	5.00305424361532	3.00109916954915	0	2.00048844025395	0	0	0	1.00012209018435	0	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	0	0	0	5.00305424361532	0	0	0	0	2.00048844025395	0	0	1.00012209018435
Adcy4	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Add3	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	9.00990220315199	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	5.00305424361532	0	2.00048844025395	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0
Adgrf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	1.00012209018435
Adgrl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	3.00109916954915	0
Adh1	0	0	0	0	1.00012209018435	0	0	0	0	0	0	10.0122269359159	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	0
Adh5	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0
Adm	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	16.0313316193744	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0
Adra2a	2.00048844025395	0	6.00439882750478	0	0	0	10.0122269359159	0	0	0	4.00195439749781	0	0	0	0	0	3.00109916954915	0	0	8.00782268745052	0	2.00048844025395	0	0	0	0	0	0	0	0	0	4.00195439749781	0	4.00195439749781	0	0	0	0	0	0
Adss	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	6.00439882750478	0	0	3.00109916954915	1.00012209018435
Adtrp	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	6.00439882750478	0	0	0	1.00012209018435
Aebp1	0	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	5.00305424361532	0
Aes	0	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	0	5.00305424361532	0	0	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	3.00109916954915	4.00195439749781	1.00012209018435	1.00012209018435	0	1.00012209018435	0	4.00195439749781	2.00048844025395	0	0	2.00048844025395	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395
Afap1l2	0	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0	6.00439882750478	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0
Aff1	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	2.00048844025395	0
Aff4	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	0	0	0	3.00109916954915	0	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435	2.00048844025395	2.00048844025395	0	3.00109916954915	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0	5.00305424361532	0
Agfg1	2.00048844025395	0	0	1.00012209018435	0	0	3.00109916954915	0	0	0	2.00048844025395	0	0	0	2.00048844025395	2.00048844025395	5.00305424361532	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	3.00109916954915	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435
Aggf1	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	3.00109916954915	0
Ago2	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	0	1.00012209018435	5.00305424361532	0	0	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435
Agpat4	0	0	0	0	0	0	1.00012209018435	0	0	4.00195439749781	0	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0
Agps	1.00012209018435	2.00048844025395	2.00048844025395	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	0	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	5.00305424361532	0	0	2.00048844025395	0
Agrn	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	0	6.00439882750478	8.00782268745052	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435
Agtr2	0	0	0	3.00109916954915	11.0147970057849	0	0	1.00012209018435	8.00782268745052	0	0	2.00048844025395	1.00012209018435	0	0	8.00782268745052	2.00048844025395	0	0	0	1.00012209018435	0	15.0275330602518	4.00195439749781	6.00439882750478	6.00439882750478	0	0	0	0	30.1104026871881	0	0	2.00048844025395	3.00109916954915	0	0	10.0122269359159	0	0
