GENEID	X1	X3	X6	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X22	X24	X26	X27	X28	X29	X30	X31	X32	X33	X35	X36	X37	X38	X39	X40	X41	X43	X44	X45	X46	X48	X49	X50	X51	X54	X55	X56	X58	X60	X61	X63	X65	X66	X68	X69	X71	X72	X73	X74	X75	X76	X77	X79	X80	X81	X83	X84	X86	X87	X88	X89	X91	X92	X93	X95	X96
Abcc9	0	0	1.00012209018435	3.00109916954915	0	0	0	0	1.00012209018435	9.00990220315199	2.00048844025395	1.00012209018435	4.00195439749781	0	0	0	7.00598826885697	0	1.00012209018435	1.00012209018435	0	9.00990220315199	0	0	5.00305424361532	1.00012209018435	2.00048844025395	0	0	0	0	1.00012209018435	0	5.00305424361532	2.00048844025395	3.00109916954915	0	5.00305424361532	3.00109916954915	0	0	2.00048844025395	0	4.00195439749781	0	0	0	0	2.00048844025395	0	3.00109916954915	5.00305424361532	0	2.00048844025395	3.00109916954915	1.00012209018435	0	0	0	0	0	0	7.00598826885697	0	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915
Abhd2	0	7.00598826885697	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0
Acin1	0	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	8.00782268745052	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0
Ackr4	0	6.00439882750478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acta2	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	3.00109916954915	0	2.00048844025395	0	0	0	7.00598826885697	0	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	8.00782268745052	1.00012209018435	0	10.0122269359159	0	2.00048844025395	1.00012209018435	0	17.0353762377124	0	0	0	16.0313316193744	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	6.00439882750478	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	26.0828704059517	4.00195439749781	0	1.00012209018435	2.00048844025395	0
Actb	1.00012209018435	23.0648179545339	51.3201652807748	22.0592944438992	43.22730021288	2.00048844025395	0	1.00012209018435	48.283466760365	70.6050478883099	15.0275330602518	5.00305424361532	30.1104026871881	0	2.00048844025395	24.0705883708827	22.0592944438992	5.00305424361532	81.8116212264209	18.0396670359275	12.0176125328898	15.0275330602518	18.0396670359275	3.00109916954915	39.186855988824	5.00305424361532	0	4.00195439749781	15.0275330602518	12.0176125328898	12.0176125328898	9.00990220315199	15.0275330602518	38.1773673823587	20.048987655079	13.0206736374495	38.1773673823587	8.00782268745052	9.00990220315199	12.0176125328898	4.00195439749781	76.7139229953105	0	28.0961415204583	25.0766058142306	61.4587843186464	9.00990220315199	1.00012209018435	3.00109916954915	16.0313316193744	12.0176125328898	12.0176125328898	0	9.00990220315199	30.1104026871881	5.00305424361532	1.00012209018435	1.00012209018435	0	34.1418990756402	18.0396670359275	7.00598826885697	37.1681275103067	11.0147970057849	17.0353762377124	7.00598826885697	1.00012209018435	94.0720444488503	38.1773673823587	6.00439882750478	8.00782268745052	47.2717340146999	40.1965934523377
Actg1	0	10.0122269359159	9.00990220315199	6.00439882750478	22.0592944438992	0	1.00012209018435	0	3.00109916954915	15.0275330602518	5.00305424361532	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	7.00598826885697	0	7.00598826885697	1.00012209018435	1.00012209018435	5.00305424361532	0	2.00048844025395	7.00598826885697	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	6.00439882750478	4.00195439749781	3.00109916954915	2.00048844025395	5.00305424361532	2.00048844025395	2.00048844025395	3.00109916954915	2.00048844025395	13.0206736374495	0	10.0122269359159	4.00195439749781	7.00598826885697	1.00012209018435	0	0	13.0206736374495	3.00109916954915	1.00012209018435	0	0	11.0147970057849	0	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	7.00598826885697	0	1.00012209018435	3.00109916954915	0	15.0275330602518	7.00598826885697	0	2.00048844025395	9.00990220315199	13.0206736374495
Actn1	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	5.00305424361532	0	0	0	0	0	4.00195439749781	3.00109916954915	0	3.00109916954915	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	5.00305424361532	0	1.00012209018435	3.00109916954915	0	0	0	7.00598826885697	0	7.00598826885697	2.00048844025395	5.00305424361532	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	3.00109916954915	4.00195439749781	0	4.00195439749781	3.00109916954915	3.00109916954915
Actn4	1.00012209018435	2.00048844025395	1.00012209018435	0	3.00109916954915	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	2.00048844025395	0	0	0	2.00048844025395	1.00012209018435	0	3.00109916954915	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	3.00109916954915	0	0	0	0	9.00990220315199	1.00012209018435	0	4.00195439749781	0	2.00048844025395
Adam12	0	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	4.00195439749781	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	5.00305424361532	0	3.00109916954915	1.00012209018435	3.00109916954915	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	2.00048844025395
Adamts1	0	5.00305424361532	3.00109916954915	0	4.00195439749781	0	0	0	2.00048844025395	7.00598826885697	0	0	3.00109916954915	0	0	0	7.00598826885697	0	0	6.00439882750478	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	7.00598826885697	0	6.00439882750478	0	2.00048844025395	3.00109916954915	0	2.00048844025395	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	4.00195439749781	0	0	4.00195439749781	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	4.00195439749781	0	1.00012209018435	1.00012209018435	0	0	0	0	5.00305424361532	0	0
Adamts5	0	0	6.00439882750478	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	4.00195439749781	0	1.00012209018435	3.00109916954915	0	7.00598826885697	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	0	0	0
Adgrf5	0	10.0122269359159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0
Adh1	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	6.00439882750478	0	0	1.00012209018435	0	7.00598826885697	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	2.00048844025395	0	16.0313316193744	0	4.00195439749781	0	5.00305424361532	0	0	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	3.00109916954915	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0
Adh5	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0
Adra2a	0	1.00012209018435	0	2.00048844025395	0	0	0	0	5.00305424361532	1.00012209018435	2.00048844025395	0	5.00305424361532	0	0	0	0	0	2.00048844025395	4.00195439749781	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	1.00012209018435	0	4.00195439749781	3.00109916954915	0	2.00048844025395	3.00109916954915	0	2.00048844025395	1.00012209018435	0
Afap1	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	3.00109916954915	1.00012209018435	0	2.00048844025395	0	5.00305424361532	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	0
Agtr2	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	17.0353762377124	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	0	6.00439882750478	2.00048844025395	0	0	0	0	0	0	0	0	7.00598826885697	5.00305424361532	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahnak	0	9.00990220315199	11.0147970057849	4.00195439749781	4.00195439749781	0	0	0	1.00012209018435	2.00048844025395	3.00109916954915	3.00109916954915	0	0	1.00012209018435	0	17.0353762377124	1.00012209018435	4.00195439749781	5.00305424361532	0	5.00305424361532	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	5.00305424361532	0	4.00195439749781	1.00012209018435	8.00782268745052	3.00109916954915	6.00439882750478	2.00048844025395	3.00109916954915	6.00439882750478	3.00109916954915	3.00109916954915	4.00195439749781	0	3.00109916954915	2.00048844025395	8.00782268745052	0	0	3.00109916954915	1.00012209018435	4.00195439749781	9.00990220315199	0	2.00048844025395	0	3.00109916954915	0	0	0	0	1.00012209018435	1.00012209018435	9.00990220315199	0	0	1.00012209018435	0	10.0122269359159	2.00048844025395	0	5.00305424361532	1.00012209018435	3.00109916954915
Akap12	0	0	2.00048844025395	1.00012209018435	8.00782268745052	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	2.00048844025395	0	0	5.00305424361532	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0
Akap13	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	5.00305424361532	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0
Akap2	0	0	1.00012209018435	0	1.00012209018435	0	0	0	4.00195439749781	4.00195439749781	2.00048844025395	0	4.00195439749781	0	0	0	0	0	4.00195439749781	0	0	2.00048844025395	6.00439882750478	0	3.00109916954915	0	0	0	2.00048844025395	0	0	0	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	0	4.00195439749781	0	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	0	1.00012209018435	9.00990220315199	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	6.00439882750478	0	2.00048844025395	0	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	1.00012209018435
Akap9	0	5.00305424361532	0	5.00305424361532	0	0	0	0	0	4.00195439749781	0	0	0	0	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	2.00048844025395	0	0	4.00195439749781	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	5.00305424361532	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915
Alas2	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	6.00439882750478	0	0	0	0	0	0
Aldoa	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	5.00305424361532	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	4.00195439749781	1.00012209018435	0	0	0	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	0	0
