GENEID	X110	X118	X121	X124	X125	X135	X149	X151	X152	X153	X191
Cfl1	19.0442041347699	3.00109916954915	3.00109916954915	1.00012209018435	5.00305424361532	5.00305424361532	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	2.00048844025395
Chchd10	0	0	0	0	0	7.00598826885697	0	0	0	0	0
Cited2	15.0275330602518	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0
Ckap4	1.00012209018435	1.00012209018435	6.00439882750478	4.00195439749781	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	4.00195439749781
Clic4	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	1.00012209018435	6.00439882750478	4.00195439749781	3.00109916954915	4.00195439749781
Cltc	5.00305424361532	0	0	3.00109916954915	4.00195439749781	1.00012209018435	1.00012209018435	5.00305424361532	0	1.00012209018435	1.00012209018435
Clu	44.2380343327527	0	2.00048844025395	3.00109916954915	28.0961415204583	0	0	5.00305424361532	6.00439882750478	0	7.00598826885697
Cmip	7.00598826885697	3.00109916954915	5.00305424361532	2.00048844025395	5.00305424361532	1.00012209018435	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395
Cnbp	9.00990220315199	1.00012209018435	2.00048844025395	2.00048844025395	0	0	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435
Cnn2	3.00109916954915	2.00048844025395	1.00012209018435	5.00305424361532	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395
Col1a1	38.1773673823587	45.2490179242113	62.4740278484444	49.2954494708865	18.0396670359275	0	27.0893822675098	14.0239804397716	22.0592944438992	27.0893822675098	34.1418990756402
Col1a2	55.3726019210037	43.22730021288	52.332898627509	53.3458824338344	35.1503934793561	2.00048844025395	15.0275330602518	19.0442041347699	28.0961415204583	25.0766058142306	39.186855988824
Col3a1	20.048987655079	44.2380343327527	46.2602511104364	37.1681275103067	11.0147970057849	0	9.00990220315199	27.0893822675098	30.1104026871881	53.3458824338344	23.0648179545339
Col4a1	10.0122269359159	3.00109916954915	11.0147970057849	3.00109916954915	4.00195439749781	0	5.00305424361532	4.00195439749781	2.00048844025395	8.00782268745052	9.00990220315199
Col4a2	5.00305424361532	7.00598826885697	4.00195439749781	3.00109916954915	0	0	4.00195439749781	3.00109916954915	2.00048844025395	6.00439882750478	4.00195439749781
Col5a1	5.00305424361532	5.00305424361532	8.00782268745052	8.00782268745052	0	0	2.00048844025395	3.00109916954915	0	8.00782268745052	1.00012209018435
Col6a1	9.00990220315199	1.00012209018435	10.0122269359159	1.00012209018435	5.00305424361532	0	0	2.00048844025395	3.00109916954915	7.00598826885697	3.00109916954915
Col6a2	15.0275330602518	2.00048844025395	17.0353762377124	6.00439882750478	10.0122269359159	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	12.0176125328898	6.00439882750478
Col6a3	7.00598826885697	1.00012209018435	7.00598826885697	6.00439882750478	5.00305424361532	2.00048844025395	0	7.00598826885697	3.00109916954915	5.00305424361532	8.00782268745052
Col6a6	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435
Comt	5.00305424361532	6.00439882750478	2.00048844025395	0	4.00195439749781	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0
Cox6b1	3.00109916954915	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	7.00598826885697	1.00012209018435	0	1.00012209018435
Cox7a2l	4.00195439749781	0	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	4.00195439749781	6.00439882750478
Cox7c	8.00782268745052	2.00048844025395	2.00048844025395	2.00048844025395	5.00305424361532	1.00012209018435	0	0	2.00048844025395	0	3.00109916954915
Cox8a	4.00195439749781	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	3.00109916954915	5.00305424361532
Cp	0	3.00109916954915	5.00305424361532	2.00048844025395	1.00012209018435	0	17.0353762377124	2.00048844025395	3.00109916954915	3.00109916954915	1.00012209018435
Cpe	0	7.00598826885697	0	0	0	0	0	0	0	5.00305424361532	0
Cpxm1	1.00012209018435	0	0	0	0	0	0	3.00109916954915	0	8.00782268745052	2.00048844025395
Cst3	4.00195439749781	5.00305424361532	3.00109916954915	4.00195439749781	2.00048844025395	1.00012209018435	0	3.00109916954915	3.00109916954915	8.00782268745052	1.00012209018435
Ctsb	7.00598826885697	3.00109916954915	3.00109916954915	2.00048844025395	1.00012209018435	0	5.00305424361532	1.00012209018435	2.00048844025395	4.00195439749781	2.00048844025395
Ctsc	9.00990220315199	0	1.00012209018435	0	1.00012209018435	0	0	0	0	4.00195439749781	2.00048844025395
Ctsl	4.00195439749781	7.00598826885697	2.00048844025395	5.00305424361532	1.00012209018435	0	1.00012209018435	5.00305424361532	2.00048844025395	2.00048844025395	8.00782268745052
Cxcl1	15.0275330602518	44.2380343327527	3.00109916954915	30.1104026871881	21.0540177177831	0	13.0206736374495	16.0313316193744	0	4.00195439749781	1.00012209018435
Cxcl10	8.00782268745052	0	0	1.00012209018435	0	0	4.00195439749781	7.00598826885697	0	0	0
Cxcl12	2.00048844025395	54.3591168236642	32.1256548803621	52.332898627509	3.00109916954915	0	13.0206736374495	35.1503934793561	26.0828704059517	46.2602511104364	65.5212691545208
Cxcl13	57.4003247346927	0	1.00012209018435	1.00012209018435	14.0239804397716	0	2.00048844025395	3.00109916954915	3.00109916954915	1.00012209018435	0
Cxcr4	0	0	0	0	0	6.00439882750478	0	0	0	0	0
Cyc1	5.00305424361532	1.00012209018435	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0
Cyfip1	1.00012209018435	0	0	1.00012209018435	5.00305424361532	0	0	0	0	0	1.00012209018435
Cyp26b1	0	0	2.00048844025395	0	5.00305424361532	0	0	0	0	0	0
Cyr61	20.048987655079	1.00012209018435	13.0206736374495	23.0648179545339	23.0648179545339	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	3.00109916954915	0
Cytip	0	0	0	0	0	5.00305424361532	0	0	0	0	0
Dact1	9.00990220315199	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	6.00439882750478	0	2.00048844025395	4.00195439749781
Dad1	2.00048844025395	2.00048844025395	0	1.00012209018435	6.00439882750478	0	0	0	1.00012209018435	2.00048844025395	7.00598826885697
Dapk1	0	2.00048844025395	6.00439882750478	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	0
Dclk1	9.00990220315199	8.00782268745052	6.00439882750478	2.00048844025395	2.00048844025395	0	1.00012209018435	3.00109916954915	12.0176125328898	2.00048844025395	2.00048844025395
Dcn	18.0396670359275	47.2717340146999	32.1256548803621	27.0893822675098	3.00109916954915	0	25.0766058142306	64.505270141498	8.00782268745052	89.9811577167838	30.1104026871881
Ddx39b	5.00305424361532	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	0
Ddx3x	8.00782268745052	2.00048844025395	0	0	3.00109916954915	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0
Ddx5	11.0147970057849	6.00439882750478	3.00109916954915	1.00012209018435	3.00109916954915	10.0122269359159	3.00109916954915	6.00439882750478	0	3.00109916954915	1.00012209018435
Des	17.0353762377124	3.00109916954915	8.00782268745052	5.00305424361532	8.00782268745052	2.00048844025395	0	0	5.00305424361532	0	1.00012209018435
Dld	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0
Dnaja1	3.00109916954915	7.00598826885697	5.00305424361532	4.00195439749781	3.00109916954915	1.00012209018435	1.00012209018435	6.00439882750478	0	1.00012209018435	3.00109916954915
Dnajb1	10.0122269359159	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435
Dnajb14	5.00305424361532	1.00012209018435	2.00048844025395	2.00048844025395	0	2.00048844025395	4.00195439749781	0	0	0	1.00012209018435
Dnajb9	1.00012209018435	2.00048844025395	0	0	5.00305424361532	0	0	1.00012209018435	0	1.00012209018435	0
Dnajc7	1.00012209018435	0	0	1.00012209018435	0	7.00598826885697	0	0	2.00048844025395	0	0
Dnajc8	0	2.00048844025395	0	0	6.00439882750478	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0
Dsc3	8.00782268745052	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435
Dtx4	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	5.00305424361532
Dusp1	23.0648179545339	18.0396670359275	0	5.00305424361532	10.0122269359159	0	3.00109916954915	2.00048844025395	4.00195439749781	3.00109916954915	0
Dync1h1	0	1.00012209018435	5.00305424361532	2.00048844025395	0	0	0	2.00048844025395	1.00012209018435	2.00048844025395	0
Dynll1	3.00109916954915	0	0	2.00048844025395	5.00305424361532	1.00012209018435	0	1.00012209018435	2.00048844025395	1.00012209018435	0
Ebf1	4.00195439749781	3.00109916954915	4.00195439749781	1.00012209018435	1.00012209018435	8.00782268745052	4.00195439749781	1.00012209018435	0	5.00305424361532	2.00048844025395
Ech1	5.00305424361532	2.00048844025395	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	2.00048844025395	0
Edem1	0	1.00012209018435	5.00305424361532	0	0	2.00048844025395	0	0	0	0	2.00048844025395
Eef1a1	63.4895230811159	35.1503934793561	21.0540177177831	17.0353762377124	40.1965934523377	36.1591362501238	7.00598826885697	25.0766058142306	15.0275330602518	21.0540177177831	26.0828704059517
Eef1b2	9.00990220315199	1.00012209018435	3.00109916954915	1.00012209018435	8.00782268745052	2.00048844025395	0	4.00195439749781	3.00109916954915	4.00195439749781	5.00305424361532
Eef1g	13.0206736374495	3.00109916954915	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	0	2.00048844025395	6.00439882750478
Eef2	36.1591362501238	17.0353762377124	8.00782268745052	7.00598826885697	8.00782268745052	17.0353762377124	3.00109916954915	3.00109916954915	9.00990220315199	8.00782268745052	5.00305424361532
Efemp2	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	5.00305424361532
Egr1	31.1179048445245	52.332898627509	9.00990220315199	28.0961415204583	25.0766058142306	0	13.0206736374495	13.0206736374495	7.00598826885697	27.0893822675098	7.00598826885697
Ehd1	5.00305424361532	0	0	0	0	0	0	0	0	0	0
Eif1	6.00439882750478	5.00305424361532	0	2.00048844025395	6.00439882750478	2.00048844025395	0	2.00048844025395	0	0	2.00048844025395
Eif3c	3.00109916954915	2.00048844025395	2.00048844025395	2.00048844025395	6.00439882750478	0	0	0	3.00109916954915	0	0
Eif3f	4.00195439749781	4.00195439749781	0	0	3.00109916954915	5.00305424361532	1.00012209018435	0	6.00439882750478	3.00109916954915	1.00012209018435
Eif3h	2.00048844025395	8.00782268745052	0	0	3.00109916954915	2.00048844025395	0	2.00048844025395	1.00012209018435	0	2.00048844025395
Eif4b	5.00305424361532	3.00109916954915	0	0	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435
Eif4g2	5.00305424361532	4.00195439749781	2.00048844025395	2.00048844025395	2.00048844025395	8.00782268745052	1.00012209018435	0	2.00048844025395	6.00439882750478	3.00109916954915
Eif4g3	1.00012209018435	2.00048844025395	1.00012209018435	0	5.00305424361532	1.00012209018435	0	0	3.00109916954915	0	0
Eif5a	5.00305424361532	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	2.00048844025395	0
Eif5b	2.00048844025395	2.00048844025395	0	0	0	0	0	0	8.00782268745052	1.00012209018435	0
Eln	9.00990220315199	1.00012209018435	2.00048844025395	2.00048844025395	6.00439882750478	0	0	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915
Enpp2	29.1031482864402	4.00195439749781	7.00598826885697	3.00109916954915	19.0442041347699	0	3.00109916954915	7.00598826885697	1.00012209018435	1.00012209018435	3.00109916954915
Entpd2	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	0	0	5.00305424361532
Epas1	17.0353762377124	3.00109916954915	8.00782268745052	4.00195439749781	4.00195439749781	0	1.00012209018435	5.00305424361532	4.00195439749781	4.00195439749781	13.0206736374495
Epha3	0	11.0147970057849	2.00048844025395	1.00012209018435	1.00012209018435	0	4.00195439749781	0	0	1.00012209018435	7.00598826885697
Errfi1	0	1.00012209018435	0	2.00048844025395	5.00305424361532	0	5.00305424361532	1.00012209018435	8.00782268745052	4.00195439749781	1.00012209018435
Ets2	0	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0
F830016B08Rik	2.00048844025395	6.00439882750478	2.00048844025395	4.00195439749781	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0
Fam43a	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	5.00305424361532
Fbn2	2.00048844025395	1.00012209018435	1.00012209018435	8.00782268745052	0	0	8.00782268745052	4.00195439749781	0	1.00012209018435	3.00109916954915
Fcgrt	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	5.00305424361532	0
Fcrla	0	0	0	0	0	10.0122269359159	0	0	0	0	0
Flna	6.00439882750478	0	2.00048844025395	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	1.00012209018435	1.00012209018435
Flrt3	7.00598826885697	0	0	0	0	0	0	0	0	1.00012209018435	0
Fn1	26.0828704059517	0	11.0147970057849	4.00195439749781	7.00598826885697	0	0	2.00048844025395	2.00048844025395	0	6.00439882750478
Fos	48.283466760365	68.5707791601287	13.0206736374495	48.283466760365	29.1031482864402	0	10.0122269359159	24.0705883708827	24.0705883708827	24.0705883708827	19.0442041347699
Fosb	1.00012209018435	24.0705883708827	3.00109916954915	13.0206736374495	18.0396670359275	0	4.00195439749781	6.00439882750478	1.00012209018435	6.00439882750478	0
Fosl2	1.00012209018435	4.00195439749781	0	0	3.00109916954915	0	0	0	0	6.00439882750478	0
Foxp1	1.00012209018435	1.00012209018435	0	0	0	8.00782268745052	0	0	1.00012209018435	0	1.00012209018435
Fstl1	8.00782268745052	5.00305424361532	6.00439882750478	2.00048844025395	7.00598826885697	0	5.00305424361532	7.00598826885697	5.00305424361532	7.00598826885697	6.00439882750478
Fth1	13.0206736374495	10.0122269359159	8.00782268745052	6.00439882750478	4.00195439749781	6.00439882750478	4.00195439749781	8.00782268745052	8.00782268745052	8.00782268745052	11.0147970057849
Ftl1	7.00598826885697	6.00439882750478	1.00012209018435	3.00109916954915	3.00109916954915	2.00048844025395	2.00048844025395	3.00109916954915	3.00109916954915	4.00195439749781	4.00195439749781
Gabarap	5.00305424361532	3.00109916954915	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	0	3.00109916954915	2.00048844025395	2.00048844025395	2.00048844025395
Gadd45g	0	0	0	0	0	0	0	0	0	7.00598826885697	0
Galnt16	5.00305424361532	2.00048844025395	4.00195439749781	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0
Gapdh	6.00439882750478	0	3.00109916954915	2.00048844025395	5.00305424361532	0	0	0	0	1.00012209018435	1.00012209018435
Gdi2	5.00305424361532	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	0	0	3.00109916954915	1.00012209018435	1.00012209018435
Gem	7.00598826885697	3.00109916954915	3.00109916954915	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0	7.00598826885697	0
Gm10020	5.00305424361532	4.00195439749781	1.00012209018435	0	3.00109916954915	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781
Gm10036	12.0176125328898	6.00439882750478	1.00012209018435	0	7.00598826885697	5.00305424361532	1.00012209018435	5.00305424361532	3.00109916954915	0	4.00195439749781
Gm10073	17.0353762377124	3.00109916954915	3.00109916954915	2.00048844025395	5.00305424361532	4.00195439749781	0	9.00990220315199	6.00439882750478	2.00048844025395	10.0122269359159
Gm10076	6.00439882750478	1.00012209018435	5.00305424361532	0	9.00990220315199	3.00109916954915	0	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395
Gm10126	4.00195439749781	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	0	3.00109916954915	2.00048844025395	5.00305424361532	5.00305424361532
Gm10250	5.00305424361532	0	1.00012209018435	3.00109916954915	4.00195439749781	0	0	1.00012209018435	4.00195439749781	0	2.00048844025395
Gm10263	8.00782268745052	2.00048844025395	6.00439882750478	3.00109916954915	6.00439882750478	3.00109916954915	0	4.00195439749781	3.00109916954915	3.00109916954915	5.00305424361532
