GENEID	X110	X118	X121	X124	X125	X135	X149	X151	X152	X153	X191
Gm10709	10.0122269359159	1.00012209018435	4.00195439749781	4.00195439749781	8.00782268745052	4.00195439749781	1.00012209018435	5.00305424361532	3.00109916954915	3.00109916954915	7.00598826885697
Gm10715	9.00990220315199	9.00990220315199	16.0313316193744	8.00782268745052	0	14.0239804397716	4.00195439749781	0	0	4.00195439749781	3.00109916954915
Gm10717	19.0442041347699	39.186855988824	37.1681275103067	33.1336529167031	0	36.1591362501238	10.0122269359159	0	0	11.0147970057849	23.0648179545339
Gm10719	4.00195439749781	23.0648179545339	13.0206736374495	14.0239804397716	0	13.0206736374495	3.00109916954915	1.00012209018435	0	3.00109916954915	9.00990220315199
Gm10827	6.00439882750478	2.00048844025395	2.00048844025395	2.00048844025395	0	5.00305424361532	1.00012209018435	1.00012209018435	0	1.00012209018435	0
Gm11808	9.00990220315199	2.00048844025395	2.00048844025395	4.00195439749781	8.00782268745052	2.00048844025395	4.00195439749781	5.00305424361532	4.00195439749781	0	4.00195439749781
Gm13889	7.00598826885697	4.00195439749781	2.00048844025395	27.0893822675098	0	0	0	4.00195439749781	0	0	5.00305424361532
Gm13936	0	1.00012209018435	1.00012209018435	3.00109916954915	0	6.00439882750478	0	0	0	0	0
Gm14214	6.00439882750478	3.00109916954915	4.00195439749781	2.00048844025395	6.00439882750478	0	4.00195439749781	5.00305424361532	2.00048844025395	0	7.00598826885697
Gm15013	16.0313316193744	15.0275330602518	6.00439882750478	4.00195439749781	18.0396670359275	5.00305424361532	1.00012209018435	20.048987655079	9.00990220315199	6.00439882750478	10.0122269359159
Gm17541	6.00439882750478	3.00109916954915	0	0	2.00048844025395	4.00195439749781	0	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781
Gm17555	29.1031482864402	33.1336529167031	24.0705883708827	31.1179048445245	0	12.0176125328898	6.00439882750478	0	0	7.00598826885697	8.00782268745052
Gm17615	12.0176125328898	12.0176125328898	13.0206736374495	25.0766058142306	0	6.00439882750478	5.00305424361532	0	0	2.00048844025395	2.00048844025395
Gm2000	3.00109916954915	4.00195439749781	4.00195439749781	1.00012209018435	10.0122269359159	0	3.00109916954915	3.00109916954915	2.00048844025395	2.00048844025395	5.00305424361532
Gm21738	5.00305424361532	8.00782268745052	5.00305424361532	6.00439882750478	0	5.00305424361532	3.00109916954915	0	0	4.00195439749781	10.0122269359159
Gm21750	9.00990220315199	22.0592944438992	15.0275330602518	21.0540177177831	0	13.0206736374495	3.00109916954915	0	0	3.00109916954915	2.00048844025395
Gm21833	73.6583465760993	85.8943526882953	79.771780546812	83.8524782691409	1.00012209018435	28.0961415204583	23.0648179545339	3.00109916954915	1.00012209018435	18.0396670359275	24.0705883708827
Gm21962	8.00782268745052	9.00990220315199	10.0122269359159	8.00782268745052	0	10.0122269359159	2.00048844025395	0	0	2.00048844025395	3.00109916954915
Gm26300	6.00439882750478	2.00048844025395	5.00305424361532	0	2.00048844025395	3.00109916954915	2.00048844025395	6.00439882750478	1.00012209018435	1.00012209018435	5.00305424361532
Gm26905	4.00195439749781	13.0206736374495	5.00305424361532	4.00195439749781	0	4.00195439749781	1.00012209018435	0	0	0	2.00048844025395
Gm28037	12.0176125328898	3.00109916954915	3.00109916954915	0	1.00012209018435	3.00109916954915	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435
Gm29055	168.415401154492	197.695076510633	229.300171590007	222.959613048326	4.00195439749781	89.9811577167838	79.771780546812	6.00439882750478	4.00195439749781	41.2065798956254	47.2717340146999
Gm31258	9.00990220315199	7.00598826885697	5.00305424361532	11.0147970057849	0	5.00305424361532	2.00048844025395	0	0	1.00012209018435	5.00305424361532
Gm37158	28.0961415204583	40.1965934523377	27.0893822675098	45.2490179242113	0	11.0147970057849	4.00195439749781	2.00048844025395	1.00012209018435	17.0353762377124	10.0122269359159
Gm37324	8.00782268745052	18.0396670359275	14.0239804397716	5.00305424361532	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	2.00048844025395
Gm37404	17.0353762377124	12.0176125328898	15.0275330602518	15.0275330602518	0	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	2.00048844025395
Gm37746	19.0442041347699	24.0705883708827	22.0592944438992	29.1031482864402	0	17.0353762377124	3.00109916954915	0	1.00012209018435	3.00109916954915	1.00012209018435
Gm37761	0	4.00195439749781	5.00305424361532	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0
Gm37900	20.048987655079	21.0540177177831	18.0396670359275	20.048987655079	0	7.00598826885697	3.00109916954915	0	0	5.00305424361532	5.00305424361532
Gm37903	2.00048844025395	4.00195439749781	1.00012209018435	6.00439882750478	0	1.00012209018435	1.00012209018435	0	0	0	3.00109916954915
Gm37954	60.4437923669776	96.1190210031972	100.216045600851	104.317172351477	0	28.0961415204583	23.0648179545339	2.00048844025395	0	21.0540177177831	16.0313316193744
Gm38142	1.00012209018435	0	4.00195439749781	5.00305424361532	0	0	0	0	0	0	2.00048844025395
Gm38195	1.00012209018435	4.00195439749781	4.00195439749781	5.00305424361532	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0
Gm4117	3.00109916954915	7.00598826885697	2.00048844025395	5.00305424361532	0	0	5.00305424361532	0	0	0	1.00012209018435
Gm42445	12.0176125328898	13.0206736374495	12.0176125328898	6.00439882750478	0	5.00305424361532	2.00048844025395	0	0	3.00109916954915	3.00109916954915
Gm42503	0	3.00109916954915	1.00012209018435	5.00305424361532	3.00109916954915	0	0	1.00012209018435	0	0	0
Gm42519	8.00782268745052	9.00990220315199	7.00598826885697	12.0176125328898	0	4.00195439749781	0	1.00012209018435	0	0	0
Gm43238	10.0122269359159	9.00990220315199	4.00195439749781	13.0206736374495	0	3.00109916954915	3.00109916954915	1.00012209018435	0	2.00048844025395	2.00048844025395
Gm43305	0	0	0	0	0	7.00598826885697	0	0	1.00012209018435	0	0
Gm44443	5.00305424361532	9.00990220315199	10.0122269359159	9.00990220315199	0	3.00109916954915	1.00012209018435	0	0	5.00305424361532	0
Gm6133	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	0	5.00305424361532	1.00012209018435	4.00195439749781	6.00439882750478
Gm6525	9.00990220315199	0	4.00195439749781	2.00048844025395	11.0147970057849	0	1.00012209018435	10.0122269359159	1.00012209018435	6.00439882750478	6.00439882750478
Gm8186	5.00305424361532	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435
Gm8225	22.0592944438992	4.00195439749781	7.00598826885697	0	14.0239804397716	0	3.00109916954915	6.00439882750478	1.00012209018435	6.00439882750478	5.00305424361532
Gm8730	18.0396670359275	8.00782268745052	2.00048844025395	2.00048844025395	17.0353762377124	12.0176125328898	1.00012209018435	5.00305424361532	6.00439882750478	8.00782268745052	6.00439882750478
Gm9493	10.0122269359159	5.00305424361532	2.00048844025395	3.00109916954915	14.0239804397716	6.00439882750478	2.00048844025395	11.0147970057849	8.00782268745052	6.00439882750478	9.00990220315199
Gm9843	7.00598826885697	1.00012209018435	1.00012209018435	0	7.00598826885697	4.00195439749781	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	5.00305424361532
Gm9844	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	8.00782268745052	0	4.00195439749781	1.00012209018435	0	2.00048844025395
Gnai2	6.00439882750478	2.00048844025395	8.00782268745052	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	4.00195439749781
Gnb2	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	6.00439882750478	0	0	0	0	2.00048844025395
Gnb2l1	9.00990220315199	10.0122269359159	4.00195439749781	2.00048844025395	9.00990220315199	4.00195439749781	3.00109916954915	8.00782268745052	3.00109916954915	5.00305424361532	9.00990220315199
Gorasp2	5.00305424361532	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	2.00048844025395
Gpx1	14.0239804397716	0	0	0	3.00109916954915	1.00012209018435	0	4.00195439749781	2.00048844025395	1.00012209018435	1.00012209018435
Grem1	15.0275330602518	0	0	0	4.00195439749781	0	0	0	0	0	0
Grn	3.00109916954915	4.00195439749781	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	6.00439882750478	2.00048844025395
Gsn	1.00012209018435	7.00598826885697	2.00048844025395	5.00305424361532	0	0	3.00109916954915	3.00109916954915	2.00048844025395	15.0275330602518	3.00109916954915
Gstm1	5.00305424361532	8.00782268745052	9.00990220315199	2.00048844025395	4.00195439749781	0	2.00048844025395	4.00195439749781	6.00439882750478	0	1.00012209018435
Gstm2	3.00109916954915	0	3.00109916954915	1.00012209018435	4.00195439749781	0	0	3.00109916954915	1.00012209018435	1.00012209018435	5.00305424361532
Gtf2i	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	5.00305424361532	1.00012209018435	1.00012209018435	0
H1f0	5.00305424361532	5.00305424361532	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	0	0	1.00012209018435
H2-D1	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435	4.00195439749781	6.00439882750478	3.00109916954915	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395
H3f3b	10.0122269359159	12.0176125328898	6.00439882750478	6.00439882750478	7.00598826885697	13.0206736374495	3.00109916954915	6.00439882750478	3.00109916954915	0	3.00109916954915
Habp4	0	0	0	0	0	0	0	0	5.00305424361532	0	0
Herpud1	2.00048844025395	0	0	0	0	7.00598826885697	0	0	0	0	0
Hes1	2.00048844025395	10.0122269359159	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395
Hmgb1	10.0122269359159	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	6.00439882750478	0	3.00109916954915	2.00048844025395	4.00195439749781	4.00195439749781
Hmgcs2	3.00109916954915	3.00109916954915	6.00439882750478	0	9.00990220315199	0	0	7.00598826885697	8.00782268745052	0	2.00048844025395
Hmgn2	6.00439882750478	2.00048844025395	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	2.00048844025395	0	0
Hnrnpa0	7.00598826885697	0	3.00109916954915	0	1.00012209018435	0	0	3.00109916954915	2.00048844025395	2.00048844025395	2.00048844025395
Hnrnpa1	1.00012209018435	0	1.00012209018435	0	6.00439882750478	0	1.00012209018435	0	0	0	1.00012209018435
Hnrnpa2b1	7.00598826885697	1.00012209018435	1.00012209018435	2.00048844025395	6.00439882750478	2.00048844025395	0	4.00195439749781	0	2.00048844025395	0
Hnrnpa3	7.00598826885697	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	0
Hnrnpc	5.00305424361532	0	0	1.00012209018435	0	7.00598826885697	0	0	3.00109916954915	0	2.00048844025395
Hnrnpk	8.00782268745052	2.00048844025395	1.00012209018435	0	8.00782268745052	2.00048844025395	0	1.00012209018435	1.00012209018435	3.00109916954915	4.00195439749781
Hoxc8	1.00012209018435	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0
Hp1bp3	6.00439882750478	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	3.00109916954915	1.00012209018435
Hsd3b2	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0
Hsp90aa1	5.00305424361532	9.00990220315199	3.00109916954915	0	6.00439882750478	1.00012209018435	2.00048844025395	12.0176125328898	4.00195439749781	4.00195439749781	0
Hsp90ab1	14.0239804397716	7.00598826885697	5.00305424361532	7.00598826885697	10.0122269359159	3.00109916954915	2.00048844025395	9.00990220315199	7.00598826885697	8.00782268745052	3.00109916954915
Hsp90b1	8.00782268745052	2.00048844025395	4.00195439749781	3.00109916954915	3.00109916954915	3.00109916954915	2.00048844025395	5.00305424361532	2.00048844025395	2.00048844025395	3.00109916954915
Hspa1a	38.1773673823587	25.0766058142306	27.0893822675098	2.00048844025395	4.00195439749781	1.00012209018435	1.00012209018435	26.0828704059517	10.0122269359159	2.00048844025395	3.00109916954915
Hspa5	19.0442041347699	13.0206736374495	1.00012209018435	4.00195439749781	3.00109916954915	5.00305424361532	0	4.00195439749781	4.00195439749781	5.00305424361532	7.00598826885697
Hspa8	20.048987655079	8.00782268745052	1.00012209018435	2.00048844025395	5.00305424361532	4.00195439749781	0	11.0147970057849	4.00195439749781	4.00195439749781	1.00012209018435
Hspd1	3.00109916954915	0	0	0	1.00012209018435	0	0	6.00439882750478	0	0	0
Hspe1	3.00109916954915	11.0147970057849	0	1.00012209018435	0	0	1.00012209018435	8.00782268745052	0	1.00012209018435	2.00048844025395
Hsph1	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	0	6.00439882750478	0	0	0
Icam1	11.0147970057849	3.00109916954915	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	0	0	0	0
Id1	11.0147970057849	0	0	0	1.00012209018435	0	0	0	0	0	0
Id3	8.00782268745052	2.00048844025395	0	3.00109916954915	5.00305424361532	0	1.00012209018435	5.00305424361532	0	1.00012209018435	1.00012209018435
Id4	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	9.00990220315199	2.00048844025395
Ier2	4.00195439749781	2.00048844025395	4.00195439749781	3.00109916954915	5.00305424361532	0	0	0	0	4.00195439749781	0
Ier5	8.00782268745052	3.00109916954915	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0
Ifitm1	4.00195439749781	0	9.00990220315199	1.00012209018435	10.0122269359159	0	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	7.00598826885697
Ifitm2	2.00048844025395	0	6.00439882750478	0	3.00109916954915	0	0	2.00048844025395	2.00048844025395	3.00109916954915	0
Ifitm3	6.00439882750478	2.00048844025395	2.00048844025395	2.00048844025395	8.00782268745052	0	0	4.00195439749781	1.00012209018435	3.00109916954915	5.00305424361532
Ifngr2	5.00305424361532	0	1.00012209018435	4.00195439749781	0	0	0	2.00048844025395	0	0	1.00012209018435
Ifrd1	2.00048844025395	3.00109916954915	0	0	15.0275330602518	0	1.00012209018435	0	0	1.00012209018435	0
Igf1	0	3.00109916954915	1.00012209018435	0	1.00012209018435	0	0	6.00439882750478	5.00305424361532	4.00195439749781	0
Igfbp3	7.00598826885697	17.0353762377124	9.00990220315199	7.00598826885697	8.00782268745052	0	4.00195439749781	6.00439882750478	10.0122269359159	15.0275330602518	22.0592944438992
Igfbp4	2.00048844025395	4.00195439749781	14.0239804397716	13.0206736374495	3.00109916954915	0	3.00109916954915	10.0122269359159	10.0122269359159	4.00195439749781	34.1418990756402
Igfbp5	0	0	4.00195439749781	8.00782268745052	1.00012209018435	0	1.00012209018435	0	0	12.0176125328898	6.00439882750478
Igfbp7	9.00990220315199	37.1681275103067	21.0540177177831	13.0206736374495	11.0147970057849	2.00048844025395	10.0122269359159	44.2380343327527	11.0147970057849	26.0828704059517	20.048987655079
Ighm	0	0	0	0	0	26.0828704059517	0	1.00012209018435	1.00012209018435	0	0
Igkc	0	1.00012209018435	0	0	0	11.0147970057849	0	0	0	0	0
Il6	0	0	0	0	0	0	0	0	0	8.00782268745052	0
Impad1	5.00305424361532	3.00109916954915	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0
Inmt	1.00012209018435	8.00782268745052	0	10.0122269359159	0	0	1.00012209018435	0	0	0	0
Iqgap1	1.00012209018435	0	0	2.00048844025395	0	5.00305424361532	0	1.00012209018435	1.00012209018435	0	0
Irf4	0	0	0	0	0	8.00782268745052	0	0	0	0	0
Irf8	2.00048844025395	0	6.00439882750478	1.00012209018435	0	0	0	0	0	1.00012209018435	0
Irs2	0	0	0	4.00195439749781	10.0122269359159	1.00012209018435	0	1.00012209018435	0	4.00195439749781	1.00012209018435
Itgb1	11.0147970057849	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	0	1.00012209018435	6.00439882750478	2.00048844025395	7.00598826885697	6.00439882750478
Itm2b	2.00048844025395	11.0147970057849	4.00195439749781	13.0206736374495	3.00109916954915	1.00012209018435	5.00305424361532	7.00598826885697	5.00305424361532	13.0206736374495	12.0176125328898
Itm2c	7.00598826885697	5.00305424361532	4.00195439749781	1.00012209018435	2.00048844025395	0	1.00012209018435	4.00195439749781	3.00109916954915	3.00109916954915	4.00195439749781
Jun	65.5212691545208	56.38633784995	17.0353762377124	21.0540177177831	41.2065798956254	4.00195439749781	23.0648179545339	22.0592944438992	12.0176125328898	11.0147970057849	21.0540177177831
Junb	17.0353762377124	15.0275330602518	8.00782268745052	20.048987655079	8.00782268745052	1.00012209018435	1.00012209018435	9.00990220315199	2.00048844025395	5.00305424361532	1.00012209018435
Jund	5.00305424361532	20.048987655079	3.00109916954915	7.00598826885697	8.00782268745052	6.00439882750478	1.00012209018435	7.00598826885697	0	7.00598826885697	5.00305424361532
Kcnq1ot1	11.0147970057849	20.048987655079	19.0442041347699	20.048987655079	0	5.00305424361532	4.00195439749781	1.00012209018435	0	2.00048844025395	5.00305424361532
Kctd12	0	8.00782268745052	6.00439882750478	6.00439882750478	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	4.00195439749781	0	2.00048844025395
Klf6	5.00305424361532	0	1.00012209018435	1.00012209018435	6.00439882750478	0	0	0	0	0	0
Klf9	0	0	0	8.00782268745052	1.00012209018435	0	2.00048844025395	0	4.00195439749781	7.00598826885697	0
Klhdc1	0	0	0	0	5.00305424361532	0	0	0	0	0	0
Lama4	1.00012209018435	0	1.00012209018435	6.00439882750478	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	6.00439882750478
Lamp1	6.00439882750478	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	5.00305424361532	2.00048844025395	1.00012209018435	2.00048844025395
Lamp2	5.00305424361532	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	1.00012209018435
Laptm4a	7.00598826885697	6.00439882750478	3.00109916954915	6.00439882750478	4.00195439749781	1.00012209018435	0	6.00439882750478	4.00195439749781	7.00598826885697	7.00598826885697
Larp4b	5.00305424361532	0	0	0	0	0	3.00109916954915	0	0	0	0
Lars2	7.00598826885697	0	1.00012209018435	0	1.00012209018435	0	0	7.00598826885697	0	0	0
Lgals1	2.00048844025395	5.00305424361532	7.00598826885697	0	1.00012209018435	0	1.00012209018435	1.00012209018435	4.00195439749781	1.00012209018435	2.00048844025395
Lgals9	0	2.00048844025395	0	0	0	16.0313316193744	0	3.00109916954915	0	0	0
Lmo4	0	0	0	0	1.00012209018435	11.0147970057849	0	1.00012209018435	3.00109916954915	0	3.00109916954915
Lox	0	1.00012209018435	2.00048844025395	0	0	0	0	6.00439882750478	0	2.00048844025395	0
Loxl1	0	0	1.00012209018435	0	0	0	0	6.00439882750478	2.00048844025395	0	2.00048844025395
Lpl	1.00012209018435	6.00439882750478	7.00598826885697	9.00990220315199	2.00048844025395	0	2.00048844025395	24.0705883708827	3.00109916954915	19.0442041347699	2.00048844025395
Lpp	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	6.00439882750478	0	1.00012209018435	1.00012209018435	3.00109916954915	0	0
Lrp1	0	0	6.00439882750478	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	2.00048844025395	1.00012209018435
Lrrc58	26.0828704059517	3.00109916954915	4.00195439749781	2.00048844025395	15.0275330602518	7.00598826885697	1.00012209018435	7.00598826885697	7.00598826885697	9.00990220315199	12.0176125328898
Luc7l2	5.00305424361532	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395	0	3.00109916954915	2.00048844025395	0	1.00012209018435	4.00195439749781
Ly6d	0	0	0	0	0	8.00782268745052	0	0	0	0	0
Maged1	5.00305424361532	1.00012209018435	5.00305424361532	1.00012209018435	5.00305424361532	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915
Malat1	11.0147970057849	12.0176125328898	27.0893822675098	2.00048844025395	11.0147970057849	4.00195439749781	8.00782268745052	82.8319226390948	3.00109916954915	4.00195439749781	14.0239804397716
Map1lc3b	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	2.00048844025395	5.00305424361532	3.00109916954915	2.00048844025395	1.00012209018435
Marcks	15.0275330602518	7.00598826885697	5.00305424361532	5.00305424361532	16.0313316193744	1.00012209018435	1.00012209018435	7.00598826885697	0	5.00305424361532	1.00012209018435
Mdk	8.00782268745052	5.00305424361532	0	0	0	0	2.00048844025395	4.00195439749781	7.00598826885697	3.00109916954915	7.00598826885697
Mff	5.00305424361532	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0
Mfge8	151.77765296741	4.00195439749781	8.00782268745052	2.00048844025395	71.6225612459211	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	0	6.00439882750478
Mfsd11	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	0	5.00305424361532	2.00048844025395
Mgst1	6.00439882750478	5.00305424361532	4.00195439749781	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	0	0
Mid1	2.00048844025395	1.00012209018435	0	6.00439882750478	0	2.00048844025395	3.00109916954915	0	0	0	0
Mir703	3.00109916954915	4.00195439749781	1.00012209018435	1.00012209018435	5.00305424361532	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395
Mmp11	0	5.00305424361532	0	0	0	0	0	0	0	0	0
Mmp14	3.00109916954915	7.00598826885697	9.00990220315199	4.00195439749781	0	0	0	3.00109916954915	3.00109916954915	6.00439882750478	14.0239804397716
Mmp2	2.00048844025395	9.00990220315199	0	4.00195439749781	0	0	0	3.00109916954915	0	4.00195439749781	0
Mrfap1	1.00012209018435	7.00598826885697	5.00305424361532	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915
Msc	7.00598826885697	0	0	0	8.00782268745052	0	0	1.00012209018435	0	0	0
Mt1	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	30.1104026871881	1.00012209018435
Myl12a	4.00195439749781	4.00195439749781	3.00109916954915	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	6.00439882750478
Myl6	14.0239804397716	6.00439882750478	3.00109916954915	1.00012209018435	9.00990220315199	1.00012209018435	2.00048844025395	10.0122269359159	1.00012209018435	1.00012209018435	2.00048844025395
Myl9	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395	5.00305424361532	0	0	3.00109916954915	2.00048844025395	6.00439882750478	0
Mylk	15.0275330602518	2.00048844025395	5.00305424361532	0	5.00305424361532	2.00048844025395	5.00305424361532	5.00305424361532	4.00195439749781	0	2.00048844025395
Mzb1	0	0	0	0	0	5.00305424361532	0	0	0	0	0
Naca	9.00990220315199	2.00048844025395	2.00048844025395	0	3.00109916954915	4.00195439749781	3.00109916954915	0	2.00048844025395	0	1.00012209018435
Nav1	7.00598826885697	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	0
Ncl	5.00305424361532	0	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	3.00109916954915
Ndufc2	4.00195439749781	1.00012209018435	1.00012209018435	4.00195439749781	9.00990220315199	2.00048844025395	0	3.00109916954915	3.00109916954915	1.00012209018435	3.00109916954915
Nedd4	14.0239804397716	4.00195439749781	6.00439882750478	10.0122269359159	8.00782268745052	1.00012209018435	2.00048844025395	11.0147970057849	6.00439882750478	1.00012209018435	2.00048844025395
Nek9	2.00048844025395	0	1.00012209018435	0	0	0	0	0	1.00012209018435	4.00195439749781	7.00598826885697
Nfia	3.00109916954915	3.00109916954915	6.00439882750478	3.00109916954915	2.00048844025395	0	1.00012209018435	4.00195439749781	1.00012209018435	12.0176125328898	1.00012209018435
Nfib	6.00439882750478	4.00195439749781	9.00990220315199	4.00195439749781	3.00109916954915	0	0	2.00048844025395	8.00782268745052	4.00195439749781	1.00012209018435
Nfic	3.00109916954915	5.00305424361532	9.00990220315199	6.00439882750478	4.00195439749781	0	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435
Nfix	0	2.00048844025395	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	5.00305424361532	3.00109916954915
Nfkbia	13.0206736374495	17.0353762377124	4.00195439749781	5.00305424361532	32.1256548803621	4.00195439749781	8.00782268745052	1.00012209018435	0	5.00305424361532	2.00048844025395
Nfkbiz	1.00012209018435	1.00012209018435	0	0	12.0176125328898	0	0	1.00012209018435	0	3.00109916954915	0
Ngfr	8.00782268745052	0	1.00012209018435	0	0	0	0	0	0	0	0
Nid1	2.00048844025395	6.00439882750478	1.00012209018435	1.00012209018435	1.00012209018435	0	3.00109916954915	3.00109916954915	5.00305424361532	2.00048844025395	4.00195439749781
Notch3	0	2.00048844025395	5.00305424361532	0	0	0	0	1.00012209018435	0	0	3.00109916954915
Npc2	6.00439882750478	2.00048844025395	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0
Npm1	10.0122269359159	9.00990220315199	7.00598826885697	2.00048844025395	7.00598826885697	3.00109916954915	4.00195439749781	4.00195439749781	1.00012209018435	1.00012209018435	5.00305424361532
Nr2f1	2.00048844025395	1.00012209018435	4.00195439749781	5.00305424361532	0	0	0	1.00012209018435	4.00195439749781	0	0
Nr2f2	2.00048844025395	3.00109916954915	2.00048844025395	5.00305424361532	6.00439882750478	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435
Nr3c1	1.00012209018435	0	0	1.00012209018435	0	0	0	1.00012209018435	3.00109916954915	1.00012209018435	5.00305424361532
Nr4a1	14.0239804397716	21.0540177177831	3.00109916954915	13.0206736374495	28.0961415204583	0	0	7.00598826885697	1.00012209018435	24.0705883708827	0
Nrp1	0	6.00439882750478	3.00109916954915	3.00109916954915	0	1.00012209018435	1.00012209018435	3.00109916954915	2.00048844025395	6.00439882750478	5.00305424361532
Nucb1	3.00109916954915	0	0	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	5.00305424361532	2.00048844025395
Nudt4	23.0648179545339	2.00048844025395	6.00439882750478	2.00048844025395	10.0122269359159	0	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	5.00305424361532
Nxf1	5.00305424361532	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	3.00109916954915	3.00109916954915	0	1.00012209018435
Oat	4.00195439749781	3.00109916954915	3.00109916954915	5.00305424361532	4.00195439749781	0	4.00195439749781	2.00048844025395	2.00048844025395	0	4.00195439749781
Oaz1	6.00439882750478	1.00012209018435	1.00012209018435	2.00048844025395	4.00195439749781	8.00782268745052	0	0	1.00012209018435	1.00012209018435	1.00012209018435
P4ha1	0	5.00305424361532	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435
P4hb	9.00990220315199	1.00012209018435	6.00439882750478	3.00109916954915	2.00048844025395	2.00048844025395	0	3.00109916954915	2.00048844025395	2.00048844025395	3.00109916954915
Pabpc1	20.048987655079	9.00990220315199	3.00109916954915	7.00598826885697	14.0239804397716	9.00990220315199	1.00012209018435	4.00195439749781	11.0147970057849	5.00305424361532	2.00048844025395
Pafah1b2	6.00439882750478	1.00012209018435	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0
Pbx1	5.00305424361532	1.00012209018435	3.00109916954915	6.00439882750478	1.00012209018435	0	0	4.00195439749781	7.00598826885697	1.00012209018435	6.00439882750478
Pcbp1	6.00439882750478	4.00195439749781	0	0	3.00109916954915	1.00012209018435	2.00048844025395	3.00109916954915	2.00048844025395	2.00048844025395	1.00012209018435
