GENEID	X97	X98	X100	X102	X103	X104	X108	X109	X110	X111	X113	X114	X115	X116	X117	X120	X121	X125	X126	X127	X129	X131	X132	X134	X135	X140	X141	X142	X143	X144	X145	X147	X149	X150	X151	X152	X153	X154	X156	X157	X158	X159	X161	X162	X163	X164	X165	X166	X167	X169	X170	X171	X172	X173	X174	X175	X176	X177	X178	X180	X181	X182	X183	X184	X186	X188	X189	X190	X191	X192
Actb	100.216045600851	13.0206736374495	11.0147970057849	9.00990220315199	4.00195439749781	0	35.1503934793561	2.00048844025395	13.0206736374495	63.4895230811159	1.00012209018435	35.1503934793561	7.00598826885697	9.00990220315199	9.00990220315199	30.1104026871881	15.0275330602518	56.38633784995	1.00012209018435	13.0206736374495	15.0275330602518	17.0353762377124	13.0206736374495	34.1418990756402	0	4.00195439749781	33.1336529167031	12.0176125328898	26.0828704059517	9.00990220315199	7.00598826885697	14.0239804397716	1.00012209018435	5.00305424361532	18.0396670359275	30.1104026871881	2.00048844025395	3.00109916954915	187.214006308582	9.00990220315199	2.00048844025395	29.1031482864402	8.00782268745052	23.0648179545339	9.00990220315199	22.0592944438992	7.00598826885697	51.3201652807748	33.1336529167031	17.0353762377124	13.0206736374495	9.00990220315199	14.0239804397716	4.00195439749781	4.00195439749781	29.1031482864402	36.1591362501238	21.0540177177831	37.1681275103067	9.00990220315199	3.00109916954915	40.1965934523377	27.0893822675098	16.0313316193744	1.00012209018435	13.0206736374495	28.0961415204583	6.00439882750478	20.048987655079	43.22730021288
Actg1	38.1773673823587	1.00012209018435	1.00012209018435	1.00012209018435	0	0	4.00195439749781	0	2.00048844025395	20.048987655079	1.00012209018435	24.0705883708827	2.00048844025395	6.00439882750478	0	5.00305424361532	1.00012209018435	8.00782268745052	2.00048844025395	1.00012209018435	16.0313316193744	7.00598826885697	3.00109916954915	19.0442041347699	0	2.00048844025395	18.0396670359275	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	5.00305424361532	0	6.00439882750478	9.00990220315199	0	2.00048844025395	0	39.186855988824	0	0	27.0893822675098	4.00195439749781	4.00195439749781	7.00598826885697	8.00782268745052	2.00048844025395	12.0176125328898	34.1418990756402	12.0176125328898	1.00012209018435	1.00012209018435	5.00305424361532	0	1.00012209018435	4.00195439749781	24.0705883708827	1.00012209018435	6.00439882750478	5.00305424361532	1.00012209018435	14.0239804397716	4.00195439749781	9.00990220315199	1.00012209018435	4.00195439749781	19.0442041347699	2.00048844025395	4.00195439749781	8.00782268745052
Actn1	5.00305424361532	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	8.00782268745052	0	0	0	0	0	2.00048844025395	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	5.00305424361532	0	1.00012209018435	2.00048844025395	5.00305424361532	3.00109916954915	1.00012209018435
Actn4	1.00012209018435	1.00012209018435	0	4.00195439749781	0	0	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	0	3.00109916954915	1.00012209018435	2.00048844025395	2.00048844025395	8.00782268745052	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	4.00195439749781	0	0	3.00109916954915	0	0	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	0	2.00048844025395	5.00305424361532	0	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	2.00048844025395	3.00109916954915	0	3.00109916954915	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	5.00305424361532	2.00048844025395	0	2.00048844025395
Actr3	1.00012209018435	1.00012209018435	5.00305424361532	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	4.00195439749781	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435
Adamts1	8.00782268745052	2.00048844025395	1.00012209018435	9.00990220315199	0	0	5.00305424361532	0	0	0	0	11.0147970057849	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	11.0147970057849	0	0	2.00048844025395	0	0	4.00195439749781	1.00012209018435	2.00048844025395	1.00012209018435	15.0275330602518	9.00990220315199	0	0	0	2.00048844025395	8.00782268745052	2.00048844025395	23.0648179545339	23.0648179545339	0	0	14.0239804397716	1.00012209018435	5.00305424361532	1.00012209018435	0	0	0	1.00012209018435	4.00195439749781	6.00439882750478	0	2.00048844025395	0	0	1.00012209018435	5.00305424361532	5.00305424361532	3.00109916954915	6.00439882750478	0	0	1.00012209018435	19.0442041347699	24.0705883708827	0	0	0	4.00195439749781	0	0	1.00012209018435
Adamts2	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	7.00598826885697	1.00012209018435	0	0	0	1.00012209018435	0	0
Adamts4	4.00195439749781	0	0	0	0	0	0	0	0	0	0	6.00439882750478	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	0	1.00012209018435	0	0	0	0	0	0	0	57.4003247346927	0	0	0	70.6050478883099	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	5.00305424361532	0	0	7.00598826885697
Add3	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	4.00195439749781	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0
Adgrf5	0	0	0	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	5.00305424361532	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	5.00305424361532	3.00109916954915	0	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	4.00195439749781	0	0	0	0	0	0	0	3.00109916954915	0	3.00109916954915	0	0	1.00012209018435	0	0	2.00048844025395
Adgrl4	1.00012209018435	0	0	0	0	0	4.00195439749781	0	0	0	0	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	8.00782268745052	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	6.00439882750478	0	0	4.00195439749781
Adh1	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	7.00598826885697	7.00598826885697	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	2.00048844025395	0	3.00109916954915	0	0	6.00439882750478	4.00195439749781	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0
Adipor1	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	6.00439882750478	0	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	4.00195439749781	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915
Adra2a	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	10.0122269359159	0	0	0	0	0	0	3.00109916954915	0	0	2.00048844025395	0	0	0	0
Aebp1	0	2.00048844025395	0	3.00109916954915	0	0	0	0	8.00782268745052	1.00012209018435	0	0	0	0	0	0	9.00990220315199	0	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	3.00109916954915	2.00048844025395	1.00012209018435	0	0	0	0	0	1.00012209018435	11.0147970057849	0	0	5.00305424361532	1.00012209018435	0	0	0	7.00598826885697	0	0	4.00195439749781	2.00048844025395	0	1.00012209018435	0	0	0	0	0	2.00048844025395	8.00782268745052	0	0	0	1.00012209018435	6.00439882750478	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435
Aff1	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	0	0	1.00012209018435	7.00598826885697	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0
Ahnak	6.00439882750478	2.00048844025395	2.00048844025395	8.00782268745052	0	0	0	0	10.0122269359159	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	0	3.00109916954915	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	4.00195439749781	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	4.00195439749781	1.00012209018435	0	0	0	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	0	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	3.00109916954915	1.00012209018435	4.00195439749781	0	0	0	9.00990220315199	3.00109916954915	1.00012209018435	0	2.00048844025395	0	0	2.00048844025395
Ahr	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	5.00305424361532	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0
Aida	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435
Akap12	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	9.00990220315199	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435
Akap2	2.00048844025395	11.0147970057849	0	4.00195439749781	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	1.00012209018435	5.00305424361532	3.00109916954915	0	0	0	0	2.00048844025395	3.00109916954915	0	1.00012209018435	3.00109916954915	7.00598826885697	0	0	0	0	0	0	0	8.00782268745052	5.00305424361532	0	0	16.0313316193744	1.00012209018435	5.00305424361532	0	0	0	0	0	1.00012209018435	3.00109916954915	0	2.00048844025395	0	0	1.00012209018435	0	4.00195439749781	0	4.00195439749781	2.00048844025395	2.00048844025395	0	2.00048844025395	7.00598826885697	0	0	0	0	0	0	1.00012209018435
Akr1a1	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	5.00305424361532	0	0	4.00195439749781	0	0	3.00109916954915	1.00012209018435	2.00048844025395	0	0	0	0	0	4.00195439749781	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915
Aldh2	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	5.00305424361532	0	1.00012209018435	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435
Aldh3a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	7.00598826885697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldoa	2.00048844025395	5.00305424361532	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	7.00598826885697	0	2.00048844025395	1.00012209018435	3.00109916954915	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	4.00195439749781	0	1.00012209018435	10.0122269359159	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	7.00598826885697	2.00048844025395	0	0	0	0	0	0	2.00048844025395	2.00048844025395	5.00305424361532	0	0	1.00012209018435	2.00048844025395	7.00598826885697	0	0	0	0	1.00012209018435	1.00012209018435
Alox12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00782268745052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl2	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	6.00439882750478	0	0	1.00012209018435	0	1.00012209018435	0	0
