GENEID	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X32	X33	X34	X35	X37	X38	X39	X40	X42	X44	X45	X47	X49	X50	X52	X53	X54	X55	X56	X57	X58	X60	X61	X62	X63	X65	X66	X67	X68	X69	X71	X73	X74	X75	X76	X77	X78	X79	X81	X82	X83	X84	X85	X86	X87	X88	X90	X91	X92	X93	X94	X95	X96
Abhd17b	0	0	3.00109916954915	0	9.00990220315199	1.00012209018435	0	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	4.00195439749781	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	6.00439882750478
Ablim1	3.00109916954915	0	0	1.00012209018435	8.00782268745052	0	0	0	1.00012209018435	0	0	5.00305424361532	0	0	2.00048844025395	4.00195439749781	1.00012209018435	1.00012209018435	0	2.00048844025395	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	4.00195439749781	2.00048844025395	0	3.00109916954915	0	5.00305424361532
Acadl	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	1.00012209018435	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435
Acin1	5.00305424361532	0	5.00305424361532	3.00109916954915	3.00109916954915	4.00195439749781	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	4.00195439749781	2.00048844025395	2.00048844025395	0	2.00048844025395	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	4.00195439749781	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	5.00305424361532	1.00012209018435	5.00305424361532	0	1.00012209018435	0	1.00012209018435
Ackr4	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	11.0147970057849
Acly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	1.00012209018435	0	4.00195439749781	0	1.00012209018435	0	0	5.00305424361532	2.00048844025395	1.00012209018435	0	0	0	0	0	0	0	0	0	0
Acp1	3.00109916954915	0	1.00012209018435	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	3.00109916954915	0	3.00109916954915	1.00012209018435	1.00012209018435	8.00782268745052	0	1.00012209018435	0	0	0	2.00048844025395	0	3.00109916954915	0	0	0	2.00048844025395	4.00195439749781	1.00012209018435	0	8.00782268745052	0	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	4.00195439749781	0	0	0
Acp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	1.00012209018435	0	0	0	0	0	0
Acta2	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	14.0239804397716	0	1.00012209018435	0	9.00990220315199	0	4.00195439749781	0	0	1.00012209018435	0	0	3.00109916954915	0	2.00048844025395	0	5.00305424361532	2.00048844025395	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	11.0147970057849	0	7.00598826885697	0	0	2.00048844025395	0	2.00048844025395	1.00012209018435	30.1104026871881	45.2490179242113	1.00012209018435	0	0	0	6.00439882750478	5.00305424361532	0	0	0	0	1.00012209018435	5.00305424361532	5.00305424361532	3.00109916954915	0	0	5.00305424361532	0	3.00109916954915	0	2.00048844025395	1.00012209018435	0	11.0147970057849	0	0	1.00012209018435	0
Actb	20.048987655079	19.0442041347699	46.2602511104364	16.0313316193744	134.173783119729	19.0442041347699	6.00439882750478	12.0176125328898	4.00195439749781	33.1336529167031	0	33.1336529167031	14.0239804397716	49.2954494708865	63.4895230811159	77.7329552185041	48.283466760365	8.00782268745052	25.0766058142306	30.1104026871881	52.332898627509	83.8524782691409	59.4290518687863	24.0705883708827	0	14.0239804397716	35.1503934793561	12.0176125328898	28.0961415204583	9.00990220315199	4.00195439749781	85.8943526882953	42.2168154415037	31.1179048445245	0	23.0648179545339	28.0961415204583	14.0239804397716	18.0396670359275	36.1591362501238	23.0648179545339	29.1031482864402	1.00012209018435	70.6050478883099	9.00990220315199	48.283466760365	13.0206736374495	22.0592944438992	67.5540235386734	0	24.0705883708827	16.0313316193744	75.6951442311975	34.1418990756402	6.00439882750478	9.00990220315199	20.048987655079	36.1591362501238	27.0893822675098	42.2168154415037	5.00305424361532	9.00990220315199	14.0239804397716	8.00782268745052	76.7139229953105	23.0648179545339	24.0705883708827	36.1591362501238	15.0275330602518	48.283466760365	15.0275330602518	32.1256548803621	35.1503934793561	13.0206736374495	28.0961415204583	24.0705883708827	34.1418990756402	87.9372454987234	11.0147970057849	36.1591362501238	12.0176125328898	35.1503934793561
Actg1	4.00195439749781	3.00109916954915	14.0239804397716	4.00195439749781	19.0442041347699	4.00195439749781	0	0	4.00195439749781	6.00439882750478	0	4.00195439749781	2.00048844025395	7.00598826885697	20.048987655079	21.0540177177831	10.0122269359159	1.00012209018435	9.00990220315199	7.00598826885697	4.00195439749781	21.0540177177831	6.00439882750478	5.00305424361532	0	0	4.00195439749781	1.00012209018435	5.00305424361532	0	3.00109916954915	4.00195439749781	6.00439882750478	5.00305424361532	0	2.00048844025395	2.00048844025395	0	4.00195439749781	10.0122269359159	4.00195439749781	8.00782268745052	1.00012209018435	4.00195439749781	0	12.0176125328898	6.00439882750478	2.00048844025395	10.0122269359159	0	5.00305424361532	0	6.00439882750478	5.00305424361532	6.00439882750478	0	2.00048844025395	6.00439882750478	2.00048844025395	14.0239804397716	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	6.00439882750478	12.0176125328898	8.00782268745052	10.0122269359159	3.00109916954915	25.0766058142306	6.00439882750478	0	4.00195439749781	3.00109916954915	7.00598826885697	0	7.00598826885697	15.0275330602518	0	8.00782268745052	2.00048844025395	4.00195439749781
Actn1	0	2.00048844025395	1.00012209018435	0	4.00195439749781	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	3.00109916954915	0	0	1.00012209018435	2.00048844025395	3.00109916954915	1.00012209018435	0	3.00109916954915	3.00109916954915	0	2.00048844025395	0	0	0	0	0	3.00109916954915	0	2.00048844025395	1.00012209018435	5.00305424361532	3.00109916954915	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	14.0239804397716	0	2.00048844025395	0	1.00012209018435	4.00195439749781	0	0	0	2.00048844025395	5.00305424361532	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	5.00305424361532	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	3.00109916954915	1.00012209018435	0	1.00012209018435	2.00048844025395	2.00048844025395	0	0	3.00109916954915	0	0	0	0
Actn4	0	2.00048844025395	1.00012209018435	0	4.00195439749781	3.00109916954915	0	0	1.00012209018435	3.00109916954915	0	2.00048844025395	0	0	3.00109916954915	2.00048844025395	4.00195439749781	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	6.00439882750478	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	4.00195439749781	3.00109916954915	0	1.00012209018435	2.00048844025395	2.00048844025395	0	2.00048844025395	1.00012209018435	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	9.00990220315199	1.00012209018435	2.00048844025395	4.00195439749781	1.00012209018435	3.00109916954915	3.00109916954915	2.00048844025395	0	0	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435
