GENEID	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X32	X33	X34	X35	X37	X38	X39	X40	X42	X44	X45	X47	X49	X50	X52	X53	X54	X55	X56	X57	X58	X60	X61	X62	X63	X65	X66	X67	X68	X69	X71	X73	X74	X75	X76	X77	X78	X79	X81	X82	X83	X84	X85	X86	X87	X88	X90	X91	X92	X93	X94	X95	X96
Gadd45a	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	0	0	2.00048844025395	5.00305424361532	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	0	3.00109916954915	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gadd45b	1.00012209018435	0	0	0	0	11.0147970057849	0	3.00109916954915	0	0	0	0	0	1.00012209018435	0	0	0	0	4.00195439749781	0	7.00598826885697	0	4.00195439749781	0	0	0	0	1.00012209018435	1.00012209018435	0	8.00782268745052	0	2.00048844025395	0	0	3.00109916954915	2.00048844025395	0	0	0	0	0	0	0	0	10.0122269359159	0	0	0	0	4.00195439749781	13.0206736374495	1.00012209018435	6.00439882750478	0	4.00195439749781	0	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	1.00012209018435	0	4.00195439749781	5.00305424361532	0	2.00048844025395	0	12.0176125328898	0	0	1.00012209018435	13.0206736374495	0	0	11.0147970057849	0	1.00012209018435	0	0
Gadd45g	0	1.00012209018435	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	5.00305424361532	0	0	0	0
Galnt1	0	1.00012209018435	1.00012209018435	0	2.00048844025395	2.00048844025395	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	2.00048844025395	3.00109916954915	0	1.00012209018435	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	8.00782268745052	0	1.00012209018435	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	1.00012209018435	0	3.00109916954915	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	2.00048844025395	0	0	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	0	0	2.00048844025395
Galnt16	0	1.00012209018435	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	4.00195439749781	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	0	0	0	0	2.00048844025395	0	0	0	0	5.00305424361532	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	4.00195439749781	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0
Galnt18	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	5.00305424361532	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0
Gapdh	2.00048844025395	1.00012209018435	1.00012209018435	0	10.0122269359159	0	0	2.00048844025395	0	3.00109916954915	0	1.00012209018435	1.00012209018435	4.00195439749781	9.00990220315199	3.00109916954915	2.00048844025395	2.00048844025395	3.00109916954915	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	3.00109916954915	0	1.00012209018435	4.00195439749781	0	3.00109916954915	9.00990220315199	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	5.00305424361532	1.00012209018435	2.00048844025395	2.00048844025395	0	0	1.00012209018435	4.00195439749781	1.00012209018435	0	0	0	4.00195439749781	1.00012209018435	0	1.00012209018435	0	0	0	0	2.00048844025395	2.00048844025395	1.00012209018435	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	0	0	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	0	0	0	1.00012209018435
Gapvd1	0	0	0	0	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	1.00012209018435	0	3.00109916954915	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	0	0	0	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0
Gas1	0	3.00109916954915	0	0	0	14.0239804397716	0	2.00048844025395	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	4.00195439749781	0	2.00048844025395	0	1.00012209018435	0	0	6.00439882750478	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	0	0	2.00048844025395	6.00439882750478	0	0	0	2.00048844025395	0	0	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	3.00109916954915	0	2.00048844025395	0	15.0275330602518	0	1.00012209018435	2.00048844025395	0	0	0	0
Gas5	0	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	2.00048844025395	0	4.00195439749781	0	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	3.00109916954915	2.00048844025395	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	5.00305424361532	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	3.00109916954915	0	2.00048844025395	0	2.00048844025395	1.00012209018435	3.00109916954915	0	3.00109916954915	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	0	0	0	0	1.00012209018435	0	3.00109916954915	0	0	1.00012209018435	0
Gas6	0	0	0	0	0	0	1.00012209018435	3.00109916954915	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	1.00012209018435	0	14.0239804397716	4.00195439749781	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	10.0122269359159	0	0	0	1.00012209018435	4.00195439749781	0	0	0	0	0	0	5.00305424361532	2.00048844025395	0	2.00048844025395	0	0	0	1.00012209018435	3.00109916954915	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	0	3.00109916954915	0	0	2.00048844025395	3.00109916954915	0	0	2.00048844025395	0	0	0	1.00012209018435
Gata2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0122269359159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gata6	0	4.00195439749781	0	0	0	0	0	0	0	1.00012209018435	0	0	0	6.00439882750478	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	0	0	0	0	2.00048844025395	0	2.00048844025395	10.0122269359159	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	4.00195439749781	1.00012209018435	0	0	0	0	0	1.00012209018435	0	2.00048844025395	3.00109916954915	0	0	1.00012209018435	0	0	0	0	0	0	0	0
Gbp10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0275330602518	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0
Gbp2	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0
Gbp3	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	5.00305424361532	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00782268745052	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbp7	2.00048844025395	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	14.0239804397716	1.00012209018435	0	0	3.00109916954915	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	1.00012209018435	2.00048844025395	3.00109916954915	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	3.00109916954915	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	0	2.00048844025395	0	0
Gcc2	0	3.00109916954915	0	1.00012209018435	6.00439882750478	0	0	0	0	0	0	0	0	0	1.00012209018435	5.00305424361532	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	1.00012209018435	3.00109916954915	0	0	0	0	0	0	3.00109916954915	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	3.00109916954915	0	0	0	3.00109916954915	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	2.00048844025395	0	0	3.00109916954915	0
Gch1	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	6.00439882750478	0	0	1.00012209018435	0	3.00109916954915	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00195439749781	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435
Gclc	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	4.00195439749781	0	0	0	0	6.00439882750478	0	2.00048844025395	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	5.00305424361532	0	0	0	0	0	0	0	0	3.00109916954915	2.00048844025395	0	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	3.00109916954915	0	1.00012209018435	0	1.00012209018435	0	0
Gclm	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	2.00048844025395	0	0	0	3.00109916954915	0	0	1.00012209018435	0	0	0	0	2.00048844025395	0	3.00109916954915	0	1.00012209018435	2.00048844025395	0	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	4.00195439749781	0	1.00012209018435	0	0	0	3.00109916954915	10.0122269359159	3.00109916954915	0	2.00048844025395	0	4.00195439749781	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00598826885697	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0
Gda	0	0	0	0	2.00048844025395	0	0	0	0	0	3.00109916954915	0	0	0	5.00305424361532	1.00012209018435	0	0	0	0	0	0	0	0	4.00195439749781	0	2.00048844025395	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	3.00109916954915	0	0	0
Gem	0	15.0275330602518	4.00195439749781	1.00012209018435	0	3.00109916954915	0	0	5.00305424361532	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	2.00048844025395	0	0	5.00305424361532	1.00012209018435	1.00012209018435	0	1.00012209018435	16.0313316193744	0	4.00195439749781	0	0	0	0	1.00012209018435	0	0	5.00305424361532	0	0	10.0122269359159	0	0	6.00439882750478	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	3.00109916954915	1.00012209018435	0	0	5.00305424361532	1.00012209018435	0	8.00782268745052	0	3.00109916954915	0	0	0	3.00109916954915	3.00109916954915	10.0122269359159	2.00048844025395	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	11.0147970057849	0	0	1.00012209018435	0	0	8.00782268745052	0
Ggnbp2	3.00109916954915	0	4.00195439749781	2.00048844025395	5.00305424361532	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	0	0	2.00048844025395	0	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	3.00109916954915	5.00305424361532	2.00048844025395	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	2.00048844025395	0	0	0	4.00195439749781	0	2.00048844025395	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	0	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	1.00012209018435	0	0	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	0
Gja1	0	0	1.00012209018435	0	7.00598826885697	0	0	0	0	3.00109916954915	0	0	0	0	2.00048844025395	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	1.00012209018435
Gja4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00305424361532	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	2.00048844025395	0	0	0	0	0	0	0	0	0	0	3.00109916954915	0	1.00012209018435	2.00048844025395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gjc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	0	0	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	5.00305424361532	0	0	2.00048844025395	0	0	1.00012209018435	0	0	0	1.00012209018435	0	8.00782268745052	2.00048844025395	1.00012209018435	1.00012209018435	5.00305424361532	0	1.00012209018435	0	0	0	1.00012209018435	0	0	2.00048844025395	0	0	0	0
Glg1	0	2.00048844025395	1.00012209018435	1.00012209018435	2.00048844025395	4.00195439749781	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	4.00195439749781	0	1.00012209018435	1.00012209018435	3.00109916954915	1.00012209018435	1.00012209018435	0	0	3.00109916954915	0	3.00109916954915	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	0	1.00012209018435	0	0	0	5.00305424361532	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	1.00012209018435	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	5.00305424361532	1.00012209018435	3.00109916954915	0	1.00012209018435	1.00012209018435	2.00048844025395	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	5.00305424361532	3.00109916954915	0	0	2.00048844025395	3.00109916954915	0	0	2.00048844025395	0	0	1.00012209018435	3.00109916954915
Glrx5	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	0	0	4.00195439749781	0	0	1.00012209018435	0	0	1.00012209018435	0	2.00048844025395	0	0	0	5.00305424361532	1.00012209018435	14.0239804397716	0	1.00012209018435	2.00048844025395	0	12.0176125328898	0	1.00012209018435	2.00048844025395	0	1.00012209018435	3.00109916954915	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	4.00195439749781	0	0	6.00439882750478	0	4.00195439749781	0	0	1.00012209018435	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	0	0	1.00012209018435	3.00109916954915	0	1.00012209018435	6.00439882750478	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	1.00012209018435
Gltscr2	5.00305424361532	2.00048844025395	2.00048844025395	0	2.00048844025395	0	0	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	1.00012209018435	0	2.00048844025395	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	1.00012209018435	2.00048844025395	0	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	4.00195439749781	0	0	0	0	0	1.00012209018435	1.00012209018435	0	0	2.00048844025395	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	1.00012209018435	1.00012209018435
Glud1	1.00012209018435	1.00012209018435	0	2.00048844025395	6.00439882750478	0	0	0	1.00012209018435	1.00012209018435	0	3.00109916954915	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	0	1.00012209018435	1.00012209018435	0	0	1.00012209018435	0	0	2.00048844025395	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	0	3.00109916954915	1.00012209018435	0	0	1.00012209018435	0	1.00012209018435	0	0	2.00048844025395	0	2.00048844025395	0	1.00012209018435	0	0	0	0	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	1.00012209018435	1.00012209018435	0	4.00195439749781	1.00012209018435	0	0	2.00048844025395	0	0	0	0	0	0	0	3.00109916954915
Glul	0	1.00012209018435	0	4.00195439749781	0	4.00195439749781	0	1.00012209018435	3.00109916954915	3.00109916954915	0	3.00109916954915	0	3.00109916954915	1.00012209018435	11.0147970057849	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	6.00439882750478	7.00598826885697	1.00012209018435	1.00012209018435	3.00109916954915	0	0	2.00048844025395	0	2.00048844025395	0	11.0147970057849	0	1.00012209018435	2.00048844025395	2.00048844025395	1.00012209018435	2.00048844025395	1.00012209018435	0	0	0	2.00048844025395	1.00012209018435	7.00598826885697	0	3.00109916954915	5.00305424361532	0	1.00012209018435	1.00012209018435	0	0	0	2.00048844025395	0	0	4.00195439749781	2.00048844025395	2.00048844025395	0	0	0	0	0	4.00195439749781	2.00048844025395	0	0	1.00012209018435	0	0	0	4.00195439749781	0	1.00012209018435	3.00109916954915	1.00012209018435	0	6.00439882750478	2.00048844025395
Glycam1	0	0	0	0	4.00195439749781	0	0	0	0	1.00012209018435	0	0	0	0	95.0954048539238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	59.4290518687863	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0
Gm10020	1.00012209018435	1.00012209018435	4.00195439749781	3.00109916954915	4.00195439749781	1.00012209018435	0	0	0	3.00109916954915	0	0	1.00012209018435	3.00109916954915	4.00195439749781	2.00048844025395	3.00109916954915	2.00048844025395	2.00048844025395	0	1.00012209018435	1.00012209018435	1.00012209018435	2.00048844025395	0	0	2.00048844025395	1.00012209018435	1.00012209018435	1.00012209018435	0	11.0147970057849	0	2.00048844025395	0	2.00048844025395	3.00109916954915	0	0	4.00195439749781	0	1.00012209018435	0	4.00195439749781	0	5.00305424361532	0	7.00598826885697	2.00048844025395	0	4.00195439749781	3.00109916954915	0	0	0	2.00048844025395	2.00048844025395	2.00048844025395	3.00109916954915	2.00048844025395	0	0	2.00048844025395	0	0	0	2.00048844025395	0	0	3.00109916954915	0	3.00109916954915	0	1.00012209018435	0	2.00048844025395	0	0	1.00012209018435	4.00195439749781	1.00012209018435	1.00012209018435
Gm10036	4.00195439749781	0	2.00048844025395	0	7.00598826885697	3.00109916954915	2.00048844025395	1.00012209018435	1.00012209018435	5.00305424361532	0	4.00195439749781	2.00048844025395	1.00012209018435	6.00439882750478	1.00012209018435	4.00195439749781	0	2.00048844025395	5.00305424361532	1.00012209018435	6.00439882750478	4.00195439749781	4.00195439749781	1.00012209018435	3.00109916954915	5.00305424361532	2.00048844025395	4.00195439749781	0	3.00109916954915	29.1031482864402	4.00195439749781	8.00782268745052	0	6.00439882750478	3.00109916954915	0	5.00305424361532	6.00439882750478	5.00305424361532	1.00012209018435	0	9.00990220315199	1.00012209018435	8.00782268745052	3.00109916954915	6.00439882750478	3.00109916954915	0	4.00195439749781	5.00305424361532	0	0	2.00048844025395	2.00048844025395	2.00048844025395	6.00439882750478	5.00305424361532	11.0147970057849	3.00109916954915	0	3.00109916954915	1.00012209018435	1.00012209018435	1.00012209018435	1.00012209018435	3.00109916954915	0	1.00012209018435	0	4.00195439749781	7.00598826885697	3.00109916954915	4.00195439749781	5.00305424361532	5.00305424361532	3.00109916954915	0	2.00048844025395	0	1.00012209018435
Gm10073	1.00012209018435	2.00048844025395	1.00012209018435	3.00109916954915	8.00782268745052	2.00048844025395	7.00598826885697	2.00048844025395	1.00012209018435	1.00012209018435	0	10.0122269359159	4.00195439749781	3.00109916954915	9.00990220315199	3.00109916954915	10.0122269359159	1.00012209018435	4.00195439749781	8.00782268745052	6.00439882750478	3.00109916954915	11.0147970057849	6.00439882750478	1.00012209018435	1.00012209018435	8.00782268745052	0	4.00195439749781	1.00012209018435	6.00439882750478	47.2717340146999	3.00109916954915	7.00598826885697	1.00012209018435	3.00109916954915	7.00598826885697	0	9.00990220315199	8.00782268745052	4.00195439749781	3.00109916954915	0	9.00990220315199	0	12.0176125328898	1.00012209018435	16.0313316193744	9.00990220315199	1.00012209018435	9.00990220315199	5.00305424361532	0	0	4.00195439749781	2.00048844025395	3.00109916954915	5.00305424361532	13.0206736374495	9.00990220315199	4.00195439749781	0	10.0122269359159	1.00012209018435	2.00048844025395	1.00012209018435	10.0122269359159	6.00439882750478	0	2.00048844025395	4.00195439749781	15.0275330602518	10.0122269359159	2.00048844025395	5.00305424361532	5.00305424361532	2.00048844025395	16.0313316193744	0	8.00782268745052	2.00048844025395	1.00012209018435
Gm10076	2.00048844025395	2.00048844025395	2.00048844025395	3.00109916954915	4.00195439749781	2.00048844025395	3.00109916954915	0	1.00012209018435	5.00305424361532	0	5.00305424361532	1.00012209018435	0	8.00782268745052	4.00195439749781	7.00598826885697	0	2.00048844025395	4.00195439749781	4.00195439749781	2.00048844025395	3.00109916954915	1.00012209018435	0	1.00012209018435	8.00782268745052	0	5.00305424361532	2.00048844025395	1.00012209018435	37.1681275103067	3.00109916954915	7.00598826885697	0	0	2.00048844025395	1.00012209018435	3.00109916954915	3.00109916954915	0	1.00012209018435	0	8.00782268745052	0	10.0122269359159	1.00012209018435	4.00195439749781	3.00109916954915	0	6.00439882750478	4.00195439749781	1.00012209018435	3.00109916954915	3.00109916954915	1.00012209018435	1.00012209018435	6.00439882750478	2.00048844025395	2.00048844025395	2.00048844025395	1.00012209018435	4.00195439749781	2.00048844025395	1.00012209018435	1.00012209018435	4.00195439749781	4.00195439749781	1.00012209018435	3.00109916954915	2.00048844025395	13.0206736374495	7.00598826885697	1.00012209018435	3.00109916954915	7.00598826885697	3.00109916954915	7.00598826885697	1.00012209018435	3.00109916954915	1.00012209018435	0
Gm10110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	2.00048844025395	0	0	1.00012209018435	0	5.00305424361532	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	2.00048844025395	0	0	2.00048844025395	0	0	0	0	0	0	0	1.00012209018435	0	1.00012209018435	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0
Gm10115	0	0	0	0	0	0	0	2.00048844025395	1.00012209018435	0	0	5.00305424361532	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	3.00109916954915	0	0	0	0	0	0	0	2.00048844025395	0	0	0	0	0	0	1.00012209018435	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0	0	0	0	0	0	0	0	0	0	0	0	1.00012209018435	0
