"Cluster"	"GENEID"	"mean.ncl"	"mean.cl"	"fc"	"pv"	"padj"	"Ensembl ID"	"GNF GeneAtlas Specificity"	"calculated FPKMs"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"CuffDiff FPKMs"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"
"1168"	"18"	"Myh11"	0.429520762379615	3.39458986245251	7.90320319708395	1.34075059265237e-17	2.62499812461438e-15	"ENSMUSG00000018830"	"TRE+NRE"	"66.30441179"	"59.07224632"	"60.4954355"	"54.33397984"	"75.46983054"	"53.94841027"	"69.07829714"	"56.7427"	"50.0645"	"48.8163"	"45.6847"	"60.9603"	"44.1129"	"55.888"
"1169"	"18"	"Myh9"	0.885938661991908	3.70449898927787	4.18143958290389	4.08767681112986e-10	2.54643684984249e-08	"ENSMUSG00000022443"	"TRE+NRE"	"125.3666714"	"133.0145317"	"193.008228"	"106.8758228"	"155.0609209"	"128.1300062"	"142.7966958"	"119.447"	"122.531"	"163.803"	"93.2063"	"140.247"	"117.156"	"128.197"
"1170"	"18"	"Mylk"	2.34692039419887	6.30883779819292	2.68813455019059	3.81204841635443e-07	1.3569902219776e-05	"ENSMUSG00000022836"	"TRE+NRE"	"23.4749546"	"4.223870468"	"2.465517706"	"5.519848017"	"3.340287182"	"6.470858101"	"3.893068065"	"28.4389"	"5.62877"	"2.87281"	"7.53256"	"3.69773"	"8.14053"	"4.46096"
"1171"	"18"	"Myo1b"	0.485397819430667	3.77831185935131	7.78394897567314	7.66691055154016e-19	1.7512501518143e-16	"ENSMUSG00000018417"	"TRE+NRE"	"33.90461673"	"13.4306858"	"55.10157868"	"7.437765127"	"5.668821253"	"7.256761357"	"4.202810561"	"33.4558"	"13.0637"	"51.4517"	"7.14692"	"5.28706"	"6.83824"	"3.98294"
"1172"	"18"	"Ncor1"	1.38311430264394	2.92114357634579	2.11200446034127	0.00164818970849185	0.0225884399548808	"ENSMUSG00000018501"	"TRE+NRE"	"19.15643926"	"15.81662742"	"18.88428479"	"15.71920486"	"19.60916772"	"16.82617937"	"18.59730916"	"46.2465"	"33.283"	"41.6719"	"34.1474"	"38.0849"	"32.9132"	"37.4368"
"1173"	"18"	"Notch3"	1.58905532451909	8.19577776860578	5.15764155101782	2.69891023736431e-20	8.21968106735064e-18	"ENSMUSG00000038146"	"TRE+NRE"	"1.318171741"	"2.437352359"	"8.61766578"	"1.707897824"	"1.202381162"	"2.473512569"	"1.288416942"	"1.20861"	"2.17543"	"7.2781"	"1.50911"	"1.00096"	"2.11418"	"1.09888"
"1174"	"18"	"Nr2f2"	1.75813034707641	3.8109575076873	2.16761943391997	0.000679574252346539	0.0109571354451874	"ENSMUSG00000030551"	"TRE+NRE"	"0.148016447"	"1.0199233"	"0.420740691"	"1.159528405"	"0.663648911"	"1.112919752"	"0.762300786"	"0.156042"	"1.37944"	"0.581119"	"1.77968"	"0.819745"	"1.62849"	"1.04459"
"1175"	"18"	"Pcdh7"	0.75861744808004	0.0999999999999999	0.131818745077755	0.00807543557895739	0.0760644980134784	"ENSMUSG00000029108"	"TRE+NRE"	"0.724232562"	"15.37047841"	"10.26704539"	"15.19399648"	"34.56042121"	"22.61001133"	"38.0251895"	"0.980521"	"19.6889"	"12.966"	"19.9459"	"45.4261"	"29.5946"	"50.0946"
"1176"	"18"	"Pdgfra"	1.09927862245061	0.157329269379609	0.143120466610073	0.000763506508583964	0.0118907462501628	"ENSMUSG00000029231"	"TRE+NRE"	"0.042148569"	"0.3364664"	"1.013112483"	"0.330935691"	"0.046576546"	"0.216379582"	"0.039481158"	"0.034502"	"0.302403"	"0.898964"	"0.306112"	"0.0374817"	"0.184656"	"0.0247768"
"1177"	"18"	"Pdgfrb"	0.79676103134173	5.23519754327564	6.57059938594094	5.83216497950653e-20	1.59859642088274e-17	"ENSMUSG00000024620"	"TRE+NRE"	"0.342746928"	"8.152991882"	"1.710362557"	"10.37135623"	"6.882314687"	"10.60550077"	"7.585485206"	"0.325625"	"7.38867"	"1.48313"	"9.45792"	"5.8147"	"9.373"	"6.56813"
"1178"	"18"	"Prrx1"	1.45818434400853	2.84742970030124	1.95272272123955	0.00585863035844533	0.0594759474536987	"ENSMUSG00000026586"	"TRE+NRE"	"0.057151604"	"0.194141773"	"1.038171683"	"0.167108191"	"0.06893472"	"0.135890469"	"0.09517266"	"0.0911415"	"0.441245"	"2.34255"	"0.338613"	"0.0782467"	"0.273651"	"0.120431"
"1179"	"18"	"Pten"	1.16957696377263	4.54559204907616	3.88652665867643	2.72052553079679e-10	1.73417685579396e-08	"ENSMUSG00000013663"	"TRE+NRE"	"36.93002537"	"23.73426838"	"19.74551067"	"23.26893275"	"26.18208266"	"20.9712502"	"28.28188841"	"35.9906"	"22.7946"	"18.2144"	"22.1917"	"23.7662"	"19.5484"	"26.0006"
"1180"	"18"	"Ptn"	2.6254768027047	0.303114283181621	0.115451137435059	4.56038536347254e-06	0.000126262790719982	"ENSMUSG00000029838"	"TRE+NRE"	"8.504397597"	"3.370662435"	"4.779708891"	"0.696501525"	"0.618760579"	"0.363503217"	"0.276091607"	"29.5939"	"10.9792"	"15.2043"	"2.11855"	"1.87508"	"1.09368"	"0.753044"
"1181"	"18"	"Sema5a"	1.4727105867733	5.08641192221075	3.45377562155988	1.57118705022056e-09	8.78902796868279e-08	"ENSMUSG00000022231"	"TRE+NRE"	"0.478950508"	"0.784944667"	"5.476102256"	"0.767699929"	"0.345162915"	"0.717382144"	"0.454757375"	"0.561948"	"1.00705"	"5.89129"	"1.02383"	"0.609426"	"0.957313"	"0.655229"
"1182"	"18"	"Sept4"	0.356945467409787	2.20973922155604	6.19069136131983	7.3070802835832e-11	5.41316406954096e-09	"ENSMUSG00000020486"	"TRE+NRE"	"1.673990231"	"3.709702633"	"0.730083737"	"3.503107878"	"1.128898965"	"2.919089915"	"1.256255053"	"2.05007"	"4.5696"	"0.844893"	"4.07821"	"1.21783"	"3.4815"	"1.45005"
"1183"	"18"	"Shisa3"	1.17991872171903	0.141932589868648	0.120290141393693	0.000477361015762151	0.00802727941229483	"ENSMUSG00000050010"	"TRE+NRE"	"0.074215648"	"1.440665696"	"0.098675035"	"1.989511787"	"0.25336369"	"0.966035816"	"0.292576729"	"0.0327793"	"1.38468"	"0.0446174"	"1.93083"	"0.111753"	"0.831991"	"0.14853"
"1184"	"18"	"Sod3"	0.647973662286571	1.53125310332858	2.36314096150928	0.00298930696501434	0.0370755221316937	"ENSMUSG00000072941"	"TRE+NRE"	"0.072870814"	"1.065899197"	"0.193770031"	"1.453314403"	"0.267580816"	"1.318723549"	"0.429503264"	"0.0639356"	"1.03296"	"0.155537"	"1.41126"	"0.232778"	"1.23155"	"0.387948"
"1185"	"18"	"Spsb1"	1.20530402675442	0.0999999999999998	0.0829666190274622	0.000351510320563332	0.00623602236475164	"ENSMUSG00000039911"	"TRE+NRE"	"0.857993205"	"3.985584455"	"4.016915951"	"4.526314619"	"3.764745694"	"5.862570347"	"4.020959688"	"1.3625"	"6.83396"	"6.35017"	"7.5443"	"7.29369"	"9.82737"	"7.98829"
"1186"	"18"	"Timp3"	1.71833454929716	6.11926878181559	3.56116262943007	8.43655092022814e-11	6.0854173874593e-09	"ENSMUSG00000020044"	"TRE+NRE"	"82.65508867"	"100.4827421"	"64.18164075"	"97.98823029"	"130.8048976"	"104.3800452"	"142.4755998"	"88.2617"	"105.692"	"65.8071"	"103.862"	"132.798"	"107.099"	"146.321"
"1187"	"18"	"Tln1"	0.897377308393308	1.91417634264797	2.13307861113089	0.00402867778246163	0.0456306024864766	"ENSMUSG00000028465"	"TRE+NRE"	"44.11005502"	"27.9892772"	"38.61011158"	"23.03262623"	"30.75477103"	"24.9959761"	"28.79026025"	"38.2581"	"25.879"	"30.6405"	"18.9791"	"26.3338"	"20.6882"	"23.5948"
"1188"	"18"	"Tpm1"	1.58031164926898	4.05762058441928	2.5676078426026	2.11547454117892e-05	0.00052713779248831	"ENSMUSG00000032366"	"TRE+NRE"	"35.10647847"	"29.99420901"	"54.28612729"	"23.82548753"	"15.08368645"	"21.23719137"	"12.73185814"	"94.1932"	"79.3124"	"130.163"	"62.2986"	"40.9894"	"57.1203"	"33.7024"
"1189"	"18"	"Vcam1"	3.35798117344005	1.22283160101306	0.36415677690067	0.00353048316899676	0.0417114412337074	"ENSMUSG00000027962"	"TRE+NRE"	"131.5271423"	"79.26841229"	"64.03406952"	"86.47743068"	"72.59598087"	"76.6633515"	"75.77048517"	"181.118"	"109.428"	"83.944"	"118.691"	"93.462"	"100.854"	"98.849"
"1190"	"19"	"Abcb10"	0.136695952863482	3.44004180885033	25.1656448986891	0	0	"ENSMUSG00000031974"	"TRE"	"2.333922638"	"6.992011773"	"5.248891829"	"6.736930542"	"5.657727022"	"7.296490879"	"5.987376315"	"2.21265"	"6.52501"	"4.73224"	"6.30199"	"4.89399"	"6.51956"	"5.25195"
"1191"	"19"	"Alas2"	0.117031956380526	2.34432964647468	20.0315342832701	1.42264499246419e-14	4.69815653535462e-13	"ENSMUSG00000025270"	"TRE"	"0.229100967"	"6.83474517"	"0.649600497"	"10.37185654"	"13.64431245"	"12.91204264"	"15.60785171"	"0.168309"	"6.26652"	"0.487787"	"9.57444"	"11.9498"	"11.4563"	"13.9937"
"1192"	"19"	"Apol11b"	0.11768744453517	1.12618877850008	9.56931967507822	1.07494307891165e-06	1.66464349112816e-05	"ENSMUSG00000091694"	"TRE"	"0.075960285"	"11.19116331"	"0.280845527"	"14.45379022"	"10.45712076"	"10.69118491"	"10.37738603"	"0.0447368"	"8.27566"	"0.107794"	"10.444"	"6.82115"	"7.53864"	"7.11309"
"1193"	"19"	"Apold1"	1.58224187685493	0.0999999999999995	0.0632014620917332	0.00544258340529656	0.0378594201769944	"ENSMUSG00000090698"	"TRE"	"0.400547035"	"0.869404042"	"0.180511929"	"0.921939675"	"0.232334321"	"0.56543957"	"0.231651322"	"0.3994"	"0.856845"	"0.152104"	"0.916343"	"0.20012"	"0.541871"	"0.210747"
"1194"	"19"	"Aspm"	0.179277812114646	2.87955876078249	16.0619918707009	3.41837669422343e-15	1.15676179245264e-13	"ENSMUSG00000033952"	"TRE"	"3.931542116"	"9.471536561"	"3.173472146"	"9.11610966"	"9.342497357"	"5.961328778"	"7.019141709"	"3.71753"	"8.89555"	"2.87778"	"8.45227"	"8.28635"	"5.38365"	"6.24841"
"1195"	"19"	"Atad5"	0.133520489454138	1.30763857458872	9.79354239888305	6.38503413203446e-07	1.04798673987464e-05	"ENSMUSG00000017550"	"TRE"	"2.918000407"	"2.865116831"	"1.874621306"	"2.180346962"	"1.780498551"	"1.301598574"	"1.391211655"	"2.75875"	"2.757"	"1.68571"	"1.98335"	"1.609"	"1.23699"	"1.34115"
"1196"	"19"	"Atf3"	2.48375508932374	0.188711803675251	0.0759784265712898	0.00037839992084279	0.00361391701404212	"ENSMUSG00000026628"	"TRE"	"90.61482743"	"61.38621273"	"107.1428905"	"36.05737822"	"33.70327676"	"41.98238509"	"35.0446179"	"86.6717"	"61.6728"	"101.169"	"35.4087"	"32.0464"	"39.7622"	"32.8905"
"1197"	"19"	"Casc5"	0.149899645019669	3.14810531506454	21.0014194139784	2.47124461479382e-18	1.12894691485831e-16	"ENSMUSG00000027326"	"TRE"	"3.173159159"	"3.487342824"	"1.129407276"	"3.189909439"	"1.972282188"	"1.461739125"	"1.34919151"	"3.24825"	"3.69364"	"1.20096"	"3.17468"	"1.88229"	"1.5551"	"1.38957"
"1198"	"19"	"Ccl19"	3.609246508388	0.201150630420074	0.0557320288189223	6.92475294242143e-05	0.000807691396390516	"ENSMUSG00000071005"	"TRE"	"3.130123931"	"146.6270143"	"118.9185786"	"187.9108248"	"156.1911254"	"169.6996203"	"153.5389457"	"0.0762319"	"2.28819"	"4.23107"	"3.07375"	"3.21336"	"2.43586"	"2.84528"
"1199"	"19"	"Ccl2"	7.67367801799045	0.0999999999999989	0.0130315605848402	1.72470159333778e-09	3.63646697487603e-08	"ENSMUSG00000035385"	"TRE"	"3.257232624"	"17.47097701"	"3.123935827"	"27.19888152"	"11.6240465"	"28.37273681"	"17.21347937"	"2.80528"	"16.1745"	"2.68282"	"24.8485"	"9.72459"	"24.8577"	"14.704"
"1200"	"19"	"Ccl7"	3.30368663768007	0.188711803675248	0.0571215809401845	0.000148446304093796	0.00159565223341605	"ENSMUSG00000035373"	"TRE"	"2.01884626"	"7.904785217"	"5.275678992"	"9.443560188"	"3.302065144"	"8.605562861"	"5.563795938"	"1.88317"	"7.32188"	"4.6204"	"8.54522"	"2.98395"	"7.68158"	"4.76614"
"1201"	"19"	"Csf2rb"	1.65941833164547	0.188711803675249	0.113721657810134	0.00435325628088912	0.0313183083094936	"ENSMUSG00000071713"	"TRE"	"0.429351809"	"38.68131468"	"19.1939469"	"38.89959072"	"34.8535784"	"48.69322803"	"41.33185312"	"0.375039"	"31.9365"	"15.1494"	"31.1208"	"26.4716"	"37.4945"	"31.0758"
"1202"	"19"	"Cxcl10"	5.02832947007236	0.328430543931721	0.0653160350542811	8.69935681747719e-06	0.000122056539562474	"ENSMUSG00000034855"	"TRE"	"463.4500557"	"297.7347505"	"186.8439221"	"300.8862164"	"451.0010294"	"293.8793123"	"443.4767012"	"569.951"	"366.16"	"220.659"	"360.552"	"519.948"	"347.85"	"516.972"
"1203"	"19"	"Cxcl13"	5.3625940676265	0.245798519406387	0.0458357496962619	1.27948829968433e-06	1.97026821878357e-05	"ENSMUSG00000023078"	"TRE"	"4.273250166"	"45.72540195"	"0.945324546"	"38.05298406"	"4.359747671"	"24.09689944"	"6.480539146"	"3.8989"	"42.6721"	"0.821829"	"35.389"	"3.8672"	"21.5006"	"5.58007"
"1204"	"19"	"Cyr61"	4.38261930102581	0.433098064024553	0.098821739758044	0.000102269327831652	0.00113489970682817	"ENSMUSG00000028195"	"TRE"	"58.6586039"	"43.37492298"	"154.1228792"	"17.65642666"	"19.92281175"	"15.21983911"	"12.97983163"	"55.4082"	"41.92"	"139.186"	"16.5534"	"18.2441"	"13.7449"	"11.6377"
"1205"	"19"	"Dlk1"	3.82864566843378	0.1	0.0261188965133219	9.43846772727022e-06	0.000130004221308782	"ENSMUSG00000040856"	"TRE"	"0.083709178"	"7.317494074"	"1.881586683"	"8.372634787"	"0.089757262"	"5.887776781"	"0.124515613"	"0.38862"	"33.6122"	"8.64556"	"39.3727"	"0.357095"	"25.8184"	"0.573849"
"1206"	"19"	"E2f2"	0.146813576936797	2.81475971414365	19.1723393222371	6.86953765185916e-17	2.85293980359787e-15	"ENSMUSG00000018983"	"TRE"	"4.744135762"	"6.946189805"	"2.05782474"	"7.152980678"	"7.456004064"	"6.654907482"	"7.466055043"	"4.91984"	"7.5014"	"2.12766"	"7.7241"	"8.08427"	"7.2411"	"8.19329"
"1207"	"19"	"E2f4"	0.158962132985286	1.40488504941268	8.83785982881045	7.16059081924706e-07	1.15453996679742e-05	"ENSMUSG00000014859"	"TRE"	"26.67905967"	"20.59086565"	"20.71087323"	"18.58596917"	"21.6062141"	"19.61456603"	"21.20095099"	"22.8541"	"17.1725"	"16.5568"	"15.2593"	"17.3114"	"16.155"	"17.3969"
"1208"	"19"	"Ermap"	0.169028718531098	4.85302606100472	28.7112515741628	0	0	"ENSMUSG00000028644"	"TRE"	"0.652409209"	"2.829496016"	"1.070058144"	"3.408696638"	"3.675452901"	"3.444403279"	"3.454213419"	"0.361759"	"2.22991"	"0.649074"	"2.88945"	"2.64153"	"2.90515"	"2.50596"
"1209"	"19"	"Fbn2"	1.56907836015697	0.0999999999999987	0.0637316800354028	0.00651192007547501	0.0437479728599927	"ENSMUSG00000024598"	"TRE"	"1.525615731"	"2.027329628"	"1.948093561"	"0.444046262"	"0.718939153"	"0.226158691"	"0.185744062"	"1.32494"	"1.70057"	"1.57924"	"0.378763"	"0.584899"	"0.175297"	"0.142526"
"1210"	"19"	"Fosb"	4.71014588990639	0.247812828656779	0.0526125590266386	1.85553928920518e-05	0.000239907226024123	"ENSMUSG00000003545"	"TRE"	"193.8033146"	"65.59625796"	"88.92716113"	"38.2733559"	"42.80165236"	"45.28469357"	"47.52748613"	"188.834"	"66.9177"	"83.508"	"37.7631"	"41.2707"	"43.279"	"45.0184"
"1211"	"19"	"Gch1"	0.104020950171216	2.03067142035501	19.5217541948289	7.7250588238158e-13	2.09647388476031e-11	"ENSMUSG00000037580"	"TRE"	"25.28844983"	"4.257141938"	"2.876433267"	"5.195328448"	"3.43129191"	"4.993401465"	"4.042472276"	"22.6121"	"3.73908"	"2.47083"	"4.56237"	"2.94165"	"4.3094"	"3.48677"
"1212"	"19"	"Gem"	2.28725674332432	0.188711803675248	0.0825057371569806	0.000640452365333067	0.00562653824800621	"ENSMUSG00000028214"	"TRE"	"20.15334646"	"49.77088366"	"95.03203161"	"49.67717562"	"53.55957468"	"38.08404636"	"45.08175339"	"19.6493"	"49.2138"	"89.2522"	"48.4079"	"49.6883"	"35.5068"	"41.9546"
"1213"	"19"	"Gypa"	0.196330000649493	12.7393141214713	64.8872514609458	0	0	"ENSMUSG00000051839"	"TRE"	"0.065343687"	"0.209334247"	"0.023363459"	"0.287602669"	"0.046952544"	"0.148082409"	"0"	"0.0557172"	"0.174449"	"0.0172746"	"0.237629"	"0.0333823"	"0.133614"	"0"
"1214"	"19"	"Hemgn"	0.162981828261585	7.07033492278703	43.3811241302263	0	0	"ENSMUSG00000028332"	"TRE"	"0.293983181"	"2.572000346"	"0.037182712"	"2.346114947"	"0.124010657"	"1.542629093"	"0.133708632"	"0.300576"	"2.67108"	"0.0178688"	"2.41283"	"0.117926"	"1.52566"	"0.108999"
"1215"	"19"	"Hmbs"	0.266504426243087	8.82298333127547	33.1063294356985	0	0	"ENSMUSG00000032126"	"TRE"	"15.68272849"	"19.68564942"	"12.8298337"	"22.6048323"	"25.2703407"	"20.94532398"	"24.30995283"	"13.5669"	"16.2937"	"10.2067"	"18.7572"	"20.2228"	"16.9904"	"19.6811"
"1216"	"19"	"Hmgcs2"	2.11458748854134	0.0999999999999992	0.047290547467005	0.00103068977342779	0.00851118570404103	"ENSMUSG00000027875"	"TRE"	"0.676250281"	"5.45088682"	"1.038646973"	"7.6262131"	"0.845510418"	"5.781932982"	"1.259220059"	"0.683371"	"5.28266"	"0.960414"	"7.10116"	"0.778422"	"5.38561"	"1.15699"
"1217"	"19"	"Igf2"	2.92665096541325	0.1	0.0341687482319505	0.000103313201410045	0.00114186082687473	"ENSMUSG00000048583"	"TRE"	"0.345216281"	"9.416493074"	"1.706631554"	"8.055149456"	"0.679270145"	"9.266822762"	"1.0543376"	"0.592261"	"15.6428"	"2.71754"	"13.8963"	"1.26947"	"17.7149"	"2.03959"
"1218"	"19"	"Kel"	0.105456291739551	2.37690351566398	22.5392290631108	2.53483568234083e-15	8.68498075662026e-14	"ENSMUSG00000029866"	"TRE"	"0.021448601"	"3.119928369"	"0.016871557"	"2.578789896"	"0.005651008"	"2.068967512"	"0.010975092"	"0.0220212"	"2.49113"	"0.0163929"	"2.04593"	"0.00632852"	"1.64088"	"0.0053964"
"1219"	"19"	"Kif11"	0.138707836411052	2.22842376948619	16.0655938924921	1.28534543154881e-12	3.26215909988453e-11	"ENSMUSG00000012443"	"TRE"	"14.37404412"	"14.29468456"	"4.695536192"	"15.38766626"	"9.678204116"	"7.398029861"	"7.224017006"	"12.5413"	"12.4148"	"3.91161"	"13.2377"	"8.05817"	"6.31456"	"5.95605"
"1220"	"19"	"Klf1"	0.143767436485892	2.65718876894641	18.4825495529174	1.78882899696426e-15	6.36776659828445e-14	"ENSMUSG00000054191"	"TRE"	"0.113199398"	"0.952255893"	"0.173912317"	"1.21314799"	"0.242322875"	"1.004523538"	"0.226262888"	"0.11805"	"0.932347"	"0.149769"	"1.15419"	"0.244031"	"0.954951"	"0.212748"
"1221"	"19"	"Mns1"	0.127725652509041	1.20862241811669	9.46264430343104	2.18428524980188e-06	3.32618103872608e-05	"ENSMUSG00000032221"	"TRE"	"11.2618585"	"8.828570376"	"3.901956485"	"9.424623929"	"6.764365861"	"6.093244232"	"6.114889299"	"9.89047"	"7.60246"	"3.20537"	"8.24967"	"5.72248"	"5.21111"	"4.93566"
"1222"	"19"	"Procr"	1.84708121425367	0.1	0.0541394710900171	0.000385818330695816	0.00367197237651816	"ENSMUSG00000027611"	"TRE"	"1.3387849"	"12.02069469"	"0.982263737"	"12.13273108"	"4.243457434"	"8.374709089"	"5.198702253"	"1.20428"	"11.6621"	"0.907074"	"12.3583"	"4.05187"	"7.84591"	"5.44012"
"1223"	"19"	"Rcn3"	1.45817101419741	0.0999999999999996	0.0685790617330577	0.00136174893798007	0.0110758274154403	"ENSMUSG00000019539"	"TRE"	"35.46227908"	"9.617330598"	"30.15574145"	"2.840783847"	"2.584723448"	"1.436030415"	"1.426322604"	"33.9709"	"9.23814"	"27.5724"	"2.65869"	"2.43905"	"1.20327"	"1.48911"
"1224"	"19"	"Rgs16"	2.22986570950177	0.0999999999999988	0.0448457499363682	0.000821888821096881	0.00701805999572134	"ENSMUSG00000026475"	"TRE"	"4.955534753"	"11.64111863"	"4.735685187"	"15.50300498"	"7.380798384"	"20.9106939"	"10.00750983"	"4.68283"	"11.3627"	"4.40523"	"14.8103"	"6.81079"	"19.6246"	"9.32097"
"1225"	"19"	"Rhag"	0.16204887767533	3.87916508472124	23.9382409824107	0	0	"ENSMUSG00000023926"	"TRE"	"0.1472921"	"1.161260589"	"0.222614079"	"1.398920533"	"0.199390663"	"1.168565338"	"0.324026084"	"0.0824624"	"0.974242"	"0.137925"	"1.15571"	"0.103652"	"0.925106"	"0.214399"
"1226"	"19"	"Rhd"	0.171603352959001	5.61198295480233	32.7032243719803	0	0	"ENSMUSG00000028825"	"TRE"	"0.057347383"	"1.227972112"	"0.014096776"	"1.214712856"	"0.018886459"	"0.753633232"	"0.055020439"	"0.0509482"	"0.955707"	"0.0135766"	"0.976581"	"0.0161135"	"0.560954"	"0.0449153"
"1227"	"19"	"Slc14a1"	0.135998453875457	0.772774743968947	5.68223183387533	0.00117808056849426	0.00963916071117242	"ENSMUSG00000059336"	"TRE"	"0.164583349"	"1.635587877"	"0.063083746"	"1.682448614"	"2.181835796"	"1.585373031"	"2.266131045"	"0.170247"	"2.17606"	"0.0395577"	"2.21581"	"2.99669"	"2.15552"	"2.99203"
"1228"	"19"	"Slc43a1"	0.124851275477836	1.55270851228406	12.4364649567373	1.26112372121672e-08	2.50488414482248e-07	"ENSMUSG00000027075"	"TRE"	"1.16786003"	"3.914463552"	"4.705882766"	"3.557356363"	"1.845631078"	"2.943977399"	"1.627101557"	"1.38156"	"4.73672"	"5.22358"	"4.34262"	"2.24842"	"3.66324"	"1.93847"
"1229"	"19"	"Slc4a1"	0.264482563289578	12.7424567919995	48.1788161514751	0	0	"ENSMUSG00000006574"	"TRE"	"0.012735452"	"2.854027194"	"0.094386062"	"2.420596469"	"0.044563592"	"1.78104109"	"0.034365076"	"0.0124957"	"2.53862"	"0.0896317"	"2.18"	"0.0327111"	"1.57114"	"0.0298948"
"1230"	"19"	"Sox6"	0.106318185076427	3.0589046655183	28.7712272676532	0	0	"ENSMUSG00000051910"	"TRE"	"0.415630862"	"0.540066749"	"0.127785081"	"0.640587671"	"0.148591117"	"0.563428268"	"0.114493315"	"0.449313"	"0.566279"	"0.124777"	"0.692417"	"0.180275"	"0.628179"	"0.14209"
"1231"	"19"	"Spc24"	0.132537768178024	0.707790260098388	5.34029107195837	0.00102595030928029	0.00851118570404103	"ENSMUSG00000074476"	"TRE"	"8.2460058"	"9.459156461"	"4.778594542"	"8.17141589"	"8.63666604"	"5.749737789"	"6.712037699"	"8.66376"	"10.6518"	"4.28134"	"8.21508"	"8.5322"	"5.58763"	"6.32188"
"1232"	"19"	"Tal1"	0.153476299967357	4.2791491523214	27.881498011299	0	0	"ENSMUSG00000028717"	"TRE"	"0.01239209"	"0.853972821"	"0.034116839"	"1.65740561"	"0.022854384"	"0.873016792"	"0.022193294"	"0.0203701"	"0.920393"	"0.0395446"	"1.78418"	"0.0213963"	"0.957838"	"0.0329328"
"1233"	"19"	"Trim10"	0.109849261726896	2.1088400149864	19.1975802279794	2.60959480836773e-13	7.60946741461272e-12	"ENSMUSG00000073400"	"TRE"	"0.009703167"	"1.738166725"	"0.090636538"	"2.143375922"	"0.006391171"	"1.651116986"	"0"	"0.00478812"	"1.62285"	"0.0807078"	"1.94613"	"0.00545279"	"1.43501"	"0"
"1234"	"19"	"Tspan33"	0.130273898640993	3.11792068889734	23.9335793387873	0	0	"ENSMUSG00000001763"	"TRE"	"0.185056037"	"9.760602934"	"0.97400666"	"11.22686188"	"16.82448693"	"12.66546304"	"18.13765974"	"0.173301"	"8.78686"	"0.832808"	"9.95115"	"14.3524"	"10.9159"	"15.4753"
"1235"	"19"	"Ube2l6"	0.216557152105237	1.72426016689381	7.96214832958227	9.72140007901064e-07	1.52264900666104e-05	"ENSMUSG00000027078"	"TRE"	"36.73879456"	"51.31168495"	"41.16043969"	"64.69365077"	"49.41709938"	"60.16542156"	"56.11706387"	"40.8933"	"53.8752"	"41.2407"	"64.4499"	"52.2061"	"61.6218"	"57.461"
"1236"	"19"	"Vtn"	1.52776189648745	0.0999999999999996	0.0654552258633459	0.00714668336503132	0.0475462599600749	"ENSMUSG00000017344"	"TRE"	"0.068453507"	"1.541169377"	"0.599646478"	"1.010577482"	"0.00819785"	"0.903800337"	"0.079607172"	"0.0669857"	"1.3923"	"0.500189"	"0.909539"	"0.00918071"	"0.740206"	"0.046745"
"1237"	"19"	"Abcc9"	1.77674964910962	0.0999999999999962	0.0562825494577184	0.00275574471043691	0.0208085296179272	"ENSMUSG00000030249"	"TRE+NRE"	"0.26682831"	"1.245598015"	"0.187617115"	"1.630693348"	"0.109379048"	"1.106195904"	"0.142941435"	"0.240278"	"1.10191"	"0.126323"	"1.41424"	"0.0540587"	"1.02213"	"0.0774253"
"1238"	"19"	"Acta2"	2.06403967336345	0.156426253010712	0.0757864565441265	0.00128124985174931	0.0104521007251335	"ENSMUSG00000035783"	"TRE+NRE"	"23.33634598"	"39.14201469"	"222.783004"	"37.29649583"	"31.31793232"	"31.04908549"	"21.58939975"	"6.26245"	"20.0271"	"164.402"	"17.4736"	"11.0268"	"13.457"	"4.03385"
"1239"	"19"	"Adipor1"	0.142969575441836	0.841466758687917	5.88563515060762	0.000403456061879759	0.00382502993677096	"ENSMUSG00000026457"	"TRE+NRE"	"20.40683266"	"26.81872996"	"27.14728449"	"27.65201982"	"32.57673025"	"30.08425995"	"34.67967723"	"20.8735"	"27.1366"	"26.3048"	"27.9386"	"31.2773"	"29.0943"	"33.4839"
"1240"	"19"	"Ank1"	0.137094241869639	2.86608246401878	20.9059288335691	1.65394607587045e-17	7.08354092806392e-16	"ENSMUSG00000031543"	"TRE+NRE"	"0.073315549"	"2.204583048"	"0.306373513"	"2.519684653"	"1.276683975"	"2.598663397"	"1.384709778"	"0.127252"	"3.60907"	"0.848075"	"3.26897"	"1.55409"	"3.61549"	"1.65112"
"1241"	"19"	"Arpc1b"	1.85334385952434	0.0999999999999989	0.0539565280809056	0.00230327142796087	0.0176348239777675	"ENSMUSG00000029622"	"TRE+NRE"	"28.10486466"	"39.29505422"	"36.55885504"	"42.24663775"	"45.55692768"	"46.44323249"	"49.71714193"	"61.7348"	"87.9636"	"82.774"	"102.023"	"108.006"	"119.968"	"121.65"
"1242"	"19"	"Asap1"	0.247852066944642	2.23344152445222	9.01118781047352	6.71903062029785e-09	1.3642120689064e-07	"ENSMUSG00000022377"	"TRE+NRE"	"8.280486147"	"10.34870368"	"6.718412891"	"10.57526978"	"12.59997215"	"9.526561166"	"12.00448766"	"10.2064"	"12.7332"	"7.87562"	"12.6576"	"14.673"	"11.293"	"13.88"
